rid,name,nation,start_yr,end_yr,pscr,type,ERID[1],ERID[2],ERID[3],ERID[4],ERID[5],ERID[6],ERID[7],ERID[8],ERID[9],ERID[10],start_mo,end_mo,exp_mod,mor_mod,B44,B45,B46,B47,B48,B49,B50,B51,B52,B53,B54,B55,B56,B57,B58,B59
1,Headquarters,6,46,125,10,5,243,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Tank Squadron,6,68,105,1,2,15,1010,1010,1010,1010,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,MBT Squadron,6,92,125,1,2,26,1013,1013,1013,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,Tank Sqdn/21,6,46,74,1,2,15,1006,1006,1006,1006,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,AMX13/SS11 Pl,6,57,92,1,1,8,8,8,8,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,Tank Platoon/5,6,46,74,1,1,15,15,15,15,15,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,Tank Sqdn/16,6,46,74,1,2,15,1006,1006,1006,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,Tank Sqdn + VAB,6,76,97,1,2,15,1010,1010,1010,1010,1189,1189,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,Tank Sqdn + APC,6,46,59,1,2,15,1006,1006,1006,1006,1176,1176,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Tank Platoon/4,6,68,105,1,1,15,15,15,15,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,Tank Section,6,46,105,1,1,15,15,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
