id,nation,name,type,type,uclass,uclass,mclass,mclass,start_yr,start_mo,end_yr,end_mo,size,crew,survive,cost,speed,radio,irvis,fc,rf,ew,stab,rof,load_cap,load_cost,swim,smkdev,wpn1,wpn1_HEammo,wpn1_APammo,wpn1_HEATammo,wpn1_APCRammo,wpn2,wpn2_HEammo,wpn2_APammo,wpn3,wpn3_HEammo,wpn3_APammo,wpn4,wpn4_HEammo,wpn4_APammo,arm_HE_FH,arm_HE_SH,arm_HE_RH,arm_HE_FT,arm_HE_ST,arm_HE_RT,arm_HE_TP,arm_HE_SK,arm_AP_FH,arm_AP_SH,arm_AP_RH,arm_AP_FT,arm_AP_ST,arm_AP_RT,arm_AP_TP,arm_AP_SK,slp_FH,slp_SH,slp_RH,slp_FT,slp_ST,slp_RT,sound,lbm,text,icon,icon_desert,icon_winter
1,0,****Cambodia***,344,NO UNIT,14,other,0,default,1948,1,2025,12,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65142,0,0,0,0
2,0,**2/48-12/125**,344,NO UNIT,14,other,0,default,1948,1,2025,12,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,58,Type 94 Te-Ke,130,main battle tank,2,armor,3,track,1946,1,1947,12,1,2,3,15,14,11,0,0,0,0,0,9,0,10,0,0,245,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,45000,0,2205,2205,2205
4,58,Type 89 Yi-Go,130,main battle tank,2,armor,3,track,1946,1,1949,12,3,5,3,24,9,11,0,0,0,0,0,8,6,10,0,0,81,65,35,5,0,0,0,0,224,120,0,225,120,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,52850,0,2206,2206,2206
5,58,Type 95 Ha-Go,130,main battle tank,2,armor,3,track,1946,1,1949,12,2,3,2,23,16,11,0,1,1,0,0,8,0,10,0,0,77,65,50,0,0,0,0,0,243,120,0,244,120,0,0,0,0,0,0,0,0,0,3,2,2,2,2,2,1,0,0,0,0,0,0,0,0,764,0,4154,4154,4154
6,58,Renault R-35,130,main battle tank,2,armor,3,track,1946,1,1957,12,2,2,3,24,8,11,0,1,1,0,0,8,5,10,0,0,246,70,0,0,30,68,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,6,4,4,2,0,0,0,0,0,0,0,0,23051,0,448,448,448
7,58,Hotchkiss H-39,130,main battle tank,2,armor,3,track,1948,1,1957,12,2,2,3,27,14,21,0,2,1,0,0,8,5,10,0,0,242,70,30,0,0,68,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,6,5,4,2,0,0,0,0,0,0,0,0,64526,0,472,472,472
9,58,AMX-13,130,main battle tank,2,armor,3,track,1958,1,1967,12,3,3,3,51,20,32,0,10,8,0,0,7,6,14,0,1,96,12,25,0,0,67,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,4,3,3,1,0,0,0,0,0,0,0,0,6003,0,2214,2214,2214
10,58,AMX-13,130,main battle tank,2,armor,3,track,1968,1,1993,12,3,3,3,51,20,31,0,10,8,0,0,7,6,14,0,1,96,12,25,0,0,67,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,4,3,3,1,0,0,0,0,0,0,0,0,6003,0,2214,2214,2214
16,58,PT-76,130,main battle tank,2,armor,3,track,1977,1,1993,12,4,3,3,44,15,41,0,5,5,0,0,7,6,10,4,0,86,20,10,5,5,62,120,0,0,0,0,0,0,0,6,3,2,6,3,3,2,0,4,2,1,4,2,2,1,0,0,0,0,0,0,0,0,11104,0,1610,1610,1610
