rid,name,nation,start_yr,end_yr,pscr,type,ERID[1],ERID[2],ERID[3],ERID[4],ERID[5],ERID[6],ERID[7],ERID[8],ERID[9],ERID[10],start_mo,end_mo,exp_mod,mor_mod,B44,B45,B46,B47,B48,B49,B50,B51,B52,B53,B54,B55,B56,B57,B58,B59
1,Battle Group HQ,7,46,125,10,5,245,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Mech Inf Co,7,46,95,3,2,103,103,261,261,1041,1041,1041,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,Mech Inf Co +,7,65,95,3,2,103,103,261,261,1041,1041,1041,1070,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,Rifle Company,7,46,125,3,2,96,1039,1039,1039,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,Rifle Company +,7,65,125,3,2,99,360,1039,1039,1039,1156,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,Motor Company,7,82,125,3,2,103,271,1101,1101,1101,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,Motor Co (+),7,82,125,3,2,103,271,1101,1101,1101,1140,1102,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,Med Tank Sqn,7,46,59,1,2,9,9,1082,1082,1082,1082,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,Tank Squadron,7,46,99,1,2,5,5,1063,1063,1063,1063,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Challenger Sqdn,7,90,125,1,2,25,25,1109,1109,1109,1109,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,Airmob Rifle Co,7,88,125,3,2,99,1039,1039,1039,1156,1156,1156,1240,0,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,Mech Inf Co(W),7,54,80,3,2,101,101,270,270,1083,1083,1083,1140,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,Inf. Tank Sqdn,7,46,56,1,2,34,34,1312,1317,1317,1317,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,RM Ski Co,7,46,125,3,2,320,313,1104,1104,1104,0,0,0,0,0,1,12,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,Mixed Tank Sqdn,7,55,66,1,2,13,13,1120,1120,1120,1120,0,0,0,0,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,Mixed Tank Sqdn,7,55,66,1,2,13,13,1063,1063,1063,1063,1320,0,0,0,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,Rifle Company +,7,46,64,3,2,96,360,1039,1039,1039,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,CVR(T) Squadron,7,72,90,1,2,4,4,1098,1098,1098,1129,1302,0,0,0,1,12,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
