id,name,wclass,wclass,size,warhead,kill_HE,kill_AP,pen_HE,pen_AP,pen_HEAT,pen_APCR,accuracy,range_max,range_APCR
1,Sniper Rifle,1,primary infantry weapon,0,1,2,0,0,0,0,0,30,15,0
2,Pistol,1,primary infantry weapon,0,1,1,0,0,0,0,0,0,1,0
3,Mauser Rifle,1,primary infantry weapon,0,1,1,0,0,0,0,0,1,10,0
4,M1 Carbine,1,primary infantry weapon,0,1,1,0,0,0,0,0,1,6,0
5,M2 Carbine,1,primary infantry weapon,0,1,2,0,0,0,0,0,1,5,0
6,M1 Rifle,1,primary infantry weapon,0,1,2,0,0,0,0,0,1,10,0
7,M3A1 SMG,1,primary infantry weapon,0,1,6,0,0,0,0,0,1,2,0
8,AK47 Rifle,1,primary infantry weapon,0,1,3,0,0,0,0,0,1,8,0
9,M14 Rifle,1,primary infantry weapon,0,1,2,0,0,0,0,0,1,10,0
10,G3 Rifle,1,primary infantry weapon,0,1,3,0,0,0,0,0,1,10,0
11,BAR,2,secondary infantry weapon,0,1,5,0,0,0,0,0,17,12,0
12,7.62mm PKM LMG,2,secondary infantry weapon,0,1,6,0,0,0,0,0,22,12,0
13,7.62mm M60 LMG,2,secondary infantry weapon,0,1,5,0,0,0,0,0,18,12,0
14,RPG-7,2,secondary infantry weapon,0,5,4,0,2,222,33,0,5,10,0
15,M9A1 Bazooka,2,secondary infantry weapon,0,4,2,0,2,222,12,0,4,5,0
16,M20 Bazooka,2,secondary infantry weapon,0,5,7,0,2,222,28,0,4,6,0
17,Rifle-Grenade,2,secondary infantry weapon,0,3,3,0,2,222,5,0,1,3,0
18,Energa Grenade,2,secondary infantry weapon,0,4,5,0,2,222,25,0,1,2,0
19,RPG-7V,2,secondary infantry weapon,0,5,9,0,2,222,50,0,5,6,0
24,Uzi SMG,1,primary infantry weapon,0,1,4,0,0,0,0,0,1,2,0
25,7.92mm ZB30 LMG,2,secondary infantry weapon,0,1,5,0,0,0,0,0,18,12,0
26,Star Z45 SMG,1,primary infantry weapon,0,1,6,0,0,0,0,0,1,3,0
27,Star Z62 SMG,1,primary infantry weapon,0,1,5,0,0,0,0,0,1,3,0
28,106mm M40 HE,7,large gun,0,5,11,0,3,0,0,0,10,154,0
30,Uirapuru CMG,5,light gun,0,1,6,0,0,0,0,0,20,24,0
31,Uirapuru AAMG,4,anti-air weapon,0,1,6,0,0,0,0,0,20,24,0
32,7.65mm vz37 MMG,3,team weapon,0,1,12,0,0,0,0,0,20,24,0
33,7.62mm FN-MAG,3,team weapon,0,1,7,0,0,0,0,0,18,24,0
34,50 cal M2 HMG,3,team weapon,0,1,10,0,1,0,0,0,23,40,0
35,.30in M1919 MMG,3,team weapon,0,1,5,0,0,0,0,0,20,24,0
36,7.62mm M60 MMG,3,team weapon,0,1,5,0,0,0,0,0,18,24,0
37,Vickers HMG,3,team weapon,0,1,5,0,0,0,0,0,23,30,0
38,12.7mm M2HB HMG,3,team weapon,0,1,10,0,1,0,0,0,23,40,0
40,81mm M1 Mortar,3,team weapon,0,4,11,0,1,0,0,0,3,65,2
41,81mm Brandt 61,3,team weapon,0,4,11,0,1,0,0,0,3,90,2
42,120mm Brandt MO,3,team weapon,0,5,19,0,2,0,0,0,3,132,12
43,73mm SPG-9 RCL,3,team weapon,0,4,5,0,2,222,40,0,7,24,0
44,107mm M107 Mrtr,3,team weapon,0,4,15,0,2,0,0,0,3,137,16
45,106mm M40 RCL,3,team weapon,0,5,11,0,3,222,45,0,10,22,0
46,106mm M40A1 RCL,3,team weapon,0,5,11,0,3,222,62,0,10,27,0
47,12.7mm T54 AAMG,4,anti-air weapon,0,1,10,0,1,0,0,0,21,40,0
48,7.62 SGMB AAMG,4,anti-air weapon,0,1,6,0,0,0,0,0,24,24,0
49,12.7 NSVT AAMG,4,anti-air weapon,0,1,13,0,1,0,0,0,25,40,0
50,40mm Mk 19 GL,3,team weapon,0,3,13,0,1,222,5,0,20,40,0
51,.30 M1919 AAMG,4,anti-air weapon,0,1,5,0,0,0,0,0,20,24,0
52,7.62mm M60 AAMG,4,anti-air weapon,0,1,5,0,0,0,0,0,18,24,0
53,12.7 DShK AAMG,4,anti-air weapon,0,1,10,0,1,0,0,0,21,40,0
54,14.5 ZPU-2 AAMG,4,anti-air weapon,0,1,15,0,1,3,0,0,23,50,0
55,12.7 M2HB AAMG,4,anti-air weapon,0,1,10,0,1,0,0,0,23,40,0
56,23mm (2) ZU-23,4,anti-air weapon,0,2,19,0,1,5,0,0,20,50,0
57,40mm Bofors AAG,4,anti-air weapon,0,3,15,0,1,7,0,0,14,46,0
58,30mm (4) 2A38,4,anti-air weapon,0,2,26,0,1,8,0,0,28,80,0
59,12.7mm Twin TMG,5,light gun,0,1,15,0,1,0,0,0,23,40,0
60,AZP-23-4 AA Gun,4,anti-air weapon,0,2,23,0,1,5,0,0,20,50,0
61,7.62mm SGMT BMG,5,light gun,0,1,6,0,0,0,0,0,24,10,0
62,7.62mm SGMB CMG,5,light gun,0,1,6,0,0,0,0,0,24,24,0
63,7.5mm AAT52 CMG,5,light gun,0,1,6,0,0,0,0,0,16,24,0
64,7.62mm PKT CMG,5,light gun,0,1,6,0,0,0,0,0,22,24,0
65,.30 M1919 BMG,5,light gun,0,1,5,0,0,0,0,0,20,10,0
66,.30 M1919 CMG,5,light gun,0,1,5,0,0,0,0,0,20,24,0
67,7.62mm M240 CMG,5,light gun,0,1,8,0,0,0,0,0,21,24,0
68,12.7mm M2HB TMG,5,light gun,0,1,10,0,1,0,0,0,23,40,0
69,.50 Browng BMG,5,light gun,0,1,10,0,1,0,0,0,23,20,0
70,20mm Rh202 AC,19,auto cannon,0,2,14,0,1,5,0,5,23,60,60
71,7.62mm PKT TMG,5,light gun,0,1,6,0,0,0,0,0,24,24,0
72,20mm M75 AAG,4,anti-air weapon,0,2,19,0,1,3,0,0,18,45,0
73,20mm M75-2 AAG,4,anti-air weapon,0,2,17,0,1,3,0,0,18,45,0
74,7.62mm T67 CMG,5,light gun,0,1,6,0,0,0,0,0,20,24,0
75,7.9mm vz.35 CMG,5,light gun,0,1,6,0,0,0,0,0,21,24,0
76,7.9mm vz.35 BMG,5,light gun,0,1,6,0,0,0,0,0,20,10,0
77,37mm M5 Gun,6,medium gun,0,2,1,0,1,6,0,0,14,40,0
78,37mm vz.37 Gun,6,medium gun,0,2,1,0,1,5,0,8,11,40,20
79,37mm M6 Gun,6,medium gun,0,2,1,0,1,6,0,0,14,40,0
80,14.5mm KPV TMG,5,light gun,0,1,13,0,1,3,0,0,23,50,0
81,30 cal (2) TMG,5,light gun,0,1,8,0,0,0,0,0,20,24,0
82,47mm M39 Gun,6,medium gun,0,3,2,0,1,6,7,0,8,45,0
83,75mm CN SA50,6,medium gun,0,4,5,0,2,20,0,0,13,75,0
84,20mm KAD-B,19,auto cannon,0,2,13,0,1,5,0,0,24,60,0
85,76mm M1A2 Gun,6,medium gun,0,4,5,0,2,14,0,18,13,70,45
86,EC-90 Gun 75,6,medium gun,0,5,9,0,2,0,30,20,12,45,54
87,90mm Gun F3,6,medium gun,0,5,9,0,2,0,32,39,13,45,90
89,100mm BS-3 49,7,large gun,0,5,11,0,3,19,38,24,15,90,70
90,76mm M1A1 Gun,6,medium gun,0,4,5,0,2,12,0,18,13,70,45
91,100mm D10TG 55,6,medium gun,0,5,11,0,3,18,28,20,14,90,40
92,100mm D10TG 60,6,medium gun,0,5,11,0,3,21,38,24,14,90,90
93,100mm D10TG 79,6,medium gun,0,5,11,0,3,21,40,32,14,90,90
94,122mm D-30 FH,7,large gun,0,7,15,0,3,0,46,0,10,205,0
95,122mm D-74 FG,7,large gun,0,7,15,0,3,21,20,0,13,214,0
97,105mm Gun G1,7,large gun,0,5,11,0,3,0,38,55,14,100,110
98,105mm Gun G2,7,large gun,0,5,11,0,3,0,40,63,14,100,100
99,75mm M116 PH,6,medium gun,0,4,5,0,2,0,9,0,6,192,0
100,105mm M56 PH,7,large gun,0,5,11,0,3,0,12,0,6,201,0
101,125mm D81T 75,7,large gun,0,7,15,0,3,0,50,43,13,120,120
102,125mm KBM-1M,24,multi-charge HEAT,0,7,15,0,3,0,80,96,13,120,130
103,115mm 2A20 85,7,large gun,0,6,13,0,3,0,55,52,11,100,100
104,122mm Rkt LR,3,team weapon,0,5,19,0,2,0,0,0,1,211,0
105,105mm T83-I Gun,7,large gun,0,5,11,0,3,0,43,49,13,100,100
106,105mm M101 CSH,7,large gun,0,5,11,0,3,0,10,0,7,80,0
107,160mm M43 Mrtr,3,team weapon,0,7,27,0,3,0,0,0,5,161,12
108,75mm M8 PH,6,medium gun,0,4,5,0,2,0,9,0,6,162,0
109,105mm M101 FH,7,large gun,0,5,11,0,3,0,12,0,6,201,0
110,155mm Bg 50,7,large gun,0,8,21,0,4,0,0,0,6,208,0
111,155mm M185 FH,7,large gun,0,8,21,48,4,10,0,0,10,214,0
113,155mm M114A1 FH,7,large gun,0,8,21,0,4,0,0,0,6,205,0
114,RPG-43 Grenade,2,secondary infantry weapon,0,3,4,0,4,222,7,0,3,1,0
115,130mm M46 FG,7,large gun,0,7,17,0,3,0,28,0,15,217,0
116,RKG-3M Grenade,2,secondary infantry weapon,0,3,4,0,3,222,17,0,3,1,0
117,ATO VFT,9,vehicle flamethrower,0,45,40,0,0,0,25,0,20,3,0
118,Pole Mine,2,secondary infantry weapon,0,10,6,0,10,222,18,0,12,1,0
119,Flamethrower,8,infantry flamethrower,0,45,25,0,0,0,14,0,30,1,0
120,Satchel Charge,2,secondary infantry weapon,0,10,20,0,18,0,15,0,15,1,0
121,Hand Grenade,2,secondary infantry weapon,0,3,6,0,1,0,0,0,3,1,0
122,40mm M79 GL,2,secondary infantry weapon,0,3,3,0,1,222,5,0,3,7,0
123,40mm M203 GL,2,secondary infantry weapon,0,3,3,0,1,222,5,0,3,7,0
124,40mm GP-25 GL,2,secondary infantry weapon,0,3,3,0,1,0,0,0,3,8,0
125,9M32 Strela-2,12,surface-to-air missile,0,4,2,0,2,0,0,0,50,68,16
131,9M36 Strela-3,12,surface-to-air missile,0,4,2,0,2,0,0,0,80,90,10
133,9M313 Igla-1,12,surface-to-air missile,0,4,2,0,2,0,0,0,118,100,20
135,V-750V Dvina,12,surface-to-air missile,0,25,130,0,130,0,0,0,40,255,140
136,V600 S-125 Neva,12,surface-to-air missile,0,28,60,0,60,0,0,0,50,255,120
142,SA19 Treugolnik,12,surface-to-air missile,0,9,9,0,9,0,0,0,100,180,10
145,Malyutka ATGM,13,anti-tank guided missile,0,5,0,0,0,222,40,0,60,60,10
146,SS-11 ATGM,13,anti-tank guided missile,0,8,0,0,0,222,60,0,60,60,7
147,SS-11 SACLOS,13,anti-tank guided missile,0,8,0,0,0,222,60,0,70,60,7
148,Cobra ATGM,13,anti-tank guided missile,0,5,0,0,0,222,48,0,60,40,8
149,Falanga M ATGM,13,anti-tank guided missile,0,6,0,0,0,222,50,0,60,70,10
150,Javelin ATGM,22,top-attack ATGM,0,7,0,0,0,222,90,0,95,40,2
