rid,name,nation,start_yr,end_yr,pscr,type,ERID[1],ERID[2],ERID[3],ERID[4],ERID[5],ERID[6],ERID[7],ERID[8],ERID[9],ERID[10],start_mo,end_mo,exp_mod,mor_mod,B44,B45,B46,B47,B48,B49,B50,B51,B52,B53,B54,B55,B56,B57,B58,B59
1,Battalion HQ,29,46,125,10,5,239,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,Lt Tank Sqdn,29,51,60,1,2,5,5,1004,1004,1004,1044,1005,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,Lt Tank Platoon,29,48,72,1,1,5,5,5,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,Mech Pioneer Tp,29,51,60,3,1,473,486,486,33,33,33,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,Recon Bn HQ,29,50,60,1,2,31,31,33,33,342,0,0,0,0,0,1,12,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,Tank Pl (M48),29,63,82,1,1,8,8,8,8,8,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,Tank Sqdn (M48),29,63,82,1,2,8,8,16,16,1007,1007,1007,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,Tank Platoon,29,69,125,1,1,14,14,14,14,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Tank Squadron,29,69,75,1,2,14,16,16,1009,1009,1009,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,Tank Squadron,29,76,125,1,2,14,16,16,1009,1009,1009,1017,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,Tank Section,29,69,125,1,0,11,11,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,Tank Sqdn (-),29,76,125,1,2,14,1009,1009,1009,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,Airfield Tk Pl,29,48,52,1,1,3,3,2,2,500,0,0,0,0,0,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,Airfield Tk Pl,29,53,86,1,1,360,360,360,360,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,TD Squadron,29,94,125,1,2,12,1012,1012,1021,1021,1017,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,Storm Troop,29,70,125,3,1,141,138,138,138,20,20,20,20,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,Storm Squadron,29,85,125,3,2,142,19,341,341,1017,1017,1017,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Homegd Tank Grp,29,75,93,1,1,366,366,366,366,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,SP TOW Pl,29,86,125,1,1,21,21,21,21,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,SP Mortar Pl,29,64,125,2,1,27,27,27,27,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,Recon Sec,29,111,125,1,2,315,315,315,504,504,504,0,0,0,0,1,12,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,Recon Squadron,29,46,47,1,2,25,1025,1025,1026,1026,1042,1042,1043,1044,0,1,12,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,Arm Car Trp,29,46,50,1,1,26,26,26,25,25,0,0,0,0,0,1,12,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,Carrier Troop,29,46,51,1,1,30,30,30,30,30,30,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,TD Troop,29,75,77,1,1,6,6,6,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,TD Troop,29,78,93,1,1,6,6,6,6,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,TD Squadron,29,88,89,1,2,6,6,1028,1028,1021,1021,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,TD Squadron,29,78,87,1,2,6,6,1028,1028,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,TD Squadron,29,75,77,1,2,6,6,1027,1027,1027,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
