rid,name,wclass,size,sound,warhead,pen.HE,pen.AP,kill.HE,kill.AP,accuracy,range_max,range_APCR,pen_APCR,pen_HEAT,B28,B29,B30,B31,B32,B33,B34,B35,B36,B37,B38,B39
1,Sniper Rifle,1,0,0,1,0,0,2,0,30,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Pistol,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,7.62 Rifle 39,1,0,0,1,0,0,1,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,Suomi M31 SMG,1,0,0,1,0,0,5,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,7.62 RK 95,1,0,0,1,0,0,3,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,Sniper Rifle 85,1,0,0,1,0,0,2,0,30,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7.62 RK 62,1,0,0,1,0,0,3,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,7.62 RK 54,1,0,0,1,0,0,3,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,Sten SMG,1,0,0,1,0,0,5,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,7.62 DP-27 LMG,2,0,0,1,0,0,5,0,20,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,7.62mm DPM LMG,2,0,0,1,0,0,5,0,20,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,7.62 LMG 54,2,0,0,1,0,0,6,0,18,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,7.62mm PKM LMG,2,0,0,1,0,0,6,0,22,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,7.62 LMG 62,2,0,0,1,0,0,9,0,15,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,55 S 55 RCL,2,0,0,3,2,222,3,0,3,6,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0
16,Panzerfaust,2,0,0,8,4,222,4,0,2,2,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
17,Panzerschreck,2,0,0,5,2,222,4,0,6,6,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
18,Apilas,2,0,0,6,3,222,13,0,5,7,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0
19,66 KeS 12 Orak,2,0,0,4,2,222,4,0,5,7,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0
20,66 KeS Orak,2,0,0,4,2,222,4,0,5,4,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0
21,.50 Tkiv 2000,1,0,30,1,2,2,2,0,30,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,8.6mm Tkiv 2000,1,0,30,1,1,1,2,0,30,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,MP5A4 SMG,1,0,0,1,0,0,5,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
