id,name,wclass,wclass,size,warhead,kill_HE,kill_AP,pen_HE,pen_AP,pen_HEAT,pen_APCR,accuracy,range_max,range_APCR
11,//Class 1,0,unknown weapon,0,0,0,0,0,0,0,0,0,0,0
12,Pistol,1,primary infantry weapon,0,1,1,0,0,0,0,0,0,1,0
13,Hunting Rifle,1,primary infantry weapon,0,1,1,0,0,0,0,0,1,8,0
14,M16 Rifle,1,primary infantry weapon,0,1,3,0,0,0,0,0,1,8,0
16,M48 Rifle,1,primary infantry weapon,0,1,1,0,0,0,0,0,1,10,0
17,M48 Sniper Rfl,1,primary infantry weapon,0,1,2,0,0,0,0,0,30,15,0
18,VHS Rifle,1,primary infantry weapon,0,1,3,0,0,0,0,0,6,9,0
19,Shotgun,1,primary infantry weapon,0,1,8,0,0,0,0,0,5,1,0
20,M59/66 Carbine,1,primary infantry weapon,0,1,2,0,0,0,0,0,1,8,0
21,M70 Rifle,1,primary infantry weapon,0,1,3,0,0,0,0,0,1,8,0
22,M76 Sniper Rfl,1,primary infantry weapon,0,1,2,0,0,0,0,0,30,15,0
23,EMM-992 Sniper,1,primary infantry weapon,0,1,2,0,0,0,0,0,30,15,0
24,ERO SMG,1,primary infantry weapon,0,1,4,0,0,0,0,0,1,2,0
25,FN-FAL Rifle,1,primary infantry weapon,0,1,2,0,0,0,0,0,1,10,0
26,G3 Rifle,1,primary infantry weapon,0,1,3,0,0,0,0,0,1,10,0
27,Thompson SMG,1,primary infantry weapon,0,1,6,0,0,0,0,0,1,2,0
28,M44 Carbine,1,primary infantry weapon,0,1,1,0,0,0,0,0,1,8,0
29,//Class 2,0,unknown weapon,0,0,0,0,0,0,0,0,0,0,0
30,Hand Grenade,2,secondary infantry weapon,0,3,6,0,1,0,0,0,3,1,0
31,Rifle-Grenade,2,secondary infantry weapon,0,3,3,0,2,222,5,0,1,3,0
32,Satchel Charge,2,secondary infantry weapon,0,10,20,0,18,0,15,0,15,1,0
33,RB M57,2,secondary infantry weapon,0,4,7,0,2,222,30,0,3,4,0
34,RPG-7,2,secondary infantry weapon,0,5,4,0,2,222,33,0,5,10,0
35,RPG-7V,2,secondary infantry weapon,0,5,9,0,2,222,50,0,5,6,0
36,M80 Zolja LAW,2,secondary infantry weapon,0,4,4,0,2,222,30,0,5,5,0
37,M79 Osa RL,2,secondary infantry weapon,0,5,7,0,3,222,40,0,6,7,0
38,M90 Hornet RL,2,secondary infantry weapon,0,5,11,0,3,222,80,0,6,5,0
39,Armbrust 300,2,secondary infantry weapon,0,4,4,0,2,222,30,0,3,6,0
40,7.62mm M65 LMG,2,secondary infantry weapon,0,1,5,0,0,0,0,0,15,12,0
41,M249 SAW,2,secondary infantry weapon,0,1,6,0,0,0,0,0,21,10,0
42,7.62mm M72 SAW,2,secondary infantry weapon,0,1,5,0,0,0,0,0,18,12,0
43,7.62mm M84 LMG,2,secondary infantry weapon,0,1,6,0,0,0,0,0,22,12,0
44,7.92mm M53 LMG,2,secondary infantry weapon,0,1,10,0,0,0,0,0,17,12,0
45,40mm M203 GL,2,secondary infantry weapon,0,3,3,0,1,222,5,0,3,7,0
46,40mm RBG-6 GL,2,secondary infantry weapon,0,3,3,0,1,222,5,0,3,7,0
47,//Class 3,0,unknown weapon,0,0,0,0,0,0,0,0,0,0,0
48,7.62mm SGM MMG,3,team weapon,0,1,6,0,0,0,0,0,24,24,0
49,7.62mm M84 MMG,3,team weapon,0,1,6,0,0,0,0,0,22,24,0
50,.50 M-2A Sniper,1,primary infantry weapon,0,1,2,0,2,2,0,0,30,36,0
51,14.5 ZPU-4 AAMG,4,anti-air weapon,0,1,15,0,1,3,0,0,23,50,0
