id,name,wclass,wclass,size,warhead,kill_HE,kill_AP,pen_HE,pen_AP,pen_HEAT,pen_APCR,accuracy,range_max,range_APCR
1,Sniper Rifle,1,primary infantry weapon,0,1,2,0,0,0,0,0,30,15,0
2,Pistol,1,primary infantry weapon,0,1,1,0,0,0,0,0,0,1,0
3,Mauser Rifle,1,primary infantry weapon,0,1,1,0,0,0,0,0,1,10,0
4,SKS Carbine,1,primary infantry weapon,0,1,2,0,0,0,0,0,1,8,0
5,M91/30 Rifle,1,primary infantry weapon,0,1,1,0,0,0,0,0,1,10,0
6,Orita M41 SMG,1,primary infantry weapon,0,1,5,0,0,0,0,0,1,3,0
7,AIM Rifle,1,primary infantry weapon,0,1,3,0,0,0,0,0,1,8,0
8,M38/44 Carbine,1,primary infantry weapon,0,1,1,0,0,0,0,0,1,8,0
9,Beretta M38 SMG,1,primary infantry weapon,0,1,5,0,0,0,0,0,1,3,0
11,7.62mm RPD LMG,2,secondary infantry weapon,0,1,6,0,0,0,0,0,17,12,0
12,7.92mm MG42 LMG,2,secondary infantry weapon,0,1,10,0,0,0,0,0,17,12,0
13,7.92mm MG34 LMG,2,secondary infantry weapon,0,1,8,0,0,0,0,0,20,12,0
15,RPG-2,2,secondary infantry weapon,0,5,4,0,2,222,20,0,3,3,0
16,75mm KwK 42 L70,6,medium gun,0,4,5,0,2,19,9,27,17,80,60
18,RPG-7,2,secondary infantry weapon,0,5,4,0,2,222,33,0,5,10,0
19,RPG-7V 93mm,2,secondary infantry weapon,0,5,9,0,2,222,50,0,5,6,0
20,ZB-30 LMG,2,secondary infantry weapon,0,1,5,0,0,0,0,0,18,12,0
21,StG 44,1,primary infantry weapon,0,1,3,0,0,0,0,0,1,8,0
22,G43 Rifle,1,primary infantry weapon,0,1,2,0,0,0,0,0,1,10,0
23,Panzerschreck,2,secondary infantry weapon,0,5,4,0,2,222,20,0,6,6,0
24,7.62mm PKM LMG,2,secondary infantry weapon,0,1,6,0,0,0,0,0,22,12,0
25,7.62mm RPK SAW,2,secondary infantry weapon,0,1,5,0,0,0,0,0,19,10,0
27,7.92mm vz37 MMG,3,team weapon,0,1,8,0,0,0,0,0,20,24,0
28,Panzerfaust,2,secondary infantry weapon,0,8,4,0,4,222,20,0,2,2,0
30,35mm Rh 503 (2),4,anti-air weapon,0,2,23,0,1,6,0,11,23,80,80
33,7.5mm FM31 CMG,5,light gun,0,1,7,0,0,0,0,0,24,24,0
34,7.62mm SGM MMG,3,team weapon,0,1,6,0,0,0,0,0,24,24,0
36,37mm SA17 L21,5,light gun,0,2,2,0,1,0,0,3,6,30,4
37,12.7mm NSV HMG,3,team weapon,0,1,13,0,1,0,0,0,25,40,0
38,12.7mm DShK HMG,3,team weapon,0,1,10,0,1,0,0,0,21,40,0
39,60mm mle.35 Mrt,3,team weapon,0,4,7,0,1,0,0,0,3,28,2
40,82mm M37 Mortar,3,team weapon,0,4,11,0,1,0,0,0,3,74,2
41,81mm BV37 Mrt,3,team weapon,0,4,11,0,1,0,0,0,3,57,2
42,120mm 2B11 Mrtr,3,team weapon,0,5,19,0,2,0,0,0,3,142,3
43,120mm Resita Mt,3,team weapon,0,5,19,0,2,0,0,0,3,120,3
44,120mm RomT Mrt,3,team weapon,0,5,19,0,2,0,0,0,1,180,10
45,82mm B10 RCL,3,team weapon,0,5,7,0,2,222,24,0,6,16,0
48,73mm AG-9  RCL,3,team weapon,0,4,5,0,2,222,40,0,7,24,0
49,40mm AGA-40 GL,3,team weapon,0,3,13,0,1,0,0,0,20,40,0
50,14.5 ZPU-4 AAMG,4,anti-air weapon,0,1,18,0,1,3,0,0,23,50,0
51,14.5 KPV AAMG,4,anti-air weapon,0,1,13,0,1,3,0,0,23,50,0
52,12.7 NSVT AAMG,4,anti-air weapon,0,1,13,0,1,0,0,0,25,40,0
53,7.62 SGMB AAMG,4,anti-air weapon,0,1,6,0,0,0,0,0,24,24,0
54,12.7 DShK AAMG,4,anti-air weapon,0,1,10,0,1,0,0,0,21,40,0
55,14.5 ZPU-2 AAMG,4,anti-air weapon,0,1,15,0,1,3,0,0,23,50,0
56,14.5mm KPV A/C,19,auto cannon,0,1,13,0,1,3,0,0,23,50,0
57,23mm ZU-23 (2),4,anti-air weapon,0,2,19,0,1,5,0,0,20,50,0
58,57mm S-60 AAG,4,anti-air weapon,0,3,19,0,2,12,0,0,18,80,0
59,57mm S-60 (2),4,anti-air weapon,0,3,25,0,2,12,0,0,18,80,0
60,7.62mm PKT AAMG,4,anti-air weapon,0,1,6,0,0,0,0,0,24,24,0
61,7.62mm SGMT BMG,5,light gun,0,1,6,0,0,0,0,0,24,10,0
62,7.62mm SGMB CMG,5,light gun,0,1,6,0,0,0,0,0,24,24,0
63,7.62mm PKT TMG,5,light gun,0,1,6,0,0,0,0,0,24,24,0
64,7.62mm PKT CMG,5,light gun,0,1,6,0,0,0,0,0,22,24,0
65,7.62mm DTM BMG,5,light gun,0,1,5,0,0,0,0,0,20,10,0
66,7.62mm DTM CMG,5,light gun,0,1,5,0,0,0,0,0,20,24,0
69,14.5mm KPV BMG,5,light gun,0,1,13,0,1,3,0,0,23,25,0
74,25mm KBA BA01,19,auto cannon,0,2,13,0,1,6,0,7,20,70,70
79,57mm ZiS-2 Gun,6,medium gun,0,3,3,0,2,11,0,16,18,50,50
80,14.5mm KPV TMG,5,light gun,0,1,13,0,1,3,0,0,23,50,0
83,73mm 2A28 Grom,6,medium gun,0,4,5,0,2,0,40,0,8,39,0
84,<73mm 2A28 Grom,6,medium gun,0,4,5,0,2,0,40,0,8,39,0
85,7.9mm MG,11,aircraft weapon,0,1,6,0,0,0,0,0,21,24,0
86,85mm ZiS-S 44,6,medium gun,0,5,7,0,2,12,18,16,13,80,35
87,85mm ZiS-S 69,6,medium gun,0,5,7,0,2,13,30,19,13,80,35
88,85mm D44 Gun,6,medium gun,0,5,7,0,2,12,18,16,13,80,35
89,85mm D44 Gun 69,6,medium gun,0,5,7,0,2,13,30,19,13,80,35
90,100mm D10TG 55,6,medium gun,0,5,11,0,3,18,28,20,14,90,40
91,100mm D10TG 60,6,medium gun,0,5,11,0,3,21,38,24,14,90,90
92,100mm D10TG 79,6,medium gun,0,5,11,0,3,21,40,32,14,90,90
93,100mm A308 Ro95,6,medium gun,0,5,11,0,3,22,38,51,14,90,100
94,100mm D10TG 68,6,medium gun,0,5,11,0,3,21,38,24,14,90,90
95,122mm D-74 FG,7,large gun,0,7,15,0,3,21,20,0,13,214,0
96,100mm BS-3 49,7,large gun,0,5,11,0,3,19,38,24,15,90,70
97,100mm M1977 Gun,6,medium gun,0,5,11,0,3,22,38,37,20,90,90
98,100mm M2002 Gun,6,medium gun,0,5,11,0,3,22,38,51,20,90,100
100,122mm M31/37 FH,7,large gun,0,7,15,0,3,0,21,0,11,211,0
101,125mm D81T 72,7,large gun,0,7,15,0,3,0,45,43,13,120,120
102,125mm D81T 86,7,large gun,0,7,15,0,3,0,50,64,13,120,120
103,152mm ML20S Gun,7,large gun,0,8,21,0,4,13,18,0,8,100,0
104,122mm Rocket LR,3,team weapon,0,5,19,0,2,0,0,0,1,211,0
105,125mm D81T 88,24,multi-charge HEAT,0,7,15,0,3,0,65,64,13,120,120
106,VIFORUL 35mm x2,4,anti-air weapon,0,2,25,0,1,6,0,11,23,80,80
107,160mm Mortar,3,team weapon,0,7,27,0,3,0,0,0,5,161,12
108,152mm M1985 FH,7,large gun,0,8,21,0,4,0,50,0,13,221,0
109,76.2mm ZiS-3 FG,6,medium gun,0,4,5,0,2,0,12,0,10,203,0
110,122mm D-30 FH,7,large gun,0,7,15,0,3,0,46,0,10,205,0
111,152mm M1981 FH,7,large gun,0,8,21,0,4,0,50,0,12,217,0
112,122mm M30 FH,7,large gun,0,7,15,0,3,0,20,0,6,202,0
113,155mm ATROM FH,7,large gun,0,8,21,48,4,10,0,0,13,220,0
114,152mm D-1 FH,7,large gun,0,8,21,0,4,0,25,0,7,202,0
115,130mm M1981 FG,7,large gun,0,7,17,0,3,0,46,0,15,217,0
116,98mm M-93 Mtn.H,7,large gun,0,5,11,0,2,0,0,0,6,200,0
117,ATO VFT,9,vehicle flamethrower,0,45,40,0,0,0,25,0,20,3,0
119,Flamethrower,8,infantry flamethrower,0,45,25,0,0,0,14,0,30,1,0
120,Satchel Charge,2,secondary infantry weapon,0,10,20,0,18,0,15,0,15,1,0
121,Hand Grenade,2,secondary infantry weapon,0,3,6,0,1,0,0,0,3,1,0
122,7.92mm MG34 CMG,5,light gun,0,1,8,0,0,0,0,0,20,24,0
123,7.92mm MG34 BMG,5,light gun,0,1,8,0,0,0,0,0,20,10,0
124,40mm AG-40 GL,2,secondary infantry weapon,0,3,3,0,1,222,5,0,3,10,0
125,9M32 Strela-2,12,surface-to-air missile,0,4,2,0,2,0,0,0,50,68,16
126,RKG-3 Grenade,2,secondary infantry weapon,0,3,4,0,3,222,13,0,3,1,0
127,RKG-3M Grenade,2,secondary infantry weapon,0,3,4,0,3,222,17,0,3,1,0
128,CA94M-Strela-2M,12,surface-to-air missile,0,4,4,0,4,0,0,0,60,92,9
129,MIM-23B I-HAWK,12,surface-to-air missile,0,19,74,0,74,0,0,0,140,255,30
135,V-750V Dvina,12,surface-to-air missile,0,25,130,0,130,0,0,0,40,255,140
138,3M9 Kub,12,surface-to-air missile,0,17,57,0,57,0,0,0,140,255,120
139,9M33 Osa,12,surface-to-air missile,0,10,15,0,15,0,0,0,80,180,40
140,9M31 Strela-1,12,surface-to-air missile,0,5,3,0,3,0,0,0,70,83,10
141,9M33M2 Osa,12,surface-to-air missile,0,10,15,0,15,0,0,0,100,200,30
142,Patriot SAM,12,surface-to-air missile,0,22,73,0,73,0,0,0,140,255,30
144,AT-1 Schmel,13,anti-tank guided missile,0,6,0,0,0,222,37,0,50,46,10
145,9M14 Malutka,13,anti-tank guided missile,0,5,0,0,0,222,46,0,60,60,10
147,9M17 Falanga,13,anti-tank guided missile,0,6,0,0,0,222,50,0,60,60,12
149,AT-2 Falanga-M,13,anti-tank guided missile,0,6,0,0,0,222,50,0,60,70,10
150,AT-2 Falanga-M1,13,anti-tank guided missile,0,6,0,0,0,222,65,0,60,80,6
155,9M14P Malutka-P,13,anti-tank guided missile,0,7,0,0,0,222,52,0,70,60,10
162,9M111 Fagot,13,anti-tank guided missile,0,7,0,0,0,222,40,0,80,40,2
163,AT-4B Factoria,13,anti-tank guided missile,0,6,0,0,0,222,55,0,80,50,2
167,X-5,13,anti-tank guided missile,0,6,0,0,0,222,65,0,80,80,2
168,27mm BordKannon,11,aircraft weapon,0,2,17,0,5,0,0,0,16,40,0
170,Spike ER,22,top-attack ATGM,0,8,0,0,0,222,80,0,95,160,8
172,Spike LR,22,top-attack ATGM,0,6,0,0,0,222,80,0,95,100,4
173,20mm MG-151,11,aircraft weapon,0,2,10,0,4,0,0,0,21,21,0
174,7.62mm MG,11,aircraft weapon,0,1,6,0,0,0,0,0,24,24,0
175,12.7mm MG,11,aircraft weapon,0,1,10,0,1,0,0,0,23,40,0
