rid,name,wclass,size,sound,warhead,pen.HE,pen.AP,kill.HE,kill.AP,accuracy,range_max,range_APCR,pen_APCR,pen_HEAT,B28,B29,B30,B31,B32,B33,B34,B35,B36,B37,B38,B39
1,Sniper Rifle,1,0,0,1,0,0,2,0,30,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Pistol,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,.303 Carbine,1,0,0,1,0,0,1,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,M38/44 Carbine,1,0,0,1,0,0,1,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,Sten SMG,1,0,0,1,0,0,5,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,.303 Rifle,1,0,0,1,0,0,1,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,FN-FAL Rifle,1,0,0,1,0,0,2,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,AK47 Rifle,1,0,0,1,0,0,3,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,AK74 Rifle,1,0,0,1,0,0,3,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Sterling SMG,1,0,0,1,0,0,5,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,.303 Bren LMG,2,0,0,1,0,0,5,0,21,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,7.62mm DPM LMG,2,0,0,1,0,0,5,0,20,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,7.62mm RPD LMG,2,0,0,1,0,0,6,0,17,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,7.62mm PKM LMG,2,0,0,1,0,0,6,0,22,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,PIAT,2,0,0,5,2,222,2,0,2,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
16,M9A1 Bazooka,2,0,0,4,2,222,2,0,4,5,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
17,Rifle-Grenade,2,0,0,3,2,222,3,0,1,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
18,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,RPG-2,2,0,0,4,2,222,5,0,3,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
20,RPG-7,2,0,0,5,2,222,4,0,5,10,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0
21,RPG-7V,2,0,0,5,2,222,9,0,5,6,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0
22,Boys AT Rifle,2,0,0,2,0,2,0,0,16,13,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
23,K-50M SMG,1,0,0,1,0,0,5,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,.303 Bren MG,5,0,0,1,0,0,5,0,21,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
