id,nation,name,type,type,uclass,uclass,mclass,mclass,start_yr,start_mo,end_yr,end_mo,size,crew,survive,cost,speed,radio,irvis,fc,rf,ew,stab,rof,load_cap,load_cost,swim,smkdev,wpn1,wpn1_HEammo,wpn1_APammo,wpn1_HEATammo,wpn1_APCRammo,wpn2,wpn2_HEammo,wpn2_APammo,wpn3,wpn3_HEammo,wpn3_APammo,wpn4,wpn4_HEammo,wpn4_APammo,arm_HE_FH,arm_HE_SH,arm_HE_RH,arm_HE_FT,arm_HE_ST,arm_HE_RT,arm_HE_TP,arm_HE_SK,arm_AP_FH,arm_AP_SH,arm_AP_RH,arm_AP_FT,arm_AP_ST,arm_AP_RT,arm_AP_TP,arm_AP_SK,slp_FH,slp_SH,slp_RH,slp_FT,slp_ST,slp_RT,sound,lbm,text,icon,icon_desert,icon_winter
1,0,***Mozambique**,344,NO UNIT,14,other,0,default,1974,9,2025,12,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65164,0,0,0,0
2,0,9/1974 - 2025**,344,NO UNIT,14,other,0,default,1901,1,1901,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65164,0,0,0,0
3,81,T-34/85M,130,main battle tank,2,armor,3,track,1974,9,1984,12,4,5,3,52,19,51,0,3,3,0,0,7,13,24,0,0,86,25,25,5,0,66,120,0,0,0,0,65,120,0,0,0,0,0,0,0,0,0,9,6,7,10,8,6,2,0,0,0,0,0,0,0,0,52603,0,49,49,49
4,81,T-34/85M,130,main battle tank,2,armor,3,track,1985,1,2010,12,4,5,3,55,19,52,0,3,3,0,0,7,13,24,0,0,87,25,20,10,0,66,120,0,0,0,0,65,120,0,0,0,0,0,0,0,0,0,9,6,7,10,8,6,2,0,0,0,0,0,0,0,0,52603,0,49,49,49
5,81,T-54B,130,main battle tank,2,armor,3,track,1979,1,1999,12,4,4,4,79,16,61,0,5,6,0,2,6,13,27,0,0,91,18,6,10,0,62,120,0,54,90,0,61,120,0,0,0,0,0,0,0,0,0,19,8,6,23,15,6,4,0,0,0,0,0,0,0,0,11120,0,4444,4444,4444
6,81,T-54B,130,main battle tank,2,armor,3,track,2000,1,2025,12,4,4,4,84,16,61,0,5,6,0,2,6,13,27,0,0,92,17,8,6,3,62,120,0,54,90,0,61,120,0,0,0,0,0,0,0,0,0,19,8,6,23,15,6,4,0,0,0,0,0,0,0,0,11120,0,713,713,713
7,81,T-55AM,130,main battle tank,2,armor,3,track,1979,1,1999,12,4,4,4,119,18,71,0,10,22,0,2,6,13,27,0,0,91,19,18,6,0,64,120,0,56,25,0,0,0,0,33,8,6,36,15,6,3,0,26,8,6,29,15,6,3,0,0,0,0,0,0,0,0,11150,0,2667,2667,2667
8,81,T-55AM,130,main battle tank,2,armor,3,track,2000,1,2025,12,4,4,4,125,18,71,0,10,22,0,2,6,13,27,0,0,92,19,12,9,3,64,120,0,56,25,0,0,0,0,33,8,6,36,15,6,3,0,26,8,6,29,15,6,3,0,0,0,0,0,0,0,0,11150,0,2668,2668,2668
9,81,BRDM-1,158,light APC,3,APC,2,wheel (AT),1974,9,2010,12,2,3,3,28,27,90,10,0,0,0,0,9,103,10,3,0,53,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,1,1,1,0,0,0,0,0,0,0,0,11052,0,2932,2932,2932
10,81,BRDM-2,158,light APC,3,APC,2,wheel (AT),1975,6,2025,12,3,3,3,43,32,90,20,0,3,0,0,9,104,10,3,0,80,50,25,0,0,64,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,1,1,1,0,0,0,0,0,0,0,0,11053,0,2235,2235,2235
11,81,UAZ-469,337,utility vehicle,14,other,2,wheel (AT),1974,9,2025,12,2,2,1,11,24,90,0,0,0,0,0,0,106,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45365,0,2969,2969,2969
12,81,Jeep,337,utility vehicle,14,other,2,wheel (AT),1974,9,2025,12,2,4,0,15,35,90,0,0,0,0,0,9,104,10,0,0,52,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9042,0,147,147,147
13,81,BTR-40u,253,FO vehicle,8,recon,2,wheel (AT),1974,9,2025,12,3,3,4,75,27,90,0,0,0,0,0,9,2,10,0,0,53,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,11051,0,2927,2927,2927
14,81,BTR-152,161,wheeled APC,3,APC,2,wheel (AT),1974,9,2025,12,4,2,4,16,22,32,0,0,0,0,0,9,115,10,0,0,53,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,11056,0,8986,8986,8986
