id,name,wclass,wclass,size,warhead,kill_HE,kill_AP,pen_HE,pen_AP,pen_HEAT,pen_APCR,accuracy,range_max,range_APCR
1,Sniper Rifle,1,primary infantry weapon,0,1,2,0,0,0,0,0,30,15,0
2,Pistol,1,primary infantry weapon,0,1,1,0,0,0,0,0,0,1,0
3,Mauser Rifle,1,primary infantry weapon,0,1,1,0,0,0,0,0,1,10,0
4,M1 Carbine,1,primary infantry weapon,0,1,1,0,0,0,0,0,1,6,0
5,M2 Carbine,1,primary infantry weapon,0,1,2,0,0,0,0,0,1,5,0
6,BM59 Rifle,1,primary infantry weapon,0,1,2,0,0,0,0,0,1,10,0
7,PAM SMG,1,primary infantry weapon,0,1,5,0,0,0,0,0,1,2,0
8,FN-FAL Rifle,1,primary infantry weapon,0,1,2,0,0,0,0,0,1,10,0
9,FARA-83 AR,1,primary infantry weapon,0,1,3,0,0,0,0,0,1,8,0
10,Colt Commndo AR,1,primary infantry weapon,0,1,3,0,0,0,0,0,1,5,0
11,7.92 Madsen LMG,2,secondary infantry weapon,0,1,5,0,0,0,0,0,16,12,0
12,7.62 FN-MAG LMG,2,secondary infantry weapon,0,1,7,0,0,0,0,0,18,12,0
13,FN-FAP SAW,2,secondary infantry weapon,0,1,4,0,0,0,0,0,20,10,0
14,STRIM R.Grenade,2,secondary infantry weapon,0,4,3,0,2,222,28,0,2,3,0
15,M9A1 Bazooka,2,secondary infantry weapon,0,4,2,0,2,222,12,0,4,5,0
16,M20 Bazooka,2,secondary infantry weapon,0,5,7,0,2,222,28,0,4,6,0
17,Rifle-Grenade,2,secondary infantry weapon,0,3,3,0,2,222,5,0,1,3,0
18,Energa Grenade,2,secondary infantry weapon,0,4,5,0,2,222,25,0,1,2,0
19,M72 LAW,2,secondary infantry weapon,0,4,4,0,2,222,30,0,5,4,0
20,M1 GarandRifle,1,primary infantry weapon,0,1,2,0,0,0,0,0,1,10,0
21,Shotgun,1,primary infantry weapon,0,1,8,0,0,0,0,0,5,1,0
22,MP5 SMG,1,primary infantry weapon,0,1,5,0,0,0,0,0,1,3,0
23,RPG-32,24,multi-charge HEAT,0,5,9,0,2,222,65,0,5,9,0
24,FMK-3/4 SMG,1,primary infantry weapon,0,1,5,0,0,0,0,0,1,2,0
25,Stg 77 Rifle,1,primary infantry weapon,0,1,3,0,0,0,0,0,6,9,0
26,M16A2 Rifle,1,primary infantry weapon,0,1,3,0,0,0,0,0,1,8,0
27,106mm M40 RCLHE,3,team weapon,0,5,11,0,3,0,0,0,10,154,0
28,75mm M20 RCL HE,3,team weapon,0,4,5,0,2,0,0,0,7,50,0
29,90mm M67 RCL HE,3,team weapon,0,5,9,0,2,0,0,0,6,42,0
30,57mm M18A1 RCL,3,team weapon,0,3,3,0,2,222,7,0,7,9,0
31,75mm M20 RCL,3,team weapon,0,4,5,0,2,222,9,0,7,16,0
32,90mm M67 RCL,3,team weapon,0,5,9,0,2,222,35,0,6,8,0
33,Vickers HMG,3,team weapon,0,1,5,0,0,0,0,0,23,30,0
34,.50 Browng HMG,3,team weapon,0,1,10,0,1,0,0,0,23,40,0
35,.30 Browng MMG,3,team weapon,0,1,5,0,0,0,0,0,20,24,0
36,89mm Instalaza,2,secondary infantry weapon,0,5,7,0,2,222,36,0,4,9,0
37,7.62mm FN-MAG,3,team weapon,0,1,7,0,0,0,0,0,18,24,0
38,12.7mm M2HB HMG,3,team weapon,0,1,10,0,1,0,0,0,23,40,0
39,60mm FMK-2 Mtr,3,team weapon,0,4,7,0,1,0,0,0,0,27,0
40,81mm M1 Mortar,3,team weapon,0,4,11,0,1,0,0,0,3,65,2
41,81mm FMK-2 Mrtr,3,team weapon,0,4,11,0,1,0,0,0,3,80,2
42,60mm FMK-1 Mrtr,3,team weapon,0,4,7,0,1,0,30,0,3,44,2
43,120mm FMK Mrtr,3,team weapon,0,5,19,0,2,0,0,0,3,132,12
44,107mm M107 Mrtr,3,team weapon,0,4,15,0,2,0,0,0,3,137,16
45,60mm FMK-3 Mrtr,3,team weapon,0,4,7,0,1,0,0,0,3,60,2
46,106mm M40 RCL,3,team weapon,0,5,11,0,3,222,45,0,10,22,0
47,105mm FMK-1 RCL,3,team weapon,0,5,11,0,3,222,62,0,10,27,0
48,105mm FMK RCLHE,3,team weapon,0,5,11,0,3,0,0,0,10,154,0
50,40mm Mk19 GL,3,team weapon,0,3,13,0,1,222,5,0,20,40,0
51,.30 M1919 AAMG,4,anti-air weapon,0,1,5,0,0,0,0,0,20,24,0
54,7.62mm FN AAMG,3,team weapon,0,1,8,0,0,0,0,0,18,24,0
55,.50 Browng AAMG,4,anti-air weapon,0,1,10,0,1,0,0,0,23,40,0
57,40mm Bofors AAG,4,anti-air weapon,0,3,15,0,1,7,0,0,14,46,0
58,7.62mm FN CMG,5,light gun,0,1,8,0,0,0,0,0,18,24,0
59,7.62mm NF1 AAMG,4,anti-air weapon,0,1,6,0,0,0,0,0,16,24,0
60,12.7mm M85 AAMG,4,anti-air weapon,0,1,11,0,1,0,0,0,18,40,0
62,7.62mm NF1 CMG,5,light gun,0,1,6,0,0,0,0,0,16,24,0
63,7.5mm AAT52 CMG,5,light gun,0,1,6,0,0,0,0,0,16,24,0
64,7.62mm MG3 CMG,5,light gun,0,1,10,0,0,0,0,0,17,24,0
65,.30 Browng BMG,5,light gun,0,1,5,0,0,0,0,0,20,10,0
66,.30 Browng CMG,5,light gun,0,1,5,0,0,0,0,0,20,24,0
67,7.62mm M240 CMG,5,light gun,0,1,8,0,0,0,0,0,21,24,0
68,12.7mm M2HB TMG,5,light gun,0,1,10,0,1,0,0,0,23,40,0
70,.50 Browng CMG,5,light gun,0,1,10,0,1,0,0,0,23,40,0
71,20mm Mle 621/F1,4,anti-air weapon,0,2,11,0,1,4,0,0,27,45,0
72,50-Cal M55 Quad,4,anti-air weapon,0,1,19,0,1,0,0,0,23,40,0
73,20mm Mle 621/F1,19,auto cannon,0,2,11,0,1,4,0,0,27,30,0
74,20mm KAD-B,19,auto cannon,0,2,13,0,1,5,0,0,24,60,0
75,.30 cal (2) BMG,5,light gun,0,1,8,0,0,0,0,0,20,10,0
76,20mm Oerlikon,4,anti-air weapon,0,2,11,0,1,5,0,0,24,45,0
77,35mm (2) Rh 503,4,anti-air weapon,0,2,25,0,1,6,0,11,23,80,80
78,37mm M5/6 Gun,6,medium gun,0,2,1,0,1,6,0,0,14,40,0
80,Vickers TMG,5,light gun,0,1,5,0,0,0,0,0,23,30,0
81,20mm Rh202 AAG,4,anti-air weapon,0,2,14,0,1,5,0,5,23,60,60
82,47mm M39 Gun,6,medium gun,0,3,2,0,1,6,7,0,8,45,0
83,75mm L30 Bofors,6,medium gun,0,4,5,0,2,8,0,0,8,60,0
84,75mm M6 Gun,6,medium gun,0,4,5,0,2,10,0,0,9,60,0
85,90mm M1A1 Gun,6,medium gun,0,5,9,0,2,14,8,25,13,90,70
86,76mm M32 Gun 55,6,medium gun,0,4,5,0,2,15,16,20,13,75,60
87,90mm Gun F1,6,medium gun,0,5,9,0,2,0,32,0,8,35,0
88,17 Pounder Gun,6,medium gun,0,4,5,0,2,17,0,28,15,70,70
89,57mm M1 Gun,6,medium gun,0,3,3,0,2,10,0,16,13,50,20
90,76mm M1A1 Gun,6,medium gun,0,4,5,0,2,12,0,18,13,70,45
91,77mm Gun,6,medium gun,0,4,5,0,2,15,0,25,12,70,70
92,105mm FTR Gun,7,large gun,0,5,11,0,3,0,36,0,11,100,0
93,105mm FMK4 M.2L,7,large gun,0,5,11,0,3,0,40,56,14,100,110
94,105mm L7TA2,7,large gun,0,5,11,0,3,0,43,49,13,100,100
95,105mm FMK4 M.1L,7,large gun,0,5,11,0,3,0,43,49,13,100,100
96,90mm Gun F3,6,medium gun,0,5,9,0,2,0,32,39,13,45,90
97,105mm Gun G1,7,large gun,0,5,11,0,3,0,38,55,14,100,110
98,90mm Gun F4,6,medium gun,0,5,9,0,2,0,32,36,13,45,90
99,75mm M116 PH,6,medium gun,0,4,5,0,2,0,9,0,6,162,0
100,105mm M56 PH,7,large gun,0,5,11,0,3,0,12,0,6,201,0
101,76mm M32 Gun 86,6,medium gun,0,4,5,0,2,15,16,27,13,75,80
102,105mm Gun F3 78,7,large gun,0,5,11,0,3,0,35,32,14,100,100
103,105mm Rocket,3,team weapon,0,3,15,0,3,0,0,0,1,201,0
104,127mm Rocket,3,team weapon,0,5,19,0,2,0,0,0,1,206,0
105,160mm Rocket,3,team weapon,0,6,27,0,3,0,0,0,1,235,0
109,105mm M101 FH,7,large gun,0,5,11,0,3,0,12,0,6,201,0
110,155mm Bg 50,7,large gun,0,8,21,0,4,0,0,0,6,208,0
111,155mm CITER FH,7,large gun,0,8,21,0,4,0,0,0,8,211,0
114,155mm XM-777 FH,7,large gun,0,8,21,48,4,10,62,0,10,220,0
115,155mm M1A1 FG,7,large gun,0,8,21,0,4,0,0,0,11,209,0
116,155mm M114A1 FH,7,large gun,0,8,21,0,4,0,0,0,6,205,0
117,155mm CALA30 FH,7,large gun,0,8,21,48,4,10,60,0,11,220,0
118,155mm CALA X FH,7,large gun,0,8,21,0,4,0,0,0,11,227,0
119,Flamethrower,8,infantry flamethrower,0,45,25,0,0,0,14,0,30,1,0
120,Satchel Charge,2,secondary infantry weapon,0,10,20,0,18,0,15,0,15,1,0
121,Hand Grenade,2,secondary infantry weapon,0,3,6,0,1,0,0,0,3,1,0
122,Pole Mine,2,secondary infantry weapon,0,10,6,0,10,222,18,0,12,1,0
123,40mm M203 GL,2,secondary infantry weapon,0,3,3,0,1,222,5,0,3,7,0
124,Claymore Mine,5,light gun,0,1,15,0,0,0,0,0,25,1,0
125,9M32 Strela-2,12,surface-to-air missile,0,4,2,0,2,0,0,0,50,68,16
127,Blowpipe SAM,12,surface-to-air missile,0,4,2,0,2,0,0,0,70,70,10
128,Tigercat SAM,12,surface-to-air missile,0,6,12,0,12,0,0,0,80,110,12
130,Stinger SAM,12,surface-to-air missile,0,4,3,0,3,0,0,0,100,100,2
131,9M36 Strela-3,12,surface-to-air missile,0,4,2,0,2,0,0,0,80,90,10
132,RBS-70,12,surface-to-air missile,0,5,4,0,4,0,0,0,90,100,4
133,9M313 Igla-1,12,surface-to-air missile,0,4,2,0,2,0,0,0,118,100,20
135,Roland I,12,surface-to-air missile,0,8,7,0,7,0,0,0,100,120,14
136,Roland II,12,surface-to-air missile,0,8,7,0,7,0,0,0,140,120,14
138,Aspide,12,surface-to-air missile,0,10,9,0,9,0,0,0,90,204,6
148,Cobra,13,anti-tank guided missile,0,5,0,0,0,222,48,0,60,40,8
152,Dragon II,13,anti-tank guided missile,0,8,0,0,0,222,50,0,60,20,2
153,Super Dragon,13,anti-tank guided missile,0,8,0,0,0,222,61,0,70,30,2
160,CIBEL-2K,13,anti-tank guided missile,0,5,0,0,0,222,55,0,70,60,2
161,Mathogo ATGM,13,anti-tank guided missile,0,5,0,0,0,222,47,0,60,48,8
163,BGM-71C I-TOW,13,anti-tank guided missile,0,6,0,0,0,222,63,0,90,75,2
