rid,name,uclass,arm_SK,size,crew,wpn_w1,wpn_w2,wpn_w3,wpn_w4,wpn_ammo_HE1,wpn_ammo_AP1,wpn_ammo_HE2,wpn_ammo_AP2,wpn_ammo_HE3,wpn_ammo_AP3,wpn_ammo_HE4,wpn_ammo_AP4,speed,arm.AP_FH,arm.AP_SH,arm.AP_RH,arm.AP_FT,arm.AP_ST,arm.AP_RT,arm.AP_TP,arm.HE_FH,arm.HE_SH,arm.HE_RH,arm.HE_FT,arm.HE_ST,arm.HE_RT,arm.HE_TP,B46,B47,B48,B49,B50,B51,B52,B53,B54,B55,B56,B57,B58,radio,start_yr,end_yr,cost,nation,lbm,irvis,fc,wpn1_APCRammo,wpn1_HEATammo,rof,stab,rf,ew,load_cap,survive,load_cost,icon,swim,movcl,smkdev,start_mo,end_mo,sound,wpn_snd_s1,wpn_snd_s2,wpn_snd_s3,wpn_snd_s4,B90,icon_winter,icon_desert,B98,B99,B100,B101,B102,B103,B104,B105,B106,B107,B108,B109,B110,B111,B112,B113,B114,B115,B116,B117,B118,B119,B120,B121,B122,B123
1,*****Israel****,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,125,2,0,65102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Cromwell I,59,0,4,5,78,70,0,71,0,50,120,0,0,0,120,0,20,8,3,3,8,7,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,48,50,46,4,7001,0,3,14,0,8,0,2,0,10,4,21,348,0,4,2,5,1,0,0,0,0,0,0,348,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,M4/Krupp 75mm,59,0,5,5,246,55,0,65,60,0,90,0,0,0,120,0,13,9,4,4,9,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,49,51,46,4,7271,0,3,0,30,7,0,2,0,10,4,31,1320,0,4,0,3,1,0,0,208,0,210,0,1320,1320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,Sherman M4A3,59,0,5,5,94,66,55,65,45,45,120,0,90,0,120,0,13,9,4,4,9,6,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,50,55,56,4,7244,0,3,0,0,7,1,3,0,10,3,33,1320,0,4,0,1,12,0,0,210,208,210,0,1320,1320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,Sherman M1,59,0,5,5,84,66,55,65,35,30,120,0,90,0,120,0,13,12,5,4,9,6,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,52,67,62,4,7100,0,3,15,0,7,1,4,0,10,4,37,1319,0,4,1,1,12,0,0,210,208,210,0,1319,1319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,Sherman M50 Mk1,59,0,5,5,86,66,55,65,30,50,120,0,90,0,120,0,15,12,5,4,9,6,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,56,71,79,4,7101,0,5,0,0,7,1,8,0,10,4,37,737,0,4,1,1,12,0,0,210,208,210,0,737,737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,Sherman M50 Mk2,59,0,5,5,86,66,55,65,30,50,120,0,90,0,120,0,15,12,5,4,9,6,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,66,79,79,4,7101,0,5,0,0,7,1,8,0,10,4,37,737,0,4,2,1,12,0,0,210,208,210,0,737,737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,Sherman M51,59,0,5,4,96,66,55,0,25,0,120,0,90,0,0,0,15,12,5,4,9,6,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,61,80,87,4,4282,0,5,0,30,6,1,8,0,10,4,37,738,0,4,2,1,12,0,0,210,208,0,0,738,738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Renault R35,12,0,3,2,213,69,0,0,100,0,120,0,0,0,0,0,8,4,4,4,6,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,48,49,24,4,7520,0,1,50,0,8,0,1,0,5,3,10,448,0,4,0,5,6,0,0,0,0,0,0,448,448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,Sh'ot Mk 3,59,0,5,4,90,66,51,0,30,0,120,0,90,0,0,0,12,13,5,5,16,10,6,2,13,11,5,16,12,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,92,60,63,83,4,7228,0,10,35,0,7,1,6,0,10,4,38,726,0,4,1,1,12,0,0,210,210,0,0,726,726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,Sh'ot Mk 5,59,0,5,4,90,66,51,0,30,0,120,0,90,0,0,0,12,26,6,6,23,12,6,3,26,15,6,23,14,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,92,62,66,93,4,7228,0,15,35,0,7,1,6,0,10,4,38,727,0,4,2,1,12,0,0,210,210,0,0,727,727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,Sh'ot Kal,59,0,5,4,24,64,55,0,24,0,120,0,90,0,0,0,16,26,9,6,24,12,9,4,26,20,8,24,14,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,92,70,72,134,4,7105,0,15,15,25,6,1,16,0,10,4,39,730,0,4,1,5,12,0,0,0,208,0,0,730,730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,Sh'ot Meteor,59,0,5,4,97,66,55,0,29,0,120,0,90,0,0,0,12,26,9,6,21,10,6,4,26,20,8,21,12,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,92,64,70,128,4,7103,0,15,10,25,6,1,16,0,10,4,38,731,0,4,1,1,12,0,0,210,208,0,0,731,731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,Sh'ot Kal,59,0,5,4,25,64,55,0,24,0,120,0,90,0,0,0,16,26,9,6,24,12,9,4,26,20,8,24,14,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,92,73,76,135,4,7105,0,15,15,25,6,1,16,0,10,4,39,730,0,4,1,1,12,0,0,0,208,0,0,730,730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,Sh'ot Kal,59,0,5,4,26,64,55,0,24,0,120,0,90,0,0,0,16,26,9,6,24,12,9,4,26,20,8,24,14,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,92,77,80,136,4,7105,0,15,15,25,6,1,16,0,10,4,39,730,0,4,1,1,12,0,0,0,208,0,0,730,730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,Sh'ot Kal Gimel,59,0,5,4,27,64,55,0,24,0,120,0,90,0,0,0,16,30,11,8,25,14,11,5,30,24,10,25,18,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,91,79,85,181,4,7106,30,20,20,20,6,4,20,0,0,4,40,729,0,4,2,1,12,0,0,0,208,0,0,729,729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,Sh'ot Brak-Or,59,0,5,4,28,64,55,0,24,0,120,0,90,0,0,0,16,30,11,8,25,14,11,5,30,24,10,25,18,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,91,86,90,231,4,7106,40,20,20,20,6,4,20,0,0,4,40,729,0,4,2,1,5,0,0,0,208,0,0,729,729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Sh'ot Brak-Or,59,0,5,4,82,64,55,0,24,0,120,0,90,0,0,0,16,30,11,8,25,14,11,5,30,24,10,25,18,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,91,90,92,237,4,7106,40,20,20,20,6,4,20,0,0,4,40,729,0,4,2,6,12,0,0,0,208,0,0,729,729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Mag'ach,59,0,5,4,89,66,55,0,22,15,120,0,90,0,0,0,16,20,9,5,15,8,5,3,20,9,5,15,8,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,90,62,67,108,4,7227,20,15,10,15,6,0,18,0,10,4,37,735,0,4,0,1,12,0,0,210,208,0,0,735,735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,Mag'ach 3,59,0,5,4,97,66,55,0,24,0,120,0,90,0,0,0,16,20,9,5,15,8,5,3,20,9,5,15,8,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,90,67,69,128,4,7227,20,15,0,30,6,0,18,0,10,4,37,735,0,4,0,1,6,0,0,210,208,0,0,735,735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,Mag'ach 3,102,0,5,4,97,66,55,0,20,0,120,0,90,0,0,0,16,20,9,5,15,8,5,3,20,9,5,15,8,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,90,69,79,131,4,7227,20,15,4,30,6,0,18,0,13,4,37,736,0,4,0,7,12,0,0,210,208,0,0,736,736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,Mag'ach 5,59,0,5,4,25,66,55,51,14,0,120,0,90,0,90,0,16,20,11,5,15,8,5,3,20,11,5,15,8,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,90,71,77,136,4,7275,20,15,10,30,6,0,18,0,10,4,38,736,0,4,0,1,12,0,0,210,208,210,0,736,736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,Mag'ach 5,102,0,5,4,25,66,55,51,14,0,120,0,90,0,90,0,16,20,11,5,15,8,5,3,20,11,5,15,8,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,90,78,93,135,4,7275,20,15,15,25,6,0,18,0,10,4,38,736,0,4,0,1,12,0,0,210,208,210,0,736,736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,Mag'ach Blazer,102,0,5,4,28,66,55,51,14,0,120,0,90,0,90,0,16,22,11,5,17,8,5,5,22,13,5,17,10,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,90,84,89,152,4,7110,20,15,30,10,6,0,18,0,0,4,39,733,0,4,1,1,12,0,0,210,208,210,0,733,733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,Mag'ach Blazer,59,0,5,4,27,66,55,51,14,0,120,0,90,0,90,0,16,22,11,5,17,8,5,5,22,13,5,17,10,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,90,79,80,142,4,7110,20,15,20,20,6,0,18,0,0,4,39,733,0,4,1,1,12,0,0,210,208,210,0,733,733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,Mag'ach Blazer,59,0,5,4,27,66,55,51,14,0,120,0,90,0,90,0,16,22,11,5,17,8,5,5,22,13,5,17,10,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,90,81,83,142,4,7110,20,15,25,15,6,0,18,0,0,4,39,733,0,4,1,1,8,0,0,210,208,210,0,733,733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,Mag'ach Blazer,59,0,5,4,28,66,55,51,14,0,120,0,90,0,90,0,16,22,11,5,17,8,5,5,22,13,5,17,10,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,90,83,86,152,4,7110,20,15,30,10,6,0,18,0,0,4,39,733,0,4,1,9,12,0,0,210,208,210,0,733,733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,Mag'ach Blazer,102,0,5,4,82,66,55,51,14,0,120,0,90,0,90,0,16,22,11,5,17,8,5,5,22,13,5,17,10,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,93,161,4,7110,20,15,30,10,6,0,18,0,0,4,39,733,0,4,1,1,12,0,0,210,208,210,0,733,733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,Mag'ach 6A,59,0,5,4,25,66,55,0,18,0,120,0,90,0,0,0,16,26,9,6,26,14,6,4,26,9,6,26,14,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,91,72,80,150,4,7111,20,15,15,30,6,1,18,0,10,4,39,1056,0,4,1,1,12,0,0,210,208,0,0,1056,1056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,Mag'ach 6A,102,0,5,4,25,66,55,0,18,0,120,0,90,0,0,0,16,26,9,6,26,14,6,4,26,9,6,26,14,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,91,74,80,150,4,7111,20,15,15,30,6,1,18,0,10,4,39,1056,0,4,1,1,12,0,0,210,208,0,0,1056,1056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,Mag'ach 6C,59,0,5,4,28,66,55,0,18,0,120,0,90,0,0,0,16,26,9,6,26,14,6,4,26,9,6,26,14,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,91,85,93,203,4,7111,40,15,15,30,6,1,18,0,10,4,39,1056,0,4,1,1,12,0,0,210,208,0,0,1056,1056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,Mag'ach 6B,59,0,5,4,27,67,56,0,18,0,120,0,90,0,0,0,16,26,9,6,26,14,6,4,26,9,6,26,14,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,90,80,85,193,4,7112,30,35,20,25,6,4,22,0,10,4,40,1051,0,4,1,9,12,0,0,55,208,0,0,1051,1051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,Mag'ach 6B,59,0,5,4,28,67,56,0,18,0,120,0,90,0,0,0,16,26,9,6,26,14,6,4,26,9,6,26,14,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,90,86,89,196,4,7112,30,35,25,20,6,4,22,0,10,4,40,1051,0,4,1,1,12,0,0,55,208,0,0,1051,1051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,Mag'ach 6R,59,0,5,4,27,64,52,52,18,0,120,0,90,0,90,0,15,28,10,8,26,14,10,4,30,12,8,48,16,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,90,79,83,178,4,7112,30,20,20,25,6,2,20,0,0,4,42,1051,0,4,2,1,8,0,0,0,0,0,0,1051,1051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,Mag'ach 6M,59,0,5,4,27,64,52,52,18,0,120,0,90,0,90,0,15,28,10,8,26,14,10,4,30,12,8,48,16,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,90,80,83,190,4,7112,30,38,20,25,6,2,20,0,0,4,42,1051,0,4,2,9,8,0,0,0,0,0,0,1051,1051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,Mag'ach 6M,59,0,5,4,28,64,52,52,18,0,120,0,90,0,90,0,17,28,10,8,28,14,10,4,30,12,8,48,16,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,90,87,88,198,4,7112,30,38,25,20,6,2,20,0,0,4,42,1051,0,4,2,1,12,0,0,0,0,0,0,1051,1051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,Mag'ach 6B Gal,59,0,5,4,28,64,52,52,13,0,120,0,90,0,90,0,16,29,12,8,37,16,12,4,37,14,8,55,18,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,90,88,90,273,4,7113,40,40,30,20,6,4,22,3,0,4,43,1049,0,4,2,1,2,0,0,0,0,0,0,1049,1049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,Mag'ach 6B Gal,59,0,5,4,82,64,52,52,13,0,120,0,90,0,90,0,16,29,12,8,37,16,12,4,37,14,8,55,18,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,104,283,4,7113,40,40,30,20,6,4,22,3,0,4,43,1049,0,4,2,3,12,0,0,0,0,0,0,1049,1049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,Mag'ach Batash,59,0,5,4,82,64,52,52,13,0,120,0,90,0,90,0,16,29,12,8,37,16,12,4,40,17,8,58,20,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,90,92,104,288,4,7113,40,38,35,15,6,4,22,3,0,4,43,1049,0,4,3,1,12,0,0,0,0,0,0,1049,1049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,Mag'ach 7A,59,0,5,4,82,64,52,52,13,0,120,0,90,0,90,0,16,42,15,9,37,19,9,5,57,30,16,94,28,14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,92,91,103,302,4,7116,40,38,35,15,6,4,22,3,0,4,44,1050,0,4,3,1,12,0,0,0,0,0,0,1050,1050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,Mag'ach 7G,59,0,5,4,82,64,52,52,13,0,120,0,90,0,90,0,16,42,15,9,45,19,9,5,57,30,16,105,28,14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,92,91,103,305,4,7116,40,38,35,15,6,4,22,3,0,4,44,1050,0,4,4,1,12,0,0,0,0,0,0,1050,1050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,Tiran 4,13,0,4,4,135,66,55,65,20,9,120,0,90,0,120,0,17,19,8,6,23,15,6,4,20,8,6,24,16,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,92,68,73,88,4,7224,20,5,0,5,6,2,6,0,10,4,27,723,0,4,0,1,8,0,0,210,208,210,0,723,723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,Tiran 5,13,0,4,4,135,66,55,0,25,15,120,0,90,0,0,0,18,19,8,6,23,15,6,4,20,8,6,24,16,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,90,69,73,92,4,7125,20,5,0,5,6,2,6,0,10,4,27,723,0,4,0,1,8,0,0,210,208,0,0,723,723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,Tiran 5Sh,13,0,4,4,24,66,55,0,20,0,120,0,90,0,0,0,18,20,8,6,25,15,6,4,21,9,7,26,16,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,90,68,72,130,4,7123,20,15,5,15,6,2,18,0,10,4,27,722,0,4,0,1,12,0,0,210,208,0,0,722,722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,Tiran 5Sh,13,0,4,4,25,66,55,0,20,0,120,0,90,0,0,0,18,20,8,6,25,15,6,4,21,9,7,26,16,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,90,73,81,129,4,7123,20,15,10,10,6,2,18,0,10,4,27,722,0,4,0,1,12,0,0,210,208,0,0,722,722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,Tiran 5Sh,13,0,4,4,27,66,55,0,15,0,120,0,90,0,0,0,18,20,8,6,25,15,6,4,21,9,7,26,16,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,90,82,86,135,4,7123,20,15,15,10,6,2,18,0,10,4,27,722,0,4,0,1,12,0,0,210,208,0,0,722,722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,Ti-67s,13,0,4,4,27,66,51,0,20,0,120,0,90,0,0,0,18,20,8,6,25,15,6,4,22,10,6,27,17,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,92,80,85,144,4,7225,30,20,10,10,6,4,18,0,0,4,28,4852,0,4,2,9,12,0,0,210,208,0,0,4852,4852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,Ti-67s,13,0,4,4,28,66,51,0,15,0,120,0,90,0,0,0,18,20,8,6,25,15,6,4,22,10,6,27,17,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,92,86,89,152,4,7225,30,20,10,15,6,4,18,0,0,4,28,4852,0,4,2,1,12,0,0,210,208,0,0,4852,4852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,David's Sling,16,0,6,2,136,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,116,125,455,4,1371,0,125,0,0,2,0,0,11,0,0,20,1954,0,0,0,2,12,0,0,0,0,0,0,1954,1954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,Tiran 6,13,0,4,4,98,64,55,0,20,0,120,0,90,0,0,0,21,20,9,6,27,15,10,4,20,9,7,27,16,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,91,74,92,114,4,7274,30,15,0,20,6,2,6,0,10,4,27,1300,0,4,0,1,12,0,0,0,208,0,0,1300,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,M48A1 Drakon,30,0,6,5,128,0,0,0,12,0,0,0,0,0,0,0,20,2,2,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,99,103,224,4,12049,40,0,0,0,4,0,0,5,0,4,11,2224,0,4,0,1,12,0,0,0,0,0,0,2224,2224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,Puma RWS,120,0,4,3,55,52,52,39,90,0,90,0,90,0,30,0,14,32,11,8,32,11,8,2,50,17,8,50,17,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,90,118,125,160,4,1369,40,30,0,0,9,1,10,0,8,6,44,4819,0,4,2,1,12,0,208,0,0,0,0,4819,4819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,Merkava Mk 1,59,0,5,4,27,64,60,58,20,0,120,0,90,0,90,0,15,46,12,8,54,25,12,8,47,28,16,80,25,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,92,79,83,218,4,7117,30,32,21,21,6,4,22,0,4,6,46,103,0,4,1,9,5,0,0,0,0,0,0,103,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,Merkava Mk 1,59,0,5,4,28,64,60,58,18,0,120,0,90,0,90,0,15,46,12,8,54,25,12,8,47,28,16,80,25,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,92,83,85,217,4,7117,30,32,18,18,6,4,22,0,4,6,46,103,0,4,1,6,12,0,0,0,0,0,0,103,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,Merkava Mk 2,59,0,5,4,28,64,60,58,18,0,120,0,90,0,90,0,18,53,12,8,76,26,15,8,60,35,18,115,39,22,8,0,0,0,0,0,0,0,0,0,0,0,0,0,92,84,90,290,4,7118,40,36,18,18,6,4,22,3,4,6,50,1315,0,4,6,1,12,0,0,0,0,0,0,1315,1315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,Merkava Mk 2B,59,0,5,4,28,64,60,58,18,0,120,0,90,0,90,0,18,53,12,8,76,26,15,8,60,35,18,115,39,22,8,0,0,0,0,0,0,0,0,0,0,0,0,0,92,88,98,291,4,7119,40,38,18,18,6,4,22,3,4,6,50,1315,0,4,6,1,12,0,0,0,0,0,0,1315,1315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
