rid,name,nation,start_yr,end_yr,pscr,type,ERID[1],ERID[2],ERID[3],ERID[4],ERID[5],ERID[6],ERID[7],ERID[8],ERID[9],ERID[10],start_mo,end_mo,exp_mod,mor_mod,B44,B45,B46,B47,B48,B49,B50,B51,B52,B53,B54,B55,B56,B57,B58,B59
1,Swedish HQ,66,46,125,10,5,245,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Lt Tank Pl,66,46,57,1,1,6,6,6,6,6,129,130,130,130,130,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,CS Tank Pl /5,66,46,53,1,1,5,5,5,5,5,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,Hvy Tank Pl 43,66,46,57,1,1,11,11,11,11,11,129,130,130,130,130,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,StormPi Pl 43,66,46,63,1,1,115,115,115,50,50,50,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,Tank,66,46,125,1,0,11,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,Hvy Tank Co 43,66,46,49,1,2,11,11,11,1004,1004,1004,1005,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,Lt Tank Co 43,66,46,49,1,2,7,7,7,1004,1002,1002,1005,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,Track SPAA Pl,66,47,68,2,1,392,392,392,50,50,0,0,0,0,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Hvy Tank Co 49,66,49,57,1,2,11,1004,1004,1004,1012,0,0,0,0,0,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,Lt Tank Co 49,66,49,57,1,2,7,1002,1002,1002,1012,0,0,0,0,0,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,StormPi Trp 49,66,49,63,1,1,114,114,50,50,0,0,0,0,0,0,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,Tank Pl  /3,66,58,125,1,1,14,14,14,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,Tank Co 58,66,58,63,1,2,14,14,1013,1013,1013,1005,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,SP-AT Gun Pl,66,46,77,1,1,39,39,39,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,SP-AT Gun Co,66,46,77,1,2,39,39,39,116,116,116,1022,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,Arm. Inf Pl 63,66,64,97,3,1,124,124,124,53,53,53,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,Tank Co 63,66,64,89,1,2,14,14,14,1013,1013,1013,1017,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Tank Co /10,66,90,125,1,2,17,1013,1013,1013,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Tank Co /12,66,90,96,1,2,17,17,17,1013,1013,1013,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,Mine Tank Sec,66,82,102,1,0,32,32,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,Assault Gun Pl,66,46,81,1,1,37,37,37,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,Assault Gun Co,66,46,68,1,2,37,37,37,116,116,116,1022,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,Assault Gun Pl,66,69,84,1,1,45,45,45,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,Assault Gun Co,66,69,81,1,2,37,37,119,119,119,1022,1022,1022,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,Assault Gun Co,66,69,84,1,2,46,46,119,119,119,1024,1024,1024,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,Tank Dest Pl/3,66,82,94,1,1,47,47,47,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,Mech Inf Pl 43,66,46,49,3,1,120,120,210,100,364,421,50,50,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,Hvy Mech Pl 43,66,46,49,3,1,221,422,50,50,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,Mech Inf Co 43,66,46,49,3,2,81,50,1031,1028,1028,1028,1029,73,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,Arm Car Pl 43,66,46,59,1,1,560,50,365,0,0,0,0,0,0,0,1,12,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,Mech MG Pl 43,66,46,49,3,1,221,221,50,50,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,Mech Mor Pl 43,66,46,49,3,1,422,422,422,50,50,50,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,Mech AT Pl 43,66,46,49,3,1,350,350,350,50,50,50,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,Mech Hvy Co 43,66,46,49,3,2,81,50,1031,1032,1033,1034,1034,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,M/C Pl 43,66,46,49,3,1,73,71,71,71,71,0,0,0,0,0,1,12,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,Mech M/C Co 43,66,46,49,3,2,71,81,165,165,50,72,72,1036,1036,1036,1,12,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,Bike Inf Pl 49,66,49,63,3,1,83,83,83,210,210,540,540,540,540,0,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,Hvy Mech Pl 49,66,49,63,3,1,221,423,540,251,567,550,0,0,0,0,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,Mech Co HQ 49,66,49,63,3,1,169,169,169,73,73,540,570,50,0,0,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,Mech Inf Co 49,66,49,63,3,2,83,1041,1039,1039,1039,1040,0,0,0,0,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,Mot Recon Troop,66,57,97,3,1,144,144,568,568,0,0,0,0,0,0,1,12,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,Mech Inf Pl 58,66,59,63,3,1,83,83,83,212,212,51,51,51,51,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,Hvy Mech Pl 58,66,59,63,3,1,221,423,251,51,51,567,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,Mech Co HQ 58,66,59,63,3,1,170,170,170,73,73,51,570,51,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,Mech Inf Co 58,66,59,63,3,2,83,1046,1044,1044,1044,1045,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,AT Troop Pvtgb,66,59,89,3,1,178,178,170,170,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,Arm Inf Co 63,66,64,89,3,2,513,53,1017,1017,1017,1048,53,1048,53,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,Arm Arty (Bn),66,60,97,2,1,407,407,407,407,556,556,556,556,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,ATGM Sec  Mount,66,58,81,3,1,191,191,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,ATGM Co Mount,66,58,81,3,2,191,191,1051,1051,1043,1043,1048,1048,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,ATGM Sec  Dism.,66,58,81,3,1,184,184,568,568,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,ATGM Co Dism.,66,58,81,3,2,184,184,568,568,1053,1053,1043,1043,1048,1048,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,Tank Hunter Co,66,82,94,3,2,54,1017,1017,1017,1027,1027,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,Arm Inf Co 90,66,90,97,3,2,516,54,1017,1017,1017,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,Mech ATGM P,66,90,125,3,1,188,188,188,54,54,54,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,Arm ATGM Co,66,90,97,1,2,188,188,188,54,54,54,1057,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,Arm SP-ATGM Pl,66,82,103,1,1,194,194,194,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,Arm SP-ATGM Co,66,90,97,1,2,194,194,194,1059,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,Arm SP-SAM Pl,66,82,99,1,1,396,396,396,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,Arm SP-SAM Co,66,82,99,1,2,396,396,396,1061,1061,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,Mech ATGM Pl,66,98,125,3,1,188,188,188,58,58,58,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,Arm Inf Pl 98,66,98,125,3,1,128,128,128,58,58,58,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,Arm Inf Co 98,66,98,125,3,2,517,58,1064,1064,1064,1063,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,SP AA Lvkv90,66,96,125,1,1,394,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,Staff/Mortar Co,66,94,125,2,1,431,431,431,64,64,64,0,0,0,0,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,Arm Bn Spt 98,66,98,107,2,2,394,1067,1066,1066,1064,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,Arm ATGM Co 98,66,98,125,3,2,188,188,188,58,58,58,1063,1063,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,SP-Mortar Co,66,114,125,2,1,432,432,432,432,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
