id,nation,name,stat,stat,type,type,pscr,pscr,start_yr,start_mo,end_yr,end_mo,exp_mod,mor_mod,element_rid[0],element_cnt[0],element_rid[1],element_cnt[1],element_rid[2],element_cnt[2],element_rid[3],element_cnt[3],element_rid[4],element_cnt[4],element_rid[5],element_cnt[5],element_rid[6],element_cnt[6],element_rid[7],element_cnt[7],element_rid[8],element_cnt[8],element_rid[9],element_cnt[9]
1,6,Headquarters,0,average,5,force HQ,6,force HQ,1946,1,2025,1,0,0,243,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,6,Tank Squadron,0,average,2,company,1,armor,1968,1,2005,12,0,0,15,1,1010,1,1010,1,1010,1,1010,1,0,0,0,0,0,0,0,0,0,0
3,6,MBT Squadron,0,average,2,company,1,armor,1992,1,2025,12,0,0,26,1,1013,1,1013,1,1013,1,0,0,0,0,0,0,0,0,0,0,0,0
4,6,Tank Sqdn/21,0,average,2,company,1,armor,1946,1,1974,12,0,0,15,1,1006,1,1006,1,1006,1,1006,1,0,0,0,0,0,0,0,0,0,0
5,6,AMX13/SS11 Pl,0,average,1,platoon,1,armor,1957,1,1992,12,0,0,8,1,8,1,8,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0
6,6,Tank Platoon/5,0,average,1,platoon,1,armor,1946,1,1974,12,0,0,15,1,15,1,15,1,15,1,15,1,0,0,0,0,0,0,0,0,0,0
7,6,Tank Sqdn/16,0,average,2,company,1,armor,1946,1,1974,12,0,0,15,1,1006,1,1006,1,1006,1,0,0,0,0,0,0,0,0,0,0,0,0
8,6,Tank Sqdn + VAB,0,average,2,company,1,armor,1976,1,1997,12,0,0,15,1,1010,1,1010,1,1010,1,1010,1,1189,1,1189,1,0,0,0,0,0,0
9,6,Tank Sqdn + APC,0,average,2,company,1,armor,1946,1,1959,12,0,0,15,1,1006,1,1006,1,1006,1,1006,1,1176,1,1176,1,0,0,0,0,0,0
10,6,Tank Platoon/4,0,average,1,platoon,1,armor,1968,1,2005,12,0,0,15,1,15,1,15,1,15,1,0,0,0,0,0,0,0,0,0,0,0,0
11,6,Tank Section,0,average,1,platoon,1,armor,1946,1,2005,12,0,0,15,1,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,6,Tank Sqdn + APC,0,average,2,company,1,armor,1959,1,1972,12,0,0,15,1,1006,1,1006,1,1006,1,1006,1,1177,1,1177,1,0,0,0,0,0,0
13,6,MBT Platoon,0,average,1,platoon,1,armor,1992,1,2025,12,0,0,26,1,26,1,26,1,26,1,0,0,0,0,0,0,0,0,0,0,0,0
14,6,MBT Section,0,average,1,platoon,1,armor,1992,1,2025,12,0,0,26,1,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,6,Tank Sqdn + APC,0,average,2,company,1,armor,1972,1,1991,12,0,0,15,1,1010,1,1010,1,1010,1,1010,1,1178,1,1178,1,0,0,0,0,0,0
16,6,Tank Sqdn + APC,0,average,2,company,1,armor,1992,1,2005,12,0,0,15,1,1010,1,1010,1,1010,1,1010,1,1179,1,1179,1,0,0,0,0,0,0
17,6,MBT Co +VAB,0,average,2,company,1,armor,1995,1,2025,12,0,0,26,1,1013,1,1013,1,1013,1,1194,1,1194,1,0,0,0,0,0,0,0,0
18,6,MBT Co +APC,0,average,2,company,1,armor,1992,1,2025,12,0,0,26,1,1013,1,1013,1,1013,1,1179,1,1179,1,0,0,0,0,0,0,0,0
19,6,Tank Sqdn (++),0,average,2,company,1,armor,1977,1,1991,12,0,0,15,1,1010,1,1010,1,1010,1,1010,1,1178,1,1178,1,1175,1,1175,1,0,0
20,6,Light Tank Sqdn,0,average,2,company,1,armor,1946,1,1970,12,0,0,2,1,2,1,1340,1,1340,1,1340,1,0,0,0,0,0,0,0,0,0,0
21,6,Lt Tank Sqdn B,0,average,2,company,1,armor,1957,1,1990,12,0,0,4,1,1005,1,1344,1,1344,1,1344,1,0,0,0,0,0,0,0,0,0,0
22,6,Heavy Tank Sqdn,0,average,2,company,1,armor,1946,1,1954,12,0,0,427,1,1351,1,1351,1,1351,1,1351,1,0,0,0,0,0,0,0,0,0,0
23,6,VAB Inf Co,0,average,2,company,3,infantry,1995,1,2025,12,0,0,139,1,98,1,464,1,1194,1,1194,1,1194,1,1194,1,1195,1,0,0,0,0
24,6,Jeep AT Section,0,average,0,section,2,artillery,1954,1,1969,12,0,0,40,1,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,6,Jeep AT Platoon,0,average,1,platoon,2,artillery,1954,1,1969,12,0,0,40,1,40,1,40,1,40,1,0,0,0,0,0,0,0,0,0,0,0,0
26,6,AT Jeep Coy,0,average,2,company,2,artillery,1954,1,1969,12,0,0,40,1,40,1,1024,1,1025,1,1025,1,1358,1,1358,1,1358,1,0,0,0,0
27,6,Mech Recce Co,0,average,2,company,3,infantry,1988,1,2025,12,3,3,237,1,110,1,1028,1,1028,1,1028,1,1028,1,0,0,0,0,0,0,0,0
28,6,Mech Recce Pl,0,average,1,platoon,3,infantry,1988,1,2025,12,3,3,465,1,465,1,465,1,465,1,84,1,84,1,237,1,237,1,69,1,69,1
29,6,AT Gun Plt,0,average,0,section,2,artillery,1946,1,1956,12,0,0,104,1,104,1,104,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,6,Mech Inf Co,0,average,2,company,3,infantry,1946,1,1959,12,0,0,250,1,85,1,1176,1,1169,1,1176,1,1169,1,1176,1,1169,1,1176,1,1169,1
31,6,Mech Inf Co,0,average,2,company,3,infantry,1959,1,1972,12,0,0,250,1,89,1,1177,1,1177,1,1177,1,1177,1,1168,1,0,0,0,0,0,0
32,6,Mech Inf Co,0,average,2,company,3,infantry,1972,1,1991,12,0,0,250,1,93,1,1178,1,1178,1,1178,1,1178,1,1168,1,0,0,0,0,0,0
33,6,Mech Inf Co,0,average,2,company,3,infantry,1992,1,2025,12,0,0,250,1,93,1,1179,1,1179,1,1179,1,1179,1,1168,1,0,0,0,0,0,0
34,6,VAB Inf Co,0,average,2,company,3,infantry,1976,1,1995,12,0,0,137,1,98,1,1189,1,1189,1,1189,1,1189,1,1354,1,1192,1,1192,1,0,0
35,6,Mech AT Gun Plt,0,average,0,section,2,artillery,1946,1,1956,12,0,0,104,1,104,1,104,1,86,1,86,1,86,1,0,0,0,0,0,0,0,0
36,6,VCAC Platoon,0,average,1,platoon,2,artillery,1977,1,2025,12,0,0,460,1,460,1,460,1,460,1,0,0,0,0,0,0,0,0,0,0,0,0
38,6,Infantry Co,0,average,2,company,3,infantry,1946,1,1958,12,0,0,134,1,126,1,271,1,409,1,1185,1,1185,1,1185,1,1185,1,0,0,0,0
