id,nation,name,stat,stat,type,type,pscr,pscr,start_yr,start_mo,end_yr,end_mo,exp_mod,mor_mod,element_rid[0],element_cnt[0],element_rid[1],element_cnt[1],element_rid[2],element_cnt[2],element_rid[3],element_cnt[3],element_rid[4],element_cnt[4],element_rid[5],element_cnt[5],element_rid[6],element_cnt[6],element_rid[7],element_cnt[7],element_rid[8],element_cnt[8],element_rid[9],element_cnt[9]
1,13,MEU HQ,0,average,5,force HQ,6,force HQ,1946,1,2025,12,0,0,245,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,13,Tank Co,0,average,2,company,1,armor,1946,1,1994,12,0,0,8,1,5,1,1232,1,1232,1,1232,1,0,0,0,0,0,0,0,0,0,0
3,13,Tank Co (-/+Hv),0,average,2,company,1,armor,1958,1,1973,12,0,0,8,1,5,1,1232,1,1232,1,1229,1,0,0,0,0,0,0,0,0,0,0
4,13,Tank Co (CS),0,average,2,company,1,armor,1946,1,1973,12,0,0,8,1,5,1,1248,1,1248,1,1248,1,0,0,0,0,0,0,0,0,0,0
5,13,Tank Co (CS),0,average,2,company,1,armor,1974,1,1994,12,0,0,8,1,5,1,1249,1,1249,1,1249,1,0,0,0,0,0,0,0,0,0,0
6,13,MBT Co,0,average,2,company,1,armor,1991,1,2025,12,0,0,22,1,643,1,1247,1,1247,1,1247,1,0,0,0,0,0,0,0,0,0,0
7,13,MBT Co (CS),0,average,2,company,1,armor,1991,1,2025,12,0,0,22,1,643,1,1267,1,1267,1,1267,1,0,0,0,0,0,0,0,0,0,0
8,13,Rifle Co,0,average,2,company,3,infantry,1946,1,1966,12,0,0,360,1,1601,1,1601,1,1092,1,1092,1,1092,1,1079,1,0,0,0,0,0,0
9,13,Rifle Co,0,average,2,company,3,infantry,1967,1,1974,12,0,0,360,1,1042,1,1042,1,1092,1,1092,1,1092,1,1015,1,1079,1,0,0,0,0
10,13,Rifle Co,0,average,2,company,3,infantry,1975,1,1992,12,0,0,360,1,1042,1,1042,1,1093,1,1093,1,1093,1,1135,1,1015,1,1079,1,0,0
11,13,Rifle Co,0,average,2,company,3,infantry,1993,1,1998,12,0,0,360,1,1094,1,1094,1,1094,1,1135,1,1015,1,1079,1,0,0,0,0,0,0
12,13,Rifle Co,0,average,2,company,3,infantry,1999,1,2020,6,0,0,360,1,1095,1,1094,1,1094,1,1015,1,1079,1,0,0,0,0,0,0,0,0
14,13,Rifle Co (-),0,average,2,company,3,infantry,1946,1,2025,12,0,0,360,1,1091,1,1091,1,1091,1,0,0,0,0,0,0,0,0,0,0,0,0
15,13,MPAD Team,0,average,0,section,3,infantry,1967,1,2025,12,0,0,79,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,13,MPAD Team (W),0,average,0,section,3,infantry,1967,1,2020,6,0,0,79,1,510,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,13,SP-Art Bty,0,average,2,company,2,artillery,1946,1,1992,12,0,0,39,1,39,1,1022,1,1022,1,0,0,0,0,0,0,0,0,0,0,0,0
18,13,SP-AA Plt,0,average,1,platoon,2,artillery,1946,1,1953,12,0,0,46,1,46,1,46,1,46,1,0,0,0,0,0,0,0,0,0,0,0,0
20,13,SAM Sec,0,average,1,platoon,2,artillery,1954,5,2025,12,0,0,53,1,53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,13,SP-Art Sec,0,average,1,platoon,2,artillery,1946,1,1992,12,0,0,39,1,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,13,SP-AA Sec,0,average,0,section,2,artillery,1946,1,1953,4,0,0,46,1,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,13,SP-SAM Sec,0,average,0,section,2,artillery,1992,1,2025,12,0,0,51,1,51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,13,SPAA Sec (Army),0,average,0,section,2,artillery,1953,5,1997,8,0,0,46,1,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,13,SAM Sec (W),0,average,1,platoon,2,artillery,1960,1,2025,12,0,0,53,1,53,1,548,1,548,1,0,0,0,0,0,0,0,0,0,0,0,0
27,13,Ontos Sec,0,average,0,section,1,armor,1956,1,1969,5,0,0,44,1,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,13,Howitzer Bty,0,average,2,company,2,artillery,1946,1,2025,12,0,0,87,1,87,1,87,1,1034,1,0,0,0,0,0,0,0,0,0,0,0,0
29,13,Inf-AT Sec,0,average,0,section,3,infantry,1946,1,2025,12,0,0,410,1,410,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,13,MPAD Sec,0,average,0,section,3,infantry,1967,1,2025,12,0,0,79,1,79,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,13,Mortar Plt,0,average,3,combat group,2,artillery,1946,1,1957,12,0,0,82,1,82,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,13,Ontos Plt,0,average,1,platoon,1,armor,1956,1,1969,5,0,0,44,1,44,1,44,1,44,1,44,1,0,0,0,0,0,0,0,0,0,0
33,13,AA Gun Plt,0,average,3,combat group,2,artillery,1946,1,2025,12,0,0,49,1,49,1,1063,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,13,Howitzer Sec,0,average,1,platoon,2,artillery,1946,1,2025,12,0,0,87,1,87,1,87,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,13,MMG Squad,0,average,0,section,3,infantry,1946,1,2025,12,0,0,420,1,420,1,420,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,13,MPAD Sec (W),0,average,0,section,3,infantry,1967,1,2025,12,0,0,79,1,79,1,510,1,510,1,0,0,0,0,0,0,0,0,0,0,0,0
37,13,Engineer Plt,0,average,1,platoon,3,infantry,1946,1,2025,12,0,0,380,1,380,1,380,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,13,Engineer Plt(+),0,average,1,platoon,3,infantry,1946,1,2025,12,0,0,380,1,380,1,380,1,69,1,69,1,188,1,0,0,0,0,0,0,0,0
39,13,Engineer Sqd,0,average,0,section,3,infantry,1946,1,2025,12,0,0,380,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,13,Engr Sqd (+),0,average,0,section,3,infantry,1956,1,2025,12,0,0,380,1,188,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,13,Engr Flame Sec,0,average,0,section,3,infantry,1946,1,2025,12,0,0,377,1,277,1,277,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,13,Sniper,0,average,0,section,3,infantry,1946,1,2025,12,5,5,260,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,13,Hv Sniper Team,0,average,0,section,3,infantry,1991,1,2025,12,10,10,269,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,13,Rocket Battery,0,average,2,company,2,artillery,1946,1,1955,12,0,0,280,1,280,1,280,1,280,1,280,1,280,1,1047,1,1047,1,0,0,0,0
