id,name,wclass,wclass,size,warhead,kill_HE,kill_AP,pen_HE,pen_AP,pen_HEAT,pen_APCR,accuracy,range_max,range_APCR
0,SPWAW,0,unknown weapon,0,0,0,0,0,0,0,0,0,0,0
1,6.5mm m14 MG,3,team weapon,4,1,0,0,0,0,0,0,32,80,0
2,Steyr-Mannl m12,1,primary infantry weapon,1,1,8,0,0,0,0,0,4,4,0
3,7.92mm MG34 LMG,2,secondary infantry weapon,2,1,0,0,0,0,0,0,36,64,0
4,6.5mm m14 BMG,5,light gun,4,1,1,0,0,0,0,0,32,80,0
5,7.92mm MG42 MG,3,team weapon,3,1,0,0,0,0,0,0,40,100,0
6,7.92mm MG34 BMG,5,light gun,3,1,9,0,0,0,0,0,28,32,0
8,20/65mm m35,5,light gun,222,2,8,0,12,38,0,63,56,80,48
11,37mm m32 AA,4,anti-air weapon,6,2,0,0,12,44,0,0,64,180,0
12,37mm SA38 Gun,5,light gun,6,2,10,0,12,44,0,0,44,120,0
13,37/45mm Gun,5,light gun,6,2,0,0,12,40,0,58,44,160,72
14,37L40 Vickers T,5,light gun,6,2,0,0,12,43,0,77,44,160,72
15,37mm m32 AA/AT,4,anti-air weapon,6,2,0,0,22,44,0,0,50,180,0
17,40mm Bofors Gun,4,anti-air weapon,6,3,0,0,26,56,0,0,60,207,0
18,47/32mm Gun,5,light gun,7,3,0,0,14,47,75,0,52,120,60
19,47/32mm m39 Gun,5,light gun,7,3,0,0,15,58,75,0,56,140,0
20,47/32mm m35 Gun,5,light gun,7,3,0,0,14,54,75,69,52,120,60
21,47/32mm m37 Gun,5,light gun,7,3,0,0,13,57,75,0,52,120,0
22,47mm SA35 Gun,5,light gun,7,3,11,0,18,58,0,0,48,148,0
23,47/40mm Gun,5,light gun,7,3,0,0,15,64,75,0,56,120,0
28,6pdr OQF Mk4/5L,5,light gun,7,3,2,0,22,112,0,158,76,160,144
29,6pdr OQF Mk2/3,5,light gun,7,3,0,0,22,98,0,148,72,160,160
31,65/17mm Gun,6,medium gun,8,4,0,0,19,25,83,0,52,216,40
32,75/13mm FG,6,medium gun,8,4,0,0,18,45,0,0,48,120,0
33,75/27mm m906,6,medium gun,9,4,0,0,27,72,0,0,48,216,40
37,3in OML Mortar,3,team weapon,5,5,0,0,12,0,0,0,16,208,20
38,17pdr OQF Gun,6,medium gun,9,4,3,0,29,184,0,251,140,207,192
39,75/18mm m34 FH,6,medium gun,8,4,0,0,22,52,0,0,56,223,40
41,75mm KwK37 L/24,6,medium gun,8,4,0,0,24,57,85,0,52,160,0
43,75/34mm Gun,6,medium gun,8,4,0,0,25,82,92,0,48,160,0
44,75/27mm m911,6,medium gun,8,4,3,0,25,91,92,0,56,216,40
45,75/27mm m912,6,medium gun,8,4,0,0,25,94,92,0,56,216,40
46,75mm M3 Gun,6,medium gun,8,4,3,0,25,102,0,0,68,160,0
47,75/46mm m34 Gun,6,medium gun,8,4,0,0,27,146,0,176,100,207,140
