rid,name,nation,start_mo,special,X1,X2,X3,X4,X5,X6,X7,X8,start_yr,end_yr,purchscrn,type,ERID[1],ECNT[1],ERID[2],ECNT[2],ERID[3],ECNT[3],ERID[4],ECNT[4],ERID[5],ECNT[5],ERID[6],ECNT[6],ERID[7],ECNT[7],ERID[8],ECNT[8],ERID[9],ECNT[9],ERID[10],ECNT[10]
1,SP ENH FR v1.1,75,1,11,0,0,0,0,0,0,0,0,30,45,10,5,245,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Armored Car Sec,75,1,1,0,0,0,0,0,0,0,0,31,49,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,Armored Car Plt,75,1,1,0,0,0,0,0,0,0,0,31,49,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4,Tankette Sec,75,1,1,0,0,0,0,0,0,0,0,33,49,1,1,5,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,Tankette Plt,75,1,1,0,0,0,0,0,0,0,0,33,49,1,1,5,1,5,1,5,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0
6,IND Arm Car Co,75,1,1,0,0,0,0,0,0,0,0,33,42,1,2,2,1,1003,1,1003,1,1005,1,1005,1,0,0,0,0,0,0,0,0,0,0
7,Lt Tank Section,75,1,0,0,0,0,0,0,0,0,0,37,49,1,1,11,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,Lt Tank Platoon,75,1,0,0,0,0,0,0,0,0,0,37,49,1,1,11,1,11,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,Lt Tank Company,75,1,1,0,0,0,0,0,0,0,0,37,49,1,2,11,1,1008,1,1008,1,1008,1,0,0,0,0,0,0,0,0,0,0,0,0
10,Lt Tank Section,75,2,0,0,0,0,0,0,0,0,0,30,33,1,1,10,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,Lt Tank Platoon,75,2,0,0,0,0,0,0,0,0,0,30,33,1,1,10,1,10,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,Tank Platoon,75,1,0,0,0,0,0,0,0,0,0,32,39,1,1,20,1,20,1,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,Tank Platoon,75,1,0,0,0,0,0,0,0,0,0,40,49,1,1,22,1,22,1,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,Tank Section,75,1,0,0,0,0,0,0,0,0,0,32,39,1,1,20,1,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,Tank Company,75,1,1,0,0,0,0,0,0,0,0,32,39,1,2,20,1,1012,1,1012,1,1012,1,0,0,0,0,0,0,0,0,0,0,0,0
16,Tank Company,75,1,1,0,0,0,0,0,0,0,0,40,49,1,2,22,1,1007,1,1013,1,1013,1,1013,1,0,0,0,0,0,0,0,0,0,0
17,Tank Section,75,1,0,0,0,0,0,0,0,0,0,40,49,1,1,22,1,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,CS Tank Platoon,75,9,0,0,0,0,0,0,0,0,0,42,49,1,1,32,1,32,1,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,CS Tank Company,75,9,1,0,0,0,0,0,0,0,0,42,49,1,2,32,1,1007,1,1018,1,1018,1,1018,1,0,0,0,0,0,0,0,0,0,0
20,CS Tank Section,75,9,0,0,0,0,0,0,0,0,0,42,49,1,1,32,1,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,IND Lt Tank Plt,75,1,0,0,0,0,0,0,0,0,0,37,49,1,1,11,1,11,1,11,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0
22,IND Tank Plt,75,1,0,0,0,0,0,0,0,0,0,40,45,1,1,22,1,22,1,22,1,22,1,22,1,0,0,0,0,0,0,0,0,0,0
23,IND Tank Co,75,12,1,0,0,0,0,0,0,0,0,41,45,1,2,22,1,1007,1,1022,1,1022,1,1022,1,1021,1,0,0,0,0,0,0,0,0
24,IND Tank Sec,75,1,0,0,0,0,0,0,0,0,0,40,45,1,1,22,1,22,1,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,IND Lt Tank Sec,75,1,0,0,0,0,0,0,0,0,0,37,49,1,1,11,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,Sm Arms Resup,75,1,0,0,0,0,0,0,0,0,0,30,49,4,1,18,1,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,SPA Platoon,75,5,0,0,0,0,0,0,0,0,0,43,49,2,1,34,1,34,1,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,SPA Section,75,5,0,0,0,0,0,0,0,0,0,43,49,2,1,34,1,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
