rid,name,wclass,B16,size,warhead,pen.HE,pen.AP,kill,accuracy,rng_max,rng_APCR,pen_APCR,pen_HEAT,sound,X1,X2,X3,X4,X5,X6,X7
1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,37mm TR16 Gun,5,0,6,2,10,32,2,40,80,0,0,0,0,0,0,0,0,0,0,0
3,Saber,2,0,1,1,0,0,4,4,4,0,0,0,725,0,0,0,0,0,0,0
4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,37mm M5 Gun,5,0,6,2,12,71,4,44,120,40,86,0,0,0,0,0,0,0,0,0
7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,25mm SA35 Gun,5,0,6,2,0,48,2,48,120,0,0,0,0,0,0,0,0,0,0,0
10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,37mm SA18 Gun,5,0,6,2,10,32,2,40,100,0,0,0,0,0,0,0,0,0,0,0
13,37mm SA38 Gun,5,0,6,2,12,44,2,44,120,0,0,0,0,0,0,0,0,0,0,0
14,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,37mm M6 Gun,5,0,6,2,13,77,4,44,140,68,91,0,0,0,0,0,0,0,0,0
17,40mm OQF AA,4,0,6,3,22,52,11,56,207,0,0,0,0,0,0,0,0,0,0,0
18,40mm Bofors Gun,4,0,6,3,26,56,11,60,207,0,0,0,991,0,0,0,0,0,0,0
19,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,2pdr OQF late,5,0,6,2,0,76,3,76,160,40,129,0,0,0,0,0,0,0,0,0
21,47mm SA35 Gun,5,0,7,3,18,58,3,48,148,0,0,0,0,0,0,0,0,0,0,0
22,47mm SA37 Gun,5,0,7,3,18,85,3,44,160,0,0,0,0,0,0,0,0,0,0,0
23,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,57mm M1 Gun,5,0,7,3,0,103,4,72,160,80,127,0,0,0,0,0,0,0,0,0
28,47mm SA34 Gun,5,0,7,3,15,38,3,44,110,0,0,0,0,0,0,0,0,0,0,0
29,6pdr OQF Mk3,5,0,7,3,22,98,4,72,160,160,148,0,0,0,0,0,0,0,0,0
30,60mm Mle 35 Mtr,3,0,4,3,5,0,6,16,136,10,0,0,0,0,0,0,0,0,0,0
31,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
