rid,name,wclass,B16,size,warhead,pen.HE,pen.AP,kill,B22,accuracy,rng_max,rng_APCR,pen_APCR,pen_HEAT,sound,B30,B31,B32,B33,B34,B35,B36
1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,7.92mm MG34 LMG,2,0,2,1,0,0,0,0,36,64,0,0,0,540,0,0,0,0,0,0,0
4,,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,20mm KwK30 L/50,5,0,222,2,12,38,0,0,56,80,48,63,0,477,0,0,0,0,0,0,0
8,20mm KwK35 L/45,5,0,222,2,12,38,0,0,56,88,52,63,0,477,0,0,0,0,0,0,0
9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
11,37mm m32 AA,4,0,6,2,12,44,0,0,64,180,0,0,0,0,0,0,0,0,0,0,0
12,,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
13,37mm KwK38 (f),5,0,6,2,11,39,0,0,32,120,0,0,0,0,0,0,0,0,0,0,0
14,37mm M35/36 Gun,5,0,6,2,12,36,14,14,44,160,40,58,0,0,0,0,0,0,0,0,0
15,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,37mm M3 Gun,5,0,6,2,12,69,14,6,44,120,0,0,0,0,0,0,0,0,0,0,0
17,40mm Bofors Gun,4,0,6,3,26,56,0,0,60,207,0,0,0,991,0,0,0,0,0,0,0
18,37mm M6 Gun,5,0,6,2,13,77,0,1,44,140,68,91,0,0,0,0,0,0,0,0,0
19,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,2pdr OQF Mk IX,5,0,6,2,0,60,0,0,60,128,40,108,0,0,0,0,0,0,0,0,0
21,47/32mm Gun,5,0,7,3,14,47,0,0,52,120,60,0,75,0,0,0,0,0,0,0,0
22,47mm KwK35 L/34,5,0,7,3,14,51,11,0,52,120,0,0,0,0,0,0,0,0,0,0,0
23,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,6pdr OQF Mk2/3,5,0,7,3,22,98,2,7,72,160,160,148,0,0,0,0,0,0,0,0,0
29,6pdr OQF Mk4/5,5,0,7,3,22,104,0,0,68,160,160,158,0,0,0,0,0,0,0,0,0
30,,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
31,65mm M/06 IG,6,0,8,4,19,0,0,0,28,216,20,0,0,0,0,0,0,0,0,0,0
32,,0,0,0,0,0,0,4,0,0,0,0,0,45,0,0,0,0,0,0,0,0
33,75mm M/11 FH,6,0,9,4,27,0,0,0,40,215,40,0,45,0,0,0,0,0,0,0,0
34,,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35,3in Howitzer,6,0,9,4,24,60,0,0,40,216,0,0,0,0,0,0,0,0,0,0,0
36,3in Mk I OQF Hw,6,0,9,4,25,84,4,0,40,206,0,0,0,0,0,0,0,0,0,0,0
37,3in OML Mortar,3,0,5,5,12,0,0,0,16,208,20,0,0,0,0,0,0,0,0,0,0
38,17pdr OQF Gun,6,0,9,4,29,184,0,5,140,207,192,251,0,0,0,0,0,0,0,0,0
39,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
41,,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0
42,,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0
43,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,,0,0,0,0,0,0,3,14,0,0,0,0,70,0,0,0,0,0,0,0,0
45,75mm M3 Gun,6,0,8,4,25,102,0,0,68,160,0,0,0,0,0,0,0,0,0,0,0
46,,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
47,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0
53,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,75mm L36 Gun,6,0,8,4,25,102,0,0,56,120,0,0,0,0,0,0,0,0,0,0,0
56,81mm M27/31 Mtr,3,0,5,5,18,0,4,0,16,208,20,0,0,0,0,0,0,0,0,0,0
57,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,,0,0,0,0,0,0,0,11,0,0,0,0,110,0,0,0,0,0,0,0,0
61,,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0
62,,0,0,0,0,0,0,5,0,0,0,0,0,110,0,0,0,0,0,0,0,0
63,25pdr QF GH,7,0,10,5,20,87,0,0,56,216,0,0,0,0,0,0,0,0,0,0,0
64,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,95mm OQF Gun,7,0,11,6,31,0,0,0,60,160,0,0,127,0,0,0,0,0,0,0,0
68,,0,0,0,0,0,0,0,10,0,0,0,0,85,0,0,0,0,0,0,0,0
69,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,100/17mm m14 FH,7,0,12,6,32,63,6,0,56,225,40,0,0,0,0,0,0,0,0,0,0
71,105mm M25/27,7,0,12,6,34,74,0,0,44,223,40,0,85,0,0,0,0,0,0,0,0
72,4.2in Mortar,3,0,7,6,22,0,6,9,16,211,20,0,0,0,0,0,0,0,0,0,0
73,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
