id,nation,name,stat,stat,type,type,pscr,pscr,start_yr,start_mo,end_yr,element_rid[0],element_cnt[0],element_rid[1],element_cnt[1],element_rid[2],element_cnt[2],element_rid[3],element_cnt[3],element_rid[4],element_cnt[4],element_rid[5],element_cnt[5],element_rid[6],element_cnt[6],element_rid[7],element_cnt[7],element_rid[8],element_cnt[8],element_rid[9],element_cnt[9]
1,85,SP ENH FR v1.1,4,elite recon,4,force HQ,6,force HQ,1930,1,1949,245,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,85,Arm'd Car Plt,1,recon,1,platoon,1,armor,1940,10,1944,63,1,63,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,85,Arm'd Car Sqdrn,1,recon,2,company,1,armor,1940,10,1941,63,1,1002,1,1002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,85,Hvy Arm Car Plt,0,average,1,platoon,1,armor,1940,3,1941,64,1,64,1,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,85,HvyArm Car Sqdn,1,recon,2,company,1,armor,1940,3,1941,64,1,1004,1,1004,1,1004,1,0,0,0,0,0,0,0,0,0,0,0,0
6,85,Recon Tank Sec,1,recon,1,platoon,1,armor,1940,12,1941,56,1,56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,85,Recon Tank Plt,1,recon,1,platoon,1,armor,1940,12,1941,56,1,56,1,56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,85,Recon Tank Co,1,recon,2,company,1,armor,1941,2,1941,56,1,1007,1,1007,1,1007,1,0,0,0,0,0,0,0,0,0,0,0,0
9,85,UK Inf Tank Sec,0,average,1,platoon,1,armor,1941,3,1941,6,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,85,UK Inf Tank Trp,0,average,1,platoon,1,armor,1941,3,1941,6,1,6,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,85,Lt Tank Platoon,0,average,1,platoon,1,armor,1930,1,1941,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,85,Lt Tank Sqdrn,1,recon,2,company,1,armor,1930,1,1941,1,1,1011,1,1011,1,1011,1,0,0,0,0,0,0,0,0,0,0,0,0
13,85,Mixed Tank Co,1,recon,2,company,1,armor,1941,2,1941,56,1,1007,1,1011,1,1014,1,0,0,0,0,0,0,0,0,0,0,0,0
14,85,Captured Tanks,4,elite recon,1,platoon,1,armor,1941,1,1944,55,1,55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,85,UK Inf Tank Sqd,1,recon,2,company,1,armor,1941,3,1941,6,1,6,1,1075,1,1010,1,1010,1,1010,1,1010,1,0,0,0,0,0,0
16,85,UK Hvy Tank Sec,0,average,1,platoon,1,armor,1944,10,1945,10,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,85,UK Hvy Tank Trp,0,average,1,platoon,1,armor,1944,10,1945,10,1,10,1,10,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0
18,85,Recon Sqdrn,4,elite recon,2,company,1,armor,1941,1,1941,56,1,1007,1,1007,1,1065,1,1065,1,0,0,0,0,0,0,0,0,0,0
19,85,Captured Tank,4,elite recon,1,platoon,1,armor,1941,1,1944,55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,85,Coastal Guns,0,average,1,platoon,4,miscellaneous,1930,1,1949,202,1,202,1,202,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,85,AA Gun Battery,0,average,1,platoon,2,artillery,1930,1,1941,68,1,68,1,68,1,68,1,0,0,0,0,0,0,0,0,0,0,0,0
22,85,AT Gun Section,0,average,1,platoon,2,artillery,1939,1,1949,23,1,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,85,AT Gun Battery,0,average,1,platoon,2,artillery,1939,1,1949,23,1,23,1,23,1,23,1,0,0,0,0,0,0,0,0,0,0,0,0
24,85,Mortar Section,2,dedicated artillery,1,platoon,2,artillery,1930,1,1949,30,1,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,85,Mortar Platoon,2,dedicated artillery,1,platoon,2,artillery,1930,1,1949,241,1,30,1,30,1,30,1,0,0,0,0,0,0,0,0,0,0,0,0
26,85,Hvy Mortar Sec,2,dedicated artillery,1,platoon,2,artillery,1945,1,1949,32,1,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,85,Hvy Mortar Plt,2,dedicated artillery,1,platoon,2,artillery,1945,1,1949,241,1,32,1,32,1,32,1,0,0,0,0,0,0,0,0,0,0,0,0
28,85,Mtn Gun Battery,3,elite,1,platoon,2,artillery,1930,1,1941,25,1,25,1,25,1,25,1,0,0,0,0,0,0,0,0,0,0,0,0
29,85,Lt How Battery,2,dedicated artillery,1,platoon,2,artillery,1930,1,1949,27,1,27,1,27,1,27,1,0,0,0,0,0,0,0,0,0,0,0,0
30,85,Artillery Btry,0,average,1,platoon,2,artillery,1930,1,1941,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,85,Strike Element,0,average,1,platoon,4,miscellaneous,1937,1,1949,58,1,58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,85,Fortified Zone,4,elite recon,2,company,4,miscellaneous,1930,1,1941,193,1,1034,1,1034,1,1033,1,1033,1,1033,1,0,0,0,0,0,0,0,0
33,85,Fortifications,0,average,1,platoon,4,miscellaneous,1930,1,1949,197,1,195,1,195,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,85,Fort,0,average,1,platoon,4,miscellaneous,1930,1,1949,188,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,85,Artillery Btln,0,average,1,platoon,2,artillery,1930,1,1941,29,1,29,1,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,85,Carrier Section,0,average,1,platoon,4,miscellaneous,1940,3,1941,18,1,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,85,Carrier Platoon,0,average,1,platoon,4,miscellaneous,1940,3,1941,18,1,18,1,18,1,18,1,19,1,0,0,0,0,0,0,0,0,0,0
