id,name,wclass,wclass,size,warhead,kill_HE,kill_AP,pen_HE,pen_AP,pen_HEAT,pen_APCR,accuracy,range_max,range_APCR
0,SPWAW,0,unknown weapon,0,0,0,0,0,0,0,0,0,0,0
1,Misc Small Arms,1,primary infantry weapon,1,1,0,0,0,0,0,0,8,12,0
2,7.92 MG34 AAMG,4,anti-air weapon,3,1,2,0,0,0,0,0,44,100,0
3,7.92mm MG34 LMG,2,secondary infantry weapon,2,1,0,0,0,0,0,0,36,64,0
4,7.92mm MG34 MG,3,team weapon,3,1,9,0,0,0,0,0,44,100,0
5,7.92mm MG42 MG,3,team weapon,3,1,0,0,0,0,0,0,40,100,0
6,7.92mm MG34 BMG,5,light gun,3,1,9,0,0,0,0,0,28,32,0
7,20mm Quad AA,4,anti-air weapon,222,2,0,0,12,38,0,0,72,160,0
9,20mm KwK38 Hglf,4,anti-air weapon,222,2,0,0,12,38,0,63,48,96,64
11,37mm FlaK36/43,4,anti-air weapon,6,2,0,0,12,44,0,0,60,184,0
12,20mm FlaK30/38 ,4,anti-air weapon,222,2,10,0,12,38,0,0,56,160,0
17,40mm Bofors AA,4,anti-air weapon,6,3,0,0,26,56,0,0,60,207,0
22,47mm L34 Gun,5,light gun,7,3,11,0,14,51,0,0,52,120,0
25,50mm KwK38 L/42,5,light gun,7,3,0,0,18,77,0,130,60,180,72
26,50mm KwK39 L/60,5,light gun,7,3,0,0,20,100,0,161,72,196,80
27,76.2mm 02/30 FH,6,medium gun,9,4,0,0,25,69,75,0,48,216,40
30,50mm PaK38/45,5,light gun,7,3,0,0,20,100,0,161,72,196,80
31,65mm M/1894 FG,6,medium gun,8,3,0,0,14,0,0,0,36,200,0
33,75mm M1A1 Pack,6,medium gun,9,4,0,0,23,0,65,0,48,216,40
34,75mm leFH16nA,6,medium gun,9,4,11,0,23,50,75,0,48,216,0
35,75mm PaK40/1,6,medium gun,8,4,0,0,27,140,0,178,84,207,144
37,3in OML Mortar,3,team weapon,5,5,0,0,12,0,0,0,16,208,20
39,75mm M/27 FH,6,medium gun,8,5,0,0,26,0,0,0,36,208,0
44,75mm leFH16nA,6,medium gun,9,4,3,0,23,50,75,0,48,216,0
46,75mm KwK40 L/43,6,medium gun,8,4,0,0,26,135,0,193,76,206,128
47,75mm KwK40 L/48,6,medium gun,8,4,0,0,27,140,0,195,84,207,144
48,75mm KwK42 L/70,6,medium gun,9,4,0,0,28,188,0,251,136,209,160
55,75mm Krupp M/01,6,medium gun,8,4,0,0,24,0,0,0,48,208,40
56,80mm M/35 Mtr,3,team weapon,5,5,0,0,18,0,0,0,0,208,20
58,75mm M/27 FH,6,medium gun,8,5,0,0,26,0,0,0,36,208,0
59,88mm FlaK18 AT,7,large gun,12,5,0,0,36,162,120,220,132,210,94
60,88mm KwK36 L/56,7,large gun,10,5,3,0,34,162,110,220,140,208,148
63,25pdr QF GH,7,large gun,10,5,0,0,20,87,0,0,56,216,0
68,105mm M/28 FG,7,large gun,12,6,6,0,34,74,0,0,48,228,40
69,105mm M/04 FH,7,large gun,12,6,0,0,34,0,0,0,48,228,40
70,105mm leFH18M,7,large gun,12,6,5,0,34,74,105,0,48,222,40
71,105mm M1/M2 FH,7,large gun,12,6,0,0,34,74,85,0,48,222,40
72,120mm M/01 FG,7,large gun,12,7,0,0,40,67,0,0,48,225,0
73,120mm Kngs M/32,7,large gun,12,7,0,0,38,0,0,0,52,226,40
74,120mm Krupp M09,7,large gun,12,7,7,0,36,0,0,0,48,225,40
75,75mm M6 Gun,6,medium gun,8,4,0,0,25,98,0,0,68,160,0
76,122mm G obr.38,7,large gun,12,7,0,0,45,94,120,0,48,225,40
77,TNT,2,secondary infantry weapon,2,10,0,0,80,0,0,0,4,4,0
78,150mm M19 Bofor,7,large gun,12,11,6,0,61,0,0,0,34,229,80
79,150mm sFH18,7,large gun,12,9,0,0,52,0,185,0,48,225,40
80,152mm ML-20 FH,7,large gun,12,9,0,0,49,165,0,0,44,225,40
81,210mm M97 Kanon,7,large gun,14,12,0,0,72,0,0,0,76,223,40
82,240mm M/95 Hau,7,large gun,13,13,0,0,88,0,0,0,36,209,40
83,280mm M82 Krupp,7,large gun,15,16,0,0,97,0,0,0,36,211,0
84,Satchel Charge,2,secondary infantry weapon,2,10,0,0,0,222,150,0,4,4,0
85,Petrol Bomb,8,infantry flamethrower,1,3,0,0,55,222,55,0,4,4,0
86,Anti-Tank Mine,2,secondary infantry weapon,2,10,0,0,0,222,100,0,4,4,0
87,No.36 Mills Grn,2,secondary infantry weapon,1,2,0,0,19,0,0,0,4,4,0
88,StHGr 24,2,secondary infantry weapon,1,2,6,0,19,0,0,0,4,4,0
89,Panzerfaust 30,2,secondary infantry weapon,4,4,0,0,0,222,198,0,4,4,0
90,No.68 ATRG,2,secondary infantry weapon,2,2,0,0,0,222,50,0,8,12,0
91,305mm M/16 Hau,7,large gun,18,20,0,0,106,0,0,0,36,211,0
92,Panzerschreck,2,secondary infantry weapon,3,4,5,0,0,222,185,0,8,16,0
93,Gew PzGr 30,2,secondary infantry weapon,2,2,0,0,4,222,35,0,8,16,0
94,6.5mm M22 Madsn,2,secondary infantry weapon,2,1,5,0,0,0,0,0,28,52,0
95,6.5mm M22 Madsn,1,primary infantry weapon,2,1,0,0,0,0,0,0,28,52,0
96,88mm FlaK OBA,7,large gun,10,5,5,0,25,0,45,0,16,212,40
97,.303 Bren LMG,2,secondary infantry weapon,2,1,0,0,0,0,0,0,32,80,0
