id,name,wclass,wclass,size,warhead,kill,pen_AP,pen_HE,pen_HEAT,pen_APCR,accuracy,range_max,range_APCR
0,SPWAW,0,SPWOOB_WCLASS_UNKNOWN,0,0,0,0,0,0,0,0,0,0
1,7.62mm Mosin/38,1,SPWOOB_WCLASS_INF_PRM,1,1,1,0,0,0,0,16,40,0
2,7.62mm Mosin/38,1,SPWOOB_WCLASS_INF_PRM,1,1,1,0,0,0,0,16,24,0
3,7.92mm MG34 LMG,2,SPWOOB_WCLASS_INF_SEC,2,1,9,0,0,0,0,36,64,0
4,7.92mm MG34 MMG,3,SPWOOB_WCLASS_TEAM,3,1,12,0,0,0,0,44,100,0
6,7.92mm MG34 BMG,5,SPWOOB_WCLASS_SML_GUN,3,1,10,0,0,0,0,28,32,0
8,20mm KwK38 Hglf,4,SPWOOB_WCLASS_AA,222,2,14,38,12,0,63,48,96,64
9,40M 40mm Cannon,6,SPWOOB_WCLASS_MDM_GUN,7,3,3,56,16,0,0,44,100,0
10,8mm 34/40 CMG,5,SPWOOB_WCLASS_SML_GUN,4,1,9,0,0,0,0,40,80,0
11,8mm 34/40 BMG,5,SPWOOB_WCLASS_SML_GUN,3,1,8,0,0,0,0,28,32,0
12,37mm SA18 Gun,5,SPWOOB_WCLASS_SML_GUN,6,2,4,27,9,0,0,32,80,0
14,37mm vz.34 Gun,5,SPWOOB_WCLASS_SML_GUN,6,2,2,39,11,0,57,40,160,40
15,37mm PaK36/46,5,SPWOOB_WCLASS_SML_GUN,6,2,2,40,12,0,58,44,160,72
16,37mm KwK38 L/48,5,SPWOOB_WCLASS_SML_GUN,6,2,2,53,12,0,74,44,160,72
17,40mm Bofors Gun,4,SPWOOB_WCLASS_AA,6,3,11,56,26,0,0,60,207,0
19,45mm L66 Gun,5,SPWOOB_WCLASS_SML_GUN,7,3,3,77,14,0,108,56,120,120
21,47mm QFSA Gun,5,SPWOOB_WCLASS_SML_GUN,7,3,3,57,13,0,0,56,120,0
30,50mm PaK38/45,5,SPWOOB_WCLASS_SML_GUN,7,3,3,100,20,0,161,72,196,80
32,75mm mle34 Mtn,6,SPWOOB_WCLASS_MDM_GUN,8,4,6,0,21,45,0,36,216,20
33,75mm Mle.18 How,6,SPWOOB_WCLASS_MDM_GUN,9,4,6,72,23,45,0,48,216,40
35,75mm PaK40/1,6,SPWOOB_WCLASS_MDM_GUN,8,4,5,140,27,0,178,84,207,144
40,50mm LeGrW 36,3,SPWOOB_WCLASS_TEAM,2,3,4,0,8,0,0,8,52,10
47,75mm KwK40 L/48,6,SPWOOB_WCLASS_MDM_GUN,8,4,5,140,27,0,195,84,207,144
48,75mm KwK42 L/70,6,SPWOOB_WCLASS_MDM_GUN,9,4,5,188,28,0,251,136,209,160
56,81mm Stokes Mtr,3,SPWOOB_WCLASS_TEAM,5,5,7,0,18,0,0,0,219,20
57,81mm GrW34 Mtr,3,SPWOOB_WCLASS_TEAM,5,5,8,0,18,0,0,0,207,20
59,88mm FlaK18 AA,4,SPWOOB_WCLASS_AA,12,5,9,162,36,120,220,132,210,94
63,37mm FlaK36/38,4,SPWOOB_WCLASS_AA,6,2,10,44,12,0,0,64,180,0
68,105mm StuH42/28,7,SPWOOB_WCLASS_LRG_GUN,12,6,10,84,37,105,0,52,160,0
71,105mm LeFH18M,7,SPWOOB_WCLASS_LRG_GUN,12,6,10,74,34,85,0,48,223,40
73,120mm GrW42 Mtr,3,SPWOOB_WCLASS_TEAM,10,7,12,0,36,0,0,0,215,20
74,122mm 390/1 (r),7,SPWOOB_WCLASS_LRG_GUN,12,7,11,75,38,0,0,56,224,40
79,150mm sFH M1939,7,SPWOOB_WCLASS_LRG_GUN,12,9,16,0,51,0,0,48,225,40
80,152mm FH,7,SPWOOB_WCLASS_LRG_GUN,12,9,16,135,51,0,0,40,225,40
82,AT Grenade,2,SPWOOB_WCLASS_INF_SEC,2,6,2,222,0,75,0,0,4,0
83,7mm FlmW42,8,SPWOOB_WCLASS_FLAME_INF,3,15,15,0,150,0,0,4,4,0
84,Satchel Charge,2,SPWOOB_WCLASS_INF_SEC,2,10,12,222,20,150,0,60,4,0
85,Molotov,8,SPWOOB_WCLASS_FLAME_INF,1,3,2,222,55,55,0,4,4,0
86,Anti-Tank Mine,2,SPWOOB_WCLASS_INF_SEC,2,10,0,222,0,100,0,0,4,0
87,StHGr 24,2,SPWOOB_WCLASS_INF_SEC,1,2,10,0,19,0,0,4,4,0
88,13mm PzB39 ATR,2,SPWOOB_WCLASS_INF_SEC,2,2,1,33,0,0,0,24,48,0
89,Panzerfaust 30,2,SPWOOB_WCLASS_INF_SEC,4,4,6,222,0,198,0,4,4,0
90,85mm ZIS-S-53,6,SPWOOB_WCLASS_MDM_GUN,9,5,7,144,34,0,175,104,209,142
91,Granata M14/30,2,SPWOOB_WCLASS_INF_SEC,1,2,10,0,19,0,0,4,4,0
93,Schiessbecher30,2,SPWOOB_WCLASS_INF_SEC,2,2,4,222,4,35,0,4,16,0
95,7.5mm FM29 LMG,2,SPWOOB_WCLASS_INF_SEC,2,1,7,0,0,0,0,28,48,0
99,7.92mm MG42 LMG,2,SPWOOB_WCLASS_INF_SEC,2,1,10,0,0,0,0,36,72,0
100,8mm Mle14 MMG,3,SPWOOB_WCLASS_TEAM,4,1,10,0,0,0,0,36,100,0
101,8mm Mle14 MMG,1,SPWOOB_WCLASS_INF_PRM,4,1,10,0,0,0,0,36,100,0
105,8mm Madsen LMG,1,SPWOOB_WCLASS_INF_PRM,2,1,6,0,0,0,0,28,48,0
106,8mm Madsen LMG,2,SPWOOB_WCLASS_INF_SEC,2,1,6,0,0,0,0,28,48,0
108,Flame Projector,9,SPWOOB_WCLASS_FLAME_VHC,3,20,20,0,200,0,0,8,8,0
110,155mm L/15 Gun,7,SPWOOB_WCLASS_LRG_GUN,12,9,17,0,58,0,0,56,227,0
112,47mm mle.36 Gun,5,SPWOOB_WCLASS_SML_GUN,7,3,3,57,14,0,0,60,120,0
113,75mm Krupp M03,6,SPWOOB_WCLASS_MDM_GUN,9,4,6,0,22,0,0,72,215,40
114,9mm Parabellum,1,SPWOOB_WCLASS_INF_PRM,1,1,1,0,0,0,0,4,4,0
116,47mm Brandt Mtr,3,SPWOOB_WCLASS_TEAM,4,3,4,0,12,0,0,8,40,0
120,.30cal M1919A4,3,SPWOOB_WCLASS_TEAM,4,1,10,0,0,0,0,48,80,0
122,7.62 Maxim HMG,3,SPWOOB_WCLASS_TEAM,4,1,13,0,0,0,0,40,120,0
126,7.92mm VZ37 BMG,5,SPWOOB_WCLASS_SML_GUN,3,1,8,0,0,0,0,28,32,0
127,7.62mm DP LMG,2,SPWOOB_WCLASS_INF_SEC,2,1,6,0,0,0,0,28,64,0
129,7.62mm DT BMG,5,SPWOOB_WCLASS_SML_GUN,3,1,8,0,0,0,0,28,32,0
132,7.92 MG42 AAMG,4,SPWOOB_WCLASS_AA,3,1,11,0,0,0,0,44,80,0
137,.303 Vickers MG,5,SPWOOB_WCLASS_SML_GUN,3,1,9,0,0,0,0,36,80,0
138,7.92 MG34 AAMG,4,SPWOOB_WCLASS_AA,3,1,9,0,0,0,0,36,80,0
142,20mm Solothurn,2,SPWOOB_WCLASS_INF_SEC,2,2,1,40,0,0,0,32,60,0
144,7.65mm Carbine,1,SPWOOB_WCLASS_INF_PRM,1,1,1,0,0,0,0,12,40,0
146,7.92mmK98b ZF1,1,SPWOOB_WCLASS_INF_PRM,1,1,5,0,0,0,0,60,80,0
147,20mm FlaK30/38 ,4,SPWOOB_WCLASS_AA,222,2,14,38,12,0,0,56,160,0
151,92mm NahVW,5,SPWOOB_WCLASS_SML_GUN,1,3,2,0,0,0,0,0,4,0
155,7.92mm MG34 CMG,5,SPWOOB_WCLASS_SML_GUN,2,1,11,0,0,0,0,44,120,0
156,7.92mm VZ37 CMG,5,SPWOOB_WCLASS_SML_GUN,2,1,9,0,0,0,0,40,80,0
157,8mm Mannlicher,1,SPWOOB_WCLASS_INF_PRM,1,1,1,0,0,0,0,16,48,0
158,9mm MP38/40 SMG,2,SPWOOB_WCLASS_INF_SEC,1,1,3,0,0,0,0,8,12,0
160,7.7mm MK 30 MG,11,SPWOOB_WCLASS_AIRCRAFT,0,1,12,1,10,0,0,24,24,0
162,7.92mm MG 17,11,SPWOOB_WCLASS_AIRCRAFT,1,1,9,1,10,0,0,24,24,0
165,13mm MG131,11,SPWOOB_WCLASS_AIRCRAFT,0,1,15,1,17,0,0,24,24,0
166,20mm MG151/20,11,SPWOOB_WCLASS_AIRCRAFT,0,2,7,0,25,0,0,20,24,0
168,30mm MK 108,11,SPWOOB_WCLASS_AIRCRAFT,0,2,8,0,35,0,0,20,24,0
171,20mm MG FF,11,SPWOOB_WCLASS_AIRCRAFT,0,2,8,0,25,0,0,20,24,0
172,220mm Gun 532 f,7,SPWOOB_WCLASS_LRG_GUN,14,13,28,0,82,0,0,16,230,80
177,20mm CA mle39,4,SPWOOB_WCLASS_AA,222,2,13,28,10,0,0,80,160,0
184,75mm PaK97/38,6,SPWOOB_WCLASS_MDM_GUN,8,4,5,92,25,85,131,48,160,40
185,75mm Let vz32AA,4,SPWOOB_WCLASS_AA,8,4,6,88,26,0,123,52,209,64
205,105mm b.Ob. 105,7,SPWOOB_WCLASS_LRG_GUN,12,6,10,0,32,75,0,48,223,80
206,7.62mm DT CMG,5,SPWOOB_WCLASS_SML_GUN,2,1,9,0,0,0,0,40,100,0
207,76.2mm ZiS-3Sh,6,SPWOOB_WCLASS_MDM_GUN,8,4,6,85,26,75,130,64,160,80
208,75mm StuK40L/48,6,SPWOOB_WCLASS_MDM_GUN,8,4,5,140,28,0,176,72,207,160
212,7.5mm MG31 CMG,5,SPWOOB_WCLASS_SML_GUN,2,1,9,0,0,0,0,40,80,0
213,7.65mm M1893,1,SPWOOB_WCLASS_INF_PRM,1,1,1,0,0,0,0,12,40,0
224,8mm34/40 TMG(2),5,SPWOOB_WCLASS_SML_GUN,3,1,16,1,0,0,0,48,120,0
229,Misc Small Arms,1,SPWOOB_WCLASS_INF_PRM,1,1,2,0,0,0,0,8,12,0
230,8mm Mannlicher,1,SPWOOB_WCLASS_INF_PRM,1,1,1,0,0,0,0,16,24,0
231,7.65mm M1893 ,1,SPWOOB_WCLASS_INF_PRM,1,1,1,0,0,0,0,12,24,0
239,50 kg Bomb,11,SPWOOB_WCLASS_AIRCRAFT,0,15,19,0,40,0,0,12,4,0
241,250 kg Bomb,11,SPWOOB_WCLASS_AIRCRAFT,0,21,44,0,115,0,0,12,4,0
243,7.5mm M1889  ,1,SPWOOB_WCLASS_INF_PRM,1,1,1,0,0,0,0,12,40,0
244,8mm Schwlse HMG,3,SPWOOB_WCLASS_TEAM,4,1,13,1,0,0,0,44,80,0
245,7.5mm M1889,1,SPWOOB_WCLASS_INF_PRM,1,1,1,0,0,0,0,12,24,0
247,Bayonet,1,SPWOOB_WCLASS_INF_PRM,1,1,4,0,0,0,0,4,4,0
