rid,name,uclass,arm_SK,size,crew,wpn_w1,wpn_w2,wpn_w3,wpn_w4,wpn_ammo_HE1,wpn_ammo_AP1,wpn_ammo_HE2,wpn_ammo_AP2,wpn_ammo_HE3,wpn_ammo_AP3,wpn_ammo_HE4,wpn_ammo_AP4,speed,arm.FH,arm.SH,arm.RH,arm.FT,arm.ST,arm.RT,arm.TP,B39,B40,B41,B42,B43,B44,B45,B46,B47,B48,B49,B50,B51,B52,slp.FH,slp.SH,slp.RH,slp.FT,slp.ST,slp.RT,radio,start_yr,end_yr,cost,nation,lbm,irvis,fc,wpn1_APCRammo,wpn1_HEATammo,rof,stab,rf,B73,load_cap,survive,load_cost,icon,movcl,swim,end_mo,smkdev,start_mo,sound,wpn1_snd,wpn2_snd,wpn3_snd,wpn4_snd,X1,X2,msound
1,HMG Truppe,81,0,0,4,100,233,0,0,60,0,40,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,30,40,18,86,8605,0,3,0,0,9,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,33,0,0,0
2,Platoon Leder,7,0,1,7,184,94,0,0,40,0,40,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,30,48,13,86,8602,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,157,0,0,0,0
3,40mm AA Gun,8,0,1,8,17,0,0,0,50,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,38,48,42,86,8617,0,3,0,0,8,0,3,0,0,0,108,0,0,0,0,0,8,0,0,0,33,0,0,0,0
4,Light AAMG,8,0,0,4,139,0,0,0,60,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,30,40,10,86,8632,0,2,0,0,9,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,236,173,0,0,0
5,Mortar Gruppe,5,0,1,5,56,233,0,0,50,0,40,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,35,48,28,86,57,0,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,33,0,0,0
6,HMG Truppe,81,0,0,4,206,87,233,0,60,0,4,0,40,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,38,48,21,86,8619,0,3,0,0,9,0,2,0,0,0,0,148,0,0,0,0,1,0,0,0,169,190,0,0,0
7,SS Nordland MG,4,0,0,4,4,88,236,0,60,0,4,0,40,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,41,43,22,86,58,0,2,0,0,9,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,33,33,0,0,0
8,Infantry Gruppe,1,0,1,10,184,85,94,0,50,0,0,3,50,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,30,40,19,86,8637,0,0,0,0,9,0,0,0,0,0,0,0,178,0,0,0,1,0,0,0,184,176,0,0,0
9,Resistance Grpe,71,0,1,10,184,85,88,0,40,0,0,5,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,40,45,17,86,8606,0,0,0,0,9,0,0,0,0,0,0,0,2,0,0,0,7,0,0,0,33,33,0,0,0
10,Resistance Grpe,71,0,1,10,184,85,3,0,40,0,0,5,50,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,41,45,21,86,8606,0,0,0,0,9,0,0,0,0,0,0,67,67,0,0,0,1,0,0,0,0,0,0,0,0
11,Ski Gruppe,29,0,1,10,184,85,94,0,50,0,0,4,40,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,30,40,19,86,8607,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12,Skarpskyyter,45,0,0,1,146,0,0,0,50,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,30,48,20,86,7067,0,4,0,0,4,0,3,0,0,0,0,0,123,0,0,0,1,0,0,0,171,64,0,24,0
13,Ski Skarpskyytr,45,0,0,1,146,0,0,0,50,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,40,48,22,86,7102,0,4,0,0,3,0,3,0,0,0,0,0,0,0,0,0,11,0,0,0,33,3,0,0,0
14,Pioneren,20,0,1,10,237,84,0,0,50,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,41,48,22,86,8604,0,0,0,0,9,0,0,0,0,0,0,0,123,0,0,0,1,0,0,0,58,64,0,24,0
15,Pioneren,20,0,1,10,234,188,0,0,50,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,30,40,22,86,8604,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0
16,75mm AA Gun,16,0,1,6,185,0,0,0,40,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,30,40,38,86,8634,0,3,0,0,5,0,3,0,0,0,106,0,123,0,0,0,1,0,0,0,189,64,0,24,0
