id,nation,name,type,type,uclass,uclass,mclass,mclass,start_yr,start_mo,end_yr,end_mo,size,crew,survive,cost,speed,radio,irvis,fc,rf,ew,stab,rof,load_cap,load_cost,swim,smkdev,wpn1,wpn1_HEammo,wpn1_APammo,wpn1_HEATammo,wpn1_APCRammo,wpn2,wpn2_HEammo,wpn2_APammo,wpn3,wpn3_HEammo,wpn3_APammo,wpn4,wpn4_HEammo,wpn4_APammo,arm_HE_FH,arm_HE_SH,arm_HE_RH,arm_HE_FT,arm_HE_ST,arm_HE_RT,arm_HE_TP,arm_HE_SK,arm_AP_FH,arm_AP_SH,arm_AP_RH,arm_AP_FT,arm_AP_ST,arm_AP_RT,arm_AP_TP,arm_AP_SK,slp_FH,slp_SH,slp_RH,slp_FT,slp_ST,slp_RT,sound,lbm,text,icon,icon_desert,icon_winter
1,29,ATR Team,220,AT infantry,5,anti-tank,0,default,1941,3,1949,0,0,2,0,19,8,10,0,0,0,n/a,0,9,0,0,0,0,142,0,40,0,0,232,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296,296,0,0,0
2,29,37mm AT Gun,212,AT gun,5,anti-tank,0,default,1935,1,1949,0,1,5,0,22,4,10,0,2,2,n/a,0,8,0,105,0,0,14,20,40,0,0,232,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374,374,54,0,0
3,29,47mm AT Gun,212,AT gun,5,anti-tank,0,default,1938,1,1944,0,1,4,0,30,1,11,0,3,3,n/a,0,7,0,104,0,0,112,20,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7811,7811,55,0,0
4,29,75mm Mtn IG,192,infantry gun,4,artillery,0,default,1930,1,1949,0,1,4,0,13,4,13,0,2,1,n/a,0,6,0,104,0,0,113,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,221,655,0,0
5,29,Mortar Squad,179,mortar,4,artillery,0,default,1935,1,1949,0,1,4,0,28,4,10,0,2,0,n/a,0,8,0,0,0,0,56,50,0,0,0,246,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,67,0,0
6,29,HMG Squad,11,heavy MG squad,0,infantry,0,default,1930,1,1949,0,0,4,0,24,6,10,0,3,2,n/a,0,9,0,0,0,0,122,60,0,0,0,91,4,0,233,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332,332,0,0,0
7,29,MG Squad,7,machine gun,0,infantry,0,default,1930,1,1949,0,0,4,0,19,8,10,0,2,2,n/a,0,9,0,0,0,0,100,60,0,0,0,87,4,0,232,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2905,2905,0,0,0
8,29,Infantry Squad,0,infantry,0,infantry,0,default,1930,1,1940,0,1,10,0,15,9,10,0,0,0,n/a,0,9,0,0,0,0,243,50,0,0,0,87,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2901,2901,0,0,0
9,29,Infantry Squad,0,infantry,0,infantry,0,default,1941,1,1943,0,1,10,0,17,9,10,0,0,0,n/a,0,9,0,0,0,0,157,50,0,0,0,87,10,0,114,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2902,2902,0,0,0
10,29,Lt Mortar Team,181,light mortar,4,artillery,0,default,1941,3,1949,0,0,2,0,17,9,50,0,2,0,n/a,0,9,0,0,0,0,40,50,0,0,0,232,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,66,0,0
11,29,Infantry Squad,0,infantry,0,infantry,0,default,1944,1,1945,0,1,10,0,25,9,10,0,0,0,n/a,0,9,0,0,0,0,157,50,0,0,0,89,0,5,106,50,0,87,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2902,2902,0,0,0
12,29,Sniper,20,sniper,0,infantry,0,default,1930,1,1949,0,0,1,0,20,12,0,0,4,3,n/a,0,4,0,0,0,0,146,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7067,0,0,0,0
13,29,Sappers,14,engineers,0,infantry,0,default,1943,1,1949,0,1,10,0,27,9,20,0,0,0,n/a,0,9,0,0,0,0,157,50,0,0,0,84,0,4,106,50,0,91,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0
14,29,Sappers,14,engineers,0,infantry,0,default,1933,1,1942,0,1,10,0,24,9,10,0,0,0,n/a,0,9,0,0,0,0,157,50,0,0,0,87,10,0,186,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334,0,0,0,0
15,29,Maybach T-IV,133,medium tank,2,armor,0,default,1943,7,1949,0,3,5,4,116,24,92,0,4,4,n/a,0,5,8,228,0,0,47,37,48,0,2,155,60,0,0,0,0,6,60,0,0,0,0,0,0,0,0,0,85,33,20,66,30,30,12,50,12,0,11,23,26,15,0,13,13,1076,0,0
16,29,75mm Howitzer,196,howitzer,4,artillery,0,default,1930,1,1942,0,1,6,0,33,1,90,0,2,1,n/a,0,8,0,106,0,0,33,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,411,0,657,0,0
17,29,Bunker,332,fort,13,fortification,0,default,1930,1,1949,0,2,10,3,64,0,90,0,0,5,n/a,0,9,0,255,0,0,157,50,0,0,0,122,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,60,60,20,120,120,180,70,0,0,0,0,0,0,0,120,0,682,0,0
