rid,name,nation,start_mo,special,X1,X2,X3,X4,X5,X6,X7,X8,start_yr,end_yr,purchscrn,type,ERID[1],ECNT[1],ERID[2],ECNT[2],ERID[3],ECNT[3],ERID[4],ECNT[4],ERID[5],ECNT[5],ERID[6],ECNT[6],ERID[7],ECNT[7],ERID[8],ECNT[8],ERID[9],ECNT[9],ERID[10],ECNT[10]
1,SP ENH FR v1.1,16,1,11,0,0,0,0,0,0,0,0,30,30,10,5,245,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Engineer Plt,16,1,0,0,0,0,0,0,0,0,0,36,42,3,1,64,1,64,1,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,Engineer Sec,16,1,0,0,0,0,0,0,0,0,0,36,42,3,1,59,1,59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,Constabulary Pl,16,1,20,0,0,0,0,0,0,0,0,30,41,3,1,26,1,54,1,54,1,54,1,0,0,0,0,0,0,0,0,0,0,0,0
5,PA Rifle Plt,16,1,0,0,0,0,0,0,0,0,0,36,42,3,1,70,1,55,1,55,1,55,1,0,0,0,0,0,0,0,0,0,0,0,0
6,PA MG Section,16,1,0,0,0,0,0,0,0,0,0,36,42,3,1,51,1,51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,PA HMG Squad,16,1,0,0,0,0,0,0,0,0,0,36,42,3,1,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,PA HMG Section,16,1,0,0,0,0,0,0,0,0,0,36,42,3,1,52,1,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,PA Mortar,16,1,2,0,0,0,0,0,0,0,0,41,42,2,1,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,PA Mortar Sec,16,1,2,0,0,0,0,0,0,0,0,41,42,2,1,48,1,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,PA Mortar Btry,16,1,2,0,0,0,0,0,0,0,0,41,42,2,1,70,1,48,1,48,1,48,1,0,0,0,0,0,0,0,0,0,0,0,0
12,Guerrilla Band,16,6,11,0,0,0,0,0,0,0,0,42,45,3,1,72,1,56,1,57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,Guer LMG Supt,16,6,10,0,0,0,0,0,0,0,0,42,45,3,1,50,1,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,Guer HMG Supt,16,6,10,0,0,0,0,0,0,0,0,42,45,3,1,47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,Guer Mortar Sup,16,6,12,0,0,0,0,0,0,0,0,42,45,2,1,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,Guer Eng Sec,16,6,11,0,0,0,0,0,0,0,0,42,45,3,1,60,1,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,Engineer Co,16,1,1,0,0,0,0,0,0,0,0,36,42,3,2,102,1,1003,1,1003,1,1003,1,1007,1,0,0,0,0,0,0,0,0,0,0
18,SPA Section,16,10,2,0,0,0,0,0,0,0,0,41,42,2,1,88,1,88,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Guer Hvy Mortar,16,6,12,0,0,0,0,0,0,0,0,42,45,2,1,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,AT Gun Section,16,1,0,0,0,0,0,0,0,0,0,39,42,2,1,39,1,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,Carrier Platoon,16,1,0,0,0,0,0,0,0,0,0,41,42,4,1,15,1,15,1,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,Engineer Plt,16,8,1,0,0,0,0,0,0,0,0,45,49,3,1,66,1,66,1,66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,Engineer Sec,16,8,1,0,0,0,0,0,0,0,0,45,49,3,1,66,1,66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
