id,nation,name,type,type,uclass,uclass,mclass,mclass,start_yr,start_mo,end_yr,end_mo,size,crew,survive,cost,speed,radio,irvis,fc,rf,stab,rof,load_cap,load_cost,swim,smkdev,wpn1,wpn1_HEammo,wpn1_APammo,wpn1_HEATammo,wpn1_APCRammo,wpn2,wpn2_HEammo,wpn2_APammo,wpn3,wpn3_HEammo,wpn3_APammo,wpn4,wpn4_HEammo,wpn4_APammo,arm_HE_FH,arm_HE_SH,arm_HE_RH,arm_HE_FT,arm_HE_ST,arm_HE_RT,arm_HE_TP,arm_HE_SK,arm_AP_FH,arm_AP_SH,arm_AP_RH,arm_AP_FT,arm_AP_ST,arm_AP_RT,arm_AP_TP,arm_AP_SK,slp_FH,slp_SH,slp_RH,slp_FT,slp_ST,slp_RT,sound,lbm,text,icon,icon_desert,icon_winter
1,81,BA-6,233,armored car,8,recon,0,default,1936,1,1943,0,2,4,2,42,26,11,0,4,2,0,6,0,224,0,0,18,30,30,0,0,171,60,0,0,0,0,129,60,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,4,60,25,8,20,30,0,0,0,8102,8102,30,0,0
2,81,BA-10,233,armored car,8,recon,0,default,1938,1,1945,0,2,4,2,44,34,31,0,4,2,0,6,0,228,0,0,18,20,29,0,0,171,60,0,0,0,0,129,60,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,6,60,20,10,10,30,10,10,0,93,93,472,0,0
3,81,BA-20,234,light armored car,8,recon,0,default,1936,1,1945,0,2,2,2,19,32,31,0,4,2,0,9,0,226,0,0,172,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,6,9,9,9,4,60,13,8,10,12,17,17,0,8188,8188,868,0,0
4,81,BA-64,234,light armored car,8,recon,0,default,1942,4,1949,0,2,2,2,22,48,51,0,2,2,0,9,0,226,0,0,184,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,11,10,10,10,0,50,38,30,30,30,30,30,0,8140,8140,473,0,0
5,81,T-38,196,amphibian tank,7,marine unit,0,default,1937,1,1941,0,2,2,2,22,24,12,0,4,2,0,9,4,224,2,0,172,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,6,60,27,0,27,0,0,0,0,160,160,101,0,0
6,81,T-37A,196,amphibian tank,7,marine unit,0,default,1934,1,1941,0,2,2,2,20,22,12,0,4,2,0,9,4,224,2,0,172,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,6,4,4,4,4,60,27,0,27,0,0,0,0,150,150,102,0,0
7,81,T-40,196,amphibian tank,7,marine unit,0,default,1941,2,1942,0,2,2,2,34,28,12,0,4,2,0,9,6,226,2,0,152,90,0,0,0,171,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,9,10,10,10,6,50,30,22,30,25,25,25,0,151,151,103,0,0
8,81,Gruppa RPG,182,AT infantry,5,anti-tank,0,default,1948,1,1949,0,0,2,0,16,9,11,0,0,0,0,9,0,0,0,0,153,0,10,0,0,4,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11071,689,0,0,0
9,81,T-50 ,119,infantry tank,2,armor,0,default,1941,8,1942,0,2,4,2,64,34,92,0,4,2,0,5,6,226,0,0,18,60,90,0,0,171,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,37,25,37,15,15,12,50,35,40,63,30,20,15,0,8161,8161,847,0,0
10,81,T-60,216,scout tank,8,recon,0,default,1941,9,1943,0,2,2,2,50,26,21,0,4,2,0,9,6,226,0,0,8,60,0,0,0,171,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,13,25,25,25,10,50,70,0,33,26,26,26,0,74,74,461,0,0
11,81,T-60E,216,scout tank,8,recon,0,default,1942,3,1944,0,2,2,2,55,28,22,0,4,2,0,9,6,226,0,0,8,60,0,0,0,171,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,25,25,32,25,25,10,50,30,0,33,35,35,35,0,74,74,461,0,0
12,81,T-70,216,scout tank,8,recon,0,default,1942,4,1949,0,2,2,2,66,28,21,0,4,2,0,4,6,226,0,0,18,40,60,0,4,171,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,16,16,60,35,35,10,0,60,0,30,30,20,30,0,75,75,454,0,0
