id,nation,name,type,type,uclass,uclass,mclass,mclass,start_yr,start_mo,end_yr,end_mo,size,crew,survive,cost,speed,radio,irvis,fc,rf,stab,rof,load_cap,load_cost,swim,smkdev,wpn1,wpn1_HEammo,wpn1_APammo,wpn1_HEATammo,wpn1_APCRammo,wpn2,wpn2_HEammo,wpn2_APammo,wpn3,wpn3_HEammo,wpn3_APammo,wpn4,wpn4_HEammo,wpn4_APammo,arm_HE_FH,arm_HE_SH,arm_HE_RH,arm_HE_FT,arm_HE_ST,arm_HE_RT,arm_HE_TP,arm_HE_SK,arm_AP_FH,arm_AP_SH,arm_AP_RH,arm_AP_FT,arm_AP_ST,arm_AP_RT,arm_AP_TP,arm_AP_SK,slp_FH,slp_SH,slp_RH,slp_FT,slp_ST,slp_RT,sound,lbm,text,icon,icon_desert,icon_winter
1,80,7-TP jw,112,light tank,2,armor,0,default,1937,10,1939,0,3,3,3,45,18,52,0,4,2,0,6,6,226,0,0,15,25,55,0,0,137,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,13,13,15,15,15,10,50,15,5,20,5,12,12,0,370,370,1090,0,0
2,80,R-35,216,scout tank,8,recon,0,default,1936,3,1940,0,2,2,2,55,14,50,0,4,2,0,5,6,226,0,0,12,70,30,0,0,212,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,40,40,45,40,40,13,70,30,8,24,16,30,30,0,8055,8055,573,0,0
3,80,Vickers VI B,112,light tank,2,armor,0,default,1936,7,1941,0,2,3,1,42,34,90,0,4,2,0,9,4,224,0,1,249,80,0,0,0,179,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,12,6,18,12,12,4,0,48,0,32,12,8,8,0,9956,9956,503,0,0
4,80,Stuart III/IV,112,light tank,2,armor,0,default,1941,11,1944,0,3,4,2,71,34,90,0,4,2,4,6,6,226,0,1,14,33,70,0,0,139,60,0,177,60,0,131,60,0,0,0,0,0,0,0,0,0,44,25,25,56,25,25,13,50,18,0,16,5,5,5,0,9963,9963,540,0,0
5,80,Stuart VI,112,light tank,2,armor,0,default,1944,1,1946,0,2,4,2,74,32,90,0,4,2,0,5,6,226,0,0,16,44,83,0,0,139,60,0,177,60,0,131,60,0,0,0,0,0,0,0,0,0,63,29,28,67,32,32,13,0,42,0,33,10,0,0,0,381,381,541,0,0
6,80,FT-17 (MG),130,special tank,2,armor,0,default,1930,1,1939,0,2,2,1,13,6,13,0,4,2,0,9,0,226,0,0,248,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,6,10,8,8,4,0,52,0,0,0,0,0,0,8091,8091,626,0,0
7,80,FT-17 (37mm),113,medium tank,2,armor,0,default,1930,1,1940,0,2,2,2,18,6,11,0,4,1,0,6,0,226,0,0,12,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,6,10,8,8,4,0,52,0,0,0,0,0,0,8099,8099,991,0,0
8,80,Matilda I,119,infantry tank,2,armor,0,default,1941,9,1942,0,2,2,3,58,10,12,0,4,2,0,9,4,226,0,0,249,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,54,45,66,60,20,14,0,22,0,0,5,18,18,0,7713,7713,511,0,0
9,80,FT-17 (MG),130,special tank,2,armor,0,default,1940,1,1940,0,2,2,1,10,6,11,0,4,2,0,7,0,226,0,0,211,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,6,10,8,8,4,0,52,0,0,0,0,0,0,8091,8091,577,0,0
10,80,Valentine I/II,119,infantry tank,2,armor,0,default,1941,7,1943,0,3,3,3,68,16,80,0,4,3,0,5,8,226,0,1,20,0,79,0,0,179,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,60,31,65,65,65,14,70,17,6,24,18,8,8,0,9972,9972,908,0,0
11,80,Valentine III/V,119,infantry tank,2,armor,0,default,1943,3,1943,0,3,4,3,69,16,80,0,4,3,0,6,8,226,0,1,20,0,79,0,0,179,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,54,31,68,54,65,14,70,17,6,24,18,8,8,0,639,639,512,0,0
12,80,Valentine IX,119,infantry tank,2,armor,0,default,1943,4,1943,0,3,3,4,88,18,81,0,4,3,0,5,8,226,0,1,80,16,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,54,31,74,45,65,14,0,17,6,24,18,12,8,0,9973,9973,496,0,0
13,80,Churchill I,119,infantry tank,2,armor,0,default,1942,9,1942,0,3,5,5,108,16,92,0,4,3,0,6,4,228,0,1,20,0,150,0,0,179,60,0,0,0,0,35,58,0,0,0,0,0,0,0,0,0,95,76,64,89,89,89,22,72,25,0,8,0,8,8,108,9975,9975,513,0,0
14,80,25pdr FG Btry,170,offboard artillery,4,artillery,0,default,1940,1,1946,0,2,32,0,80,0,91,0,2,0,0,8,0,255,0,0,63,40,0,0,0,63,40,0,63,40,0,63,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,672,672,656,0,0
15,80,Sherman III,239,command tank,9,C&C,0,default,1942,11,1949,0,4,5,3,100,26,90,0,4,2,4,5,8,230,0,0,45,52,45,0,0,139,60,0,177,60,0,0,0,0,0,0,0,0,0,0,0,0,51,38,38,95,51,51,18,70,56,0,5,28,15,8,0,9968,9968,479,0,0
16,80,ATG Team,182,AT infantry,5,anti-tank,0,default,1937,1,1940,0,0,2,0,6,8,12,0,0,0,0,9,0,0,0,0,92,0,6,0,0,200,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,8054,0,0,0
17,80,Sherman II,111,main battle tank,2,armor,0,default,1942,11,1942,0,4,5,2,93,22,90,0,4,2,4,5,8,230,0,1,42,40,50,0,0,177,60,0,175,60,0,131,60,0,0,0,0,0,0,0,0,0,51,38,38,95,51,51,22,50,51,0,5,28,12,8,0,8057,8057,178,0,0
18,80,Sherman III,111,main battle tank,2,armor,0,default,1942,11,1947,0,4,5,3,102,26,90,0,4,2,4,5,8,230,0,0,45,52,45,0,0,139,60,0,177,60,0,131,60,0,0,0,0,0,0,0,0,0,51,38,38,95,51,51,18,70,56,0,5,28,15,8,0,9968,9968,479,0,0
19,80,Sherman V,111,main battle tank,2,armor,0,default,1944,8,1947,0,4,5,3,120,26,90,0,4,3,4,5,8,230,0,1,45,47,50,0,0,139,60,0,177,60,0,131,60,0,0,0,0,0,0,0,0,0,64,38,38,103,64,64,21,0,42,0,11,38,12,8,0,9970,9970,539,0,0
20,80,TKS nkm,116,cruiser tank,2,armor,0,default,1939,6,1939,0,2,2,3,28,22,12,0,4,2,0,9,4,224,0,0,10,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,4,0,25,0,25,5,15,15,0,368,368,1092,0,0
21,80,TK3,119,infantry tank,2,armor,0,default,1931,9,1939,0,2,2,3,20,25,10,0,4,2,0,9,4,224,0,0,248,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,6,8,8,6,4,0,25,0,25,5,15,15,0,8020,8020,1047,0,0
22,80,M3A1 Scout Car,136,wheeled APC,3,APC,0,default,1943,5,1946,0,3,3,3,27,48,93,0,1,1,0,9,108,228,0,0,140,60,0,0,0,139,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,8,7,0,0,0,0,0,0,0,0,0,0,8213,8213,551,0,0
23,80,wz.34 (MG),234,light armored car,8,recon,0,default,1934,6,1939,0,2,2,3,18,30,10,0,4,2,0,9,0,224,0,0,248,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,4,0,15,0,5,25,25,15,0,372,8024,561,0,0
24,80,wz.34 (37mm),233,armored car,8,recon,0,default,1934,6,1939,0,2,2,3,28,30,11,0,4,2,0,9,0,224,0,0,184,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,4,0,15,0,5,25,25,15,0,372,372,561,0,0
25,80,Morris LRC,233,armored car,8,recon,0,default,1942,11,1943,0,2,4,2,21,44,51,0,1,1,0,9,4,224,0,1,148,60,0,0,0,0,0,0,0,0,0,134,0,90,0,0,0,0,0,0,0,0,14,8,6,10,8,9,0,0,30,0,8,12,12,24,0,615,615,548,0,0
26,80,GM Fox,233,armored car,8,recon,0,default,1943,11,1944,0,3,4,2,46,38,91,0,4,2,0,9,0,226,0,1,153,90,0,0,0,177,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,8,8,24,16,16,6,0,32,12,8,28,12,12,0,662,662,521,0,0
27,80,Daimler AC,233,armored car,8,recon,0,default,1940,1,1944,0,2,3,2,50,50,91,0,4,3,0,6,2,224,0,1,20,0,40,0,8,179,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,14,14,20,14,14,8,0,16,22,12,20,24,36,0,661,661,520,0,0
28,80,Staghound MkI,233,armored car,8,recon,0,default,1943,9,1949,0,3,5,2,67,54,90,0,4,2,0,5,2,226,0,0,16,34,64,0,0,139,60,0,177,60,0,131,60,0,0,0,0,0,0,0,0,0,45,38,25,42,38,25,9,0,24,12,8,32,8,8,0,663,663,522,0,0
29,80,Bren Carrier,141,tracked APC,3,APC,0,default,1941,3,1949,0,2,2,2,24,30,10,0,1,1,0,9,108,124,0,1,110,0,0,0,0,148,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12,14,12,12,0,0,14,0,8,0,0,0,0,664,664,506,0,0
30,80,M5 Halftrack,138,halftrack,3,APC,0,default,1942,10,1949,0,3,2,3,28,40,90,0,1,1,0,9,113,226,0,0,148,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,8,16,8,8,0,0,24,0,0,22,0,0,0,7766,7766,485,0,0
31,80,Citroen 23R,243,medium truck,10,transport,0,default,1940,1,1940,0,3,2,4,14,31,10,0,0,0,0,9,112,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7675,7675,968,0,0
32,80,Polski Fiat 621,243,medium truck,10,transport,0,default,1933,1,1942,0,3,2,4,20,29,20,0,0,0,0,9,118,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8039,8039,855,0,0
33,80,Bedford QL,243,medium truck,10,transport,0,default,1941,3,1946,0,4,2,4,18,31,20,0,0,0,0,9,118,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7767,7767,910,0,0
34,80,25mm AT Gun,174,AT gun,5,anti-tank,0,default,1940,1,1940,0,1,4,0,13,4,10,0,2,2,0,8,0,104,0,0,9,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,244,54,0,0
