rid,name,wclass,B16,size,warhead,pen.HE,pen.AP,kill,accuracy,rng_max,rng_APCR,pen_APCR,pen_HEAT,sound,X1,X2,X3,X4,X5,X6,X7
1,7.62mm Mosin/38,1,0,1,1,0,0,1,16,40,0,0,0,0,0,0,0,0,0,0,0
2,37mm M5 Gun,5,0,6,2,12,71,4,44,120,40,86,0,0,0,0,0,0,0,0,0
3,7.62mm Mosin/30,1,0,1,1,0,0,1,16,48,0,0,0,597,0,0,0,0,0,0,0
4,7.62mm DT AAMG,4,0,2,1,0,0,7,48,80,0,0,0,606,0,0,0,0,0,0,0
5,7.62mm Mosin/38,1,0,1,1,0,0,1,16,24,0,0,0,0,0,0,0,0,0,0,0
6,2in MkVII* SBML,2,0,2,3,9,0,4,12,32,0,0,0,819,0,0,0,0,0,0,0
7,7.62mm Mosin/30,2,0,1,1,0,0,1,16,48,0,0,0,597,0,0,0,0,0,0,0
8,20mm wz.38 Quad,4,0,222,2,12,38,28,72,160,0,0,0,570,0,0,0,0,0,0,0
9,25mm SA-L mle34,5,0,6,2,9,40,2,44,120,0,0,0,0,0,0,0,0,0,0,0
10,20mm M35 L/65,5,0,222,2,12,38,14,56,80,48,63,0,477,0,0,0,0,0,0,0
11,7.62mm Mosin/38,2,0,1,1,0,0,1,16,24,0,0,0,0,0,0,0,0,0,0,0
12,37mm SA18 Gun,5,0,6,2,10,32,2,40,100,0,0,0,0,0,0,0,0,0,0,0
13,37mm SA38 Gun,5,0,6,2,12,44,2,44,120,0,0,0,0,0,0,0,0,0,0,0
14,37mm M5 Gun,5,0,6,2,12,71,4,44,120,40,86,0,0,0,0,0,0,0,0,0
15,37mm wz.37 Gun,5,0,6,2,12,46,2,44,160,72,64,0,0,0,0,0,0,0,0,0
16,37mm M6 Gun,5,0,6,2,13,77,4,44,140,68,91,0,0,0,0,0,0,0,0,0
17,40mm wz.36 AA,4,0,6,3,26,56,11,60,207,0,0,0,991,0,0,0,0,0,0,0
18,45mm L46 Gun,5,0,7,3,13,66,3,48,120,120,90,0,0,0,0,0,0,0,0,0
19,45mm L66 Gun,5,0,7,3,13,77,3,56,120,120,101,0,0,0,0,0,0,0,0,0
20,2pdr OQF Mk IX,5,0,6,2,0,60,0,60,128,40,108,0,0,0,0,0,0,0,0,0
21,47mm L20 Gun,5,0,7,3,13,52,3,44,120,0,0,0,0,0,0,0,0,0,0,0
22,47mm SA37 APX,5,0,7,3,15,63,3,56,140,0,0,0,0,0,0,0,0,0,0,0
23,7.62mm Mosin/38,1,0,1,1,0,0,1,16,24,0,0,0,0,0,0,0,0,0,0,0
24,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,57mm M1 Gun,5,0,7,3,0,103,4,72,160,80,127,0,0,0,0,0,0,0,0,0
28,57mm ZiS-2 ,5,0,7,3,23,118,4,68,160,90,0,0,0,0,0,0,0,0,0,0
29,6pdr OQF Mk4/5,5,0,7,3,22,104,4,68,160,160,158,0,0,0,0,0,0,0,0,0
30,60mm Mle 35 Mtr,3,0,4,3,5,0,6,16,136,10,0,0,0,0,0,0,0,0,0,0
31,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0
33,75mm mle 1897,6,0,8,4,22,0,6,32,216,40,0,45,0,0,0,0,0,0,0,0
34,75mm 1897A4 FG,6,0,8,4,25,58,6,40,216,60,0,0,0,0,0,0,0,0,0,0
35,3in Howitzer,6,0,9,4,24,60,6,40,216,0,0,0,0,0,0,0,0,0,0,0
36,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,3in OML Mortar,3,0,5,5,12,0,7,16,208,20,0,0,0,0,0,0,0,0,0,0
38,17pdr OQF Gun,6,0,9,4,29,184,5,140,207,192,251,0,0,0,0,0,0,0,0,0
39,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
