rid,name,wclass,B16,size,warhead,pen.HE,pen.AP,kill,accuracy,rng_max,rng_APCR,pen_APCR,pen_HEAT,sound,X1,X2,X3,X4,X5,X6,X7
1,Misc Small Arms,2,0,1,1,0,0,2,8,12,0,0,0,662,0,0,0,0,0,0,0
2,PPSh-41 SMG,1,0,1,1,0,0,4,4,16,0,0,0,600,0,0,0,0,0,0,0
3,.303 SMLE No.4,1,0,1,1,0,0,1,20,24,0,0,0,0,0,0,0,0,0,0,0
4,8mm Berthier,1,0,1,1,0,0,1,16,48,0,0,0,0,0,0,0,0,0,0,0
5,9mm Sten MkI,1,0,1,1,0,0,3,4,8,0,0,0,585,0,0,0,0,0,0,0
6,7.92mm MG34 BMG,5,0,3,1,0,0,10,28,32,0,0,0,546,0,0,0,0,0,0,0
7,8mm Berthier,1,0,1,1,0,0,1,16,24,0,0,0,0,0,0,0,0,0,0,0
8,20mm KwK30 L/50,5,0,222,2,12,38,14,56,80,48,63,0,477,0,0,0,0,0,0,0
9,25mm KwK L/73,5,0,6,2,9,30,2,40,96,0,0,0,0,0,0,0,0,0,0,0
10,7.92mm MG34 MG,3,0,3,1,0,0,12,44,100,0,0,0,543,0,0,0,0,0,0,0
11,37mm FlaK36/43,4,0,6,2,12,44,11,60,184,0,0,0,315,0,0,0,0,0,0,0
12,37mm KwK18 (f),5,0,6,2,9,27,4,28,80,0,0,0,0,0,0,0,0,0,0,0
13,37mm KwK38 (f),5,0,6,2,11,39,2,32,120,0,0,0,0,0,0,0,0,0,0,0
14,37mm vz.34 Gun,5,0,6,2,11,39,2,40,160,0,0,0,0,0,0,0,0,0,0,0
15,37mm A7 Gun,5,0,6,2,12,42,2,44,160,72,58,0,0,0,0,0,0,0,0,0
16,37mm L56 M6 Gun,5,0,6,2,13,71,4,44,140,60,86,0,0,0,0,0,0,0,0,0
17,37mm vz.37 AA,4,0,6,3,26,56,11,60,207,0,0,0,0,0,0,0,0,0,0,0
18,37mm PUV vz.30,5,0,6,2,11,43,2,40,160,72,0,0,0,0,0,0,0,0,0,0
19,37mm PUV vz.37,5,0,6,2,12,42,2,44,160,72,0,0,0,0,0,0,0,0,0,0
20,40mm Bofors Gun,4,0,6,3,26,56,11,60,207,0,0,0,991,0,0,0,0,0,0,0
21,47mm KwK35 L/34,5,0,7,3,14,51,3,52,120,0,0,0,0,0,0,0,0,0,0,0
22,PPSh-41 SMG,2,0,1,1,0,0,4,4,16,0,0,0,600,0,0,0,0,0,0,0
23,47mm KwK47/40,5,0,7,3,15,68,3,56,120,40,70,0,0,0,0,0,0,0,0,0
24,47mm PUV vz.36,5,0,7,3,17,70,3,80,160,72,127,0,0,0,0,0,0,0,0,0
