rid,name,nation,start_mo,special,X1,X2,X3,X4,X5,X6,X7,X8,start_yr,end_yr,purchscrn,type,ERID[1],ECNT[1],ERID[2],ECNT[2],ERID[3],ECNT[3],ERID[4],ECNT[4],ERID[5],ECNT[5],ERID[6],ECNT[6],ERID[7],ECNT[7],ERID[8],ECNT[8],ERID[9],ECNT[9],ERID[10],ECNT[10]
1,SP ENH FR v1.1,19,7,11,0,0,0,0,0,0,0,0,36,49,10,5,244,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,Reserve Platoon,19,7,0,0,0,0,0,0,0,0,0,36,40,3,1,174,1,109,1,109,1,109,1,109,1,0,0,0,0,0,0,0,0,0,0
4,Reserve Company,19,7,1,0,0,0,0,0,0,0,0,36,40,3,2,87,1,1003,1,1003,1,1003,1,1048,1,0,0,0,0,0,0,0,0,0,0
5,Rifle Platoon,19,7,0,0,0,0,0,0,0,0,0,36,40,3,1,174,1,113,1,113,1,113,1,113,1,0,0,0,0,0,0,0,0,0,0
6,Rifle Company,19,7,1,0,0,0,0,0,0,0,0,36,40,3,2,87,1,113,1,1005,1,1005,1,1005,1,1184,1,1055,1,0,0,0,0,0,0
7,SP Div Inf Co,19,1,1,0,0,0,0,0,0,0,0,41,45,3,2,173,1,143,1,1023,1,1023,1,1023,1,1185,1,1055,1,0,0,0,0,0,0
8,SP Div SMG Plt,19,1,10,0,0,0,0,0,0,0,0,42,45,3,1,88,1,147,1,147,1,147,1,0,0,0,0,0,0,0,0,0,0,0,0
9,SP Div SMG Co,19,1,11,0,0,0,0,0,0,0,0,42,45,3,2,173,1,147,1,1008,1,1008,1,1008,1,0,0,0,0,0,0,0,0,0,0
10,SP Div Motr Plt,19,1,10,0,0,0,0,0,0,0,0,42,45,3,1,88,1,143,1,143,1,143,1,134,1,134,1,134,1,134,1,0,0,0,0
11,SP Div Motor Co,19,1,11,0,0,0,0,0,0,0,0,42,45,3,2,173,1,134,1,1010,1,1010,1,1010,1,0,0,0,0,0,0,0,0,0,0
12,Ski Inf Platoon,19,1,10,0,0,0,0,0,0,0,0,42,44,3,1,152,1,152,1,152,1,152,1,0,0,0,0,0,0,0,0,0,0,0,0
13,Ski Inf Company,19,1,11,0,0,0,0,0,0,0,0,42,44,3,2,152,1,152,1,1012,1,1012,1,1012,1,0,0,0,0,0,0,0,0,0,0
14,SP Div Eng Plt,19,1,0,0,0,0,0,0,0,0,0,41,45,3,1,36,1,150,1,150,1,151,1,151,1,0,0,0,0,0,0,0,0,0,0
