id,name,wclass,wclass,size,warhead,kill,pen_AP,pen_HE,pen_HEAT,pen_APCR,accuracy,range_max,range_APCR
0,SPWAW,0,SPWOOB_WCLASS_UNKNOWN,0,0,0,0,0,0,0,0,0,0
1,7.62mm Mosin/38,1,SPWOOB_WCLASS_INF_PRM,1,1,1,0,0,0,0,16,40,0
2,37mm M5 Gun,5,SPWOOB_WCLASS_SML_GUN,6,2,4,71,12,0,86,44,120,40
3,7.62mm Mosin/30,1,SPWOOB_WCLASS_INF_PRM,1,1,1,0,0,0,0,16,48,0
4,7.62mm DT AAMG,4,SPWOOB_WCLASS_AA,2,1,7,0,0,0,0,48,80,0
5,7.62mm Mosin/38,1,SPWOOB_WCLASS_INF_PRM,1,1,1,0,0,0,0,16,24,0
6,2in AB Mortar,2,SPWOOB_WCLASS_INF_SEC,2,3,4,0,9,0,0,12,32,0
8,20mm wz.38 Quad,4,SPWOOB_WCLASS_AA,222,2,28,38,12,0,0,72,160,0
9,25mm SA-L mle34,5,SPWOOB_WCLASS_SML_GUN,6,2,2,40,9,0,0,44,120,0
10,20mm M35 L/65,5,SPWOOB_WCLASS_SML_GUN,222,2,14,38,12,0,63,56,80,48
12,37mm SA18 Gun,5,SPWOOB_WCLASS_SML_GUN,6,2,4,27,9,0,0,32,80,0
13,37mm SA38 Gun,5,SPWOOB_WCLASS_SML_GUN,6,2,3,39,11,0,0,40,120,0
14,37mm M5 Gun,5,SPWOOB_WCLASS_SML_GUN,6,2,4,71,12,0,86,44,120,40
15,37mm wz.37 Gun,5,SPWOOB_WCLASS_SML_GUN,6,2,2,46,12,0,64,44,160,72
16,37mm M6 Gun,5,SPWOOB_WCLASS_SML_GUN,6,2,4,77,13,0,91,44,140,68
17,40mm wz.36 AA,4,SPWOOB_WCLASS_AA,6,3,11,56,26,0,0,60,207,0
18,45mm L46 Gun,5,SPWOOB_WCLASS_SML_GUN,7,3,3,66,13,0,90,48,120,120
19,45mm L66 Gun,5,SPWOOB_WCLASS_SML_GUN,7,3,3,77,13,0,101,56,120,120
20,2pdr OQF Mk IX,5,SPWOOB_WCLASS_SML_GUN,6,2,0,60,0,0,108,60,128,40
21,47mm L20 Gun,5,SPWOOB_WCLASS_SML_GUN,7,3,3,52,13,0,0,44,120,0
22,47mm SA 37 APX,5,SPWOOB_WCLASS_SML_GUN,7,3,3,63,15,0,0,56,140,0
27,57mm M1 Gun,5,SPWOOB_WCLASS_SML_GUN,7,3,4,103,23,0,158,72,160,80
28,57mm ZIS-2 ,5,SPWOOB_WCLASS_SML_GUN,7,3,4,118,23,0,0,68,160,90
29,6pdr OQF Mk4/5,5,SPWOOB_WCLASS_SML_GUN,7,3,4,104,22,0,158,68,160,160
30,60mm mle 35 Mtr,3,SPWOOB_WCLASS_TEAM,4,3,5,0,9,0,0,0,136,10
33,75mm mle 1897,6,SPWOOB_WCLASS_MDM_GUN,8,4,6,0,22,45,0,32,216,40
35,3in Howitzer,6,SPWOOB_WCLASS_MDM_GUN,9,4,6,60,24,0,0,60,216,0
37,3in OML Mortar,3,SPWOOB_WCLASS_TEAM,5,5,7,0,12,0,0,0,208,20
38,17pdr OQF Gun,6,SPWOOB_WCLASS_MDM_GUN,9,4,5,184,29,0,251,140,207,190
40,46mm wz.36 GL,3,SPWOOB_WCLASS_TEAM,2,3,4,0,9,0,0,0,64,0
42,75mm M2 Gun,6,SPWOOB_WCLASS_MDM_GUN,8,4,6,86,26,0,0,52,140,0
44,75mm M3 Gun,6,SPWOOB_WCLASS_MDM_GUN,8,4,6,102,25,0,0,68,160,0
45,75mm M3 Gun,6,SPWOOB_WCLASS_MDM_GUN,8,4,6,102,25,0,0,68,160,0
50,76.2mm F-34L/40,6,SPWOOB_WCLASS_MDM_GUN,8,4,6,80,26,75,130,64,140,80
51,3in M7 Gun,6,SPWOOB_WCLASS_MDM_GUN,8,4,5,142,27,0,196,96,207,120
53,76mm M1A1 Gun,6,SPWOOB_WCLASS_MDM_GUN,8,4,5,124,27,0,196,96,196,120
54,76.2mm wz.42 FG,6,SPWOOB_WCLASS_MDM_GUN,8,4,5,83,26,94,130,68,216,80
55,76.2mm ZiS-3Sh,6,SPWOOB_WCLASS_MDM_GUN,8,4,6,85,26,75,130,64,160,80
56,81mm wz.31 Mtr,3,SPWOOB_WCLASS_TEAM,5,5,7,0,18,0,0,0,208,20
57,82mm BM obr. 37,3,SPWOOB_WCLASS_TEAM,5,5,8,0,18,0,0,0,208,20
58,85mm D-5T Gun,6,SPWOOB_WCLASS_MDM_GUN,9,5,7,132,34,0,175,92,206,140
63,25pdr QF GH,7,SPWOOB_WCLASS_LRG_GUN,10,5,8,87,20,0,0,56,216,0
67,95mm L22 Gun,7,SPWOOB_WCLASS_LRG_GUN,11,6,10,0,31,110,0,60,160,0
68,105mm M4 Gun,7,SPWOOB_WCLASS_LRG_GUN,12,6,10,84,37,128,0,56,160,80
70,100mm wz.14/19,7,SPWOOB_WCLASS_LRG_GUN,12,6,10,0,32,0,0,40,226,40
71,105mm wz.29 FH,7,SPWOOB_WCLASS_LRG_GUN,12,6,10,74,34,0,0,40,226,40
72,4.2in OSB Mtr,3,SPWOOB_WCLASS_TEAM,6,6,11,0,21,0,0,0,216,20
73,120mm wz.38 Mt,3,SPWOOB_WCLASS_TEAM,10,7,12,0,24,0,0,0,216,20
74,122mm wz.38 FH,7,SPWOOB_WCLASS_LRG_GUN,12,7,12,94,38,94,0,48,224,40
75,5.5in Gun Mk2,7,SPWOOB_WCLASS_LRG_GUN,12,8,13,0,47,0,0,56,227,0
76,7.2in OBL Mk4,7,SPWOOB_WCLASS_LRG_GUN,12,11,22,0,56,0,0,20,229,40
80,6pdr OQF Mk4/5,5,SPWOOB_WCLASS_SML_GUN,7,3,4,104,22,0,158,68,160,160
81,152mm ML-20S,7,SPWOOB_WCLASS_LRG_GUN,12,9,16,165,53,0,0,48,207,0
82,M-13 152mm Rckt,7,SPWOOB_WCLASS_LRG_GUN,15,7,22,0,48,0,0,0,228,60
83,Flamethrower,8,SPWOOB_WCLASS_FLAME_INF,2,15,15,0,150,0,0,4,4,0
84,Satchel Charge,2,SPWOOB_WCLASS_INF_SEC,2,10,12,222,20,150,0,60,4,0
85,Molotov,8,SPWOOB_WCLASS_FLAME_INF,1,3,2,222,55,55,0,4,4,0
86,Anti-Tank Mine,2,SPWOOB_WCLASS_INF_SEC,2,10,0,222,0,100,0,0,4,0
87,ET wz.40 Gren,2,SPWOOB_WCLASS_INF_SEC,1,2,8,0,19,0,0,4,4,0
88,Granata M14/30,2,SPWOOB_WCLASS_INF_SEC,1,2,10,0,19,0,0,4,4,0
89,85mm ZIS-S-53,6,SPWOOB_WCLASS_MDM_GUN,9,5,7,144,34,0,175,104,209,142
90,PIAT,2,SPWOOB_WCLASS_INF_SEC,3,4,2,222,0,130,0,4,8,0
91,RPG-43 ATG,2,SPWOOB_WCLASS_INF_SEC,2,6,2,222,0,75,0,0,4,0
92,ET wz.38 ATGren,2,SPWOOB_WCLASS_INF_SEC,1,2,10,19,19,0,0,4,4,0
93,No.1 Mk.I GL,2,SPWOOB_WCLASS_INF_SEC,2,2,10,0,19,0,0,0,16,0
94,Bergmann LMG,2,SPWOOB_WCLASS_INF_SEC,2,1,6,0,0,0,0,28,64,0
95,7.5mm FM29 LMG,2,SPWOOB_WCLASS_INF_SEC,2,1,7,0,0,0,0,28,48,0
96,37mm wz.36 Gun,5,SPWOOB_WCLASS_SML_GUN,6,2,2,36,12,0,74,48,160,40
97,.303 Bren LMG,2,SPWOOB_WCLASS_INF_SEC,2,1,6,0,0,0,0,32,60,0
98,7.62mm DP LMG,2,SPWOOB_WCLASS_INF_SEC,2,1,6,0,0,0,0,28,64,0
99,R wz.42 Gren,2,SPWOOB_WCLASS_INF_SEC,1,2,6,0,19,0,0,4,4,0
100,7.92mm wz30 HMG,3,SPWOOB_WCLASS_TEAM,4,1,13,0,0,0,0,46,100,0
102,4.5in OBL FG,7,SPWOOB_WCLASS_LRG_GUN,12,7,11,0,38,0,0,56,231,80
104,155mm wz.17 FH,7,SPWOOB_WCLASS_LRG_GUN,12,9,17,0,58,0,0,36,225,40
105,75mm OQF MV,6,SPWOOB_WCLASS_MDM_GUN,8,4,5,106,25,0,0,84,192,0
107,2in Mortar,3,SPWOOB_WCLASS_TEAM,2,3,4,0,9,0,0,16,40,0
108,Flame Projector,9,SPWOOB_WCLASS_FLAME_VHC,3,20,20,0,200,0,0,8,8,0
109,No.36 Mills Grn,2,SPWOOB_WCLASS_INF_SEC,1,2,10,0,19,0,0,4,4,0
112,7.62 TT Pistol,1,SPWOOB_WCLASS_INF_PRM,1,1,1,0,0,0,0,4,4,0
113,7.92 wz.28 LMG,2,SPWOOB_WCLASS_INF_SEC,1,1,5,0,0,0,0,28,64,0
114,wz35 VIS Pistol,1,SPWOOB_WCLASS_INF_PRM,1,1,1,0,0,0,0,4,4,0
115,8mm wz.14 HMG,3,SPWOOB_WCLASS_TEAM,4,1,9,0,0,0,0,44,100,0
116,Quad Maxim AAMG,4,SPWOOB_WCLASS_AA,3,1,28,0,0,0,0,40,120,0
118,.303 Vickers MG,3,SPWOOB_WCLASS_TEAM,4,1,14,0,0,0,0,48,100,0
119,7.92 wz.28 AAMG,4,SPWOOB_WCLASS_AA,3,1,7,0,0,0,0,36,80,0
120,.30cal MMG,3,SPWOOB_WCLASS_TEAM,3,1,9,0,0,0,0,48,80,0
121,Maxim wz.08 HMG,3,SPWOOB_WCLASS_TEAM,4,1,15,0,0,0,0,40,120,0
123,7.62mm SG43 MMG,4,SPWOOB_WCLASS_AA,3,1,10,0,0,0,0,44,100,0
124,12.7mm DShK HMG,3,SPWOOB_WCLASS_TEAM,4,1,16,20,20,0,0,44,160,0
129,7.62mm DT BMG,5,SPWOOB_WCLASS_SML_GUN,3,1,8,0,0,0,0,28,32,0
130,7.9mm Besa BMG,5,SPWOOB_WCLASS_SML_GUN,3,1,8,0,0,0,0,28,32,0
131,.30cal BMG,5,SPWOOB_WCLASS_SML_GUN,3,1,8,0,0,0,0,28,32,0
132,.303 Vickers AA,4,SPWOOB_WCLASS_AA,3,1,10,0,0,0,0,48,100,0
133,121.9mm D-25T,7,SPWOOB_WCLASS_LRG_GUN,12,7,12,189,45,0,0,104,207,0
134,.55 Boys ATR,2,SPWOOB_WCLASS_INF_SEC,2,1,0,26,0,0,0,24,40,0
135,wz.35 Ur ATR,2,SPWOOB_WCLASS_INF_SEC,2,2,0,32,0,0,32,28,44,40
136,14.5mm PTRD ATR,2,SPWOOB_WCLASS_INF_SEC,2,2,1,37,0,0,44,28,52,40
137,7.92mm wz30 CMG,5,SPWOOB_WCLASS_SML_GUN,2,1,8,0,0,0,0,40,120,0
138,.303 Bren BMG,5,SPWOOB_WCLASS_SML_GUN,3,1,6,0,0,0,0,28,32,0
139,.30cal M1917 AA,4,SPWOOB_WCLASS_AA,3,1,7,0,0,0,0,48,80,0
140,.50cal M2-HB AA,4,SPWOOB_WCLASS_AA,4,1,15,23,23,0,0,36,100,0
141,12.7 DShK AAMG,4,SPWOOB_WCLASS_AA,4,1,15,20,20,0,0,36,100,0
146,SMLE No4 MkI(T),1,SPWOOB_WCLASS_INF_PRM,1,1,5,0,0,0,0,60,80,0
148,.303 Bren AAMG,4,SPWOOB_WCLASS_AA,3,1,5,0,0,0,0,36,80,0
153,.50cal TMG,5,SPWOOB_WCLASS_SML_GUN,4,1,17,18,18,0,0,40,120,0
157,8mm Kar 98k ,1,SPWOOB_WCLASS_INF_PRM,1,1,1,0,0,0,0,16,48,0
159,7.62mm SHKAS MG,11,SPWOOB_WCLASS_AIRCRAFT,0,1,10,1,10,0,0,24,24,0
160,7.7mm MG,11,SPWOOB_WCLASS_AIRCRAFT,0,1,9,1,10,0,0,24,24,0
167,23mm VYA-23 Gun,11,SPWOOB_WCLASS_AIRCRAFT,0,2,6,0,30,0,0,20,24,0
171,7.62mm DT CMG,5,SPWOOB_WCLASS_SML_GUN,2,1,9,0,0,0,0,32,100,0
172,7.62mm DT TMG,5,SPWOOB_WCLASS_SML_GUN,2,1,9,0,0,0,0,36,100,0
175,.30cal BMG x2,5,SPWOOB_WCLASS_SML_GUN,2,1,12,0,0,0,0,16,20,0
176,RS 132mm Rckt,11,SPWOOB_WCLASS_AIRCRAFT,12,8,15,0,54,0,0,0,24,0
177,.30cal CMG,5,SPWOOB_WCLASS_SML_GUN,2,1,9,0,0,0,0,40,120,0
178,kb wz.98 Rifle,1,SPWOOB_WCLASS_INF_PRM,1,1,1,0,0,0,0,16,48,0
179,7.9mm Besa CMG,5,SPWOOB_WCLASS_SML_GUN,2,1,9,0,0,0,0,44,120,0
180,M-8 82mm Rckt,5,SPWOOB_WCLASS_SML_GUN,8,5,8,0,32,0,0,0,224,60
183,12.5 kg Bomb,11,SPWOOB_WCLASS_AIRCRAFT,2,7,11,0,33,0,0,24,4,0
184,37mm SA18 Gun,5,SPWOOB_WCLASS_SML_GUN,6,2,5,27,9,0,0,32,80,0
186,7.92 wz.30 AAMG,4,SPWOOB_WCLASS_AA,3,1,6,0,0,0,0,40,80,0
187,46mm wz.30 GL,3,SPWOOB_WCLASS_TEAM,2,3,4,0,9,0,0,0,52,0
188,Avia wz.28 Mort,3,SPWOOB_WCLASS_TEAM,5,4,8,0,20,0,0,0,216,20
189,81mm mle 27/31,3,SPWOOB_WCLASS_TEAM,5,5,7,0,18,0,0,0,207,20
192,6pdr OQF Mk4/5L,5,SPWOOB_WCLASS_SML_GUN,7,3,4,112,22,0,158,76,160,144
198,7.9mm Besa CMG,5,SPWOOB_WCLASS_SML_GUN,2,1,9,0,0,0,0,44,120,0
202,7.62mm PPSh SMG,2,SPWOOB_WCLASS_INF_SEC,1,1,4,0,0,0,0,4,16,0
203,kbk wz.29 Rifle,1,SPWOOB_WCLASS_INF_PRM,1,1,1,0,0,0,0,12,24,0
204,7.62mm PPSh SMG,1,SPWOOB_WCLASS_INF_PRM,1,1,4,0,0,0,0,4,16,0
205,kbk wz.29 Rifle,1,SPWOOB_WCLASS_INF_PRM,1,1,1,0,0,0,0,12,40,0
206,75mm wz.02/26FG,6,SPWOOB_WCLASS_MDM_GUN,8,4,6,65,22,0,0,56,216,80
207,40mm OQF AA,4,SPWOOB_WCLASS_AA,6,3,11,56,23,0,0,60,207,0
208,75mm wz.36 AA,4,SPWOOB_WCLASS_AA,8,4,6,72,28,0,0,72,206,0
209,7.5mm MAS 36,1,SPWOOB_WCLASS_INF_PRM,1,1,1,0,0,0,0,16,48,0
210,7.5mm MAS 36,1,SPWOOB_WCLASS_INF_PRM,1,1,1,0,0,0,0,12,24,0
211,7.5mm FM31 TMG,5,SPWOOB_WCLASS_SML_GUN,2,1,9,0,0,0,0,36,120,0
212,7.5mm FM31 CMG,5,SPWOOB_WCLASS_SML_GUN,2,1,9,0,0,0,0,32,100,0
215,.50cal Quad AA,4,SPWOOB_WCLASS_AA,5,1,36,23,23,0,0,60,160,0
217,121.9mm D-25S,7,SPWOOB_WCLASS_LRG_GUN,12,7,12,189,45,120,0,126,208,0
220,85mm D-5S Gun,6,SPWOOB_WCLASS_MDM_GUN,9,5,7,142,35,0,175,104,208,142
221,76.2mm ZIS 3T,6,SPWOOB_WCLASS_MDM_GUN,8,4,5,84,26,75,130,64,180,80
222,.45 Thompson,1,SPWOOB_WCLASS_INF_PRM,1,1,4,0,0,0,0,8,16,0
225,Incendiary Bomb,8,SPWOOB_WCLASS_FLAME_INF,1,3,2,222,55,55,0,4,4,0
227,Shotgun,1,SPWOOB_WCLASS_INF_PRM,1,1,6,0,0,0,0,4,4,0
228,75mm wz.97 FG,6,SPWOOB_WCLASS_MDM_GUN,8,4,6,65,22,0,0,58,216,80
229,Misc Small Arms,1,SPWOOB_WCLASS_INF_PRM,1,1,2,0,0,0,0,8,12,0
230,7.92mm wz.33 MG,11,SPWOOB_WCLASS_AIRCRAFT,0,1,8,1,10,0,0,24,24,0
231,TNT,2,SPWOOB_WCLASS_INF_SEC,2,10,12,0,20,80,0,4,4,0
232,.303 SMLE No.4,1,SPWOOB_WCLASS_INF_PRM,1,1,1,0,0,0,0,20,24,0
237,9mm Sten MkI,1,SPWOOB_WCLASS_INF_PRM,1,1,3,0,0,0,0,4,8,0
239,50 kg Bomb,11,SPWOOB_WCLASS_AIRCRAFT,0,15,19,0,40,0,0,12,4,0
240,100 kg Bomb,11,SPWOOB_WCLASS_AIRCRAFT,0,18,28,0,75,0,0,12,4,0
241,76.2mm F-34L/41,6,SPWOOB_WCLASS_MDM_GUN,8,4,6,92,26,75,130,64,160,80
242,.303 SMLE No.4,1,SPWOOB_WCLASS_INF_PRM,1,1,1,0,0,0,0,20,24,0
243,8mm Berthier,1,SPWOOB_WCLASS_INF_PRM,1,1,1,0,0,0,0,12,44,0
244,mle 75mm AA Gun,4,SPWOOB_WCLASS_AA,8,4,6,80,26,0,0,64,128,40
246,20mm Oerlikn(2),4,SPWOOB_WCLASS_AA,222,2,20,38,12,0,0,64,180,0
247,Webley .455,1,SPWOOB_WCLASS_INF_PRM,1,1,1,0,0,0,0,4,4,0
248,7.92mm wz.25 MG,5,SPWOOB_WCLASS_SML_GUN,2,1,8,0,0,0,0,36,80,0
249,.50 Vickers TMG,5,SPWOOB_WCLASS_SML_GUN,4,1,12,18,18,0,0,48,120,0
