id,nation,name,stat,stat,type,type,pscr,pscr,start_yr,start_mo,end_yr,end_mo,exp_mod,mor_mod,element_rid[0],element_cnt[0],element_rid[1],element_cnt[1],element_rid[2],element_cnt[2],element_rid[3],element_cnt[3],element_rid[4],element_cnt[4],element_rid[5],element_cnt[5],element_rid[6],element_cnt[6],element_rid[7],element_cnt[7],element_rid[8],element_cnt[8],element_rid[9],element_cnt[9]
1,80,SP ENH FR v1.1,4,elite recon,5,force HQ,6,force HQ,1930,1,1949,12,0,0,245,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,80,7-TP Tank Plt,0,average,1,platoon,1,armor,1936,1,1939,12,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
3,80,7-TP Tank Co,1,recon,2,company,1,armor,1936,1,1939,12,0,0,94,1,1002,1,1002,1,1002,1,0,0,0,0,0,0,0,0,0,0,0,0
4,80,FT-17 Tank Plt,0,average,1,platoon,1,armor,1930,1,1940,12,0,0,7,1,7,1,7,1,6,1,6,1,0,0,0,0,0,0,0,0,0,0
5,80,R-35 Tank Plt,0,average,1,platoon,1,armor,1939,8,1939,12,0,0,2,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,80,Lt Tank Troop,0,average,1,platoon,1,armor,1942,9,1946,12,0,0,5,1,5,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,80,Lt Tank Section,0,average,1,platoon,1,armor,1942,7,1943,12,0,0,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,80,Tank Troop,0,average,1,platoon,1,armor,1942,11,1944,12,0,0,18,1,18,1,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,80,Tank Squadron,0,average,2,company,1,armor,1942,11,1944,12,0,0,15,1,15,1,1008,1,1008,1,1008,1,1008,1,0,0,0,0,0,0,0,0
10,80,Armored Car,1,recon,1,platoon,1,armor,1930,1,1945,12,0,0,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,80,Armored Car Sqn,1,recon,1,platoon,1,armor,1942,5,1945,12,0,0,149,1,149,1,149,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,80,CS Tank Section,0,average,1,platoon,1,armor,1944,9,1946,12,0,0,98,1,98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,80,SPA Section,2,dedicated artillery,1,platoon,2,artillery,1943,10,1946,12,0,0,99,1,99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,80,Rifle Platoon,0,average,1,platoon,3,infantry,1930,1,1939,12,0,0,112,1,54,1,54,1,54,1,16,1,142,1,49,1,0,0,0,0,0,0
15,80,Elite Platoon,3,elite,1,platoon,3,infantry,1936,1,1945,12,0,0,112,1,63,1,63,1,63,1,16,1,91,1,0,0,0,0,0,0,0,0
16,80,Motor Rifle Plt,0,average,1,platoon,3,infantry,1940,7,1946,12,0,0,112,1,76,1,76,1,76,1,52,1,46,1,32,1,32,1,32,1,32,1
17,80,Elite Company,4,elite recon,2,company,3,infantry,1936,1,1945,12,0,0,70,1,1015,1,1015,1,1015,1,1148,1,1079,1,1025,1,0,0,0,0,0,0
18,80,Mechanized Plt,0,average,1,platoon,3,infantry,1943,10,1946,12,0,0,112,1,76,1,76,1,76,1,53,1,46,1,30,1,30,1,30,1,30,1
19,80,Engineer Sec,0,average,1,platoon,3,infantry,1930,1,1946,12,0,0,61,1,61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,80,Airborne Plt,3,elite,1,platoon,3,infantry,1944,1,1946,12,0,0,112,1,74,1,74,1,74,1,50,1,89,1,0,0,0,0,0,0,0,0
21,80,+Infantry Plt+,1,recon,1,platoon,5,*AI*,1930,1,1939,12,0,0,112,1,54,1,54,1,54,1,142,1,0,0,0,0,0,0,0,0,0,0
22,80,++Assault-AI+++,4,elite recon,2,company,5,*AI*,1930,1,1946,12,0,0,190,1,1130,1,1130,1,1021,1,1021,1,1002,1,1030,1,1136,1,1013,1,1122,1
23,80,AT Gun Section,0,average,1,platoon,2,artillery,1936,1,1946,12,0,0,35,1,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,80,Inf AT Team,0,average,1,platoon,3,infantry,1937,1,1949,12,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,80,Mortar Section,2,dedicated artillery,1,platoon,2,artillery,1930,1,1940,12,0,0,143,1,143,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,80,Lt Mortar Sec,2,dedicated artillery,1,platoon,2,artillery,1937,1,1946,12,0,0,112,1,91,1,91,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,80,Inf AT Section,0,average,1,platoon,3,infantry,1937,1,1949,12,0,0,16,1,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,80,APC,0,average,1,platoon,4,miscellaneous,1943,10,1946,12,0,0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,80,Sniper,4,elite recon,1,platoon,3,infantry,1930,1,1949,12,0,0,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,80,Inf Tank Plt,0,average,1,platoon,1,armor,1941,7,1943,12,0,0,10,1,10,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,80,Truck Section,0,average,1,platoon,4,miscellaneous,1930,1,1946,12,0,0,32,1,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,80,Truck Platoon,0,average,1,platoon,4,miscellaneous,1930,1,1946,12,0,0,32,1,32,1,32,1,32,1,32,1,0,0,0,0,0,0,0,0,0,0
