id,nation,name,stat,stat,type,type,pscr,pscr,start_yr,start_mo,end_yr,element_rid[0],element_cnt[0],element_rid[1],element_cnt[1],element_rid[2],element_cnt[2],element_rid[3],element_cnt[3],element_rid[4],element_cnt[4],element_rid[5],element_cnt[5],element_rid[6],element_cnt[6],element_rid[7],element_cnt[7],element_rid[8],element_cnt[8],element_rid[9],element_cnt[9]
1,74,SP ENH FR v1.1,4,elite recon,4,force HQ,6,force HQ,1930,1,1949,245,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,74,Rifle Platoon,0,average,1,platoon,3,infantry,1930,1,1945,117,1,141,1,21,1,21,1,0,0,0,0,0,0,0,0,0,0,0,0
3,74,Engineer Plt,0,average,1,platoon,3,infantry,1939,1,1945,132,1,130,1,130,1,130,1,0,0,0,0,0,0,0,0,0,0,0,0
4,74,Engineer Sec,0,average,1,platoon,3,infantry,1939,1,1949,130,1,130,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,74,Lt Tank Section,1,recon,1,platoon,1,armor,1939,8,1949,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,74,Lt Tank Platoon,1,recon,1,platoon,1,armor,1939,8,1949,2,1,2,1,2,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0
7,74,Tank Platoon,0,average,1,platoon,1,armor,1942,4,1949,3,1,3,1,3,1,3,1,3,1,0,0,0,0,0,0,0,0,0,0
8,74,Tank Section,0,average,1,platoon,1,armor,1942,4,1949,8,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,74,Tigris Section,0,average,1,platoon,1,armor,1944,8,1945,9,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,74,Armored Car Plt,1,recon,1,platoon,1,armor,1939,6,1949,12,1,12,1,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,74,Armored Car Sec,1,recon,1,platoon,1,armor,1939,6,1949,12,1,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,74,Assault Gun Plt,0,average,1,platoon,1,armor,1944,7,1949,10,1,10,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,74,Assault Gun Sec,0,average,1,platoon,1,armor,1944,7,1949,10,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,74,Nimrod TD Plt,0,average,1,platoon,1,armor,1942,3,1949,11,1,11,1,11,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0
15,74,Nimrod SPAA Plt,0,average,1,platoon,2,artillery,1944,4,1949,40,1,40,1,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,74,Truck Section,6,second line,1,platoon,4,miscellaneous,1932,1,1949,13,1,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,74,Truck Platoon,6,second line,1,platoon,4,miscellaneous,1933,1,1949,13,1,13,1,13,1,13,1,0,0,0,0,0,0,0,0,0,0,0,0
18,74,Nimrod TD Sec,0,average,1,platoon,1,armor,1942,3,1949,11,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,74,AT Gun Platoon,0,average,1,platoon,2,artillery,1939,1,1949,15,1,15,1,15,1,15,1,0,0,0,0,0,0,0,0,0,0,0,0
20,74,FlaK Section,0,average,1,platoon,2,artillery,1939,1,1949,16,1,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,74,Mortar Section,2,dedicated artillery,1,platoon,2,artillery,1933,1,1949,18,1,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,74,Rifle Platoon,0,average,1,platoon,3,infantry,1946,1,1949,116,1,120,1,142,1,142,1,142,1,0,0,0,0,0,0,0,0,0,0
23,74,Inf AT Section,0,average,1,platoon,3,infantry,1939,1,1949,25,1,25,1,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
