rid,name,uclass,arm_SK,size,crew,wpn_w1,wpn_w2,wpn_w3,wpn_w4,wpn_ammo_HE1,wpn_ammo_AP1,wpn_ammo_HE2,wpn_ammo_AP2,wpn_ammo_HE3,wpn_ammo_AP3,wpn_ammo_HE4,wpn_ammo_AP4,speed,arm.FH,arm.SH,arm.RH,arm.FT,arm.ST,arm.RT,arm.TP,arm.B07,arm.B08,arm.B09,arm.B10,arm.B11,arm.B12,arm.B13,B46,B47,B48,B49,B50,B51,B52,slp.FH,slp.SH,slp.RH,slp.FT,slp.ST,slp.RT,radio,start_yr,end_yr,cost,nation,lbm,irvis,fc,wpn1_APCRammo,wpn1_HEATammo,rof,stab,rf,B73,load_cap,survive,load_cost,icon,swim,end_mo,smkdev,start_mo,B83,B84,B85,B86,text,sound,B89,B90
1,Carden-Loyd MG,95,0,2,2,137,0,0,0,60,0,0,0,0,0,0,0,30,10,7,7,11,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,8,0,0,0,50,33,40,16,79,7920,0,2,0,0,9,0,2,0,5,2,224,140,0,0,0,1,0,0,0,0,7920,0,0,0
2,Ingenieur Sec,20,0,1,11,213,87,82,0,50,0,6,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,39,40,20,79,7793,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,7944,0,0,0
3,Stuart V,12,50,2,4,204,139,177,131,44,83,60,0,60,0,60,0,36,44,25,25,56,32,32,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,20,33,15,0,0,91,43,45,76,79,7710,0,4,4,0,6,0,2,0,6,2,226,541,0,0,1,1,0,0,0,0,9964,0,0,0
4,Stuart VI,12,0,2,4,204,139,177,131,44,74,60,0,60,0,60,0,32,63,29,28,67,32,32,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,33,10,0,0,90,43,44,78,79,7773,0,4,6,0,6,0,2,0,6,2,226,541,0,0,0,7,0,0,0,0,7773,0,0,0
5,Sherman I,13,70,4,5,45,177,0,131,47,50,60,0,0,0,60,0,22,51,38,38,95,51,51,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,5,28,15,8,91,43,44,99,79,8215,0,4,0,0,5,0,3,0,8,2,230,887,0,0,0,1,0,0,0,0,8215,0,0,0
6,Sherman V,13,0,4,5,45,139,177,131,47,50,60,0,60,0,60,0,26,64,38,38,103,64,64,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,11,38,12,8,90,43,49,113,79,9968,0,4,0,0,5,0,3,0,8,3,230,539,0,0,1,7,0,0,0,0,7769,0,0,0
7,Pantserwgn M.36,89,0,3,5,13,212,0,227,45,65,60,0,0,0,60,0,38,9,5,5,9,9,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,14,20,0,14,15,11,37,40,40,79,7958,0,4,0,0,6,0,2,0,4,2,228,804,0,0,0,1,0,0,0,0,7958,0,0,0
8,Daimler AC,11,0,2,3,19,179,0,0,0,44,60,0,0,0,0,0,50,14,10,10,16,14,16,8,10,7,7,11,7,7,0,0,0,0,0,0,0,0,16,22,12,18,8,28,90,42,49,49,79,661,0,4,4,0,6,0,3,0,4,2,224,520,0,0,0,3,0,0,0,0,661,0,0,0
9,Bren Carrier,25,0,2,2,109,0,0,135,0,0,0,0,0,0,60,0,30,12,12,12,14,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,8,0,0,0,50,42,49,26,79,9987,0,2,0,0,9,0,2,0,108,2,124,506,0,0,1,3,0,0,0,0,9987,0,0,0
10,Miesse Hvy Trk,28,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,44,25,25,56,32,32,13,0,0,0,0,0,0,0,0,0,0,0,0,0,12,30,37,15,79,7971,0,0,0,0,9,0,0,0,215,4,229,284,0,0,0,1,0,0,0,0,7971,0,0,0
