id,name,wclass,wclass,size,warhead,kill_HE,kill_AP,pen_HE,pen_AP,pen_HEAT,pen_APCR,accuracy,range_max,range_APCR
0,SPWAW,0,unknown weapon,0,0,0,0,0,0,0,0,0,0,0
1,7.62mm Mosin/91,1,primary infantry weapon,1,1,0,0,0,0,0,0,16,48,0
2,6.5mm M1896 ,1,primary infantry weapon,1,1,1,0,0,0,0,0,16,40,0
3,7.62mm DT AAMG,4,anti-air weapon,2,1,0,0,0,0,0,0,48,80,0
4,7.62mm Mosn/27c,1,primary infantry weapon,1,1,1,0,0,0,0,0,16,40,0
5,7.62mm Mosin/27,1,primary infantry weapon,1,1,0,0,0,0,0,0,16,48,0
6,7.92mm MG34 BMG,5,light gun,3,1,7,0,0,0,0,0,28,32,0
7,7.62mm Mosin/39,1,primary infantry weapon,1,1,0,0,0,0,0,0,16,48,0
8,7.62mm Mosin/91,2,secondary infantry weapon,1,1,1,0,0,0,0,0,16,48,0
9,25mm K34/37 Gun,5,light gun,6,2,0,0,9,35,0,0,36,80,0
10,6.5mm M1896 ,2,secondary infantry weapon,1,1,1,0,0,0,0,0,16,40,0
11,6.5mm M1896 ,2,secondary infantry weapon,1,1,0,0,0,0,0,0,16,24,0
12,37mm SA18 Gun,5,light gun,6,2,10,0,10,32,0,0,40,100,0
13,7.62mm Mosin/39,2,secondary infantry weapon,1,1,0,0,0,0,0,0,16,48,0
14,7.62mm Mosin/27,2,secondary infantry weapon,1,1,1,0,0,0,0,0,16,24,0
15,37mm K/36,5,light gun,6,2,0,0,12,36,0,74,48,160,72
17,40mm Bofors Gun,4,anti-air weapon,6,3,0,0,26,56,0,0,60,207,0
18,45mm L46 Gun,5,light gun,7,3,2,0,13,66,0,90,48,120,120
21,47/32mm m35 Gun,5,light gun,7,3,0,0,14,54,75,69,52,120,60
25,50mm KwK38 L/42,5,light gun,7,3,0,0,18,77,0,130,60,180,72
27,20mm L60 Madsen,5,light gun,222,2,0,0,8,25,0,0,40,160,0
29,37mm PaK36/46,5,light gun,6,2,0,0,12,40,0,58,44,160,72
30,50mm PaK38/45,5,light gun,7,3,3,0,20,100,0,161,72,196,80
32,75mm K17 FG,6,medium gun,8,4,0,0,22,92,0,0,48,216,0
33,76mm K02 FG,6,medium gun,9,4,0,0,25,51,0,0,48,216,0
34,76.2mm PP obr27,6,medium gun,8,4,11,0,22,45,0,0,36,100,0
35,75mm PaK40/1,6,medium gun,8,4,0,0,27,140,0,178,84,207,144
37,50mm RM obr Mrt,3,team weapon,2,3,0,0,8,0,0,0,0,72,10
38,76mm LK 10/13,6,medium gun,8,4,0,0,22,37,0,0,48,217,0
43,76.2mm ZiS-5 ,6,medium gun,8,4,0,0,26,94,75,130,72,180,80
47,75mm KwK40 L/48,6,medium gun,8,4,0,0,27,140,0,195,84,207,144
48,76mm K00 FG,6,medium gun,9,4,0,0,25,45,0,0,48,215,40
49,76.2mm L-10 Gun,6,medium gun,8,4,0,0,25,69,0,0,40,100,0
51,76.2mm F-34L/40,6,medium gun,8,4,0,0,26,80,75,130,64,140,80
54,81mm Krh Mtr,3,team weapon,5,5,13,0,18,0,0,0,16,208,20
55,75mm PaK97/38,6,medium gun,8,4,0,0,25,96,85,131,48,120,40
57,82mm BM obr. 37,3,team weapon,5,5,0,0,18,0,0,0,16,208,20
58,85mm ZiS-S-53,6,medium gun,9,5,2,0,34,144,0,175,104,209,142
62,76.2mm ZiS-5 ,6,medium gun,8,4,0,0,26,94,75,130,72,180,80
63,76.2mm F-32 Gun,6,medium gun,8,4,0,0,25,69,75,0,60,120,0
64,57mm L26 Gun,5,light gun,7,3,6,0,13,35,0,0,32,100,0
65,57mm L48 Gun,5,light gun,7,3,0,0,15,70,0,0,72,196,0
67,76.2mm F-34L/41,6,medium gun,8,4,0,0,26,92,75,130,64,160,80
68,20mm AA Gun,4,anti-air weapon,222,2,6,0,12,38,0,58,72,160,72
69,105mm Gun,6,medium gun,12,6,0,0,40,74,0,0,72,226,80
70,40mm AA Gun,4,anti-air weapon,6,3,5,0,16,56,0,0,60,207,0
71,105mm H33 FH,7,large gun,12,6,0,0,34,74,85,0,48,222,40
72,120mm PM obr.38,3,team weapon,10,7,0,0,36,0,0,0,16,216,20
73,120mm Krh40 Mtr,3,team weapon,10,7,0,0,35,0,0,0,16,216,20
74,122mm H09/10 FH,7,large gun,12,7,4,0,37,67,0,0,48,219,40
76,122mm H09/10-30,7,large gun,12,7,6,0,41,0,0,0,48,226,80
77,105mm K29 FG,7,large gun,12,6,0,0,39,0,0,0,32,225,80
78,TNT,2,secondary infantry weapon,2,10,0,0,80,0,0,0,4,4,0
79,150mm H40 FH,7,large gun,12,9,0,0,52,0,0,0,48,225,40
80,152mm obr 10/30,7,large gun,12,9,0,0,52,0,0,0,48,228,40
81,152mm ML-20S,7,large gun,12,9,0,0,53,165,0,0,48,207,0
83,M-35 Flamegun,8,infantry flamethrower,3,15,0,0,150,0,0,0,4,4,0
84,Satchel Charge,2,secondary infantry weapon,2,10,0,0,0,222,150,0,4,4,0
85,Molotov,8,infantry flamethrower,1,3,0,0,55,222,55,0,4,4,0
86,Anti-Tank Mine,2,secondary infantry weapon,2,10,6,0,0,222,100,0,4,4,0
87,M/32 Grenade,2,secondary infantry weapon,1,2,0,0,19,0,0,0,4,4,0
88,Knife,2,secondary infantry weapon,1,1,0,0,0,0,0,0,4,4,0
89,Panzerfaust 30,2,secondary infantry weapon,4,4,0,0,0,222,198,0,4,4,0
90,M/24 StHgr,2,secondary infantry weapon,1,2,0,0,19,0,0,0,4,4,0
91,F1 Hand Grenade,2,secondary infantry weapon,1,2,0,0,19,0,0,0,4,4,0
92,Panzerschreck,2,secondary infantry weapon,4,4,0,0,0,222,185,0,8,16,0
93,Djakonov RGL,2,secondary infantry weapon,2,2,0,0,10,222,35,0,0,8,0
94,6.5mm M21 LMG,2,secondary infantry weapon,2,1,5,0,0,0,0,0,24,52,0
95,7.92mm MG42 LMG,2,secondary infantry weapon,2,1,0,0,0,0,0,0,36,64,0
96,7.62mm L-S LMG,2,secondary infantry weapon,2,1,6,0,0,0,0,0,36,64,0
97,7.62mm LMG M/20,2,secondary infantry weapon,2,1,0,0,0,0,0,0,32,52,0
98,7.62mm DP LMG,2,secondary infantry weapon,2,1,6,0,0,0,0,0,28,64,0
99,7.92mm MG34 LMG,2,secondary infantry weapon,2,1,0,0,0,0,0,0,36,64,0
100,100mm Naval Gun,10,naval artillery,12,6,0,0,32,108,0,0,32,218,40
101,105mm L/45 Gun,6,medium gun,12,6,0,0,40,142,0,0,48,226,80
102,114mm H18 FH,7,large gun,12,7,6,0,38,74,45,0,36,222,40
103,203mm H17 FH,7,large gun,14,12,0,0,63,0,0,0,16,229,40
104,155mm H15 FH,7,large gun,12,9,0,0,58,0,0,0,40,226,40
105,105mm H41 FH,7,large gun,12,6,0,0,34,74,75,0,32,222,40
106,105mm H37 FH,7,large gun,12,6,0,0,34,0,75,0,32,222,40
107,155mm H17 FH,7,large gun,12,9,0,0,58,0,0,0,40,225,40
108,KS-25 Flame,9,vehicle flamethrower,3,20,7,0,200,0,0,0,8,8,0
109,152mm H38 FH,7,large gun,12,9,0,0,49,0,0,0,40,225,40
110,150mm H14-J FH,7,large gun,12,9,6,0,48,0,0,0,36,218,40
111,122mm H38 FH,7,large gun,12,7,0,0,38,94,70,0,48,224,40
112,152mm H37 FH,7,large gun,12,9,0,0,49,0,0,0,40,225,40
113,7.62mm LugerP08,2,secondary infantry weapon,1,1,0,0,0,0,0,0,4,4,0
114,7.62mm LugerP08,1,primary infantry weapon,1,1,8,0,0,0,0,0,4,4,0
115,Quad Maxim AAMG,4,anti-air weapon,3,1,0,0,0,0,0,0,40,120,0
116,7.92mm Kar 98k,1,primary infantry weapon,1,1,7,0,0,0,0,0,16,48,0
118,6.5mm M14 Schwz,3,team weapon,4,1,0,0,0,0,0,0,40,100,0
119,8mm M14 Schwz,3,team weapon,4,1,0,0,0,0,0,0,44,80,0
120,7.92 MG-08 HMG,3,team weapon,4,1,0,0,0,0,0,0,36,112,0
121,7.62 M32-33 HMG,3,team weapon,4,1,0,0,0,0,0,0,44,120,0
122,7.62 Maxim HMG,3,team weapon,4,1,0,0,0,0,0,0,40,120,0
123,7.62mm DS39 MG,3,team weapon,3,1,0,0,0,0,0,0,36,80,0
124,7.92mm MG42 MG,3,team weapon,3,1,6,0,0,0,0,0,40,100,0
125,7.92mm MG34 MG,3,team weapon,3,1,0,0,0,0,0,0,44,100,0
127,7.62 L33/36 BMG,5,light gun,3,1,0,0,0,0,0,0,28,32,0
129,7.62mm DT BMG,5,light gun,3,1,0,0,0,0,0,0,28,32,0
132,7.92 MG42 AAMG,4,anti-air weapon,3,1,0,0,0,0,0,0,40,100,0
133,20mm Lahti ATR,2,secondary infantry weapon,2,2,0,0,0,28,0,44,28,48,40
134,.55 Boys ATR,2,secondary infantry weapon,2,2,6,0,0,26,0,0,24,40,0
141,12.7 DShK AAMG,4,anti-air weapon,4,1,0,0,20,20,0,0,36,160,0
145,7.62 M1891/30 ,2,secondary infantry weapon,1,1,0,0,0,0,0,0,60,80,0
146,7.62 M1891/30 ,1,primary infantry weapon,1,1,12,0,0,0,0,0,60,80,0
147,20mm Oerlikon,4,anti-air weapon,222,2,0,0,12,38,0,0,72,160,0
148,20mm Oerlikn(2),4,anti-air weapon,222,2,12,0,12,38,0,0,64,180,0
155,7.92mm MG34 CMG,5,light gun,2,1,0,0,0,0,0,0,48,120,0
160,7.92mm MG17,11,aircraft weapon,0,1,16,0,10,1,0,0,24,24,0
161,7.7mm MG,11,aircraft weapon,0,1,0,0,10,1,0,0,24,24,0
162,.303 MG,11,aircraft weapon,0,1,16,0,10,1,0,0,24,24,0
163,12.7mm UB MG,11,aircraft weapon,0,1,0,0,18,1,0,0,24,24,0
164,.50cal MG,11,aircraft weapon,0,1,0,0,18,1,0,0,24,24,0
165,13mm MG131,11,aircraft weapon,0,1,0,0,17,1,0,0,24,24,0
168,30mm Mk101,11,aircraft weapon,0,2,8,0,35,0,0,0,20,24,0
171,7.62mm DT CMG,5,light gun,2,1,0,0,0,0,0,0,40,100,0
172,7.62mm DT TMG,5,light gun,2,1,0,0,0,0,0,0,40,100,0
175,7.5mm MAC 1934,11,aircraft weapon,0,1,0,0,10,1,0,0,24,24,0
178,20mm HS404 ,11,aircraft weapon,0,2,6,0,25,28,0,0,28,24,0
179,7.62 Maxim CMG,5,light gun,2,1,0,0,0,0,0,0,40,100,0
184,76mm K36 FG,6,medium gun,8,4,2,0,26,84,0,0,36,216,0
185,75mm M29 Bofors,4,anti-air weapon,8,4,0,0,27,107,0,0,80,209,40
186,Explosives,2,secondary infantry weapon,2,8,3,0,150,0,0,0,4,4,0
188,Lt Naval Gun,10,naval artillery,99,8,6,0,54,0,0,0,28,227,0
189,Med Naval Gun,10,naval artillery,99,12,0,0,65,0,0,0,16,228,0
190,ATO-41 Flamegun,9,vehicle flamethrower,1,18,11,0,200,0,0,0,8,8,0
193,152mm C/45 Gun,7,large gun,99,9,0,0,57,0,0,0,24,228,80
194,7.62mm PPSh SMG,1,primary infantry weapon,1,1,5,0,0,0,0,0,4,16,0
195,7.62mm PPSh SMG,2,secondary infantry weapon,1,1,0,0,0,0,0,0,4,16,0
196,254mm C/45 Gun,7,large gun,12,14,6,0,72,0,0,0,16,230,0
198,7.62mm SVT-40,2,secondary infantry weapon,1,1,9,0,0,0,0,0,16,40,0
199,7.62mm SVT-40,1,primary infantry weapon,1,1,0,0,0,0,0,0,16,40,0
208,75mm StuK40L/48,6,medium gun,8,4,17,0,28,140,0,176,72,207,160
209,7.62mm Mosin/30,1,primary infantry weapon,1,1,0,0,0,0,0,0,16,48,0
216,7.62mm Mosin/91,2,secondary infantry weapon,1,1,20,0,0,0,0,0,16,24,0
217,76.2mm ZP obr31,4,anti-air weapon,8,4,0,0,26,82,0,0,48,209,0
218,7.62mm Mosin/91,1,primary infantry weapon,1,1,16,0,0,0,0,0,16,24,0
219,6.5mm M1896,1,primary infantry weapon,1,1,0,0,0,0,0,0,16,24,0
223,9mm MP38/40 SMG,2,secondary infantry weapon,1,1,0,0,0,0,0,0,8,12,0
224,9mm Suomi SMG,2,secondary infantry weapon,1,1,16,0,0,0,0,0,8,16,0
225,7.62 L33/36 CMG,5,light gun,2,1,0,0,0,0,0,0,44,80,0
226,Bergmann SMG ,2,secondary infantry weapon,1,1,1,0,0,0,0,0,8,16,0
227,9mm Suomi SMG,1,primary infantry weapon,1,1,0,0,0,0,0,0,8,16,0
228,9mm Suomi SMGx2,2,secondary infantry weapon,1,1,1,0,0,0,0,0,8,16,0
229,Misc Small Arms,1,primary infantry weapon,1,1,0,0,0,0,0,0,8,12,0
231,Suomi Bow SMG,5,light gun,3,1,0,0,0,0,0,0,12,16,0
232,40mm AA Gun (2),4,anti-air weapon,6,3,1,0,26,56,0,0,72,208,0
233,13.2mm TMG,5,light gun,5,1,0,0,20,20,0,0,40,160,0
234,7.92mm FN D LMG,2,secondary infantry weapon,2,1,0,0,0,0,0,0,32,60,0
236,Panzerfaust 60,2,secondary infantry weapon,4,4,9,0,0,222,198,0,4,8,0
238,20mm MG151/20,11,aircraft weapon,0,2,13,0,22,0,0,0,20,24,0
239,50 kg Bomb,11,aircraft weapon,0,15,0,0,40,0,0,0,12,4,0
