rid,name,uclass,arm_SK,size,crew,wpn_w1,wpn_w2,wpn_w3,wpn_w4,wpn_ammo_HE1,wpn_ammo_AP1,wpn_ammo_HE2,wpn_ammo_AP2,wpn_ammo_HE3,wpn_ammo_AP3,wpn_ammo_HE4,wpn_ammo_AP4,speed,arm.FH,arm.SH,arm.RH,arm.FT,arm.ST,arm.RT,arm.TP,arm.B07,arm.B08,arm.B09,arm.B10,arm.B11,arm.B12,arm.B13,B46,B47,B48,B49,B50,B51,B52,slp.FH,slp.SH,slp.RH,slp.FT,slp.ST,slp.RT,radio,start_yr,end_yr,cost,nation,lbm,irvis,fc,wpn1_APCRammo,wpn1_HEATammo,rof,stab,rf,B73,load_cap,survive,load_cost,icon,swim,end_mo,smkdev,start_mo,B83,B84,B85,B86,text,sound,B89,B90
1,AC Latil,11,50,2,4,196,0,0,125,90,0,0,0,0,0,90,0,24,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,15,15,35,15,15,11,30,36,18,20,19830,0,4,0,0,7,0,2,0,2,2,226,337,0,0,0,1,0,0,0,0,9830,0,0,0
2,AC Latil Nemoni,11,50,2,4,108,0,0,125,4,0,0,0,0,0,90,0,24,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,15,15,35,15,15,11,32,35,30,20,19830,0,4,0,0,4,0,2,0,0,2,226,337,0,0,0,5,0,0,0,0,9830,0,0,0
3,AC Bilbao,11,50,3,3,196,0,0,0,90,0,0,0,0,0,0,0,24,8,8,8,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,12,5,5,5,11,32,38,26,20,19802,0,4,0,0,9,0,2,0,5,2,226,87,0,0,0,1,0,0,0,0,9802,0,0,0
4,FAI Arm Car,11,60,2,3,172,0,0,0,90,0,0,0,0,0,0,0,36,6,6,6,6,6,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,20,15,15,21,36,39,20,20,19704,0,4,0,0,9,0,2,0,4,2,226,29,0,0,0,10,0,0,0,0,9704,0,0,0
5,UNL-35 AC,11,60,2,3,172,0,0,129,90,0,0,0,0,0,60,0,40,8,8,8,12,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,15,20,15,15,92,37,39,24,20,19707,0,4,0,0,9,0,2,0,4,2,226,30,0,0,0,5,0,0,0,0,9707,0,0,0
6,Chevrolet MG,11,0,2,3,172,0,0,129,90,0,0,0,0,0,60,0,30,8,8,8,12,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,8,20,30,5,5,92,38,39,20,20,19822,0,4,0,0,9,0,2,0,0,2,226,623,0,0,0,1,0,0,0,0,9822,0,0,0
7,Chevrolet AT,11,0,2,4,18,171,0,129,24,36,60,0,0,0,60,0,30,8,8,8,12,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,8,20,30,5,5,92,38,39,42,20,19706,0,4,0,0,6,0,2,0,0,2,226,623,0,0,0,1,0,0,0,0,9706,0,0,0
8,AC Schneider,89,50,5,8,100,100,214,214,90,0,90,0,40,0,40,0,14,12,12,6,12,12,6,6,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,20,30,36,29,20,19833,0,4,0,0,7,0,2,0,112,4,226,141,0,0,0,1,0,0,0,0,9833,0,0,0
9,BA-6,89,60,2,4,18,171,0,129,20,40,60,0,0,0,60,0,26,9,9,9,9,9,9,4,7,7,7,7,7,7,7,0,0,0,0,0,0,0,25,8,20,30,0,0,21,36,39,42,20,19706,0,4,0,0,6,0,2,0,0,2,228,30,0,0,0,11,0,0,0,0,9706,0,0,0
10,CA Schneider,18,50,3,7,32,0,205,205,96,0,0,0,90,0,90,0,6,12,12,12,12,12,12,6,8,8,8,3,3,3,3,0,0,0,0,0,0,0,15,0,0,15,0,0,20,30,36,39,20,19806,0,4,0,0,7,0,2,0,104,4,226,336,0,0,0,1,0,0,0,0,9806,0,0,0
11,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12,M1917 (MG),63,0,2,2,196,0,0,0,90,0,0,0,0,0,0,0,6,11,8,8,15,7,7,4,8,8,8,12,8,8,8,0,0,0,0,0,0,0,52,0,35,18,22,22,11,30,39,12,20,7626,0,4,0,0,7,0,2,0,0,1,226,85,0,0,0,1,0,0,0,0,7626,0,0,0
13,M1917 (37),63,0,2,2,12,0,0,0,50,50,0,0,0,0,0,0,6,11,8,8,15,7,7,4,8,8,8,12,8,8,8,0,0,0,0,0,0,0,52,0,35,18,22,22,11,36,39,21,20,19805,0,4,0,0,7,0,2,0,0,1,226,991,0,0,0,8,0,0,0,0,9805,0,0,0
14,Trubria A-4,63,50,2,3,224,0,0,197,90,0,0,0,0,0,60,0,10,20,20,20,16,16,16,16,8,8,8,12,8,8,8,0,0,0,0,0,0,0,45,5,35,5,5,5,11,30,39,25,20,19703,0,4,0,0,9,0,2,0,0,2,226,86,0,0,0,1,0,0,0,0,9703,0,0,0
15,C.L.I Trubia 36,63,50,2,3,246,0,0,220,90,0,0,0,0,0,60,0,14,16,16,16,16,16,16,16,12,12,6,12,12,6,6,0,0,0,0,0,0,0,35,15,15,0,0,0,12,36,39,22,20,19738,0,4,0,0,9,0,2,0,0,2,226,86,0,0,0,11,0,0,0,0,9738,0,0,0
16,Vickers 6ton B,13,50,3,3,20,137,0,0,25,24,60,0,0,0,0,0,22,13,13,8,13,13,13,4,9,9,9,9,9,9,4,0,0,0,0,0,0,0,15,0,28,12,8,8,12,49,49,39,20,8043,0,4,0,0,5,0,2,0,6,3,226,1084,0,0,0,12,0,0,0,0,8043,0,0,0
17,T-26 M33,13,50,3,3,18,172,171,0,60,76,60,0,60,0,0,0,21,15,15,15,15,15,15,10,12,12,12,12,12,12,6,0,0,0,0,0,0,0,28,0,81,0,0,0,10,36,39,45,20,65,0,4,0,0,4,0,2,0,6,2,226,453,0,0,0,10,0,0,0,0,9702,0,0,0
18,BT-5,13,60,3,3,18,171,0,0,35,55,60,0,0,0,0,0,34,13,13,10,19,13,13,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,30,0,0,11,37,39,44,20,152,0,4,0,0,4,0,2,0,8,3,228,27,0,0,0,8,0,0,0,0,152,0,0,0
19,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,8,15,7,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20,Cpt PzKpfw I A,93,0,2,2,154,0,0,0,90,0,0,0,0,0,0,0,24,17,17,13,19,15,13,6,11,8,8,15,7,7,4,0,0,0,0,0,0,0,25,16,14,13,22,22,92,36,39,24,20,19700,0,4,0,0,9,0,2,0,4,1,224,620,0,0,0,12,0,0,0,0,0,0,0,0
