rid,name,nation,start_mo,special,X1,X2,X3,X4,X5,X6,X7,X8,start_yr,end_yr,purchscrn,type,ERID[1],ECNT[1],ERID[2],ECNT[2],ERID[3],ECNT[3],ERID[4],ECNT[4],ERID[5],ECNT[5],ERID[6],ECNT[6],ERID[7],ECNT[7],ERID[8],ECNT[8],ERID[9],ECNT[9],ERID[10],ECNT[10]
1,SP ENH FR v1.1,15,1,11,0,0,0,0,0,0,0,0,30,49,10,5,245,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Arm'd Car Sec,15,1,1,0,0,0,0,0,0,0,0,33,44,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,Arm'd Car Plt,15,1,1,0,0,0,0,0,0,0,0,33,44,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,Recon Tank Sec,15,1,1,0,0,0,0,0,0,0,0,33,48,1,1,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,Recon Tank Plt,15,1,1,0,0,0,0,0,0,0,0,33,43,1,1,4,1,4,1,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0
7,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,Lt Tank Section,15,1,1,0,0,0,0,0,0,0,0,35,48,1,1,14,1,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,Lt Tank Platoon,15,1,1,0,0,0,0,0,0,0,0,35,48,1,1,13,1,13,1,13,1,13,1,0,0,0,0,0,0,0,0,0,0,0,0
10,Lt Tank Company,15,1,1,0,0,0,0,0,0,0,0,35,48,1,2,13,1,1009,1,1009,1,1009,1,1009,1,0,0,0,0,0,0,0,0,0,0
11,FT Tank Section,15,1,0,0,0,0,0,0,0,0,0,30,36,1,1,6,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,FT Tank Platoon,15,1,0,0,0,0,0,0,0,0,0,30,36,1,1,6,1,6,1,6,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0
13,Tank Platoon 5,15,6,0,0,0,0,0,0,0,0,0,41,43,5,1,14,1,14,1,14,1,14,1,14,1,0,0,0,0,0,0,0,0,0,0
14,Tank Company ,15,1,1,0,0,0,0,0,0,0,0,42,43,5,2,14,1,1012,1,1012,1,1012,1,0,0,0,0,0,0,0,0,0,0,0,0
15,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,CS Tank Sec,15,3,0,0,0,0,0,0,0,0,0,43,44,1,1,10,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,CS Tank Plt,15,3,0,0,0,0,0,0,0,0,0,43,44,1,1,10,1,10,1,10,1,10,1,10,1,0,0,0,0,0,0,0,0,0,0
19,TD Section,15,2,10,0,0,0,0,0,0,0,0,43,48,1,1,16,1,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,TD Platoon,15,2,10,0,0,0,0,0,0,0,0,43,48,1,1,16,1,16,1,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,TD Battery,15,2,1,0,0,0,0,0,0,0,0,43,48,1,2,16,1,1020,1,1020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,IND Lt Tank Trp,15,8,10,0,0,0,0,0,0,0,0,44,45,1,1,20,1,20,1,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,IND Tank Troop,15,2,10,0,0,0,0,0,0,0,0,44,45,1,1,21,1,21,1,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,IND CS Tank Sec,15,2,10,0,0,0,0,0,0,0,0,44,45,1,1,23,1,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,IND Tank Sqdrn,15,8,11,0,0,0,0,0,0,0,0,44,45,1,2,21,1,1025,1,1024,1,1024,1,1024,1,1024,1,0,0,0,0,0,0,0,0
27,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,IND FO ,15,1,11,0,0,0,0,0,0,0,0,41,45,2,1,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,IND FO Grp,15,2,11,0,0,0,0,0,0,0,0,44,45,2,1,33,1,19,1,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,IND Mortar Sec,15,5,2,0,0,0,0,0,0,0,0,40,45,2,1,25,1,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,IND Scout Troop,15,6,11,0,0,0,0,0,0,0,0,44,45,3,1,36,1,36,1,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,IND 6 pdr Sec,15,8,10,0,0,0,0,0,0,0,0,43,45,2,1,40,1,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,IND 17pdr Sec,15,8,10,0,0,0,0,0,0,0,0,44,45,2,1,41,1,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,IND Inf AT Sec,15,8,10,0,0,0,0,0,0,0,0,43,45,3,1,27,1,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,IND H/Track Sec,15,8,10,0,0,0,0,0,0,0,0,43,45,1,1,44,1,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,IND Recce Tank,15,2,11,0,0,0,0,0,0,0,0,43,45,1,1,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,IND H/Track Plt,15,8,10,0,0,0,0,0,0,0,0,43,45,1,1,44,1,44,1,44,1,44,1,44,1,0,0,0,0,0,0,0,0,0,0
38,IND AA Sec,15,1,10,0,0,0,0,0,0,0,0,41,45,2,1,39,1,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,IND Mech Co,15,8,11,0,0,0,0,0,0,0,0,43,44,3,2,32,1,28,1,1052,1,1037,1,1052,1,1037,1,1052,1,1037,1,1040,1,1041,1
40,IND Mech AA Sec,15,1,10,0,0,0,0,0,0,0,0,41,45,5,1,39,1,39,1,44,1,44,1,0,0,0,0,0,0,0,0,0,0,0,0
41,IND Mech 6 pdrs,15,8,10,0,0,0,0,0,0,0,0,43,44,5,1,40,1,40,1,45,1,45,1,0,0,0,0,0,0,0,0,0,0,0,0
42,IND Mech Co*,15,8,11,0,0,0,0,0,0,0,0,44,45,3,2,32,1,28,1,1052,1,1037,1,1052,1,1037,1,1052,1,1037,1,1040,1,1043,1
43,IND Mech 17pdrs,15,8,10,0,0,0,0,0,0,0,0,44,45,5,1,41,1,41,1,44,1,44,1,0,0,0,0,0,0,0,0,0,0,0,0
44,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,IND APC Sec,15,1,10,0,0,0,0,0,0,0,0,41,45,1,1,45,1,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,IND MG Section,15,1,10,0,0,0,0,0,0,0,0,41,45,3,1,43,1,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,IND Sniper,15,1,11,0,0,0,0,0,0,0,0,42,45,3,1,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,IND Commandos,15,1,11,0,0,0,0,0,0,0,0,44,45,3,1,37,1,37,1,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
