rid,name,nation,start_mo,special,X1,X2,X3,X4,X5,X6,X7,X8,start_yr,end_yr,purchscrn,type,ERID[1],ECNT[1],ERID[2],ECNT[2],ERID[3],ECNT[3],ERID[4],ECNT[4],ERID[5],ECNT[5],ERID[6],ECNT[6],ERID[7],ECNT[7],ERID[8],ECNT[8],ERID[9],ECNT[9],ERID[10],ECNT[10]
1,SP ENH FR v1.1,81,1,11,0,0,0,0,0,0,0,0,30,49,10,5,245,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Lt Armr Car Sec,81,1,1,0,0,0,0,0,0,0,0,36,49,1,1,3,1,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,Armored Car Sec,81,1,1,0,0,0,0,0,0,0,0,36,45,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,Armored Car Plt,81,1,1,0,0,0,0,0,0,0,0,36,45,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
5,Armored Car Co,81,1,1,0,0,0,0,0,0,0,0,36,45,1,2,1,1,1004,1,1004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,Amphib Tank Sec,81,1,1,0,0,0,0,0,0,0,0,34,42,4,1,6,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,Amphib Tank Plt,81,1,1,0,0,0,0,0,0,0,0,34,42,4,1,6,1,6,1,6,1,6,1,6,1,0,0,0,0,0,0,0,0,0,0
8,Amphib Tank Co,81,1,1,0,0,0,0,0,0,0,0,34,42,4,2,6,1,1007,1,1007,1,1007,1,0,0,0,0,0,0,0,0,0,0,0,0
9,Recon Tank Sec,81,2,1,0,0,0,0,0,0,0,0,32,49,1,1,201,1,201,1,201,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Recon Tank Plt,81,2,1,0,0,0,0,0,0,0,0,32,49,1,1,201,1,201,1,201,1,201,1,201,1,0,0,0,0,0,0,0,0,0,0
11,Recon Tank Co,81,9,1,0,0,0,0,0,0,0,0,41,49,1,2,44,1,1010,1,1010,1,1010,1,0,0,0,0,0,0,0,0,0,0,0,0
12,Lt Tank Section,81,1,1,0,0,0,0,0,0,0,0,32,45,1,1,16,1,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,Lt Tank Platoon,81,1,1,0,0,0,0,0,0,0,0,32,45,1,1,16,1,16,1,16,1,16,1,16,1,0,0,0,0,0,0,0,0,0,0
14,+AI AVF Picks++,81,1,1,0,0,0,0,0,0,0,0,39,49,5,2,21,1,1013,1,1016,1,1068,1,1021,1,1024,1,0,0,0,0,0,0,0,0
15,Tank Section,81,1,0,0,0,0,0,0,0,0,0,34,49,1,1,30,1,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,Tank Platoon,81,1,0,0,0,0,0,0,0,0,0,34,49,1,1,30,1,30,1,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
