rid,name,wclass,B16,size,warhead,pen.HE,pen.AP,kill,accuracy,rng_max,rng_APCR,pen_APCR,pen_HEAT,sound,X1,X2,X3,X4,X5,X6,X7
1,7.62mm Mosin/91,1,0,1,1,0,0,1,16,48,0,0,0,0,0,0,0,0,0,0,0
2,6.5mm M1896 ,1,0,1,1,0,0,1,16,40,0,0,0,0,0,0,0,0,0,0,0
3,7.62mm DT AAMG,4,0,2,1,0,0,7,48,80,0,0,0,606,0,0,0,0,0,0,0
4,7.62mm Mosn/27c,1,0,1,1,0,0,1,16,40,0,0,0,0,0,0,0,0,0,0,0
5,7.62mm Mosin/27,1,0,1,1,0,0,1,16,48,0,0,0,0,0,0,0,0,0,0,0
6,7.92mm MG34 BMG,5,0,3,1,0,0,10,28,32,0,0,0,546,0,0,0,0,0,0,0
7,7.62mm Mosin/39,1,0,1,1,0,0,1,16,48,0,0,0,0,0,0,0,0,0,0,0
8,7.62mm Mosin/91,2,0,1,1,0,0,1,16,48,0,0,0,0,0,0,0,0,0,0,0
9,25mm K34/37 Gun,5,0,6,2,9,35,2,36,80,0,0,0,0,0,0,0,0,0,0,0
10,6.5mm M1896 ,2,0,1,1,0,0,1,16,40,0,0,0,0,0,0,0,0,0,0,0
11,6.5mm M1896 ,2,0,1,1,0,0,1,16,24,0,0,0,0,0,0,0,0,0,0,0
12,37mm SA18 Gun,5,0,6,2,10,32,2,40,100,0,0,0,0,0,0,0,0,0,0,0
13,7.62mm Mosin/39,2,0,1,1,0,0,1,16,48,0,0,0,0,0,0,0,0,0,0,0
14,7.62mm Mosin/27,2,0,1,1,0,0,1,16,24,0,0,0,0,0,0,0,0,0,0,0
15,37mm K/36,5,0,6,2,12,36,3,48,160,72,74,0,0,0,0,0,0,0,0,0
16,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,40mm Bofors Gun,4,0,6,3,26,56,11,60,207,0,0,0,991,0,0,0,0,0,0,0
18,45mm L46 Gun,5,0,7,3,13,66,3,48,120,120,90,0,0,0,0,0,0,0,0,0
19,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,47/32mm m35 Gun,5,0,7,3,14,54,4,52,120,60,69,75,0,0,0,0,0,0,0,0
22,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,50mm KwK38 L/42,5,0,7,3,18,77,3,60,180,72,130,0,0,0,0,0,0,0,0,0
26,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,20mm L60 Madsen,5,0,222,2,8,25,13,40,160,0,0,0,477,0,0,0,0,0,0,0
28,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,37mm PaK36/46,5,0,6,2,12,40,2,44,160,72,58,0,0,0,0,0,0,0,0,0
