rid,name,wclass,B16,size,warhead,pen.HE,pen.AP,kill,B22,accuracy,rng_max,rng_APCR,pen_APCR,pen_HEAT,sound,B30,B31,B32,B33,B34,B35,B36
1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,37mm M6 Gun,5,0,6,2,13,77,0,0,44,140,68,91,0,0,0,0,0,0,0,0,0
3,7.92mm MG34 LMG,2,0,2,1,0,0,0,0,36,64,0,0,0,540,0,0,0,0,0,0,0
4,7.92mm MG34 MG,3,0,3,1,0,0,4,1,44,100,0,0,0,543,0,0,0,0,0,0,0
5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,7.92mm MG34 BMG,5,0,3,1,0,0,9,0,28,32,0,0,0,546,0,0,0,0,0,0,0
7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,20mm KwK38 Hglf,4,0,222,2,12,38,12,8,48,96,64,63,0,477,0,0,0,0,0,0,0
9,8mm M14 Schwz,3,0,4,1,0,0,0,0,44,80,0,0,0,453,0,0,0,0,0,0,0
10,7.7mm Type 99,1,0,1,1,0,0,0,0,16,24,0,0,0,0,0,0,0,0,0,0,0
11,37mm FlaK36/43,4,0,6,2,12,44,0,0,60,184,0,0,0,315,0,0,0,0,0,0,0
12,37mm PP obr.15,5,0,6,2,11,33,10,8,40,160,72,74,0,0,0,0,0,0,0,0,0
13,37mm Model 94,5,0,6,2,10,37,0,0,40,120,0,0,0,0,0,0,0,0,0,0,0
14,37mm PaK36/46,5,0,6,2,12,40,0,0,44,160,72,58,0,0,0,0,0,0,0,0,0
15,7.7mm Type 99,2,0,1,1,0,0,0,0,16,24,0,0,0,0,0,0,0,0,0,0,0
16,37mm M5 Gun,5,0,6,2,12,71,14,6,44,120,40,86,0,0,0,0,0,0,0,0,0
17,40mm Bofors Gun,4,0,6,3,26,56,0,0,60,207,0,0,0,991,0,0,0,0,0,0,0
18,45mm L46 Gun,5,0,7,3,13,66,13,1,48,120,120,90,0,0,0,0,0,0,0,0,0
19,37mm M3 Gun,5,0,6,2,12,69,0,0,44,120,0,0,0,0,0,0,0,0,0,0,0
20,,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0
21,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,47mm L34 Gun,5,0,7,3,14,51,11,0,52,120,0,0,0,0,0,0,0,0,0,0,0
23,47mm L40 Gun,5,0,7,3,15,56,0,0,56,120,0,0,0,0,0,0,0,0,0,0,0
24,,0,0,0,0,0,0,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0
25,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0
27,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0
29,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,60mm M2 Mortar,3,0,4,3,9,0,1,15,16,160,10,0,0,0,0,0,0,0,0,0,0
31,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,75mm leFH16nA,6,0,9,4,23,50,4,0,48,216,0,0,75,0,0,0,0,0,0,0,0
33,75mm Krupp M08,6,0,9,4,22,0,0,0,36,215,40,0,0,0,0,0,0,0,0,0,0
34,,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,76.2mm 02/30 FH,6,0,9,4,25,69,3,1,48,216,40,0,75,0,0,0,0,0,0,0,0
37,3in Stokes Mort,3,0,5,5,12,0,0,0,0,216,20,0,0,0,0,0,0,0,0,0,0
38,,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
39,75mm 75/13 Sk,6,0,8,4,21,0,0,0,40,216,0,0,0,0,0,0,0,0,0,0,0
40,50mm leGrW 36,3,0,2,3,8,0,0,1,8,52,10,0,0,819,0,0,0,0,0,0,0
41,50mm leGrW 36,2,0,2,3,8,0,0,0,8,52,10,0,0,819,0,0,0,0,0,0,0
42,,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
43,105mm leFH18M,7,0,12,6,34,74,0,0,48,222,40,0,105,0,0,0,0,0,0,0,0
44,,0,0,0,0,0,0,3,14,0,0,0,0,70,0,0,0,0,0,0,0,0
45,75mm M3 Gun,6,0,8,4,25,102,0,0,68,160,0,0,0,0,0,0,0,0,0,0,0
46,,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0
47,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
51,,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0
52,,0,0,0,0,0,0,0,13,0,0,0,0,70,0,0,0,0,0,0,0,0
53,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,77mm FK16 How,6,0,9,4,23,69,0,4,40,214,0,0,0,0,0,0,0,0,0,0,0
55,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,81mm GrW34 Mtr,3,0,5,5,18,0,0,14,16,207,20,0,0,0,0,0,0,0,0,0,0
57,82mm BM obr. 37,3,0,5,5,18,0,0,0,16,208,20,0,0,0,0,0,0,0,0,0,0
58,,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
59,88mm FlaK18/36,4,0,12,5,36,162,0,0,132,210,94,220,120,0,0,0,0,0,0,0,0
60,,0,0,0,0,0,0,5,0,0,0,0,0,110,0,0,0,0,0,0,0,0
61,,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0
62,122mm G ob10/30,7,0,12,7,38,94,0,0,56,218,40,0,70,0,0,0,0,0,0,0,0
63,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
65,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
67,,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0
68,Obice da 105/28,7,0,12,6,37,74,0,10,48,220,40,0,85,0,0,0,0,0,0,0,0
69,,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0
70,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,105mm M2A1 FH,7,0,12,6,34,74,0,0,56,222,40,0,85,0,0,0,0,0,0,0,0
72,4.2in M2 Mortar,3,0,7,6,22,0,6,0,16,211,20,0,0,0,0,0,0,0,0,0,0
73,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,122mm G obr.38,7,0,12,7,45,94,6,0,48,225,40,0,120,0,0,0,0,0,0,0,0
75,122mm L43 Gun,7,0,15,7,45,189,0,0,104,207,40,248,0,0,0,0,0,0,0,0,0
76,TNT,2,0,2,10,80,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0
77,6.5mm Type 38,1,0,1,1,0,0,0,0,12,24,0,0,0,0,0,0,0,0,0,0,0
78,6.5mm Type 38,2,0,1,1,0,0,6,15,12,24,0,0,0,0,0,0,0,0,0,0,0
79,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0
83,Flamethrower,8,0,2,15,150,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0
84,Satchel Charge,2,0,2,10,0,222,0,10,4,4,0,0,150,0,0,0,0,0,0,0,0
85,Gasoline Bomb,8,0,1,3,55,222,0,0,4,4,0,0,55,603,0,0,0,0,0,0,0
86,,0,0,0,0,0,0,10,0,0,0,0,0,100,0,0,0,0,0,0,0,0
87,Hand Grenade,2,0,1,2,19,0,0,0,4,4,0,0,0,705,0,0,0,0,0,0,0
88,13mm PzB39 ATR,2,0,2,2,0,33,0,0,24,48,0,0,0,665,0,0,0,0,0,0,0
89,,0,0,0,0,0,0,0,0,0,0,0,0,198,0,0,0,0,0,0,0,0
90,,0,0,0,0,0,0,6,8,0,0,0,0,130,0,0,0,0,0,0,0,0
91,M1 Bazooka,2,0,3,4,0,222,0,0,8,16,0,0,90,636,0,0,0,0,0,0,0
92,,0,0,0,0,0,0,0,9,0,0,0,0,160,0,0,0,0,0,0,0,0
93,M1 RG Launcher,2,0,2,2,19,222,0,0,8,16,0,0,25,0,0,0,0,0,0,0,0
94,7.92mm SIG KE7,2,0,2,1,0,0,0,0,28,44,0,0,0,0,0,0,0,0,0,0,0
95,7.92mm Type 30,3,0,2,1,0,0,0,0,28,48,0,0,0,0,0,0,0,0,0,0,0
96,50mm RM obr Mrt,3,0,2,3,8,0,0,10,0,72,10,0,0,819,0,0,0,0,0,0,0
97,7.92mm ZB30 LMG,2,0,2,1,0,0,0,0,28,52,0,0,0,0,0,0,0,0,0,0,0
98,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
101,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
103,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
105,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,.50cal M2-HB,3,0,4,1,23,23,0,1,44,160,0,0,0,513,0,0,0,0,0,0,0
107,40mm Tp 27 GL,3,0,2,3,9,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0
108,40mm Tp 27 GL,2,0,2,3,9,0,6,1,0,20,1,0,0,0,0,0,0,0,0,0,0
109,Flame Projector,9,0,3,20,200,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0
110,.45 Colt M1911,2,0,1,1,0,0,0,19,4,4,0,0,0,393,0,0,0,0,0,0,0
111,Obice da 149/13,7,0,12,9,50,0,0,0,48,226,40,0,0,0,0,0,0,0,0,0,0
112,.30 M1 Garand,1,0,1,1,0,0,8,29,16,48,0,0,0,501,0,0,0,0,0,0,0
113,.30 M1918A2 BAR,2,0,1,1,0,0,0,0,28,56,0,0,0,504,0,0,0,0,0,0,0
114,.45 Colt M1911,1,0,1,1,0,0,8,41,4,4,0,0,0,393,0,0,0,0,0,0,0
115,.30 M1 Garand,1,0,1,1,0,0,0,0,16,24,0,0,0,501,0,0,0,0,0,0,0
116,.45 Colt M1911,2,0,1,1,0,0,0,0,4,4,0,0,0,393,0,0,0,0,0,0,0
117,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,.30cal M1919A4,3,0,4,1,0,0,0,8,48,80,0,0,0,522,0,0,0,0,0,0,0
121,.30cal M1917A1,3,0,4,1,0,0,0,0,52,100,0,0,0,519,0,0,0,0,0,0,0
122,7.92mm Type 26,3,0,4,1,0,0,0,6,40,80,0,0,0,0,0,0,0,0,0,0,0
123,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0
125,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
127,.30-06 M1917 US,1,0,1,1,0,0,0,0,16,24,0,0,0,0,0,0,0,0,0,0,0
128,,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
129,7.62mm DT BMG,5,0,3,1,0,0,0,0,28,32,0,0,0,606,0,0,0,0,0,0,0
130,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
131,.30cal BMG,5,0,3,1,0,0,0,0,28,32,0,0,0,525,0,0,0,0,0,0,0
132,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,18pdr OQF FG,6,0,9,4,23,72,0,0,36,216,80,0,75,0,0,0,0,0,0,0,0
134,.55 Boys ATR,2,0,2,2,0,26,0,0,24,40,0,0,0,665,0,0,0,0,0,0,0
135,70mm Can 70/15,6,0,8,4,10,0,0,0,40,213,40,0,0,0,0,0,0,0,0,0,0
136,,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,.303 Vickrs CMG,5,0,3,1,0,0,0,0,48,100,0,0,0,579,0,0,0,0,0,0,0
138,7.92 MG34 AAMG,4,0,3,1,0,0,0,0,44,100,0,0,0,546,0,0,0,0,0,0,0
139,.30cal M1917 AA,4,0,3,1,0,0,0,0,48,100,0,0,0,525,0,0,0,0,0,0,0
140,.50cal M2-HB AA,4,0,4,1,23,23,0,0,36,160,0,0,0,516,0,0,0,0,0,0,0
141,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,.30-06 M1903,2,0,1,1,0,0,10,0,16,24,0,0,0,0,0,0,0,0,0,0,0
143,.30-06 M1903,1,0,1,1,0,0,0,0,16,24,0,0,0,0,0,0,0,0,0,0,0
144,7.92mm Type 88,1,0,1,1,0,0,10,15,16,40,0,0,0,0,0,0,0,0,0,0,0
145,7.92mm Type 88,2,0,1,1,0,0,0,0,16,40,0,0,0,0,0,0,0,0,0,0,0
146,.30-06 M1903A4,1,0,1,1,0,0,0,8,60,80,0,0,0,0,0,0,0,0,0,0,0
147,20mm Oerlikon,4,0,222,2,12,38,0,0,72,160,0,0,0,570,0,0,0,0,0,0,0
148,.303 Bren AAMG,4,0,3,1,0,0,12,0,32,80,0,0,0,588,0,0,0,0,0,0,0
149,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,45mm Brixia,3,0,1,3,6,0,11,0,0,44,0,0,0,819,0,0,0,0,0,0,0
151,20mm can 20/65,4,0,222,2,22,28,0,0,40,214,0,0,0,477,0,0,0,0,0,0,0
152,45mm Brixia,2,0,1,3,6,0,8,0,0,44,0,0,0,819,0,0,0,0,0,0,0
153,20mm FlaK30/38 ,4,0,222,2,12,38,0,0,56,160,0,0,0,477,0,0,0,0,0,0,0
154,7.92mm (2) TMG,5,0,3,1,0,0,1,0,44,70,0,0,0,324,0,0,0,0,0,0,0
155,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,7.92mm Kar 98k,1,0,1,1,0,0,0,0,16,48,0,0,0,567,0,0,0,0,0,0,0
158,7.92mm Kar 98k,2,0,1,1,0,0,0,0,16,48,0,0,0,567,0,0,0,0,0,0,0
159,7.62mm ShKAS MG,11,0,0,1,10,1,0,0,24,24,0,0,0,0,0,0,0,0,0,0,0
160,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
161,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
163,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,.50cal MG,11,0,0,1,18,1,0,0,24,24,0,0,0,0,0,0,0,0,0,0,0
165,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,20mm Cannon,11,0,0,2,25,0,15,8,20,24,0,0,0,0,0,0,0,0,0,0,0
167,20mm ShVAK Gun,11,0,0,2,25,0,0,0,20,24,0,0,0,0,0,0,0,0,0,0,0
168,,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0
169,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,75mm Cannon,11,0,0,4,60,0,2,0,20,24,0,0,0,0,0,0,0,0,0,0,0
171,7.62mm DT CMG,5,0,2,1,0,0,0,0,40,100,0,0,0,606,0,0,0,0,0,0,0
172,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,82mm Rocket,11,0,0,6,36,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0
174,,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0
175,5 inch Rocket+,11,0,0,8,46,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0
176,7.92mm MG34 TMG,5,0,2,1,0,0,1,1,48,120,0,0,0,546,0,0,0,0,0,0,0
177,.30cal CMG,5,0,2,1,0,0,0,0,48,120,0,0,0,525,0,0,0,0,0,0,0
178,7.92mm Kar 98k,1,0,1,1,0,0,0,36,16,24,0,0,0,567,0,0,0,0,0,0,0
179,7.92mm Kar 98k,2,0,1,1,0,0,0,0,16,24,0,0,0,567,0,0,0,0,0,0,0
180,110 lb Bomb,11,0,0,15,40,0,0,2,12,4,0,0,0,0,0,0,0,0,0,0,0
181,250 lb Bomb,11,0,0,20,75,0,0,0,16,4,0,0,0,0,0,0,0,0,0,0,0
182,500 lb Bomb,11,0,0,21,100,0,8,4,12,4,0,0,0,0,0,0,0,0,0,0,0
183,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
185,Explosives,2,0,2,8,150,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0
186,75mm L52 Bofors,4,0,8,4,27,107,10,2,60,209,0,0,0,0,0,0,0,0,0,0,0
187,37mm B-3,5,0,6,2,12,46,0,0,44,100,0,0,0,0,0,0,0,0,0,0,0
188,7.92mm Type 88,1,0,1,1,0,0,6,0,16,24,0,0,0,0,0,0,0,0,0,0,0
189,Lt Naval Gun,10,0,99,8,54,0,0,0,28,227,0,0,0,0,0,0,0,0,0,0,0
190,7.92mm Type 88,2,0,1,1,0,0,8,6,16,24,0,0,0,0,0,0,0,0,0,0,0
191,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0
193,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0
197,8mm M35 (2) TMG,5,0,3,1,0,0,0,0,44,120,0,0,0,0,0,0,0,0,0,0,0
198,6.5mm m14 BMG,5,0,4,1,0,0,0,0,32,80,0,0,0,573,0,0,0,0,0,0,0
199,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
205,7.7mm Type 99,1,0,1,1,0,0,0,0,16,48,0,0,0,0,0,0,0,0,0,0,0
206,6.5 Type 11 LMG,2,0,2,1,0,0,0,0,28,48,0,0,0,612,0,0,0,0,0,0,0
207,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,7.7 Type 92 HMG,3,0,3,1,0,0,0,2,40,100,0,0,0,0,0,0,0,0,0,0,0
209,7.7 Type 97 BMG,5,0,3,1,0,0,0,0,28,32,0,0,0,0,0,0,0,0,0,0,0
210,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,57mm Type 97,5,0,7,3,22,63,16,0,48,120,0,0,55,0,0,0,0,0,0,0,0
213,6.5mm Type 38,1,0,1,1,0,0,0,0,12,48,0,0,0,0,0,0,0,0,0,0,0
214,.50cal Quad AA,4,0,5,1,23,23,3,0,60,160,0,0,0,528,0,0,0,0,0,0,0
215,.30 M1 Garand,1,0,1,1,0,0,0,0,16,24,0,0,0,501,0,0,0,0,0,0,0
216,50mm Type10 Mtr,2,0,2,3,8,0,3,0,0,12,0,0,0,819,0,0,0,0,0,0,0
217,50mm Type89 Mtr,2,0,2,3,8,0,0,0,0,48,10,0,0,819,0,0,0,0,0,0,0
218,.30 M1 Garand,2,0,1,1,0,0,20,3,16,24,0,0,0,501,0,0,0,0,0,0,0
219,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,76.2mm PP obr27,6,0,8,4,22,45,1,3,36,100,0,0,0,0,0,0,0,0,0,0,0
221,75mm M1A1 Pack,6,0,9,4,23,0,0,0,48,216,40,0,65,0,0,0,0,0,0,0,0
222,,0,0,0,0,0,0,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0
223,150mm L10 Gun,7,0,12,9,48,0,0,0,32,196,0,0,0,0,0,0,0,0,0,0,0
224,,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,,0,0,0,0,0,0,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0
227,81mm M1 Mortar,3,0,5,5,18,0,0,0,16,208,20,0,0,0,0,0,0,0,0,0,0
228,,0,0,0,0,0,0,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0
229,Misc Small Arms,1,0,1,1,0,0,0,0,8,12,0,0,0,662,0,0,0,0,0,0,0
230,,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0
231,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,.45 M3 SMG,2,0,1,1,0,0,0,1,4,8,0,0,0,408,0,0,0,0,0,0,0
235,.45 M3 SMG,1,0,1,1,0,0,0,0,4,8,0,0,0,408,0,0,0,0,0,0,0
236,.30-06 M1903 ,1,0,1,1,0,0,0,0,16,48,0,0,0,0,0,0,0,0,0,0,0
237,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,.303 Vickrs BMG,5,0,3,1,0,0,0,0,28,32,0,0,0,579,0,0,0,0,0,0,0
239,50 kg Bomb,11,0,0,15,40,0,0,0,12,4,0,0,0,0,0,0,0,0,0,0,0
240,2in MkII* SBML,2,0,2,3,9,0,10,9,16,40,0,0,0,819,0,0,0,0,0,0,0
241,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,.30-06 M1917 US,1,0,1,1,0,0,13,0,16,52,0,0,0,0,0,0,0,0,0,0,0
243,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,7.7 Type 97 TMG,5,0,3,1,0,0,0,0,36,120,0,0,0,0,0,0,0,0,0,0,0
246,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
