rid,name,uclass,arm_SK,size,crew,wpn_w1,wpn_w2,wpn_w3,wpn_w4,wpn_ammo_HE1,wpn_ammo_AP1,wpn_ammo_HE2,wpn_ammo_AP2,wpn_ammo_HE3,wpn_ammo_AP3,wpn_ammo_HE4,wpn_ammo_AP4,speed,arm.FH,arm.SH,arm.RH,arm.FT,arm.ST,arm.RT,arm.TP,arm.B07,arm.B08,arm.B09,arm.B10,arm.B11,arm.B12,arm.B13,B46,B47,B48,B49,B50,B51,B52,slp.FH,slp.SH,slp.RH,slp.FT,slp.ST,slp.RT,radio,start_yr,end_yr,cost,nation,lbm,irvis,fc,wpn1_APCRammo,wpn1_HEATammo,rof,stab,rf,B73,load_cap,survive,load_cost,icon,swim,end_mo,smkdev,start_mo,B83,B84,B85,B86,text,sound,B89,B90
1,Vickers II IP,12,0,2,2,41,0,0,0,90,0,0,0,0,0,0,0,24,15,9,6,10,7,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,34,8,14,14,22,36,40,17,89,630,0,2,0,0,9,0,2,0,4,1,224,497,0,0,0,1,0,0,0,0,630,0,0,0
2,Mk VIB IP,12,0,2,3,40,179,0,0,80,0,60,0,0,0,0,0,34,16,12,6,18,12,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,32,12,8,8,90,36,41,42,89,9956,0,4,0,0,9,0,2,0,4,1,224,503,0,0,1,1,0,0,0,0,0,0,0,0
3,Stuart I/II,12,50,2,4,13,139,177,176,18,85,60,0,60,0,60,0,34,44,25,25,56,25,25,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,16,5,5,5,90,41,42,64,89,380,0,4,0,0,5,0,2,0,6,2,226,504,0,0,1,6,0,0,0,0,7710,0,0,0
4,Stuart VI,12,0,2,4,198,139,177,131,24,90,60,0,60,0,60,0,32,63,29,28,67,32,32,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,33,10,0,0,91,44,49,85,89,381,0,4,0,0,6,4,2,0,6,2,226,541,0,0,1,1,0,0,0,0,381,0,0,0
5,Sherman IIIAY,13,70,4,5,53,140,177,131,30,29,60,0,60,0,60,0,26,72,38,38,103,64,64,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,15,38,12,8,91,45,49,181,89,392,0,4,2,0,5,4,5,0,8,4,230,531,0,0,1,1,0,0,0,0,384,0,0,0
6,Sherman IVB CS,15,50,4,5,68,139,177,131,62,0,60,0,60,0,60,0,26,51,38,38,97,51,51,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,22,28,12,8,91,45,49,77,89,8215,0,4,0,4,4,0,2,0,6,3,230,479,0,0,1,12,0,0,0,0,0,0,0,0
7,Crossley AC,11,0,2,3,41,0,0,0,60,0,0,0,0,0,0,0,36,8,8,8,8,8,8,8,0,0,0,0,0,0,183,0,0,0,0,0,0,0,12,0,0,40,40,40,41,30,35,20,89,8910,0,4,0,0,9,0,2,0,2,2,224,124,0,0,0,1,0,0,0,0,8910,0,0,0
8,Crusader I,64,0,3,5,20,179,0,130,0,110,60,0,0,0,60,0,28,26,27,27,39,19,24,10,15,9,6,10,7,7,9,0,0,0,0,0,0,0,48,0,0,19,40,25,80,41,42,60,89,636,0,4,0,0,7,0,3,0,8,3,226,508,0,0,1,6,0,0,0,0,636,0,0,0
9,Stuart V,12,50,2,4,18,139,177,131,44,83,60,0,60,0,60,0,36,44,25,25,56,25,25,13,16,12,6,18,12,12,4,0,0,0,0,0,0,0,42,20,33,15,0,0,90,43,45,88,89,9964,0,4,20,0,6,4,2,0,6,2,226,541,0,0,0,1,0,0,0,0,9964,0,0,0
10,Crusader II,64,0,3,4,20,179,0,0,0,110,60,0,0,0,0,0,28,32,26,27,49,23,30,8,44,25,25,56,25,25,13,0,0,0,0,0,0,0,37,0,40,16,40,25,90,41,42,62,89,619,0,4,2,0,7,0,3,0,8,3,226,494,0,0,0,11,0,0,0,0,619,0,0,0
