id,nation,name,type,type,uclass,uclass,mclass,mclass,start_yr,start_mo,end_yr,end_mo,size,crew,survive,cost,speed,radio,irvis,fc,rf,stab,rof,load_cap,load_cost,swim,smkdev,wpn1,wpn1_HEammo,wpn1_APammo,wpn1_HEATammo,wpn1_APCRammo,wpn2,wpn2_HEammo,wpn2_APammo,wpn3,wpn3_HEammo,wpn3_APammo,wpn4,wpn4_HEammo,wpn4_APammo,arm_HE_FH,arm_HE_SH,arm_HE_RH,arm_HE_FT,arm_HE_ST,arm_HE_RT,arm_HE_TP,arm_HE_SK,arm_AP_FH,arm_AP_SH,arm_AP_RH,arm_AP_FT,arm_AP_ST,arm_AP_RT,arm_AP_TP,arm_AP_SK,slp_FH,slp_SH,slp_RH,slp_FT,slp_ST,slp_RT,sound,lbm,text,icon,icon_desert,icon_winter
1,73,FT,119,infantry tank,2,armor,0,default,1930,1,1943,0,2,2,1,13,6,11,0,4,2,0,7,6,224,0,0,211,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,6,10,8,8,4,0,52,0,0,0,0,0,0,230,0,615,0,0
2,73,R-2,112,light tank,2,armor,0,default,1936,3,1944,0,2,4,3,52,24,92,0,4,2,0,6,6,226,0,0,14,24,48,0,0,179,60,0,0,0,0,130,60,0,0,0,0,0,0,0,0,0,25,15,15,27,15,15,9,50,14,10,49,12,10,10,0,1508,1508,936,0,0
3,73,R-35,112,light tank,2,armor,0,default,1940,8,1944,0,2,2,2,51,14,70,0,4,2,0,5,6,226,0,0,12,29,29,0,0,196,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,40,40,45,40,40,13,70,30,8,24,16,30,30,0,7338,227,616,0,0
4,73,R-35/45,112,light tank,2,armor,0,default,1944,1,1944,0,2,2,2,58,14,72,0,4,2,0,5,6,226,0,0,18,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,40,40,49,40,40,13,50,15,7,28,15,30,30,0,7333,7333,800,0,0
5,73,T-38,111,main battle tank,2,armor,0,default,1943,1,1943,0,2,4,2,52,26,63,0,4,2,0,6,6,226,0,0,230,24,48,0,0,227,60,0,0,0,0,126,60,0,0,0,0,0,0,0,0,0,25,15,12,28,15,15,9,50,16,0,49,12,10,22,0,8,8,417,0,0
6,73,T-3 CS Tank,110,CS tank,2,armor,0,default,1942,10,1944,0,3,5,3,83,22,92,0,4,2,0,6,8,228,0,0,41,40,14,10,0,155,60,0,0,0,0,6,60,0,0,0,0,0,0,0,0,0,75,33,50,63,30,30,16,41,12,0,9,26,25,12,0,7,7,763,0,0
7,73,T-IV F2 ,113,medium tank,2,armor,0,default,1942,7,1945,0,3,5,4,99,24,92,0,4,3,0,5,8,228,0,0,46,42,37,0,2,155,60,0,0,0,0,6,60,0,0,0,0,0,0,0,0,0,54,33,20,66,30,30,10,40,12,0,11,23,26,16,0,11,11,734,0,0
8,73,T-IV H,113,medium tank,2,armor,0,default,1944,3,1945,0,3,5,4,118,24,71,0,4,4,0,6,8,228,0,0,47,37,50,0,2,155,60,0,0,0,0,6,60,0,0,0,0,0,0,0,0,0,85,33,20,66,30,30,12,50,12,0,11,23,26,15,0,13,13,737,0,0
9,73,Horses,250,horse team,10,transport,0,default,1930,1,1949,0,2,2,0,5,18,10,0,0,0,0,0,12,124,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,8260,8045,4,0,0
10,73,TAS Assault Gun,122,assault gun,2,armor,0,default,1943,7,1945,0,3,4,3,102,24,71,0,4,3,0,4,8,226,0,0,208,22,30,0,4,0,0,0,0,0,0,6,60,0,0,0,0,0,0,0,0,0,85,33,50,95,30,30,18,40,21,0,9,10,10,30,0,20,20,745,0,0
11,73,TACAM T-60,179,tank destroyer,5,anti-tank,0,default,1943,6,1945,0,3,3,4,60,24,51,0,4,2,0,5,6,228,0,0,52,19,20,0,0,156,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,15,17,15,15,0,0,0,64,22,67,25,0,0,0,7316,7316,801,0,0
12,73,Tatra 93T 3ton,243,medium truck,10,transport,0,default,1940,1,1949,0,4,2,4,13,31,11,0,0,0,0,9,112,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7320,7320,1074,0,0
13,73,CKD Praga TNSPE,235,heavy armored car,8,recon,0,default,1937,1,1947,0,4,3,0,6,28,22,0,4,2,0,7,0,228,0,0,249,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,7311,7311,802,0,0
14,73,SdKfz 222,234,light armored car,8,recon,0,default,1942,10,1945,0,2,3,1,31,48,92,0,4,2,0,8,0,226,0,0,8,52,0,0,0,155,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,5,8,8,8,0,0,37,35,31,35,35,35,0,138,138,768,0,0
15,73,20mm FlaK Gun,187,AA gun,6,anti-air,0,default,1941,5,1949,0,1,6,0,16,1,51,0,3,2,0,9,0,106,0,0,147,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,141,659,0,0
16,73,37mm AT Gun,174,AT gun,5,anti-tank,0,default,1940,1,1942,0,1,4,0,20,1,22,0,2,2,0,8,0,104,0,0,14,20,40,0,0,240,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7323,7323,54,0,0
17,73,47mm AT Gun,174,AT gun,5,anti-tank,0,default,1940,1,1944,0,1,4,0,25,1,11,0,3,2,0,7,0,104,0,0,23,20,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7667,0,55,0,0
