id,nation,name,type,type,uclass,uclass,mclass,mclass,start_yr,start_mo,end_yr,end_mo,size,crew,survive,cost,speed,radio,irvis,fc,rf,ew,stab,rof,load_cap,load_cost,swim,smkdev,wpn1,wpn1_HEammo,wpn1_APammo,wpn1_HEATammo,wpn1_APCRammo,wpn2,wpn2_HEammo,wpn2_APammo,wpn3,wpn3_HEammo,wpn3_APammo,wpn4,wpn4_HEammo,wpn4_APammo,arm_HE_FH,arm_HE_SH,arm_HE_RH,arm_HE_FT,arm_HE_ST,arm_HE_RT,arm_HE_TP,arm_HE_SK,arm_AP_FH,arm_AP_SH,arm_AP_RH,arm_AP_FT,arm_AP_ST,arm_AP_RT,arm_AP_TP,arm_AP_SK,slp_FH,slp_SH,slp_RH,slp_FT,slp_ST,slp_RT,sound,lbm,text,icon,icon_desert,icon_winter
1,79,Carden-Loyd MG,265,scout tank,8,recon,0,default,1933,1,1940,0,2,2,2,16,30,50,0,2,2,n/a,0,9,5,224,0,0,137,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,7,11,7,7,0,0,14,0,8,0,0,0,0,7920,7920,140,0,0
2,79,Ingenieur Sec,14,engineers,0,infantry,0,default,1939,8,1940,0,1,11,0,20,8,20,0,0,0,n/a,0,9,0,0,0,0,213,50,0,0,0,87,6,0,82,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7793,7944,0,0,0
3,79,Stuart V,132,light tank,2,armor,0,default,1943,1,1945,0,2,4,2,76,36,91,0,4,2,n/a,0,6,6,226,0,1,204,44,83,0,4,139,60,0,177,60,0,131,60,0,0,0,0,0,0,0,0,0,44,25,25,56,32,32,13,50,42,20,33,15,0,0,0,7710,9964,541,0,0
4,79,Stuart VI,132,light tank,2,armor,0,default,1943,7,1944,0,2,4,2,78,32,90,0,4,2,n/a,0,6,6,226,0,0,204,44,74,0,6,139,60,0,177,60,0,131,60,0,0,0,0,0,0,0,0,0,63,29,28,67,32,32,13,0,42,0,33,10,0,0,0,7773,7773,541,0,0
5,79,Sherman I,130,main battle tank,2,armor,0,default,1943,1,1944,0,4,5,2,99,22,91,0,4,3,n/a,0,5,8,230,0,0,45,47,50,0,0,177,60,0,0,0,0,131,60,0,0,0,0,0,0,0,0,0,51,38,38,95,51,51,18,70,56,0,5,28,15,8,0,8215,8215,887,0,0
6,79,Sherman V,130,main battle tank,2,armor,0,default,1943,7,1949,0,4,5,3,113,26,90,0,4,3,n/a,0,5,8,230,0,1,45,47,50,0,0,139,60,0,177,60,0,131,60,0,0,0,0,0,0,0,0,0,64,38,38,103,64,64,21,0,42,0,11,38,12,8,0,9968,7769,539,0,0
7,79,Pantserwgn M.36,286,heavy armored car,8,recon,0,default,1937,1,1940,0,3,5,2,40,38,11,0,4,2,n/a,0,6,4,228,0,0,13,45,65,0,0,212,60,0,0,0,0,227,60,0,0,0,0,0,0,0,0,0,9,5,5,9,9,9,5,0,33,14,20,0,14,15,0,7958,7958,804,0,0
8,79,Daimler AC,284,armored car,8,recon,0,default,1942,3,1949,0,2,3,2,49,50,90,0,4,3,n/a,0,6,4,224,0,0,19,0,44,0,4,179,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,10,16,14,16,8,0,16,22,12,18,8,28,0,661,661,520,0,0
9,79,Bren Carrier,166,tracked APC,3,APC,0,default,1942,3,1949,0,2,2,2,26,30,50,0,2,2,n/a,0,9,108,124,0,1,109,0,0,0,0,0,0,0,0,0,0,135,60,0,0,0,0,0,0,0,0,0,12,12,12,14,12,12,0,0,14,0,8,0,0,0,0,9987,9987,506,0,0
10,79,Miesse Hvy Trk,297,heavy truck,10,transport,0,default,1930,1,1937,0,4,2,4,15,20,12,0,0,0,n/a,0,9,215,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7971,7971,284,0,0
11,79,AEC Matador,297,heavy truck,10,transport,0,default,1942,3,1945,0,4,2,5,21,21,20,0,0,0,n/a,0,9,220,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337,337,911,0,0
12,79,Mack 7-1/2ton,297,heavy truck,10,transport,0,default,1945,5,1949,0,4,2,5,24,23,51,0,0,0,n/a,0,9,223,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,667,667,546,0,0
13,79,Kromhout HvyTrk,297,heavy truck,10,transport,0,default,1935,6,1942,0,4,2,5,19,23,22,0,0,0,n/a,0,9,218,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7970,7970,72,0,0
14,79,2pdr AT Gun,212,AT gun,5,anti-tank,0,default,1942,3,1942,0,1,5,0,16,1,50,0,2,3,n/a,0,7,0,104,0,0,20,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,669,669,54,0,0
15,79,6pdr AT Gun,212,AT gun,5,anti-tank,0,default,1943,5,1944,0,1,6,0,26,1,61,0,3,3,n/a,0,7,0,105,0,0,29,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,670,670,55,0,0
16,79,6pdr AT Gun,212,AT gun,5,anti-tank,0,default,1944,6,1949,0,1,6,0,51,1,72,0,3,3,n/a,0,7,0,105,0,0,28,16,44,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,670,670,55,0,0
17,79,17pdr AT Gun,212,AT gun,5,anti-tank,0,default,1944,8,1949,0,1,8,0,124,1,80,0,3,7,n/a,0,6,0,108,0,0,38,18,40,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,671,671,57,0,0
18,79,Hvy Mortier Sec,183,heavy mortar,4,artillery,0,default,1946,1,1949,0,1,5,0,26,1,93,0,2,0,n/a,0,6,0,105,0,0,240,50,0,0,0,147,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7932,7932,68,0,0
19,79,25pdr Field Gun,196,howitzer,4,artillery,0,default,1942,1,1949,0,2,8,0,44,1,80,0,2,1,n/a,0,5,0,106,0,0,63,50,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,672,672,661,0,0
20,79,Chevy 1-1/2ton,296,medium truck,10,transport,0,default,1943,6,1949,0,3,2,4,15,29,50,0,0,0,n/a,0,9,112,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405,405,111,0,0
21,79,Mortier Section,179,mortar,4,artillery,0,default,1942,3,1949,0,1,5,0,28,4,72,0,2,0,n/a,0,8,0,0,0,0,37,50,0,0,0,222,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7980,7980,67,0,0
22,79,Hvy Mortier Sqd,183,heavy mortar,4,artillery,0,default,1943,7,1949,0,1,5,0,27,1,93,0,2,0,n/a,0,6,0,0,0,0,72,50,0,0,0,222,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7932,7932,68,0,0
23,79,MG Section,7,machine gun,0,infantry,0,default,1930,1,1940,0,1,5,0,23,8,40,0,3,2,n/a,0,9,0,0,0,0,120,60,0,0,0,87,6,0,216,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7948,7948,0,0,0
24,79,HMG Section,11,heavy MG squad,0,infantry,0,default,1930,1,1940,0,1,10,0,19,6,40,0,3,2,n/a,0,9,0,0,0,0,43,60,0,0,0,87,6,0,216,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7942,7942,0,0,0
25,79,Geweer Section,0,infantry,0,infantry,0,default,1939,8,1940,0,1,11,0,20,9,21,0,0,0,n/a,0,9,0,0,0,0,213,50,0,0,0,85,0,4,241,50,0,87,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7967,7967,0,0,0
