rid,name,nation,start_mo,special,X1,X2,X3,X4,X5,X6,X7,X8,start_yr,end_yr,purchscrn,type,ERID[1],ECNT[1],ERID[2],ECNT[2],ERID[3],ECNT[3],ERID[4],ECNT[4],ERID[5],ECNT[5],ERID[6],ECNT[6],ERID[7],ECNT[7],ERID[8],ECNT[8],ERID[9],ECNT[9],ERID[10],ECNT[10]
1,SP ENH FR v1.1,86,1,11,0,0,0,0,0,0,0,0,30,49,10,5,245,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Truck Platoon,86,1,0,0,0,0,0,0,0,0,0,30,48,4,1,227,1,227,1,227,1,227,1,0,0,0,0,0,0,0,0,0,0,0,0
3,Truck Section,86,1,0,0,0,0,0,0,0,0,0,30,48,4,1,227,1,227,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,Infantry Plt,86,1,0,0,0,0,0,0,0,0,0,30,40,3,1,2,1,8,1,8,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0
5,Resistance Sec,86,7,10,0,0,0,0,0,0,0,0,40,45,3,1,9,1,9,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,Ski Platoon,86,1,10,0,0,0,0,0,0,0,0,30,48,3,1,87,1,11,1,11,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0
7,Ski Section,86,1,10,0,0,0,0,0,0,0,0,30,48,3,1,11,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,Pioneer Sec,86,1,10,0,0,0,0,0,0,0,0,30,40,3,1,14,1,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Airfld AA Guns,86,1,0,0,0,0,0,0,0,0,0,35,40,2,2,24,1,1084,1,1084,1,1031,1,1031,1,0,0,0,0,0,0,0,0,0,0
11,75mm FG Btry,86,1,0,0,0,0,0,0,0,0,0,30,40,2,2,2,1,1062,1,1062,1,1024,1,0,0,0,0,0,0,0,0,0,0,0,0
12,Mortar Section,86,1,2,0,0,0,0,0,0,0,0,35,48,2,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,SS Nord MG Sec,86,1,10,0,0,0,0,0,0,0,0,41,45,3,1,7,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,Sniper,86,1,11,0,0,0,0,0,0,0,0,30,48,3,1,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,75mm MH Btry,86,1,0,0,0,0,0,0,0,0,0,30,40,2,2,2,1,1069,1,1069,1,1024,1,0,0,0,0,0,0,0,0,0,0,0,0
16,Ski Snipers,86,11,11,0,0,0,0,0,0,0,0,40,48,3,1,13,1,13,1,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,Ammo Dump,86,1,0,0,0,0,0,0,0,0,0,30,48,4,1,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,Infantry Co,86,1,1,0,0,0,0,0,0,0,0,30,40,3,2,29,1,1004,1,1004,1,1004,1,0,0,0,0,0,0,0,0,0,0,0,0
19,Resistance Plt,86,7,0,0,0,0,0,0,0,0,0,40,45,3,1,10,1,10,1,10,1,14,1,0,0,0,0,0,0,0,0,0,0,0,0
20,Ski Company,86,1,11,0,0,0,0,0,0,0,0,30,48,3,2,88,1,1016,1,1006,1,1006,1,1006,1,0,0,0,0,0,0,0,0,0,0
21,Rest. Pioneers,86,12,10,0,0,0,0,0,0,0,0,40,45,3,1,14,1,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,Fortifications,86,1,0,0,0,0,0,0,0,0,0,30,40,4,1,176,1,175,1,183,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
