id,nation,name,stat,stat,type,type,pscr,pscr,start_yr,start_mo,end_yr,end_mo,exp_mod,mor_mod,element_rid[0],element_cnt[0],element_rid[1],element_cnt[1],element_rid[2],element_cnt[2],element_rid[3],element_cnt[3],element_rid[4],element_cnt[4],element_rid[5],element_cnt[5],element_rid[6],element_cnt[6],element_rid[7],element_cnt[7],element_rid[8],element_cnt[8],element_rid[9],element_cnt[9]
1,29,SP ENH FR v1.1,4,elite recon,5,force HQ,6,force HQ,1930,1,1949,12,0,0,245,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,29,Truck Platoon,0,average,1,platoon,4,miscellaneous,1939,1,1949,12,0,0,41,1,41,1,41,1,41,1,0,0,0,0,0,0,0,0,0,0,0,0
3,29,Truck Section,0,average,1,platoon,4,miscellaneous,1939,1,1949,12,0,0,41,1,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,29,Rifle Platoon,0,average,1,platoon,3,infantry,1930,1,1949,12,0,0,77,1,8,1,8,1,63,1,63,1,0,0,0,0,0,0,0,0,0,0
5,29,AI Elite*****,4,elite recon,2,company,5,*AI*,1941,1,1949,12,0,0,77,1,1085,1,1085,1,1085,1,1050,1,1013,1,0,0,0,0,0,0,0,0
6,29,Light Mortar,2,dedicated artillery,1,platoon,2,artillery,1930,1,1949,12,0,0,51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,29,Lt Mortar Plt,2,dedicated artillery,1,platoon,2,artillery,1930,1,1949,12,0,0,77,1,51,1,51,1,51,1,0,0,0,0,0,0,0,0,0,0,0,0
8,29,Mortar Platoon,2,dedicated artillery,1,platoon,2,artillery,1935,1,1949,12,0,0,5,1,5,1,5,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0
9,29,AT Gun Section,0,average,1,platoon,2,artillery,1935,1,1949,12,0,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,29,FlaK Section,0,average,1,platoon,2,artillery,1935,1,1949,12,0,0,52,1,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,29,AI Tank***** ,1,recon,2,company,5,*AI*,1943,7,1945,12,0,0,15,1,15,1,1072,1,1075,1,1032,1,1032,1,0,0,0,0,0,0,0,0
12,29,Mortar Section,2,dedicated artillery,1,platoon,2,artillery,1935,1,1949,12,0,0,5,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,29,MG Section,0,average,1,platoon,3,infantry,1930,1,1949,12,0,0,7,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,29,Sniper,4,elite recon,1,platoon,3,infantry,1930,1,1949,12,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,29,Howitzer Btry,0,average,1,platoon,2,artillery,1930,1,1949,12,0,0,16,1,16,1,16,1,16,1,0,0,0,0,0,0,0,0,0,0,0,0
16,29,MG Platoon,0,average,1,platoon,3,infantry,1930,1,1949,12,0,0,7,1,7,1,7,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0
17,29,Munitions Dump,0,average,1,platoon,4,miscellaneous,1930,1,1949,12,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,29,Rifle Company,1,recon,2,company,3,infantry,1930,1,1949,12,0,0,78,1,1004,1,1004,1,1004,1,1050,1,1013,1,0,0,0,0,0,0,0,0
19,29,Vickers Platoon,0,average,1,platoon,1,armor,1938,1,1944,12,0,0,49,1,49,1,49,1,49,1,0,0,0,0,0,0,0,0,0,0,0,0
20,29,Artillery Btry,0,average,1,platoon,2,artillery,1930,7,1949,12,0,0,71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,29,*AI Infantry***,1,recon,2,company,5,*AI*,1930,1,1949,12,0,0,78,1,1004,1,1004,1,1064,1,1050,1,1013,1,0,0,0,0,0,0,0,0
22,29,AI Tank?***** ,0,average,2,company,5,*AI*,1945,4,1949,12,0,0,15,1,15,1,1072,1,1075,1,1032,1,1032,1,0,0,0,0,0,0,0,0
23,29,Wheel FlaK Plt,0,average,1,platoon,2,artillery,1941,3,1949,12,0,0,42,1,42,1,42,1,42,1,0,0,0,0,0,0,0,0,0,0,0,0
24,29,Sapper Company,4,elite recon,2,company,3,infantry,1933,1,1949,12,0,0,78,1,1061,1,1061,1,1061,1,1013,1,1007,1,0,0,0,0,0,0,0,0
25,29,Tankette Plt,0,average,1,platoon,1,armor,1935,1,1944,12,0,0,39,1,39,1,39,1,39,1,0,0,0,0,0,0,0,0,0,0,0,0
26,29,Tankette Co,1,recon,2,company,1,armor,1935,1,1944,12,0,0,39,1,39,1,1025,1,1025,1,1025,1,0,0,0,0,0,0,0,0,0,0
27,29,Lt Tank Co/1Bn,0,average,2,company,1,armor,1940,2,1944,12,0,0,66,1,1028,1,1028,1,1028,1,1028,1,0,0,0,0,0,0,0,0,0,0
28,29,Lt Tank Platoon,0,average,1,platoon,1,armor,1940,3,1944,12,0,0,40,1,40,1,40,1,40,1,0,0,0,0,0,0,0,0,0,0,0,0
29,29,Assault Gun Sec,0,average,1,platoon,1,armor,1943,4,1945,12,0,0,24,1,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
