id,nation,name,stat,stat,type,type,pscr,pscr,start_yr,start_mo,end_yr,element_rid[0],element_cnt[0],element_rid[1],element_cnt[1],element_rid[2],element_cnt[2],element_rid[3],element_cnt[3],element_rid[4],element_cnt[4],element_rid[5],element_cnt[5],element_rid[6],element_cnt[6],element_rid[7],element_cnt[7],element_rid[8],element_cnt[8],element_rid[9],element_cnt[9]
1,76,SP ENH FR v1.1,4,elite recon,4,force HQ,6,force HQ,1930,1,1942,244,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,76,Cavalry Scouts,4,elite recon,1,platoon,4,miscellaneous,1930,1,1940,218,1,218,1,218,1,218,1,0,0,0,0,0,0,0,0,0,0,0,0
3,76,Cavalry Troop,0,average,1,platoon,4,miscellaneous,1930,1,1940,213,1,220,1,220,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,76,Cavalry Sqdrn,1,recon,2,company,4,miscellaneous,1930,1,1940,28,1,1002,1,1003,1,1003,1,1003,1,1003,1,0,0,0,0,0,0,0,0
5,76,Rifle Platoon,0,average,1,platoon,3,infantry,1930,1,1940,219,1,24,1,24,1,24,1,0,0,0,0,0,0,0,0,0,0,0,0
6,76,<<AI AFV 34-42>,3,elite,2,company,5,*AI*,1934,1,1942,1095,1,1104,1,1102,1,1102,1,1108,1,1108,1,1094,1,1115,1,0,0,0,0
7,76,<<AI AFV 30-40>,3,elite,2,company,5,*AI*,1930,1,1940,1104,1,1108,1,1099,1,1029,1,1110,1,1076,1,1013,1,0,0,0,0,0,0
8,76,Rifle Company,1,recon,2,company,3,infantry,1930,1,1940,71,1,1012,1,1005,1,1005,1,1005,1,1005,1,1011,1,0,0,0,0,0,0
9,76,Rifle Platoon+,0,average,1,platoon,3,infantry,1940,6,1940,219,1,14,1,14,1,14,1,23,1,0,0,0,0,0,0,0,0,0,0
10,76,Rifle Company+,1,recon,2,company,3,infantry,1940,6,1940,71,1,1012,1,1009,1,1009,1,1009,1,1009,1,1011,1,0,0,0,0,0,0
11,76,Hvy Weapons Plt,5,elite dedicated artillery,1,platoon,3,infantry,1930,1,1940,219,1,16,1,16,1,16,1,16,1,18,1,0,0,0,0,0,0,0,0
12,76,Inf Command Plt,2,dedicated artillery,1,platoon,5,*AI*,1930,1,1940,219,1,24,1,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,76,Inf AT Section,0,average,1,platoon,3,infantry,1930,1,1942,30,1,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,76,<<AI GRP 34-42>,3,elite,2,company,5,*AI*,1934,1,1942,73,1,1095,1,1119,1,1106,1,1114,1,1099,1,1100,1,1102,1,1094,1,1038,1
15,76,Inf ATR Section,0,average,1,platoon,3,infantry,1940,5,1942,131,1,131,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,76,Sapeurs Section,0,average,1,platoon,3,infantry,1930,1,1942,117,1,117,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,76,Sapeurs Platoon,0,average,1,platoon,3,infantry,1930,1,1942,117,1,117,1,117,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,76,Sapeurs Company,1,recon,2,company,3,infantry,1930,1,1942,71,1,1019,1,1017,1,1017,1,1017,1,1071,1,0,0,0,0,0,0,0,0
19,76,Sapeur Cmnd Plt,0,average,1,platoon,5,*AI*,1930,1,1942,219,1,117,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,76,Regional Plt,6,second line,1,platoon,3,infantry,1930,1,1940,219,1,27,1,27,1,27,1,0,0,0,0,0,0,0,0,0,0,0,0
21,76,Reg Hvy Plt,8,second line dedicated artillery,1,platoon,3,infantry,1930,1,1940,219,1,27,1,16,1,16,1,18,1,0,0,0,0,0,0,0,0,0,0
22,76,Regional Co,7,second line recon,2,company,3,infantry,1930,1,1940,71,1,1012,1,1020,1,1020,1,1020,1,1020,1,1021,1,0,0,0,0,0,0
23,76,<<AI ARTILLERY>,3,elite,2,company,5,*AI*,1930,1,1942,32,1,1078,1,1079,1,1074,1,1071,1,1098,1,1043,1,0,0,0,0,0,0
24,76,Voltigeurs Plt,0,average,1,platoon,1,armor,1939,1,1940,31,1,27,1,27,1,27,1,0,0,0,0,0,0,0,0,0,0,0,0
25,76,Voltigeurs Co,1,recon,2,company,1,armor,1939,1,1940,31,1,1024,1,1024,1,1024,1,1024,1,1068,1,0,0,0,0,0,0,0,0
26,76,Weapons Co,1,recon,2,company,3,infantry,1939,9,1940,71,1,1072,1,1072,1,1072,1,1072,1,1074,1,1080,1,0,0,0,0,0,0
27,76,<<<AI INF CO>>>,3,elite,2,company,5,*AI*,1930,1,1942,71,1,1012,1,1005,1,1005,1,1005,1,1005,1,1083,1,0,0,0,0,0,0
28,76,Chasseurs Plt-,0,average,1,platoon,3,infantry,1939,1,1940,112,1,81,1,81,1,81,1,0,0,0,0,0,0,0,0,0,0,0,0
29,76,Chasseurs Plt,0,average,1,platoon,1,armor,1939,1,1940,112,1,81,1,81,1,81,1,49,1,49,1,49,1,49,1,0,0,0,0
30,76,Chass HMG Plt,1,recon,1,platoon,1,armor,1939,1,1940,16,1,16,1,16,1,16,1,49,1,49,1,0,0,0,0,0,0,0,0
31,76,Chass Mort Plt,2,dedicated artillery,1,platoon,2,artillery,1939,1,1940,18,1,18,1,18,1,18,1,49,1,49,1,49,1,49,1,0,0,0,0
32,76,Chasseurs Co,1,recon,2,company,1,armor,1939,1,1940,71,1,209,1,17,1,209,1,1029,1,1029,1,1029,1,1029,1,0,0,0,0
33,76,Chasseurs ME Co,1,recon,2,company,1,armor,1939,1,1940,71,1,209,1,81,1,209,1,1030,1,1030,1,1031,1,1060,1,1060,1,1060,1
34,76,Colonial Plt,6,second line,1,platoon,3,infantry,1930,1,1942,219,1,130,1,130,1,130,1,130,1,0,0,0,0,0,0,0,0,0,0
35,76,<<AI FORTS>>,0,average,2,company,5,*AI*,1939,1,1942,101,1,1136,1,99,1,1082,1,1076,1,1013,1,0,0,0,0,0,0,0,0
36,76,Tracked APC Plt,0,average,1,platoon,1,armor,1940,5,1940,49,1,49,1,49,1,49,1,0,0,0,0,0,0,0,0,0,0,0,0
37,76,Dragoons Plt-,0,average,1,platoon,3,infantry,1937,1,1940,128,1,135,1,135,1,135,1,0,0,0,0,0,0,0,0,0,0,0,0
38,76,Dragoons S20 Pl,0,average,1,platoon,1,armor,1937,1,1940,128,1,202,1,135,1,135,1,135,1,48,1,48,1,48,1,48,1,0,0
39,76,Dragoons S20 Co,1,recon,2,company,1,armor,1937,1,1940,128,1,17,1,211,1,1038,1,1038,1,1038,1,1072,1,48,1,211,1,211,1
40,76,Dragoons ME Co,1,recon,2,company,1,armor,1937,1,1940,128,1,211,1,139,1,211,1,1072,1,1072,1,1075,1,1080,1,1041,1,1041,1
41,76,Wheeled APC Plt,0,average,1,platoon,1,armor,1937,1,1940,48,1,48,1,48,1,48,1,0,0,0,0,0,0,0,0,0,0,0,0
42,76,Inf Air Platoon,0,average,1,platoon,3,infantry,1939,9,1940,87,1,87,1,87,1,87,1,0,0,0,0,0,0,0,0,0,0,0,0
43,76,<<AI SP-AT SEC>,3,elite,1,platoon,5,*AI*,1941,5,1942,60,1,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,76,Inf Air Company,4,elite recon,2,company,3,infantry,1939,9,1940,71,1,1042,1,1042,1,1042,1,1071,1,1045,1,0,0,0,0,0,0,0,0
45,76,Inf Gun Section,2,dedicated artillery,1,platoon,2,artillery,1930,1,1942,21,1,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,76,Chass Alp Plt,4,elite recon,1,platoon,3,infantry,1930,1,1940,83,1,82,1,82,1,82,1,0,0,0,0,0,0,0,0,0,0,0,0
47,76,Chass Alpins Co,4,elite recon,2,company,3,infantry,1930,1,1940,71,1,1049,1,1046,1,1046,1,1046,1,1046,1,1071,1,1149,1,1050,1,0,0
48,76,+AI Legion Co+,4,elite recon,2,company,5,*AI*,1930,1,1942,71,1,1055,1,1053,1,1053,1,1053,1,1053,1,1072,1,1054,1,1050,1,1059,1
49,76,Alpins Cmnd Plt,2,dedicated artillery,1,platoon,5,*AI*,1930,1,1940,83,1,82,1,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,76,Mtn Gun Sec,2,dedicated artillery,1,platoon,2,artillery,1930,1,1941,38,1,38,1,223,1,223,1,0,0,0,0,0,0,0,0,0,0,0,0
51,76,<<AI VF INF CO>,1,recon,2,company,5,*AI*,1940,7,1942,124,1,1186,1,1183,1,1183,1,1183,1,1183,1,1071,1,1184,1,0,0,0,0
52,76,Special Forces,4,elite recon,1,platoon,3,infantry,1939,9,1940,116,1,116,1,116,1,115,1,115,1,146,1,0,0,0,0,0,0,0,0
