id,nation,name,type,type,uclass,uclass,mclass,mclass,start_yr,start_mo,end_yr,end_mo,size,crew,survive,cost,speed,radio,irvis,fc,rf,ew,stab,rof,load_cap,load_cost,swim,smkdev,wpn1,wpn1_HEammo,wpn1_APammo,wpn1_HEATammo,wpn1_APCRammo,wpn2,wpn2_HEammo,wpn2_APammo,wpn3,wpn3_HEammo,wpn3_APammo,wpn4,wpn4_HEammo,wpn4_APammo,arm_HE_FH,arm_HE_SH,arm_HE_RH,arm_HE_FT,arm_HE_ST,arm_HE_RT,arm_HE_TP,arm_HE_SK,arm_AP_FH,arm_AP_SH,arm_AP_RH,arm_AP_FT,arm_AP_ST,arm_AP_RT,arm_AP_TP,arm_AP_SK,slp_FH,slp_SH,slp_RH,slp_FT,slp_ST,slp_RT,sound,lbm,text,icon,icon_desert,icon_winter
1,89,Vickers II IP,132,light tank,2,armor,0,default,1936,1,1940,0,2,2,1,17,24,22,0,2,2,n/a,0,9,4,224,0,0,41,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,6,10,7,7,9,0,42,0,34,8,14,14,0,630,630,497,0,0
2,89,Mk VIB IP,132,light tank,2,armor,0,default,1936,1,1941,0,2,3,1,42,34,90,0,4,2,n/a,0,9,4,224,0,1,40,80,0,0,0,179,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,12,6,18,12,12,4,0,48,0,32,12,8,8,0,9956,0,503,0,0
3,89,Stuart I/II,132,light tank,2,armor,0,default,1941,6,1942,0,2,4,2,64,34,90,0,4,2,n/a,0,5,6,226,0,1,13,18,85,0,0,139,60,0,177,60,0,176,60,0,0,0,0,0,0,0,0,0,44,25,25,56,25,25,13,50,18,0,16,5,5,5,0,380,7710,504,0,0
4,89,Stuart VI,132,light tank,2,armor,0,default,1944,1,1949,0,2,4,2,85,32,91,0,4,2,n/a,4,6,6,226,0,1,198,24,90,0,0,139,60,0,177,60,0,131,60,0,0,0,0,0,0,0,0,0,63,29,28,67,32,32,13,0,42,0,33,10,0,0,0,381,381,541,0,0
5,89,Sherman IIIAY,130,main battle tank,2,armor,0,default,1945,1,1949,0,4,5,4,181,26,91,0,4,5,n/a,4,5,8,230,0,1,53,30,29,0,2,140,60,0,177,60,0,131,60,0,0,0,0,0,0,0,0,0,72,38,38,103,64,64,22,70,54,0,15,38,12,8,0,392,384,531,0,0
6,89,Sherman IVB CS,129,CS tank,2,armor,0,default,1945,12,1949,0,4,5,3,77,26,91,0,4,2,n/a,0,4,6,230,0,1,68,62,0,4,0,139,60,0,177,60,0,131,60,0,0,0,0,0,0,0,0,0,51,38,38,97,51,51,18,50,56,0,22,28,12,8,0,8215,0,479,0,0
7,89,Crossley AC,284,armored car,8,recon,0,default,1930,1,1935,0,2,3,2,20,36,41,0,4,2,n/a,0,9,2,224,0,0,41,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,0,12,0,0,40,40,40,0,8910,8910,124,0,0
8,89,Crusader I,137,cruiser tank,2,armor,0,default,1941,6,1942,0,3,5,3,60,28,80,0,4,3,n/a,0,7,8,226,0,1,20,0,110,0,0,179,60,0,0,0,0,130,60,0,0,0,0,0,0,0,0,0,26,27,27,39,19,24,10,0,48,0,0,19,40,25,0,636,636,508,0,0
9,89,Stuart V,132,light tank,2,armor,0,default,1943,1,1945,0,2,4,2,88,36,90,0,4,2,n/a,4,6,6,226,0,0,18,44,83,0,20,139,60,0,177,60,0,131,60,0,0,0,0,0,0,0,0,0,44,25,25,56,25,25,13,50,42,20,33,15,0,0,0,9964,9964,541,0,0
10,89,Crusader II,137,cruiser tank,2,armor,0,default,1941,11,1942,0,3,4,3,62,28,90,0,4,3,n/a,0,7,8,226,0,0,20,0,110,0,2,179,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,26,27,49,23,30,8,0,37,0,40,16,40,25,0,619,619,494,0,0
