rid,name,uclass,arm_SK,size,crew,wpn_w1,wpn_w2,wpn_w3,wpn_w4,wpn_ammo_HE1,wpn_ammo_AP1,wpn_ammo_HE2,wpn_ammo_AP2,wpn_ammo_HE3,wpn_ammo_AP3,wpn_ammo_HE4,wpn_ammo_AP4,speed,arm.FH,arm.SH,arm.RH,arm.FT,arm.ST,arm.RT,arm.TP,arm.B07,arm.B08,arm.B09,arm.B10,arm.B11,arm.B12,arm.B13,B46,B47,B48,B49,B50,B51,B52,slp.FH,slp.SH,slp.RH,slp.FT,slp.ST,slp.RT,radio,start_yr,end_yr,cost,nation,lbm,irvis,fc,wpn1_APCRammo,wpn1_HEATammo,rof,stab,rf,B73,load_cap,survive,load_cost,icon,swim,end_mo,smkdev,start_mo,B83,B84,B85,B86,text,sound,B89,B90
1,PSW 221,88,0,2,2,176,0,0,0,90,0,0,0,0,0,0,0,48,9,8,5,10,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,35,31,35,35,35,90,35,41,21,70,137,0,2,0,0,9,0,2,0,0,1,226,435,0,0,1,1,0,0,0,0,137,0,0,0
2,PSW 222,88,0,2,3,20,155,0,0,68,0,60,0,0,0,0,0,48,8,8,5,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,35,31,35,35,35,90,37,49,39,70,138,0,4,0,0,8,0,2,0,0,1,226,768,0,0,1,1,0,0,0,0,138,0,0,0
3,PSW 231 6rad,11,0,3,4,8,230,0,0,70,0,60,0,0,0,0,0,38,8,8,8,8,8,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,36,30,0,30,30,91,33,41,33,70,7028,0,4,0,0,8,0,2,0,0,1,228,443,0,0,0,1,0,0,0,0,7028,0,0,0
4,PSW 231 8rad,11,0,3,4,8,155,0,0,70,0,60,0,0,0,0,0,34,15,8,8,15,8,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,35,35,20,30,30,91,36,49,39,70,36,0,4,0,0,8,0,2,0,0,2,228,765,0,0,1,1,0,0,0,0,36,0,0,0
5,PSW 233,89,0,2,4,206,138,0,0,35,15,60,0,0,0,0,0,50,17,8,8,25,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,35,35,32,35,25,91,43,44,57,70,162,0,4,0,4,6,0,2,0,2,2,226,96,0,0,0,1,0,0,0,0,162,0,0,0
6,PSW 234/1,89,0,2,4,20,131,0,0,68,0,90,0,0,0,0,0,52,33,8,10,33,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,35,39,40,40,38,91,43,49,49,70,38,0,4,0,0,8,0,2,0,2,2,226,430,0,0,0,7,0,0,0,0,38,0,0,0
7,PSW 234/2,89,0,2,4,26,155,0,0,18,30,90,0,0,0,0,0,52,33,8,10,33,10,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,30,33,20,25,25,91,43,49,82,70,39,0,4,4,0,6,0,3,0,2,2,226,766,0,0,1,10,0,0,0,0,39,0,0,0
8,PSW 234/3,89,0,2,4,41,138,0,0,30,15,60,0,0,0,0,0,52,33,8,10,33,10,10,0,9,8,5,10,8,8,0,0,0,0,0,0,0,0,40,30,33,20,25,25,92,44,49,61,70,40,0,4,0,4,6,0,2,0,2,2,226,432,0,0,0,7,0,0,0,0,40,0,0,0
9,PSW 234/4,89,0,2,4,35,138,0,0,8,16,60,0,0,0,0,0,52,33,8,10,33,10,10,0,8,8,5,8,8,8,0,0,0,0,0,0,0,0,40,30,33,20,25,25,92,45,49,96,70,41,0,4,2,0,6,0,4,0,2,2,226,433,0,0,0,1,0,0,0,0,41,0,0,0
10,PzKpfw I B,12,0,2,2,154,0,0,0,90,0,0,0,0,0,0,0,24,17,17,13,19,15,13,6,8,8,8,8,8,8,5,0,0,0,0,0,0,0,25,16,14,13,22,22,91,34,41,26,70,1,0,4,0,0,9,0,2,0,4,1,226,411,0,0,1,1,0,0,0,0,1,0,0,0
