rid,name,wclass,B16,size,warhead,pen.HE,pen.AP,kill,accuracy,rng_max,rng_APCR,pen_APCR,pen_HEAT,sound,X1,X2,X3,X4,X5,X6,X7
1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,7.92mm MG34 LMG,1,0,2,1,0,0,9,36,64,0,0,0,540,0,0,0,0,0,0,0
3,7.92mm MG34 LMG,2,0,2,1,0,0,9,36,64,0,0,0,540,0,0,0,0,0,0,0
4,7.92mm MG34 MG,3,0,3,1,0,0,12,44,100,0,0,0,543,0,0,0,0,0,0,0
5,7.92mm MG42 MG,3,0,3,1,0,0,14,40,100,0,0,0,552,0,0,0,0,0,0,0
6,7.92mm MG34 BMG,5,0,3,1,0,0,10,28,32,0,0,0,546,0,0,0,0,0,0,0
7,20mm FlaKVier38,4,0,222,2,12,38,28,72,160,0,0,0,570,0,0,0,0,0,0,0
8,20mm KwK30 L/50,5,0,222,2,12,38,14,56,80,48,63,0,477,0,0,0,0,0,0,0
9,20mm KwK38 L/55,5,0,222,2,12,38,14,56,96,64,63,0,477,0,0,0,0,0,0,0
10,28mm sPzB41,3,0,4,2,0,0,1,48,64,64,83,0,0,0,0,0,0,0,0,0
11,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,37mm KwK34 L/40,5,0,6,2,11,43,2,40,120,64,64,0,0,0,0,0,0,0,0,0
15,37mm KwK35 L/46,5,0,6,2,12,40,2,40,140,72,74,0,0,0,0,0,0,0,0,0
16,37mm KwK38 L/48,5,0,6,2,12,44,2,44,160,72,78,0,0,0,0,0,0,0,0,0
17,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,20mm KwK38 Hglf,4,0,222,2,12,38,14,48,96,64,63,0,477,0,0,0,0,0,0,0
21,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,47mm PaK36(t),5,0,7,3,17,87,3,60,160,72,127,0,0,0,0,0,0,0,0,0
25,50mm KwK38 L/42,5,0,7,3,18,77,3,60,180,72,130,0,0,0,0,0,0,0,0,0
26,50mm KwK39 L/60,5,0,7,3,20,100,3,72,196,80,161,0,0,0,0,0,0,0,0,0
27,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,37mm PaK36/46,5,0,6,2,12,40,2,44,160,72,58,0,0,0,0,0,0,0,0,0
30,50mm PaK38/45,5,0,7,3,20,100,3,72,196,80,161,0,0,0,0,0,0,0,0,0
31,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,75mm leIG18,6,0,8,4,21,0,6,40,208,0,0,45,0,0,0,0,0,0,0,0
33,75mm leFH16nA,6,0,9,4,23,50,6,48,216,0,0,75,0,0,0,0,0,0,0,0
34,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,75mm PaK40/1,6,0,8,4,27,140,5,84,207,144,178,0,0,0,0,0,0,0,0,0
36,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,150mm sIG33L/11,7,0,12,9,51,0,17,48,211,7,0,185,0,0,0,0,0,0,0,0
38,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,50mm leGrW 36,2,0,2,3,8,0,4,8,52,10,0,0,819,0,0,0,0,0,0,0
40,50mm leGrW 36,3,0,2,3,8,0,4,8,52,10,0,0,819,0,0,0,0,0,0,0
41,75mm KwK37 L/24,6,0,8,4,24,57,6,52,160,0,0,85,0,0,0,0,0,0,0,0
42,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,76.2mm KwK L-11,6,0,8,4,25,75,6,40,100,0,0,0,0,0,0,0,0,0,0,0
45,76.2mm KwK F-34,6,0,8,4,26,92,6,64,160,80,130,75,0,0,0,0,0,0,0,0
46,75mm KwK40 L/43,6,0,8,4,26,135,5,76,206,128,193,0,0,0,0,0,0,0,0,0
47,75mm KwK40 L/48,6,0,8,4,27,140,5,84,207,144,195,0,0,0,0,0,0,0,0,0
48,75mm KwK42 L/70,6,0,9,4,28,188,5,136,209,160,251,0,0,0,0,0,0,0,0,0
49,75mm Kwk44 L/46,6,0,8,4,27,145,5,84,207,144,200,0,0,0,0,0,0,0,0,0
50,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,76mm PaK36(r),6,0,8,4,27,128,5,76,207,144,170,0,0,0,0,0,0,0,0,0
53,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,75mm leFH16nA,6,0,9,4,23,50,6,48,216,0,0,75,0,0,0,0,0,0,0,0
55,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,81mm GrW34 Mtr,3,0,5,5,18,0,8,16,207,20,0,0,0,0,0,0,0,0,0,0
57,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,75mm Geb G36,6,0,6,4,22,0,6,40,215,0,0,75,0,0,0,0,0,0,0,0
59,88mm FlaK18 AT,7,0,12,5,36,162,9,132,210,94,220,120,0,0,0,0,0,0,0,0
60,88mm KwK36 L/56,7,0,10,5,34,162,7,140,208,148,220,110,0,0,0,0,0,0,0,0
61,88mm KwK43 L/71,7,0,10,5,35,232,7,148,212,180,252,0,0,0,0,0,0,0,0,0
62,88mm PaK43 L/71,7,0,10,5,35,232,7,156,212,180,252,0,0,0,0,0,0,0,0,0
63,37mm FlaK36/43,4,0,6,2,12,44,11,60,184,0,0,0,315,0,0,0,0,0,0,0
64,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0
68,105mm StuH42,7,0,12,6,37,84,10,52,160,0,0,105,0,0,0,0,0,0,0,0
69,,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0
70,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,105mm leFH18M,7,0,12,6,34,74,10,48,222,40,0,105,0,0,0,0,0,0,0,0
72,105mm sFK18 ,7,0,12,6,33,68,10,48,231,40,0,0,0,0,0,0,0,0,0,0
73,120mm sGrW42 ,3,0,6,7,24,0,12,16,215,20,0,0,0,0,0,0,0,0,0,0
74,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,TNT,2,0,2,10,80,0,8,4,4,0,0,0,0,0,0,0,0,0,0,0
77,128mm PaK44L/55,7,0,15,8,44,243,11,148,210,100,250,0,0,0,0,0,0,0,0,0
78,150mm StuH43,7,0,12,9,46,0,16,64,196,40,0,185,0,0,0,0,0,0,0,0
79,150mm sFH18,7,0,12,9,52,0,16,48,225,40,0,185,0,0,0,0,0,0,0,0
80,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,7mm FlmW42,8,0,3,15,150,0,15,4,4,0,0,0,0,0,0,0,0,0,0,0
84,Satchel Charge,2,0,2,10,0,222,8,4,4,0,0,150,0,0,0,0,0,0,0,0
85,,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0
86,Panzerminen,2,0,2,10,0,222,0,4,4,0,0,100,483,0,0,0,0,0,0,0
87,StHGr 24,2,0,1,2,19,0,10,4,4,0,0,0,705,0,0,0,0,0,0,0
88,13mm PzB39 ATR,2,0,2,2,0,33,1,24,48,0,0,0,665,0,0,0,0,0,0,0
89,88mm PzGranate,6,0,4,5,222,222,7,12,56,0,0,140,630,0,0,0,0,0,0,0
90,7.92mm FjG42-1,1,0,1,1,0,0,3,12,44,0,0,0,144,0,0,0,0,0,0,0
91,SS Gew PzGr 46,2,0,2,2,12,222,4,8,16,0,0,90,0,0,0,0,0,0,0,0
92,Panzerschreck,2,0,4,4,0,222,2,8,16,0,0,185,636,0,0,0,0,0,0,0
93,Schiessbecher30,2,0,2,2,4,222,4,4,16,0,0,35,0,0,0,0,0,0,0,0
94,Schiessbecher40,2,0,2,2,4,222,4,8,16,0,0,70,0,0,0,0,0,0,0,0
95,7.5mm FM29 LMG,2,0,2,1,0,0,7,24,48,0,0,0,573,0,0,0,0,0,0,0
96,88mm OBA FlaK,7,0,10,5,25,0,7,16,212,40,0,45,0,0,0,0,0,0,0,0
97,7.92mm FjG42-2,1,0,1,1,0,0,3,12,48,0,0,0,144,0,0,0,0,0,0,0
98,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,7.92mm MG42 LMG,2,0,2,1,0,0,11,36,64,0,0,0,552,0,0,0,0,0,0,0
100,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,170mm sFK18,7,0,12,11,61,170,20,68,229,80,0,0,0,0,0,0,0,0,0,0
105,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,14mm FlmW41,9,0,3,20,200,0,20,8,8,0,0,0,0,0,0,0,0,0,0,0
109,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0
111,210mm Moersr 18,7,0,13,13,70,0,25,40,231,96,0,0,0,0,0,0,0,0,0,0
112,Streuwaffen AP,14,0,0,6,0,0,40,4,4,0,0,0,0,0,0,0,0,0,0,0
113,9mm Walther P38,2,0,1,1,0,0,1,4,4,0,0,0,393,0,0,0,0,0,0,0
114,9mm Walther P38,1,0,1,1,0,0,1,4,4,0,0,0,393,0,0,0,0,0,0,0
115,9mm Luger P08,1,0,1,1,0,0,1,4,4,0,0,0,393,0,0,0,0,0,0,0
116,9mm Luger P08,2,0,1,1,0,0,1,4,4,0,0,0,393,0,0,0,0,0,0,0
117,150mm Wurfk/HE,7,0,15,7,42,0,18,0,218,60,0,0,0,0,0,0,0,0,0,0
118,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,8mm 1866 Lebel,1,0,1,1,0,0,1,8,48,0,0,0,567,0,0,0,0,0,0,0
121,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,7.92mm MG37 TMG,5,0,3,1,0,0,8,28,40,0,0,0,573,0,0,0,0,0,0,0
126,7.92mm MG37 BMG,5,0,3,1,0,0,8,28,40,0,0,0,573,0,0,0,0,0,0,0
127,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,7.62mm DT BMG,5,0,3,1,0,0,8,28,32,0,0,0,606,0,0,0,0,0,0,0
130,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,7.92 MG42 Hglt,4,0,3,1,0,0,15,48,120,0,0,0,555,0,0,0,0,0,0,0
132,7.92 MG42 AAMG,4,0,3,1,0,0,11,40,100,0,0,0,555,0,0,0,0,0,0,0
133,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,7.92 MG34 AAMG,4,0,3,1,0,0,9,44,100,0,0,0,546,0,0,0,0,0,0,0
139,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,7.92mm MG42 CMG,5,0,3,1,0,0,15,48,120,0,0,0,555,0,0,0,0,0,0,0
146,7.92mm K98b ZF1,1,0,1,1,0,0,5,60,80,0,0,0,0,0,0,0,0,0,0,0
147,20mm FlaK30/38 ,4,0,222,2,12,38,14,56,160,0,0,0,477,0,0,0,0,0,0,0
148,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,7.92mm Kar 98k,2,0,1,1,0,0,1,16,48,0,0,0,567,0,0,0,0,0,0,0
151,92mm NahVW,5,0,1,3,0,0,2,0,4,0,0,0,994,0,0,0,0,0,0,0
152,7.92mm StG44,1,0,1,1,0,0,4,16,24,0,0,0,144,0,0,0,0,0,0,0
153,7.92mm StG44,1,0,1,1,0,0,4,16,32,0,0,0,144,0,0,0,0,0,0,0
154,7.92mm (2) TMG,5,0,3,1,0,0,14,44,70,0,0,0,324,0,0,0,0,0,0,0
155,7.92mm MG34 CMG,5,0,2,1,0,0,11,48,120,0,0,0,546,0,0,0,0,0,0,0
156,7.92mm MG37 CMG,5,0,2,1,0,0,9,48,100,0,0,0,573,0,0,0,0,0,0,0
157,7.92mm Kar 98k,1,0,1,1,0,0,1,16,48,0,0,0,567,0,0,0,0,0,0,0
158,9mm MP38/40 SMG,1,0,1,1,0,0,3,8,12,0,0,0,558,0,0,0,0,0,0,0
159,7.92mm Kar 98k,2,0,1,1,0,0,1,16,48,0,0,0,567,0,0,0,0,0,0,0
160,9mm MP38/40 SMG,2,0,1,1,0,0,3,8,12,0,0,0,558,0,0,0,0,0,0,0
161,7.92mm MG15,11,0,0,1,10,1,9,24,24,0,0,0,0,0,0,0,0,0,0,0
162,76mm PaK36 ATG,6,0,8,4,27,128,5,68,207,144,170,0,0,0,0,0,0,0,0,0
