rid,name,wclass,B16,size,warhead,pen.HE,pen.AP,kill,B22,accuracy,rng_max,rng_APCR,pen_APCR,pen_HEAT,sound,B30,B31,B32,B33,B34,B35,B36
1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,37mm M5 Gun,5,0,6,2,12,71,0,13,44,120,40,86,0,0,0,0,0,0,0,0
3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,.303 Vickrs TMG,5,0,5,1,0,0,4,0,48,100,0,0,0,579,0,0,0,0,0,0
5,.50 Vickers TMG,5,0,4,1,18,18,0,0,48,120,0,0,0,516,0,0,0,0,0,0
6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,20mm Breda L/65,5,0,222,2,12,38,14,0,56,80,48,63,0,477,0,0,0,0,0,0
9,37mm M6 Gun,5,0,6,2,13,77,0,0,44,140,68,91,0,0,0,0,0,0,0,0
10,,0,0,0,0,0,0,15,8,0,0,0,0,0,0,0,0,0,0,0,0
11,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
13,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,37L40 Vickers T,5,0,6,2,12,43,0,0,44,160,72,77,0,0,0,0,0,0,0,0
15,37mm PaK36/46,5,0,6,2,12,40,0,0,44,160,72,58,0,0,0,0,0,0,0,0
16,,0,0,0,0,0,0,14,6,0,0,0,0,0,0,0,0,0,0,0,0
17,40mm Bofors Gun,4,0,6,3,26,56,0,0,60,207,0,0,0,991,0,0,0,0,0,0
18,,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0
19,2pdr OQF late,5,0,6,2,0,76,0,0,76,160,40,129,0,0,0,0,0,0,0,0
20,2pdr OQF Mk IX,5,0,6,2,0,60,0,0,60,128,40,108,0,0,0,0,0,0,0,0
21,47/32mm m37 Gun,5,0,7,3,13,57,0,0,52,120,0,0,75,0,0,0,0,0,0,0
22,,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0
23,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,3pdr QFSA,5,0,7,3,15,56,0,14,56,120,0,0,0,0,0,0,0,0,0,0
25,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
