rid,name,nation,start_mo,status,B18,B19,B20,B21,B22,B23,B24,B25,start_yr,end_yr,purchscrn,type,ERID[1],ECNT[1],ERID[2],ECNT[2],ERID[3],ECNT[3],ERID[4],ECNT[4],ERID[5],ECNT[5],ERID[6],ECNT[6],ERID[7],ECNT[7],ERID[8],ECNT[8],ERID[9],ECNT[9],ERID[10],ECNT[10]
1,SP ENH FR v1.1,78,1,11,0,0,0,0,0,0,0,0,30,49,10,5,245,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,T.15 Section,78,1,11,0,0,0,0,0,0,0,0,37,40,1,1,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,Inf Tank Sec,78,1,0,0,0,0,0,0,0,0,0,30,40,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,Lt Tank Platoon,78,11,1,0,0,0,0,0,0,0,0,41,45,1,1,6,1,6,1,6,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0
5,Lt Tank Section,78,11,1,0,0,0,0,0,0,0,0,41,49,1,1,6,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,Tank Platoon,78,11,0,0,0,0,0,0,0,0,0,42,49,1,1,67,1,67,1,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,Tank Section,78,11,0,0,0,0,0,0,0,0,0,42,49,1,1,67,1,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,Rifle Platoon,78,1,0,0,0,0,0,0,0,0,0,30,40,3,1,51,1,30,1,30,1,30,1,30,1,60,1,0,0,0,0,0,0,0,0
9,Lorried Inf Plt,78,7,0,0,0,0,0,0,0,0,0,40,45,3,1,156,1,141,1,212,1,103,1,103,1,105,1,105,1,0,0,0,0,0,0
10,Motor Cav Plt,78,1,0,0,0,0,0,0,0,0,0,37,40,3,1,51,1,104,1,104,1,104,1,104,1,0,0,0,0,0,0,0,0,0,0
11,Reserve Platoon,78,1,20,0,0,0,0,0,0,0,0,30,40,3,1,51,1,30,1,30,1,30,1,30,1,60,1,0,0,0,0,0,0,0,0
12,Pionnier Plt,78,1,10,0,0,0,0,0,0,0,0,30,39,3,1,52,1,61,1,61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,Pionnier Co,78,1,11,0,0,0,0,0,0,0,0,30,39,3,2,142,1,15,1,1012,1,1012,1,1028,1,1028,1,0,0,0,0,0,0,0,0
14,Cavalry Platoon,78,1,11,0,0,0,0,0,0,0,0,30,32,3,1,35,1,35,1,35,1,35,1,0,0,0,0,0,0,0,0,0,0,0,0
15,Armor Car Sqdrn,78,11,11,0,0,0,0,0,0,0,0,41,46,1,2,12,1,1053,1,1053,1,1053,1,0,0,0,0,0,0,0,0,0,0,0,0
16,TD Platoon,78,7,0,0,0,0,0,0,0,0,0,39,40,1,1,149,1,149,1,149,1,149,1,0,0,0,0,0,0,0,0,0,0,0,0
17,T.13 Section,78,1,0,0,0,0,0,0,0,0,0,37,40,1,1,10,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,AT Gun Section,78,1,0,0,0,0,0,0,0,0,0,33,49,2,1,18,1,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Howitzer Btry,78,1,0,0,0,0,0,0,0,0,0,30,40,2,1,19,1,19,1,19,1,19,1,0,0,0,0,0,0,0,0,0,0,0,0
20,T.13 Platoon,78,5,0,0,0,0,0,0,0,0,0,35,40,1,1,5,1,5,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,AA Gun Section,78,1,0,0,0,0,0,0,0,0,0,34,45,2,1,24,1,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,Trench Mortars,78,1,2,0,0,0,0,0,0,0,0,30,39,2,1,62,1,62,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,PIAT Section,78,7,0,0,0,0,0,0,0,0,0,43,45,3,1,38,1,38,1,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,Inf AT Section,78,3,0,0,0,0,0,0,0,0,0,40,43,3,1,37,1,37,1,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,Sniper,78,1,11,0,0,0,0,0,0,0,0,30,49,3,1,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,Carrier Section,78,5,0,0,0,0,0,0,0,0,0,40,46,4,1,14,1,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,Truck Section,78,1,0,0,0,0,0,0,0,0,0,30,49,4,1,16,1,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,Truck Platoon,78,1,0,0,0,0,0,0,0,0,0,30,49,4,1,231,1,231,1,231,1,231,1,0,0,0,0,0,0,0,0,0,0,0,0
29,Hvy Truck Sec,78,7,0,0,0,0,0,0,0,0,0,38,49,4,1,17,1,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,Hvy Truck Plt,78,7,0,0,0,0,0,0,0,0,0,38,49,4,1,17,1,17,1,17,1,17,1,0,0,0,0,0,0,0,0,0,0,0,0
31,Strike Element,78,1,0,0,0,0,0,0,0,0,0,37,40,4,1,45,1,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,MG Section,78,1,0,0,0,0,0,0,0,0,0,30,49,3,1,28,1,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,MG Platoon,78,1,0,0,0,0,0,0,0,0,0,30,49,3,1,28,1,28,1,28,1,28,1,0,0,0,0,0,0,0,0,0,0,0,0
34,<<AI FORTS>>,78,1,1,0,0,0,0,0,0,0,0,30,49,5,2,42,1,1181,1,1155,1,1083,1,1083,1,1083,1,1077,1,1033,1,1033,1,1072,1
35,Rifle Platoon-,78,7,0,0,0,0,0,0,0,0,0,40,45,3,1,156,1,33,1,33,1,31,1,31,1,0,0,0,0,0,0,0,0,0,0
36,Rifle Platoon,78,7,2,0,0,0,0,0,0,0,0,40,45,3,1,156,1,141,1,212,1,33,1,33,1,31,1,31,1,0,0,0,0,0,0
37,T.15 Platoon,78,1,11,0,0,0,0,0,0,0,0,37,40,1,1,3,1,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,Inf Tank Plt,78,1,0,0,0,0,0,0,0,0,0,30,40,1,1,2,1,2,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
39,Lt Tank Company,78,11,1,0,0,0,0,0,0,0,0,41,45,1,2,6,1,1004,1,1004,1,1004,1,0,0,0,0,0,0,0,0,0,0,0,0
40,Tank Company,78,11,1,0,0,0,0,0,0,0,0,42,45,1,2,9,1,1007,1,1006,1,1006,1,1006,1,1006,1,0,0,0,0,0,0,0,0
41,Rifle Company,78,1,1,0,0,0,0,0,0,0,0,30,40,3,2,142,1,1008,1,1008,1,1008,1,0,0,0,0,0,0,0,0,0,0,0,0
42,Rifle Company+,78,7,1,0,0,0,0,0,0,0,0,40,45,3,2,144,1,1036,1,1036,1,1036,1,1032,1,1018,1,1022,1,0,0,0,0,0,0
43,Lorried Inf Co,78,7,1,0,0,0,0,0,0,0,0,40,45,3,2,144,1,16,1,1009,1,1009,1,1009,1,1080,1,1178,1,1178,1,1178,1,1028,1
44,Cavalry Sqdrn,78,1,11,0,0,0,0,0,0,0,0,30,32,3,2,35,1,1014,1,1014,1,1014,1,1014,1,0,0,0,0,0,0,0,0,0,0
45,<AI AFV 30-49>>,78,1,1,0,0,0,0,0,0,0,0,30,49,5,2,3,1,1071,1,1071,1,1002,1,1160,1,1005,1,1006,1,1073,1,1083,1,1083,1
46,Motor Cav Co,78,1,1,0,0,0,0,0,0,0,0,37,40,3,2,142,1,60,1,15,1,1010,1,1010,1,1010,1,1178,1,1178,1,1178,1,0,0
47,Hvy Mortar Sec,78,6,2,0,0,0,0,0,0,0,0,44,49,2,1,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,Hvy Mortar Plt,78,6,2,0,0,0,0,0,0,0,0,44,49,2,1,27,1,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,Carrier Platoon,78,5,0,0,0,0,0,0,0,0,0,40,46,4,1,107,1,14,1,14,1,14,1,0,0,0,0,0,0,0,0,0,0,0,0
50,Inf Tank Plt,78,7,0,0,0,0,0,0,0,0,0,41,45,1,1,66,1,66,1,66,1,66,1,0,0,0,0,0,0,0,0,0,0,0,0
51,Inf Tank Co,78,7,1,0,0,0,0,0,0,0,0,41,45,1,2,66,1,1050,1,1050,1,1050,1,0,0,0,0,0,0,0,0,0,0,0,0
52,Ammo Dump,78,1,0,0,0,0,0,0,0,0,0,30,49,4,1,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,Armored Car Plt,78,11,1,0,0,0,0,0,0,0,0,41,46,1,1,12,1,158,1,158,1,12,1,12,1,0,0,0,0,0,0,0,0,0,0
54,Command Post,78,1,11,0,0,0,0,0,0,0,0,30,49,4,1,53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,Armored Car Sec,78,11,1,0,0,0,0,0,0,0,0,41,49,1,1,12,1,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,Rifle Company,78,7,1,0,0,0,0,0,0,0,0,40,45,3,2,144,1,1036,1,1036,1,1036,1,0,0,0,0,0,0,0,0,0,0,0,0
57,Reserve Company,78,1,21,0,0,0,0,0,0,0,0,30,40,3,2,142,1,1011,1,1011,1,1011,1,0,0,0,0,0,0,0,0,0,0,0,0
58,Turreted TD Sec,78,7,0,0,0,0,0,0,0,0,0,43,49,1,1,148,1,148,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,Howitzer Sec,78,1,0,0,0,0,0,0,0,0,0,30,40,2,1,40,1,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,Artillery Btry,78,1,0,0,0,0,0,0,0,0,0,30,49,2,1,59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,Artillery Btln,78,1,0,0,0,0,0,0,0,0,0,30,49,2,1,59,1,59,1,59,1,59,1,0,0,0,0,0,0,0,0,0,0,0,0
62,Recon Jeep Sec,78,5,1,0,0,0,0,0,0,0,0,42,49,4,1,68,1,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,Scout Car Sec,78,8,1,0,0,0,0,0,0,0,0,40,46,1,1,158,1,158,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
