id,nation,name,type,type,uclass,uclass,mclass,mclass,start_yr,start_mo,end_yr,end_mo,size,crew,survive,cost,speed,radio,irvis,fc,rf,stab,rof,load_cap,load_cost,swim,smkdev,wpn1,wpn1_HEammo,wpn1_APammo,wpn1_HEATammo,wpn1_APCRammo,wpn2,wpn2_HEammo,wpn2_APammo,wpn3,wpn3_HEammo,wpn3_APammo,wpn4,wpn4_HEammo,wpn4_APammo,arm_HE_FH,arm_HE_SH,arm_HE_RH,arm_HE_FT,arm_HE_ST,arm_HE_RT,arm_HE_TP,arm_HE_SK,arm_AP_FH,arm_AP_SH,arm_AP_RH,arm_AP_FT,arm_AP_ST,arm_AP_RT,arm_AP_TP,arm_AP_SK,slp_FH,slp_SH,slp_RH,slp_FT,slp_ST,slp_RT,sound,lbm,text,icon,icon_desert,icon_winter
1,75,Type 91 RailCar,233,armored car,8,recon,0,default,1931,1,1949,0,3,6,2,24,22,20,0,4,2,0,9,4,228,0,0,206,50,0,0,0,0,0,0,213,40,0,213,40,0,0,0,0,0,0,0,0,0,24,16,8,12,12,12,8,60,5,0,0,18,18,18,0,776,776,607,0,0
2,75,Type 92 AC,233,armored car,8,recon,0,default,1933,1,1940,0,2,4,1,18,26,20,0,4,2,0,5,4,226,0,0,118,90,0,0,0,0,0,0,206,50,0,206,50,0,0,0,0,0,0,0,0,0,16,11,11,11,11,11,8,60,5,0,15,12,22,22,0,775,775,606,0,0
3,75,Ammo Crates,276,ammo carrier,14,other,0,default,1930,1,1949,0,0,1,0,40,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1000,645,0,0
5,75,Type 92 Tkt,112,light tank,2,armor,0,default,1933,1,1940,0,2,3,1,23,22,10,0,4,2,0,8,4,224,0,0,244,90,0,0,0,0,0,0,0,0,0,233,60,0,0,0,0,0,0,0,0,0,6,6,4,6,6,4,4,50,50,12,22,0,7,7,0,761,761,642,0,0
6,75,Type 94 Tkt,112,light tank,2,armor,0,default,1935,1,1949,0,2,2,1,19,24,11,0,4,2,0,8,4,226,0,0,245,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,8,12,10,10,6,50,50,12,22,0,7,7,0,762,762,598,0,0
7,75,Type 97B Te-Ke,112,light tank,2,armor,0,default,1938,1,1949,0,2,2,1,32,26,11,0,4,2,0,4,4,226,0,0,13,60,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,8,12,16,10,6,50,56,24,15,5,22,22,0,763,763,599,0,0
8,75,Type 97A Te-Ke,112,light tank,2,armor,0,default,1938,1,1949,0,2,2,1,21,26,10,0,4,2,0,8,4,226,0,0,245,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,8,12,16,10,6,50,56,24,15,5,22,22,0,763,763,599,0,0
10,75,Renault FT,119,infantry tank,2,armor,0,default,1930,2,1933,0,2,2,1,3,6,12,0,4,2,0,3,0,226,0,0,227,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,6,10,8,8,4,0,52,0,0,0,0,0,0,7546,7546,191,0,0
11,75,Type 95 Ha-Go,113,medium tank,2,armor,0,default,1937,1,1939,0,2,3,3,37,28,10,0,4,2,0,4,6,226,0,0,13,80,39,0,0,0,0,0,0,0,0,209,90,0,0,0,0,0,0,0,0,0,12,12,8,12,12,12,6,50,48,15,10,15,18,15,0,764,764,368,0,0
12,75,Type 95 Ha-Go,113,medium tank,2,armor,0,default,1940,1,1949,0,2,3,3,42,28,10,0,4,2,0,4,6,226,0,0,14,80,39,0,0,0,0,0,0,0,0,209,90,0,0,0,0,0,0,0,0,0,12,12,8,12,12,12,6,50,48,15,10,15,18,15,0,764,764,368,0,0
