rid,name,wclass,B16,size,warhead,pen.HE,pen.AP,kill,B22,accuracy,rng_max,rng_APCR,pen_APCR,pen_HEAT,sound,B30,B31,B32,B33,B34,B35,B36
1,Misc Small Arms,2,0,1,1,0,0,0,0,8,12,0,0,0,662,0,0,0,0,0,0
2,PPSh-41 SMG,1,0,1,1,0,0,2,8,4,16,0,0,0,600,0,0,0,0,0,0
3,.303 SMLE No.4,1,0,1,1,0,0,0,8,20,24,0,0,0,0,0,0,0,0,0,0
4,8mm Berthier,1,0,1,1,0,0,4,8,16,48,0,0,0,0,0,0,0,0,0,0
5,9mm Sten MkI,1,0,1,1,0,0,0,0,4,8,0,0,0,585,0,0,0,0,0,0
6,7.92mm MG34 BMG,5,0,3,1,0,0,1,14,28,32,0,0,0,546,0,0,0,0,0,0
7,8mm Berthier,1,0,1,1,0,0,0,0,16,24,0,0,0,0,0,0,0,0,0,0
8,20mm KwK30 L/50,5,0,222,2,12,38,1,8,56,80,48,63,0,477,0,0,0,0,0,0
9,25mm KwK L/73,5,0,6,2,9,30,0,0,40,96,0,0,0,0,0,0,0,0,0,0
10,7.92mm MG34 MG,3,0,3,1,0,0,3,8,44,100,0,0,0,543,0,0,0,0,0,0
11,37mm FlaK36/43,4,0,6,2,12,44,0,0,60,184,0,0,0,315,0,0,0,0,0,0
12,37mm KwK18 (f),5,0,6,2,9,27,10,8,28,80,0,0,0,0,0,0,0,0,0,0
13,37mm KwK38 (f),5,0,6,2,11,39,0,0,32,120,0,0,0,0,0,0,0,0,0,0
14,37mm vz.34 Gun,5,0,6,2,11,39,1,11,40,160,0,0,0,0,0,0,0,0,0,0
15,37mm A7 Gun,5,0,6,2,12,42,0,0,44,160,72,58,0,0,0,0,0,0,0,0
16,37mm L56 M6 Gun,5,0,6,2,13,71,14,8,44,140,60,86,0,0,0,0,0,0,0,0
17,37mm vz.37 AA,4,0,6,3,26,56,0,0,60,207,0,0,0,0,0,0,0,0,0,0
18,37mm PUV vz.30,5,0,6,2,11,43,2,2,40,160,72,0,0,0,0,0,0,0,0,0
19,37mm PUV vz.37,5,0,6,2,12,42,0,0,44,160,72,0,0,0,0,0,0,0,0,0
20,40mm Bofors Gun,4,0,6,3,26,56,12,1,60,207,0,0,0,991,0,0,0,0,0,0
21,47mm KwK35 L/34,5,0,7,3,14,51,0,0,52,120,0,0,0,0,0,0,0,0,0,0
22,PPSh-41 SMG,2,0,1,1,0,0,11,1,4,16,0,0,0,600,0,0,0,0,0,0
23,47mm KwK47/40,5,0,7,3,15,68,0,0,56,120,40,70,0,0,0,0,0,0,0,0
24,47mm PUV vz.36,5,0,7,3,17,70,4,1,80,160,72,127,0,0,0,0,0,0,0,0
25,50mm KwK38 L/42,5,0,7,3,18,77,0,0,60,180,72,130,0,0,0,0,0,0,0,0
26,50mm PUV vz.38,5,0,7,3,20,104,2,9,72,196,80,161,0,0,0,0,0,0,0,0
27,8mm Berthier,2,0,1,1,0,0,0,0,16,48,0,0,0,0,0,0,0,0,0,0
28,47mm KwK47/32,5,0,7,3,14,47,2,7,52,120,60,69,75,0,0,0,0,0,0,0
29,7.92mm MG34 LMG,2,0,2,1,0,0,0,0,36,64,0,0,0,540,0,0,0,0,0,0
30,50mm PaK38/45,5,0,7,3,20,100,2,6,72,196,80,161,0,0,0,0,0,0,0,0
31,8mm Berthier,2,0,1,1,0,0,0,0,16,24,0,0,0,0,0,0,0,0,0,0
32,9mm Sten MkI,2,0,1,1,0,0,4,5,4,8,0,0,0,585,0,0,0,0,0,0
33,.303 SMLE No.4,2,0,1,1,0,0,0,0,20,24,0,0,0,0,0,0,0,0,0,0
34,,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0
35,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,76mm vz.39 FG,6,0,9,4,25,86,2,5,40,216,0,0,70,0,0,0,0,0,0,0
37,3in OML Mortar,3,0,5,5,12,0,0,0,16,208,20,0,0,0,0,0,0,0,0,0
38,20mm M35 L/65,5,0,222,2,12,38,2,1,56,80,48,63,0,477,0,0,0,0,0,0
39,75mm StuK75/18,6,0,8,4,22,57,0,0,56,223,40,0,70,0,0,0,0,0,0,0
40,50mm leGrW 36,3,0,2,3,8,0,11,15,8,52,10,0,0,819,0,0,0,0,0,0
41,75mm KwK37 L/24,6,0,8,4,24,57,0,0,52,160,0,0,85,0,0,0,0,0,0,0
42,7.92mm Kar 98k,1,0,1,1,0,0,3,5,16,24,0,0,0,567,0,0,0,0,0,0
43,7.92mm MG38 BMG,5,0,3,1,0,0,0,0,28,40,0,0,0,420,0,0,0,0,0,0
44,75mm 75/34 Gun,6,0,8,4,25,82,4,14,48,160,0,0,70,0,0,0,0,0,0,0
45,75mm PUV vz.40,6,0,8,4,25,140,0,0,84,160,40,178,0,0,0,0,0,0,0,0
46,75mm leFH16nA,6,0,9,4,23,50,3,6,48,216,0,0,75,0,0,0,0,0,0,0
47,75mm KwK40 L/48,6,0,8,4,27,140,0,0,84,207,144,195,0,0,0,0,0,0,0,0
48,75mm KwK42 L/70,6,0,9,4,28,188,3,5,136,209,160,251,0,0,0,0,0,0,0,0
49,76.2mm KwK L-11,6,0,8,4,25,75,0,0,40,100,0,0,0,0,0,0,0,0,0,0
50,76.2mm KwK F-34,6,0,8,4,26,92,3,40,64,160,80,130,75,0,0,0,0,0,0,0
51,75mm KwK44 L/46,6,0,8,4,27,145,0,0,84,207,144,200,0,0,0,0,0,0,0,0
52,76mm PaK36(r),6,0,8,4,27,128,3,2,76,207,144,170,0,0,0,0,0,0,0,0
53,17pdr OQF Gun,6,0,9,4,29,184,0,0,140,207,192,251,0,0,0,0,0,0,0,0
54,75mm StuK75/46,6,0,8,4,27,146,1,0,100,207,140,176,0,0,0,0,0,0,0,0
55,7.92mm MG42 LMG,2,0,2,1,0,0,0,0,36,64,0,0,0,552,0,0,0,0,0,0
56,81mm vz.36 Mtr,3,0,5,5,18,0,4,0,0,208,20,0,0,0,0,0,0,0,0,0
57,81mm Mle27/31,3,0,5,5,7,0,0,0,16,207,20,0,0,0,0,0,0,0,0,0
58,,0,0,0,0,0,0,9,5,0,0,0,0,0,0,0,0,0,0,0,0
59,88mm FlaK18/36,4,0,12,5,36,162,0,0,132,210,94,220,120,0,0,0,0,0,0,0
60,88mm KwK36 L/56,7,0,10,5,34,162,3,11,140,208,148,220,110,0,0,0,0,0,0,0
61,88mm KwK43 L/71,7,0,10,5,35,232,0,0,148,212,180,252,0,0,0,0,0,0,0,0
62,,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0
63,75mm PaK40/2,6,0,8,4,28,142,0,0,92,207,180,195,0,0,0,0,0,0,0,0
64,,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
65,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
67,95mm L22 Gun,7,0,11,6,31,0,0,0,60,160,0,0,110,0,0,0,0,0,0,0
68,105/25mm L28 ,7,0,12,6,37,76,0,10,52,160,80,0,104,0,0,0,0,0,0,0
69,,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0
70,100mm vz.35 FH,7,0,12,6,30,0,0,12,32,218,0,0,0,0,0,0,0,0,0,0
71,105mm leFH18M,7,0,12,6,34,74,0,0,48,222,40,0,105,0,0,0,0,0,0,0
72,,0,0,0,0,0,0,6,12,0,0,0,0,0,0,0,0,0,0,0,0
73,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,,0,0,0,0,0,0,7,3,0,0,0,0,70,0,0,0,0,0,0,0
75,9mm Luger P08,1,0,1,1,0,0,0,0,4,4,0,0,0,393,0,0,0,0,0,0
76,105mm K18 L/52,7,0,12,6,33,148,14,0,68,213,40,0,0,0,0,0,0,0,0,0
77,128mm K40 L/61 ,7,0,15,9,44,252,0,0,132,210,180,254,0,0,0,0,0,0,0,0
78,128mm PaK44L/55,7,0,15,8,44,243,6,0,148,210,100,250,0,0,0,0,0,0,0,0
79,150mm sFH18,7,0,12,9,52,0,0,0,48,225,40,0,185,0,0,0,0,0,0,0
80,TNT,2,0,2,10,80,0,4,0,4,4,0,0,0,0,0,0,0,0,0,0
81,9mm Luger P08,2,0,1,1,0,0,0,0,4,4,0,0,0,393,0,0,0,0,0,0
82,6pdr OQF Mk4/5L,5,0,7,3,22,112,6,15,76,160,144,158,0,0,0,0,0,0,0,0
83,Flamethrower,8,0,2,15,150,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0
84,Satchel Charge,2,0,2,10,0,222,1,6,4,4,0,0,150,0,0,0,0,0,0,0
85,Molotov,8,0,1,3,55,222,0,0,4,4,0,0,55,603,0,0,0,0,0,0
86,Anti-Tank Mine,2,0,2,10,0,222,8,8,4,4,0,0,100,483,0,0,0,0,0,0
87,RG-42 Grenade,2,0,1,2,19,0,0,0,4,4,0,0,0,705,0,0,0,0,0,0
88,13mm PzB39 ATR,2,0,2,2,0,33,6,0,24,48,0,0,0,665,0,0,0,0,0,0
89,Panzerfaust 60,2,0,4,4,0,222,0,0,4,8,0,0,198,624,0,0,0,0,0,0
90,75mm PaK97/38,6,0,8,4,25,96,6,0,48,120,40,131,85,0,0,0,0,0,0,0
91,150mm sIG33L/11,7,0,12,9,51,0,0,0,48,211,7,0,185,0,0,0,0,0,0,0
92,Panzerschreck,2,0,4,4,0,222,6,9,8,16,0,0,185,636,0,0,0,0,0,0
93,Schiessbecher30,2,0,2,2,4,222,0,0,4,16,0,0,35,0,0,0,0,0,0,0
94,VB Gr Fl Grende,2,0,2,2,8,0,5,9,8,12,0,0,0,0,0,0,0,0,0,0
95,7.5mm FM24,2,0,2,1,0,0,0,0,24,60,0,0,0,618,0,0,0,0,0,0
96,Maxim 08 CMG,5,0,2,1,0,0,5,0,40,80,0,0,0,0,0,0,0,0,0,0
97,7.92 vz.26 LMG,2,0,2,1,0,0,0,0,32,48,0,0,0,588,0,0,0,0,0,0
98,7.62mm DP LMG,2,0,2,1,0,0,6,0,28,64,0,0,0,656,0,0,0,0,0,0
99,.303 Bren LMG,2,0,2,1,0,0,0,0,32,80,0,0,0,588,0,0,0,0,0,0
100,7.92mm vz24 HMG,3,0,4,1,0,0,6,0,40,80,0,0,0,0,0,0,0,0,0,0
101,8mm Mle14 HMG,3,0,4,1,0,0,0,0,36,120,0,0,0,324,0,0,0,0,0,0
102,7.92mm MG34 MG,3,0,3,1,0,0,5,0,44,100,0,0,0,543,0,0,0,0,0,0
103,Skoda 22cm M28,7,0,14,13,72,0,0,0,16,223,80,0,0,0,0,0,0,0,0,0
104,170mm sFK18,7,0,12,11,61,170,5,9,68,229,80,0,0,0,0,0,0,0,0,0
105,75mm OQF MV,6,0,8,4,25,106,0,0,84,192,0,0,0,0,0,0,0,0,0,0
106,Panzerfaust 30,2,0,4,4,0,222,5,0,4,4,0,0,198,624,0,0,0,0,0,0
107,.303 Vickers MG,3,0,4,1,0,0,0,0,48,100,0,0,0,579,0,0,0,0,0,0
108,Flammenwerfer,9,0,3,20,200,0,5,9,8,8,0,0,0,0,0,0,0,0,0,0
109,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,Pistole vz.24,2,0,1,1,0,0,11,8,4,4,0,0,0,0,0,0,0,0,0,0
111,150mm vz.25 FH,7,0,12,9,50,0,0,0,36,225,40,0,0,0,0,0,0,0,0,0
112,210mm Moersr 18,7,0,13,13,70,0,8,0,40,231,96,0,0,0,0,0,0,0,0,0
113,Gr Ma OF37 Gren,2,0,1,2,19,0,0,0,4,4,0,0,0,705,0,0,0,0,0,0
114,Pistole vz.24,1,0,1,1,0,0,8,0,4,4,0,0,0,0,0,0,0,0,0,0
115,RG-34 Grenade,2,0,1,2,19,0,0,0,4,4,0,0,0,705,0,0,0,0,0,0
116,No.36 Mills Grn,2,0,1,2,19,0,0,15,4,4,0,0,0,705,0,0,0,0,0,0
117,StHGr 24,2,0,1,2,19,0,0,0,4,4,0,0,0,705,0,0,0,0,0,0
118,7.92mm vz24 BMG,5,0,3,1,0,0,9,4,28,32,0,0,0,573,0,0,0,0,0,0
119,7.92mm vz24 CMG,5,0,4,1,0,0,0,0,40,80,0,0,0,0,0,0,0,0,0,0
120,7.92mm vz37 MG,3,0,3,1,0,0,7,4,40,80,0,0,0,0,0,0,0,0,0,0
121,Panzerfaust 150,2,0,4,4,0,222,0,0,8,16,0,0,210,624,0,0,0,0,0,0
122,7.62 Maxim HMG,3,0,4,1,0,0,7,1,40,120,0,0,0,644,0,0,0,0,0,0
123,7.62mm SG43 MG,3,0,3,1,0,0,0,0,44,100,0,0,0,659,0,0,0,0,0,0
124,12.7mm DShK HMG,3,0,4,1,20,20,0,9,44,160,0,0,0,333,0,0,0,0,0,0
125,.50cal M2-HB AA,4,0,4,1,23,23,0,0,36,160,0,0,0,516,0,0,0,0,0,0
126,7.92 vz.37 BMG,5,0,3,1,0,0,5,14,28,32,0,0,0,0,0,0,0,0,0,0
127,7.92 vz.26 CMG,5,0,2,1,0,0,0,0,40,80,0,0,0,0,0,0,0,0,0,0
128,.303 Vickrs BMG,5,0,3,1,0,0,0,8,28,32,0,0,0,579,0,0,0,0,0,0
129,7.62mm DT BMG,5,0,3,1,0,0,0,0,28,32,0,0,0,606,0,0,0,0,0,0
130,7.92 vz.35 BMG,5,0,3,1,0,0,0,2,28,32,0,0,0,0,0,0,0,0,0,0
131,30 cal BMG,5,0,3,1,0,0,0,0,28,32,0,0,0,525,0,0,0,0,0,0
132,7.92 MG42 AAMG,4,0,3,1,0,0,0,50,40,100,0,0,0,555,0,0,0,0,0,0
133,7.92 vz.26 BMG,5,0,3,1,0,0,0,0,28,32,0,0,0,0,0,0,0,0,0,0
134,37mm SA18 Gun,5,0,6,2,10,32,10,46,40,100,0,0,0,0,0,0,0,0,0,0
135,7.92mm vz.24,1,0,1,1,0,0,0,0,12,24,0,0,0,0,0,0,0,0,0,0
136,14.5mm PTRD ATR,2,0,2,2,0,37,10,7,28,52,40,44,0,665,0,0,0,0,0,0
137,7.92mm vz.24 ,2,0,1,1,0,0,0,0,12,24,0,0,0,0,0,0,0,0,0,0
138,7.92 MG34 AAMG,4,0,3,1,0,0,0,5,44,100,0,0,0,546,0,0,0,0,0,0
139,.30cal M1917 AA,4,0,3,1,0,0,0,0,48,100,0,0,0,525,0,0,0,0,0,0
140,37mm BK3.7,11,0,0,2,52,0,10,0,20,24,0,0,0,0,0,0,0,0,0,0
141,7.62 M1891/30 ,1,0,1,1,0,0,0,0,60,80,0,0,0,0,0,0,0,0,0,0
142,20mm Solothurn,2,0,2,2,0,32,10,9,32,60,0,0,0,665,0,0,0,0,0,0
143,SMLE No4 MkI(T),1,0,1,1,0,0,0,0,60,80,0,0,0,0,0,0,0,0,0,0
144,7.62mm Mosin/38,1,0,1,1,0,0,0,8,16,40,0,0,0,0,0,0,0,0,0,0
145,7.92mm MG42 CMG,5,0,3,1,0,0,0,0,48,120,0,0,0,555,0,0,0,0,0,0
146,7.92mm K98b ZF1,1,0,1,1,0,0,0,6,60,80,0,0,0,0,0,0,0,0,0,0
147,20mm vz.36 AA,4,0,222,2,12,38,0,0,56,160,0,0,0,477,0,0,0,0,0,0
148,.303 Bren AAMG,4,0,3,1,0,0,0,4,32,80,0,0,0,588,0,0,0,0,0,0
149,SMLE No4 MkI(T),1,0,1,1,0,0,0,0,60,80,0,0,0,0,0,0,0,0,0,0
150,320mm Flame Rkt,18,0,10,17,88,0,1,12,0,205,20,0,0,0,0,0,0,0,0,0
151,92mm NahVW,5,0,1,3,0,0,0,0,0,4,0,0,0,994,0,0,0,0,0,0
152,,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0
153,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,7.92mm 12/33,1,0,1,1,0,0,11,0,60,80,0,0,0,0,0,0,0,0,0,0
155,7.92mm MG34 CMG,5,0,2,1,0,0,0,0,48,120,0,0,0,546,0,0,0,0,0,0
156,7.92 vz.37 CMG,5,0,2,1,0,0,11,5,36,80,0,0,0,0,0,0,0,0,0,0
157,7.92mm vz.24 ,1,0,1,1,0,0,0,0,12,44,0,0,0,0,0,0,0,0,0,0
158,,0,0,0,0,0,0,16,5,0,0,0,0,0,0,0,0,0,0,0,0
159,7.62mm ShKAS MG,11,0,0,1,10,1,0,0,24,24,0,0,0,0,0,0,0,0,0,0
160,7.7mm Mk30 MG,11,0,0,1,10,1,8,0,24,24,0,0,0,0,0,0,0,0,0,0
161,7.92mm MG17,11,0,0,1,10,1,0,0,24,24,0,0,0,0,0,0,0,0,0,0
162,9mm MP38/40 SMG,1,0,1,1,0,0,1,32,8,12,0,0,0,558,0,0,0,0,0,0
163,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
165,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,13mm MG131,11,0,0,1,17,1,15,0,24,24,0,0,0,0,0,0,0,0,0,0
167,23mm NS Cannon,11,0,0,2,30,0,0,0,20,24,0,0,0,0,0,0,0,0,0,0
168,30mm Mk101,11,0,0,2,35,0,8,0,20,24,0,0,0,0,0,0,0,0,0,0
169,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
171,7.62mm DT CMG,5,0,2,1,0,0,0,0,40,100,0,0,0,606,0,0,0,0,0,0
172,7.62mm DT TMG,5,0,2,1,0,0,0,9,40,100,0,0,0,606,0,0,0,0,0,0
173,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,,0,0,0,0,0,0,10,9,0,0,0,0,0,0,0,0,0,0,0,0
175,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
177,.30cal CMG,5,0,2,1,0,0,0,0,48,120,0,0,0,525,0,0,0,0,0,0
178,,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
179,7.92 vz.35 CMG,5,0,2,1,0,0,0,0,44,80,0,0,0,0,0,0,0,0,0,0
180,10 kg Bomb,11,0,0,5,25,0,6,9,12,4,0,0,0,0,0,0,0,0,0,0
181,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,,0,0,0,0,0,0,17,14,0,0,0,0,0,0,0,0,0,0,0,0
183,9mm MP38/40 x5,2,0,1,1,0,0,0,0,8,12,0,0,0,558,0,0,0,0,0,0
184,7.92mm vz.24x4,2,0,1,1,0,0,2,6,28,48,0,0,0,0,0,0,0,0,0,0
185,7.92mm vz.24x4,2,0,1,1,0,0,0,0,28,24,0,0,0,0,0,0,0,0,0,0
186,9mm Walther P38,1,0,1,1,0,0,4,1,4,4,0,0,0,393,0,0,0,0,0,0
187,7.92mm vz24 TMG,5,0,4,1,0,0,0,0,36,80,0,0,0,0,0,0,0,0,0,0
188,Lt Naval Gun,10,0,99,8,54,0,6,14,28,227,0,0,0,0,0,0,0,0,0,0
189,Explosives,2,0,2,8,150,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0
190,PIAT,2,0,3,4,0,222,7,8,4,8,0,0,130,633,0,0,0,0,0,0
191,Hvy Naval Gun,10,0,99,20,145,0,0,0,16,230,0,0,0,0,0,0,0,0,0,0
192,600mm Siege Mrt,7,0,99,16,249,0,9,8,48,229,0,0,0,0,0,0,0,0,0,0
193,8mm Breda AAMG,4,0,3,1,0,0,0,0,44,80,0,0,0,420,0,0,0,0,0,0
194,75mm OQF MV,6,0,8,4,25,106,8,1,84,192,0,0,0,0,0,0,0,0,0,0
195,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,7.9mm Besa CMG,5,0,2,1,0,0,6,1,48,120,0,0,0,0,0,0,0,0,0,0
197,7.9mm Besa BMG,5,0,3,1,0,0,0,0,28,32,0,0,0,0,0,0,0,0,0,0
198,.303 Bren LMG,1,0,2,1,0,0,6,0,32,80,0,0,0,588,0,0,0,0,0,0
199,2in MkII SBML,3,0,2,3,9,0,0,0,16,40,0,0,0,819,0,0,0,0,0,0
200,7.92mm MG17,11,0,0,1,10,1,8,9,24,24,0,0,0,0,0,0,0,0,0,0
201,2in MkII* SBML,2,0,2,3,9,0,0,0,16,40,0,0,0,819,0,0,0,0,0,0
202,,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
203,75mm PaK40/1,6,0,8,4,27,140,0,0,84,207,144,178,0,0,0,0,0,0,0,0
204,75mm PaK40/3,6,0,8,4,27,142,12,7,104,207,180,216,0,0,0,0,0,0,0,0
205,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,280mm HE Rocket,7,0,16,15,72,0,27,0,0,205,20,0,0,0,0,0,0,0,0,0
207,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,,0,0,0,0,0,0,20,2,0,0,0,0,0,0,0,0,0,0,0,0
209,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0
211,7.5mm FM31 TMG,5,0,2,1,0,0,0,0,36,120,0,0,0,0,0,0,0,0,0,0
212,7.5mm MG31 CMG,5,0,2,1,0,0,6,6,40,80,0,0,0,0,0,0,0,0,0,0
213,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,,0,0,0,0,0,0,14,2,0,0,0,0,0,0,0,0,0,0,0,0
215,7.92mm MG13 CMG,5,0,2,1,0,0,0,0,40,80,0,0,0,0,0,0,0,0,0,0
216,7.92mm (2) TMG,5,0,3,1,0,0,20,3,44,70,0,0,0,324,0,0,0,0,0,0
217,75mm vz.15 FG,6,0,8,4,24,0,0,0,32,216,80,0,0,0,0,0,0,0,0,0
218,7.62mm Mosin/38,1,0,1,1,0,0,0,10,16,20,0,0,0,597,0,0,0,0,0,0
219,20mm FlaK30/38 ,4,0,222,2,12,38,0,0,56,160,0,0,0,477,0,0,0,0,0,0
220,81mm GrW34 Mtr,3,0,5,5,18,0,1,0,16,207,20,0,0,0,0,0,0,0,0,0
221,30mm Mk108,11,0,0,2,35,0,0,0,44,24,0,0,0,0,0,0,0,0,0,0
222,7.62mm Mosin/30,2,0,1,1,0,0,15,0,16,24,0,0,0,597,0,0,0,0,0,0
223,7.62mm Mosin/30,1,0,1,1,0,0,0,0,16,48,0,0,0,597,0,0,0,0,0,0
224,,0,0,0,0,0,0,25,9,0,0,0,0,0,0,0,0,0,0,0,0
225,7.92mm MG38 CMG,5,0,3,1,0,0,0,0,44,120,0,0,0,420,0,0,0,0,0,0
226,,0,0,0,0,0,0,10,6,0,0,0,0,0,0,0,0,0,0,0,0
227,83mm KAN vz.22,4,0,12,5,28,95,0,0,108,210,0,0,0,0,0,0,0,0,0,0
228,,0,0,0,0,0,0,1,19,0,0,0,0,0,0,0,0,0,0,0,0
229,Misc Small Arms,2,0,1,1,0,0,0,0,8,12,0,0,0,662,0,0,0,0,0,0
230,ZK383 SMG,1,0,1,1,0,0,10,32,8,12,0,0,0,0,0,0,0,0,0,0
231,80mm vz.17 FG,6,0,8,4,24,0,0,0,32,216,80,0,0,0,0,0,0,0,0,0
232,37mm KwK34 L/40,5,0,6,2,11,43,10,44,40,120,64,64,0,0,0,0,0,0,0,0
233,ZK383 SMG,2,0,1,1,0,0,0,0,8,12,0,0,0,0,0,0,0,0,0,0
234,100mm vz.14/19,7,0,12,6,30,0,10,1,48,218,0,0,0,0,0,0,0,0,0,0
235,42mm lePaK41,5,0,6,3,0,103,0,0,64,80,80,103,0,0,0,0,0,0,0,0
236,,0,0,0,0,0,0,8,55,0,0,0,0,0,0,0,0,0,0,0,0
237,88mm FlaK18 AA,4,0,12,5,36,162,0,0,132,210,94,220,120,0,0,0,0,0,0,0
238,20mm MG151/20,11,0,0,2,22,0,9,5,20,24,0,0,0,0,0,0,0,0,0,0
239,50 kg Bomb,11,0,0,15,40,0,0,0,12,4,0,0,0,0,0,0,0,0,0,0
