id,nation,name,type,type,uclass,uclass,mclass,mclass,start_yr,start_mo,end_yr,end_mo,size,crew,survive,cost,speed,radio,irvis,fc,rf,ew,stab,rof,load_cap,load_cost,swim,smkdev,wpn1,wpn1_HEammo,wpn1_APammo,wpn1_HEATammo,wpn1_APCRammo,wpn2,wpn2_HEammo,wpn2_APammo,wpn3,wpn3_HEammo,wpn3_APammo,wpn4,wpn4_HEammo,wpn4_APammo,arm_HE_FH,arm_HE_SH,arm_HE_RH,arm_HE_FT,arm_HE_ST,arm_HE_RT,arm_HE_TP,arm_HE_SK,arm_AP_FH,arm_AP_SH,arm_AP_RH,arm_AP_FT,arm_AP_ST,arm_AP_RT,arm_AP_TP,arm_AP_SK,slp_FH,slp_SH,slp_RH,slp_FT,slp_ST,slp_RT,sound,lbm,text,icon,icon_desert,icon_winter
1,85,Renault FT-17,132,light tank,2,armor,0,default,1930,1,1941,0,2,2,1,13,8,11,0,4,2,n/a,0,6,0,226,0,0,196,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,12,10,22,12,12,8,60,36,0,20,12,10,14,0,230,230,991,0,0
2,85,Vickers VIB,132,light tank,2,armor,0,default,1938,11,1941,0,2,3,1,42,34,90,0,4,2,n/a,0,9,4,224,0,1,100,80,0,0,0,179,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,12,6,18,12,12,4,0,48,0,32,12,8,8,0,9956,9956,503,0,0
3,85,AEC III,286,heavy armored car,8,recon,0,default,1944,10,1945,0,3,4,2,97,40,91,0,4,4,n/a,0,6,4,226,0,1,105,25,17,0,0,179,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,11,45,45,45,8,0,32,0,24,18,12,8,0,9955,679,40,0,0
4,85,Humber IV,284,armored car,8,recon,0,default,1944,10,1945,0,2,3,2,53,46,91,0,4,2,n/a,0,7,2,224,0,1,18,20,35,0,0,179,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,12,15,15,15,8,0,28,16,20,30,12,12,0,9952,633,521,0,0
5,85,Marm-Herr IV,284,armored car,8,recon,0,default,1944,10,1944,0,2,4,2,45,50,71,0,4,3,n/a,0,6,2,224,0,0,20,0,48,0,0,177,60,0,139,60,0,0,0,0,0,0,0,0,0,0,0,0,12,12,9,12,12,12,6,0,18,12,34,0,8,8,0,9953,620,582,0,0
6,85,UK Matilda II,140,infantry tank,2,armor,0,default,1941,3,1941,0,3,4,4,81,14,90,0,4,3,n/a,0,6,8,226,0,1,20,0,93,0,0,179,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,70,55,82,75,75,18,72,28,0,25,11,12,0,0,638,638,495,0,0
7,85,UK Matilda CS,180,SP mortar,4,artillery,0,default,1941,5,1941,0,3,4,3,66,16,93,0,2,0,n/a,0,5,6,226,0,1,35,10,0,0,0,179,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,70,55,82,75,75,18,72,28,0,25,11,12,0,0,654,654,495,0,0
8,85,Captured AB40,284,armored car,8,recon,0,default,1940,11,1941,0,2,4,4,34,48,91,0,4,2,n/a,0,9,0,224,0,0,224,90,0,0,0,210,90,0,0,0,0,127,60,0,0,0,0,0,0,0,0,0,15,9,15,20,9,9,6,50,45,22,32,16,20,16,0,454,798,266,0,0
9,85,UK Churchill IV,140,infantry tank,2,armor,0,default,1944,10,1945,0,3,5,5,109,14,90,0,4,3,n/a,0,6,8,228,0,1,29,0,66,0,18,179,60,0,0,0,0,130,60,0,0,0,0,0,0,0,0,0,95,76,64,89,89,89,22,72,25,0,8,0,8,8,108,9978,642,888,0,0
10,85,UK Churchill CS,129,CS tank,2,armor,0,default,1944,10,1945,0,3,5,5,101,14,90,0,4,3,n/a,0,5,6,228,0,0,67,35,0,12,0,179,60,0,0,0,0,130,60,0,0,0,0,0,0,0,0,0,95,76,64,89,89,89,22,72,25,0,8,0,8,8,108,656,656,889,0,0
