id,nation,name,type,type,uclass,uclass,mclass,mclass,start_yr,start_mo,end_yr,end_mo,size,crew,survive,cost,speed,radio,irvis,fc,rf,stab,rof,load_cap,load_cost,swim,smkdev,wpn1,wpn1_HEammo,wpn1_APammo,wpn1_HEATammo,wpn1_APCRammo,wpn2,wpn2_HEammo,wpn2_APammo,wpn3,wpn3_HEammo,wpn3_APammo,wpn4,wpn4_HEammo,wpn4_APammo,arm_HE_FH,arm_HE_SH,arm_HE_RH,arm_HE_FT,arm_HE_ST,arm_HE_RT,arm_HE_TP,arm_HE_SK,arm_AP_FH,arm_AP_SH,arm_AP_RH,arm_AP_FT,arm_AP_ST,arm_AP_RT,arm_AP_TP,arm_AP_SK,slp_FH,slp_SH,slp_RH,slp_FT,slp_ST,slp_RT,sound,lbm,text,icon,icon_desert,icon_winter
1,78,Renault FT-17,119,infantry tank,2,armor,0,default,1930,1,1940,0,2,2,1,13,8,11,0,4,2,0,6,0,226,0,0,197,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,12,10,22,12,12,8,60,36,0,20,12,10,14,0,7626,7626,577,0,0
2,78,Renault FT-18,119,infantry tank,2,armor,0,default,1930,1,1940,0,2,2,1,25,8,11,0,4,2,0,5,0,226,0,0,12,50,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,12,10,22,12,12,8,60,36,0,20,12,10,14,0,230,230,991,0,0
3,78,T.15,112,light tank,2,armor,0,default,1937,1,1940,0,2,3,2,17,24,11,0,4,2,0,4,0,224,0,0,233,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,10,22,10,10,10,50,25,0,0,0,0,0,0,7804,7804,996,0,0
4,78,ACG-1,116,cruiser tank,2,armor,0,default,1940,4,1940,0,3,3,4,67,19,12,0,4,2,0,5,5,226,0,0,21,15,40,0,0,233,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,34,28,52,40,40,15,0,22,15,27,20,30,30,0,226,226,251,0,0
5,78,T.13 B.1,180,turreted tank destroyer,5,anti-tank,0,default,1935,5,1940,0,2,3,2,32,18,11,0,4,2,0,4,0,224,0,0,21,20,30,0,0,196,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,0,0,0,0,0,0,0,22,15,0,7815,0,143,0,0
6,78,Stuart I,112,light tank,2,armor,0,default,1941,8,1943,0,2,4,2,62,34,70,0,4,2,0,5,6,226,0,0,13,33,70,0,0,139,60,0,177,60,0,176,60,0,0,0,0,0,0,0,0,0,44,25,25,56,25,25,13,50,18,0,16,5,5,5,0,7710,7710,504,0,0
7,78,Stuart VI,112,light tank,2,armor,0,default,1944,1,1949,0,2,4,2,91,32,90,0,4,2,0,6,6,226,0,0,16,24,70,0,20,139,60,0,177,60,0,131,60,0,0,0,0,0,0,0,0,0,63,29,28,67,32,32,13,0,42,0,33,10,18,18,0,381,381,541,0,0
8,78,Sherman I,111,main battle tank,2,armor,0,default,1943,1,1944,0,4,5,2,88,22,91,0,4,2,0,5,8,230,0,1,44,47,50,0,0,177,60,0,0,0,0,131,60,0,0,0,0,0,0,0,0,0,51,38,38,95,51,51,18,70,56,0,5,28,15,8,0,8215,8215,887,0,0
9,78,Sherman V,111,main battle tank,2,armor,0,default,1943,7,1949,0,4,5,3,113,26,90,0,4,3,0,5,8,230,0,1,45,47,50,0,0,139,60,0,177,60,0,131,60,0,0,0,0,0,0,0,0,0,64,38,38,103,64,64,21,0,42,0,11,38,12,8,0,7772,7769,539,0,0
10,78,T.13 B.3,180,turreted tank destroyer,5,anti-tank,0,default,1937,1,1940,0,2,2,2,36,26,20,0,4,2,0,4,0,224,0,0,21,20,30,0,0,196,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,10,22,10,10,0,0,25,0,0,0,0,0,0,7801,7801,998,0,0
11,78,AMD Panhard 178,233,armored car,8,recon,0,default,1940,5,1941,0,2,4,2,43,44,13,0,4,2,0,7,6,228,0,0,9,0,90,0,0,212,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,18,18,26,15,15,7,50,20,0,41,24,26,30,0,238,238,352,0,0
12,78,Humber II,233,armored car,8,recon,0,default,1941,11,1942,0,2,3,2,45,46,71,0,4,2,0,8,2,224,0,1,101,60,0,0,0,179,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,10,15,15,15,7,0,24,16,20,30,12,12,0,662,662,521,0,0
13,78,Daimler AC,233,armored car,8,recon,0,default,1942,7,1949,0,2,3,2,54,50,90,0,4,3,0,6,4,224,0,1,230,0,44,0,8,179,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,10,16,14,16,8,0,16,22,12,20,24,36,0,661,661,520,0,0
14,78,Bren Carrier,141,tracked APC,3,APC,0,default,1940,5,1946,0,2,2,2,27,30,51,0,2,2,0,9,108,124,0,1,109,0,0,0,0,0,0,0,0,0,0,133,90,0,0,0,0,0,0,0,0,0,12,12,12,14,12,12,0,0,14,0,8,0,0,0,0,664,664,506,0,0
15,78,Citroen 23,243,medium truck,10,transport,0,default,1930,1,1940,0,3,2,4,18,29,10,0,0,0,0,9,115,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7675,7675,968,0,0
16,78,Bedford QL,243,medium truck,10,transport,0,default,1940,7,1949,0,3,2,4,18,31,20,0,0,0,0,9,115,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7778,7778,525,0,0
17,78,Renault AGR2,244,heavy truck,10,transport,0,default,1938,7,1940,0,4,2,5,23,25,20,0,0,0,0,9,221,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7624,7624,992,0,0
18,78,Canon 47mm AC,174,AT gun,5,anti-tank,0,default,1933,1,1940,0,1,5,0,21,1,10,0,3,2,0,6,0,105,0,0,21,20,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7811,7811,54,0,0
19,78,75mm Howitzer,163,howitzer,4,artillery,0,default,1934,1,1940,0,1,4,0,30,1,90,0,2,1,0,6,0,104,0,0,33,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7909,7909,57,0,0
20,78,Canon 2pdr AC,174,AT gun,5,anti-tank,0,default,1940,7,1942,0,1,4,0,16,1,50,0,2,3,0,7,0,104,0,0,20,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,669,669,54,0,0
21,78,Canon 6pdr AC,174,AT gun,5,anti-tank,0,default,1943,1,1944,0,1,6,0,26,1,60,0,3,3,0,7,0,105,0,0,29,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,670,670,55,0,0
22,78,Canon 6pdr AC,174,AT gun,5,anti-tank,0,default,1944,6,1949,0,1,6,0,37,1,70,0,3,3,0,7,0,105,0,0,82,0,44,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,670,670,55,0,0
