id,nation,name,stat,stat,type,type,pscr,pscr,start_yr,start_mo,end_yr,element_rid[0],element_cnt[0],element_rid[1],element_cnt[1],element_rid[2],element_cnt[2],element_rid[3],element_cnt[3],element_rid[4],element_cnt[4],element_rid[5],element_cnt[5],element_rid[6],element_cnt[6],element_rid[7],element_cnt[7],element_rid[8],element_cnt[8],element_rid[9],element_cnt[9]
1,16,SP ENH FR v1.1,4,elite recon,4,force HQ,6,force HQ,1930,1,1930,245,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,16,Engineer Plt,0,average,1,platoon,3,infantry,1936,1,1942,64,1,64,1,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,16,Engineer Sec,0,average,1,platoon,3,infantry,1936,1,1942,59,1,59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,16,Constabulary Pl,6,second line,1,platoon,3,infantry,1930,1,1941,26,1,54,1,54,1,54,1,0,0,0,0,0,0,0,0,0,0,0,0
5,16,PA Rifle Plt,0,average,1,platoon,3,infantry,1936,1,1942,70,1,55,1,55,1,55,1,0,0,0,0,0,0,0,0,0,0,0,0
6,16,PA MG Section,0,average,1,platoon,3,infantry,1936,1,1942,51,1,51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,16,PA HMG Squad,0,average,1,platoon,3,infantry,1936,1,1942,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,16,PA HMG Section,0,average,1,platoon,3,infantry,1936,1,1942,52,1,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,16,PA Mortar,2,dedicated artillery,1,platoon,2,artillery,1941,1,1942,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,16,PA Mortar Sec,2,dedicated artillery,1,platoon,2,artillery,1941,1,1942,48,1,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,16,PA Mortar Btry,2,dedicated artillery,1,platoon,2,artillery,1941,1,1942,70,1,48,1,48,1,48,1,0,0,0,0,0,0,0,0,0,0,0,0
12,16,Guerrilla Band,4,elite recon,1,platoon,3,infantry,1942,6,1945,72,1,56,1,57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,16,Guer LMG Supt,3,elite,1,platoon,3,infantry,1942,6,1945,50,1,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,16,Guer HMG Supt,3,elite,1,platoon,3,infantry,1942,6,1945,47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,16,Guer Mortar Sup,5,elite dedicated artillery,1,platoon,2,artillery,1942,6,1945,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,16,Guer Eng Sec,4,elite recon,1,platoon,3,infantry,1942,6,1945,60,1,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,16,Engineer Co,1,recon,2,company,3,infantry,1936,1,1942,102,1,1003,1,1003,1,1003,1,1007,1,0,0,0,0,0,0,0,0,0,0
18,16,SPA Section,2,dedicated artillery,1,platoon,2,artillery,1941,10,1942,88,1,88,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,16,Guer Hvy Mortar,5,elite dedicated artillery,1,platoon,2,artillery,1942,6,1945,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,16,AT Gun Section,0,average,1,platoon,2,artillery,1939,1,1942,39,1,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,16,Carrier Platoon,0,average,1,platoon,4,miscellaneous,1941,1,1942,15,1,15,1,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,16,Engineer Plt,1,recon,1,platoon,3,infantry,1945,8,1949,66,1,66,1,66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,16,Engineer Sec,1,recon,1,platoon,3,infantry,1945,8,1949,66,1,66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,16,Engineer Co,1,recon,2,company,3,infantry,1945,8,1949,102,1,1022,1,1022,1,1023,1,1047,1,1089,1,0,0,0,0,0,0,0,0
25,16,PT Boat Sec,1,recon,1,platoon,4,miscellaneous,1940,1,1942,16,1,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,16,PA Rifle Co,1,recon,2,company,3,infantry,1936,1,1942,102,1,1005,1,1005,1,1005,1,0,0,0,0,0,0,0,0,0,0,0,0
27,16,SPA Platoon,2,dedicated artillery,1,platoon,2,artillery,1941,10,1942,88,1,88,1,88,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,16,Sniper,4,elite recon,1,platoon,3,infantry,1936,1,1949,62,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,16,Lt Truck Sec,0,average,1,platoon,4,miscellaneous,1941,6,1942,96,1,96,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,16,Truck Section,0,average,1,platoon,4,miscellaneous,1930,1,1942,105,1,105,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,16,Truck Platoon,0,average,1,platoon,4,miscellaneous,1930,1,1942,105,1,105,1,105,1,105,1,0,0,0,0,0,0,0,0,0,0,0,0
32,16,Jeep Section,0,average,1,platoon,4,miscellaneous,1941,1,1942,35,1,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,16,PT Boat,1,recon,1,platoon,4,miscellaneous,1940,1,1942,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,16,PA Rifle Plt,0,average,1,platoon,3,infantry,1945,6,1949,71,1,27,1,27,1,27,1,0,0,0,0,0,0,0,0,0,0,0,0
35,16,PA Rifle Co,1,recon,2,company,3,infantry,1945,6,1949,103,1,1159,1,1005,1,1005,1,1005,1,0,0,0,0,0,0,0,0,0,0
36,16,Lt Truck,0,average,1,platoon,4,miscellaneous,1941,6,1942,96,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,16,Shore Battery,0,average,1,platoon,2,artillery,1939,1,1942,44,1,44,1,44,1,44,1,0,0,0,0,0,0,0,0,0,0,0,0
38,16,Fortifications,0,average,1,platoon,4,miscellaneous,1940,1,1942,82,1,81,1,81,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,16,Strike Element,0,average,1,platoon,2,artillery,1934,1,1942,74,1,74,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
