id,name,wclass,wclass,size,warhead,kill_HE,kill_AP,pen_HE,pen_AP,pen_HEAT,pen_APCR,accuracy,range_max,range_APCR
0,SPWAW,0,unknown weapon,0,0,0,0,0,0,0,0,0,0,0
1,7.62mm Mosin/30,1,primary infantry weapon,1,1,0,0,0,0,0,0,16,48,0
2,7.62mm PPSh SMG,1,primary infantry weapon,1,1,1,0,0,0,0,0,4,16,0
3,7.92mm MG34 LMG,2,secondary infantry weapon,2,1,0,0,0,0,0,0,36,64,0
4,50mm Brandt Mtr,3,team weapon,2,3,5,0,4,0,0,0,0,64,10
5,7.92mm ZB37 MG,3,team weapon,3,1,0,0,0,0,0,0,44,80,0
6,7.92mm MG34 BMG,5,light gun,3,1,9,0,0,0,0,0,28,32,0
7,20mm TNsH20 Gun,5,light gun,222,2,0,0,12,38,0,63,56,80,48
8,20mm KwK38 Hglf,4,anti-air weapon,222,2,4,0,12,38,0,63,48,96,64
9,7.62mm PPSh SMG,2,secondary infantry weapon,1,1,0,0,0,0,0,0,4,16,0
10,7.62mm Mosin/30,2,secondary infantry weapon,1,1,9,0,0,0,0,0,16,48,0
11,37mm 61-K obr39,4,anti-air weapon,6,2,0,0,12,44,0,0,64,180,0
12,37mm SA18 Gun,5,light gun,6,2,10,0,10,32,0,0,40,100,0
13,7.62mm Mosin/38,1,primary infantry weapon,1,1,0,0,0,0,0,0,16,40,0
14,37mm vz.34 Gun,5,light gun,6,2,14,0,11,39,0,0,40,160,0
15,50mm RM obr Mrt,3,team weapon,2,3,0,0,8,0,0,0,0,72,10
18,45mm L46 Gun,5,light gun,7,3,5,0,13,66,0,90,48,120,120
20,45mm L46 Gun,5,light gun,7,3,1,0,13,66,0,90,48,120,120
21,47mm Breda M35,5,light gun,7,3,0,0,13,59,0,0,52,120,0
22,47mm M36 Gun,5,light gun,7,3,11,0,14,57,0,0,52,120,0
23,47mm Bohler M35,5,light gun,7,3,0,0,15,82,0,0,48,120,0
24,50mm PaK38/45,5,light gun,7,3,2,0,20,100,0,161,72,196,80
25,50mm KwK38 L/42,5,light gun,7,3,0,0,18,77,0,130,60,180,72
26,50mm KwK39 L/60,5,light gun,7,3,1,0,20,100,0,161,72,196,80
30,60mm Brandt Mtr,3,team weapon,4,3,4,0,9,0,0,0,0,136,10
32,75mm Skoda M15,6,medium gun,8,4,0,0,21,0,45,0,36,120,40
33,75mm 1897(S),6,medium gun,8,4,0,0,25,58,85,0,40,216,60
35,75mm PaK40/1,6,medium gun,8,4,0,0,27,140,0,178,84,207,144
41,75mm KwK37 L/24,6,medium gun,8,4,0,0,24,57,85,0,52,160,0
42,7.62mm Maxim MG,3,team weapon,3,1,3,0,0,0,0,0,48,80,0
45,75mm Skoda M39,6,medium gun,8,4,0,0,21,0,45,0,60,120,40
46,75mm KwK40 L/43,6,medium gun,8,4,3,0,26,135,0,193,76,206,128
47,75mm KwK40 L/48,6,medium gun,8,4,0,0,27,140,0,195,84,207,144
48,75mm KwK42 L/70,6,medium gun,9,4,3,0,28,188,0,251,136,209,160
51,76.2mm ZiS-3E,6,medium gun,8,4,0,0,26,88,0,0,72,160,80
52,76.2mm Model 36,6,medium gun,8,4,3,0,26,90,0,0,48,207,0
53,76.2mm 02/36 FH,6,medium gun,9,4,0,0,25,69,75,0,48,216,40
56,81mm Brandt Mrt,3,team weapon,5,5,0,0,16,0,0,0,16,207,20
58,85mm ZiS-S-53,6,medium gun,9,5,0,0,34,144,0,175,104,209,142
59,88mm FlaK18/36,4,anti-air weapon,12,5,0,0,36,162,120,220,132,210,94
69,100mm M14/34 FH,7,large gun,12,6,0,0,30,0,0,0,40,218,0
70,100mm Skodavz16,7,large gun,12,6,5,0,30,0,0,0,70,218,0
71,105mm M1936S,7,large gun,12,6,0,0,34,74,75,0,40,223,40
73,120mm PM obr.38,3,team weapon,10,7,0,0,36,0,0,0,16,216,20
74,122mm M10/30 FH,7,large gun,12,7,0,0,38,94,0,0,48,224,40
77,TNT,2,secondary infantry weapon,2,10,0,0,80,0,0,0,4,4,0
79,150mm M34 How,7,large gun,12,9,0,0,50,0,0,0,40,228,40
81,7mm FlmW42,8,infantry flamethrower,3,15,0,0,150,0,0,0,4,4,0
82,M-35 Flamegun,8,infantry flamethrower,3,15,6,0,150,0,0,0,4,4,0
83,7mm FlmW42,8,infantry flamethrower,3,15,0,0,150,0,0,0,4,4,0
84,Satchel Charge,2,secondary infantry weapon,2,10,9,0,0,222,150,0,4,4,0
85,Molotov,8,infantry flamethrower,1,3,0,0,55,222,55,0,4,4,0
86,Anti-Tank Mine,2,secondary infantry weapon,2,10,0,0,0,222,100,0,4,4,0
87,M.A.N. Grenade,2,secondary infantry weapon,1,2,0,0,19,0,0,0,4,4,0
88,13mm PzB39 ATR,2,secondary infantry weapon,2,2,0,0,0,33,0,0,24,48,0
89,Panzerfaust 30,2,secondary infantry weapon,4,4,0,0,0,222,198,0,4,4,0
90,RPG-43 ATG,2,secondary infantry weapon,2,6,6,0,0,222,75,0,4,4,0
91,Schiessbecher30,2,secondary infantry weapon,2,2,0,0,4,222,35,0,4,16,0
92,Gew PzGr 30/1,2,secondary infantry weapon,2,2,5,0,6,222,75,0,8,16,0
94,RDT42 Grenade,2,secondary infantry weapon,1,3,5,0,22,0,0,0,4,4,0
95,7.92mm ZB30 LMG,2,secondary infantry weapon,2,1,0,0,0,0,0,0,28,52,0
96,StHGr 24,2,secondary infantry weapon,1,2,5,0,19,0,0,0,4,4,0
97,7.92mm ZB30 LMG,1,primary infantry weapon,2,1,0,0,0,0,0,0,28,52,0
98,7.62mm DP LMG,2,secondary infantry weapon,2,1,0,0,0,0,0,0,28,64,0
99,7.92mm MG42 LMG,2,secondary infantry weapon,2,1,0,0,0,0,0,0,36,64,0
100,8mm M14 Schwz,3,team weapon,4,1,0,0,0,0,0,0,44,80,0
101,7.92mm ZB53 HMG,3,team weapon,4,1,0,0,0,0,0,0,48,120,0
102,8mm M14 Schwz,1,primary infantry weapon,4,1,6,0,0,0,0,0,44,80,0
108,Flame Projector,9,vehicle flamethrower,3,20,0,0,200,0,0,0,8,8,0
114,9mm M12 Pistol,1,primary infantry weapon,1,1,0,0,0,0,0,0,4,4,0
115,Tokarev TT-33,1,primary infantry weapon,1,1,0,0,0,0,0,0,4,4,0
116,9mm M12 Pistol,2,secondary infantry weapon,1,1,7,0,0,0,0,0,4,4,0
117,Tokarev TT-33,2,secondary infantry weapon,1,1,0,0,0,0,0,0,4,4,0
123,7.62mm SG43 MG,4,anti-air weapon,3,1,0,0,0,0,0,0,44,100,0
124,12.7mm DShK HMG,3,team weapon,4,1,0,0,20,20,0,0,44,160,0
126,7.92mm MG37 BMG,5,light gun,3,1,0,0,0,0,0,0,28,40,0
129,7.62mm DT BMG,5,light gun,3,1,0,0,0,0,0,0,28,32,0
130,7.92mm vz35 BMG,5,light gun,3,1,0,0,0,0,0,0,28,32,0
133,7.92mm ZB53 BMG,5,light gun,3,1,0,0,0,0,0,0,28,32,0
136,14.5mm PTRD ATR,2,secondary infantry weapon,2,2,0,0,0,37,0,44,28,52,40
138,7.92 MG34 AAMG,4,anti-air weapon,3,1,10,0,0,0,0,0,44,100,0
140,13.2 mle30 AAMG,4,anti-air weapon,4,1,10,0,20,20,0,0,48,120,0
141,12.7 DShK AAMG,4,anti-air weapon,4,1,0,0,20,20,0,0,36,160,0
145,7.92mm MG42 CMG,5,light gun,3,1,0,0,0,0,0,0,48,120,0
146,7.92mm K98b ZF1,1,primary infantry weapon,1,1,12,0,0,0,0,0,60,80,0
147,20mm FlaK30/38,4,anti-air weapon,222,2,0,0,12,38,0,0,56,160,0
151,92mm NahVW,5,light gun,1,3,0,0,0,0,0,0,0,4,0
154,7.92mm ZB53 MG,5,light gun,2,1,8,0,0,0,0,0,36,80,0
155,7.92mm MG34 CMG,5,light gun,2,1,0,0,0,0,0,0,48,120,0
156,7.92mm ZB53 CMG,5,light gun,2,1,0,0,0,0,0,0,36,80,0
158,9mm MP38/40 SMG,1,primary infantry weapon,1,1,17,0,0,0,0,0,8,12,0
