id,nation,name,stat,stat,type,type,pscr,pscr,start_yr,start_mo,end_yr,element_rid[0],element_cnt[0],element_rid[1],element_cnt[1],element_rid[2],element_cnt[2],element_rid[3],element_cnt[3],element_rid[4],element_cnt[4],element_rid[5],element_cnt[5],element_rid[6],element_cnt[6],element_rid[7],element_cnt[7],element_rid[8],element_cnt[8],element_rid[9],element_cnt[9]
1,88,SP ENH FR v1.1,4,elite recon,4,force HQ,6,force HQ,1930,1,1949,215,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,88,Armored Car Sec,1,recon,1,platoon,1,armor,1941,7,1943,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,88,<<AI RECCE>>,4,elite recon,2,company,5,*AI*,1941,7,1949,2,1,2,1,1104,1,1094,1,1011,1,1078,1,1039,1,0,0,0,0,0,0
4,88,Armored Car Sqn,4,elite recon,2,company,1,armor,1941,7,1943,2,1,19,1,1081,1,1081,1,1081,1,1081,1,1081,1,1061,1,1041,1,0,0
5,88,Hussar Section,1,recon,1,platoon,1,armor,1938,8,1941,8,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,88,Hussar Troop,1,recon,1,platoon,1,armor,1939,1,1941,8,1,8,1,8,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0
7,88,Hussar Sqdn,1,recon,2,company,1,armor,1939,9,1941,8,1,1006,1,1006,1,1006,1,0,0,0,0,0,0,0,0,0,0,0,0
8,88,Firefly Section,0,average,1,platoon,5,*AI*,1944,6,1949,14,1,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,88,Centaur Section,0,average,1,platoon,5,*AI*,1944,7,1945,51,1,51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,88,Tank Section,0,average,1,platoon,1,armor,1941,10,1949,13,1,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,88,Lt Tank Section,0,average,1,platoon,1,armor,1941,11,1944,9,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,88,Lt Tank Troop,0,average,1,platoon,1,armor,1941,11,1944,9,1,9,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,88,Lt Tank Sqdrn,1,recon,2,company,1,armor,1941,11,1944,9,1,9,1,1012,1,1012,1,1012,1,0,0,0,0,0,0,0,0,0,0
14,88,Inf Tank Plt,0,average,1,platoon,1,armor,1941,11,1943,30,1,30,1,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,88,Inf Tank Co,1,recon,2,company,1,armor,1941,11,1943,30,1,30,1,1014,1,1014,1,1014,1,0,0,0,0,0,0,0,0,0,0
16,88,<<AI TANKS>>,0,average,1,platoon,5,*AI*,1941,10,1949,2,1,13,1,13,1,22,1,0,0,0,0,0,0,0,0,0,0,0,0
17,88,Tank Troop 45,0,average,1,platoon,1,armor,1945,1,1949,14,1,11,1,11,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0
18,88,Tank Troop,0,average,1,platoon,1,armor,1941,10,1943,16,1,16,1,16,1,16,1,0,0,0,0,0,0,0,0,0,0,0,0
19,88,Tank Troop 44,0,average,1,platoon,1,armor,1944,6,1944,22,1,13,1,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
