id,nation,name,stat,stat,type,type,pscr,pscr,start_yr,start_mo,end_yr,end_mo,exp_mod,mor_mod,element_rid[0],element_cnt[0],element_rid[1],element_cnt[1],element_rid[2],element_cnt[2],element_rid[3],element_cnt[3],element_rid[4],element_cnt[4],element_rid[5],element_cnt[5],element_rid[6],element_cnt[6],element_rid[7],element_cnt[7],element_rid[8],element_cnt[8],element_rid[9],element_cnt[9]
1,70,SP ENH FR v1.1,4,elite recon,5,force HQ,6,force HQ,1930,1,1949,12,0,0,245,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,70,Armored Car Sec,4,elite recon,1,platoon,1,armor,1933,1,1949,12,0,0,3,1,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,70,Armored Car Plt,4,elite recon,1,platoon,1,armor,1933,1,1949,12,0,0,3,1,3,1,3,1,3,1,3,1,3,1,0,0,0,0,0,0,0,0
4,70,Lt Armr Car Sec,1,recon,1,platoon,1,armor,1935,1,1949,12,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,70,Lt Panzer Sec,1,recon,1,platoon,1,armor,1934,1,1943,12,0,0,10,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,70,Hvy Panzer Co,0,average,2,company,1,armor,1942,11,1944,12,0,0,69,1,1045,1,1021,1,1045,1,1021,1,0,0,0,0,0,0,0,0,0,0
7,70,Lt Panzer Plt,1,recon,1,platoon,1,armor,1934,1,1943,12,0,0,10,1,10,1,10,1,10,1,10,1,0,0,0,0,0,0,0,0,0,0
9,70,Panzer Section,0,average,1,platoon,1,armor,1938,12,1949,12,0,0,28,1,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,70,Lt Panzer Co,1,recon,2,company,1,armor,1939,1,1942,12,0,0,17,1,17,1,1007,1,1015,1,1015,1,1015,1,0,0,0,0,0,0,0,0
11,70,Lt Panzer Co,1,recon,2,company,1,armor,1934,1,1938,12,0,0,10,1,10,1,1007,1,1007,1,1007,1,0,0,0,0,0,0,0,0,0,0
12,70,AI Panzer Co40 ,1,recon,2,company,5,*AI*,1940,1,1941,12,0,0,14,1,14,1,1007,1,1015,1,1015,1,1021,1,0,0,0,0,0,0,0,0
13,70,AI Panzer Co42,1,recon,2,company,5,*AI*,1942,1,1945,12,0,0,19,1,19,1,1007,1,1015,1,1015,1,1021,1,0,0,0,0,0,0,0,0
14,70,Med Panzer Co,1,recon,2,company,1,armor,1939,1,1943,12,0,0,24,1,24,1,1007,1,1007,1,1021,1,1021,1,0,0,0,0,0,0,0,0
15,70,Panzer Platoon,0,average,1,platoon,1,armor,1938,12,1949,12,0,0,28,1,28,1,28,1,28,1,28,1,0,0,0,0,0,0,0,0,0,0
16,70,Panzer Company,1,recon,2,company,1,armor,1943,1,1949,12,0,0,28,1,28,1,1015,1,1015,1,1015,1,0,0,0,0,0,0,0,0,0,0
17,70,SS Panzer Sec,3,elite,1,platoon,1,armor,1942,3,1945,12,0,0,28,1,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,70,SS Panzer Plt,3,elite,1,platoon,1,armor,1942,3,1945,12,0,0,28,1,28,1,28,1,28,1,28,1,0,0,0,0,0,0,0,0,0,0
19,70,SS Panzer Co,4,elite recon,2,company,1,armor,1942,3,1945,12,0,0,28,1,1018,1,1018,1,1018,1,1114,1,0,0,0,0,0,0,0,0,0,0
20,70,CS Panzer Sec,0,average,1,platoon,1,armor,1939,1,1949,12,0,0,24,1,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
