id,nation,name,stat,stat,type,type,pscr,pscr,start_yr,start_mo,end_yr,end_mo,exp_mod,mor_mod,element_rid[0],element_cnt[0],element_rid[1],element_cnt[1],element_rid[2],element_cnt[2],element_rid[3],element_cnt[3],element_rid[4],element_cnt[4],element_rid[5],element_cnt[5],element_rid[6],element_cnt[6],element_rid[7],element_cnt[7],element_rid[8],element_cnt[8],element_rid[9],element_cnt[9]
1,77,SP ENH FR v1.1,4,elite recon,5,force HQ,6,force HQ,1930,1,1949,12,0,0,245,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,77,AC Regtl HQ,1,recon,1,platoon,1,armor,1943,3,1944,12,0,0,183,1,17,1,2,1,2,1,12,1,12,1,0,0,0,0,0,0,0,0
3,77,<AI AFV 40-49>>,1,recon,2,company,5,*AI*,1940,1,1949,12,0,0,1009,1,13,1,1020,1,28,1,1079,1,1046,1,1047,1,1177,1,1098,1,0,0
4,77,Heavy AC Sec,1,recon,1,platoon,1,armor,1941,6,1949,12,0,0,13,1,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,77,Armored Car Trp,1,recon,1,platoon,1,armor,1930,1,1945,12,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,77,AC Regtl HQe,1,recon,1,platoon,1,armor,1944,6,1949,12,0,0,183,1,17,1,9,1,9,1,10,1,0,0,0,0,0,0,0,0,0,0
7,77,Armored Car Trp,1,recon,1,platoon,1,armor,1943,3,1949,12,0,0,2,1,2,1,17,1,17,1,0,0,0,0,0,0,0,0,0,0,0,0
8,77,Heavy AC Troop,1,recon,1,platoon,1,armor,1943,7,1949,12,0,0,9,1,9,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,77,Armored Car Sec,1,recon,1,platoon,1,armor,1930,1,1949,12,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,77,<<AI CRUISERS>>,1,recon,2,company,5,*AI*,1930,1,1943,12,0,0,21,1,1019,1,1020,1,1020,1,1020,1,1020,1,0,0,0,0,0,0,0,0
11,77,Arm Car Sqdn38,1,recon,2,company,1,armor,1938,1,1939,12,0,0,113,1,1053,1,1054,1,1054,1,1054,1,0,0,0,0,0,0,0,0,0,0
12,77,Arm Car Sqdn40,1,recon,2,company,1,armor,1940,1,1940,12,0,0,113,1,1053,1,1055,1,1055,1,1055,1,1055,1,1055,1,0,0,0,0,0,0
13,77,Arm Car Sqdn41,1,recon,2,company,1,armor,1941,1,1942,12,0,0,5,1,1004,1,1005,1,1005,1,1005,1,1005,1,1005,1,0,0,0,0,0,0
