rid,name,nation,start_mo,special,X1,X2,X3,X4,X5,X6,X7,X8,start_yr,end_yr,purchscrn,type,ERID[1],ECNT[1],ERID[2],ECNT[2],ERID[3],ECNT[3],ERID[4],ECNT[4],ERID[5],ECNT[5],ERID[6],ECNT[6],ERID[7],ECNT[7],ERID[8],ECNT[8],ERID[9],ECNT[9],ERID[10],ECNT[10]
1,SP ENH FR v1.1,9,1,11,0,0,0,0,0,0,0,0,30,49,10,5,245,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,Cav Sqdrn ,9,1,1,0,0,0,0,0,0,0,0,30,43,3,2,51,1,1030,1,1030,1,1030,1,0,0,0,0,0,0,0,0,0,0,0,0
4,Comm Rifle Co,9,1,1,0,0,0,0,0,0,0,0,31,49,3,2,84,1,1013,1,1013,1,1013,1,1013,1,1056,1,0,0,0,0,0,0,0,0
5,Comm Rifle Co-,9,1,1,0,0,0,0,0,0,0,0,31,49,3,2,84,1,1033,1,1033,1,1033,1,0,0,0,0,0,0,0,0,0,0,0,0
6,Comm Rifle Co*,9,1,1,0,0,0,0,0,0,0,0,31,49,3,2,84,1,1012,1,1012,1,1012,1,1012,1,1056,1,0,0,0,0,0,0,0,0
7,Motor Rifle Co,9,1,1,0,0,0,0,0,0,0,0,39,49,3,2,84,1,1031,1,1031,1,1031,1,1031,1,1056,1,1024,1,1021,1,0,0,0,0
8,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,Scout Car,9,8,1,0,0,0,0,0,0,0,0,42,49,4,1,229,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Elite Rifle Co,9,1,11,0,0,0,0,0,0,0,0,42,49,3,2,84,1,1011,1,1011,1,1011,1,1011,1,1056,1,0,0,0,0,0,0,0,0
11,Elite Rifle Plt,9,1,10,0,0,0,0,0,0,0,0,42,49,3,1,85,1,91,1,91,1,91,1,83,1,0,0,0,0,0,0,0,0,0,0
12,Comm Rifle Plt*,9,1,0,0,0,0,0,0,0,0,0,31,49,3,1,85,1,71,1,71,1,71,1,71,1,83,1,0,0,0,0,0,0,0,0
13,Comm Rifle Plt,9,1,0,0,0,0,0,0,0,0,0,45,49,3,1,85,1,41,1,42,1,42,1,42,1,26,1,0,0,0,0,0,0,0,0
14,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,LMG Team,9,1,0,0,0,0,0,0,0,0,0,30,49,3,1,75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
