rid,name,uclass,arm_SK,size,crew,wpn_w1,wpn_w2,wpn_w3,wpn_w4,wpn_ammo_HE1,wpn_ammo_AP1,wpn_ammo_HE2,wpn_ammo_AP2,wpn_ammo_HE3,wpn_ammo_AP3,wpn_ammo_HE4,wpn_ammo_AP4,speed,arm.FH,arm.SH,arm.RH,arm.FT,arm.ST,arm.RT,arm.TP,arm.B07,arm.B08,arm.B09,arm.B10,arm.B11,arm.B12,arm.B13,B46,B47,B48,B49,B50,B51,B52,slp.FH,slp.SH,slp.RH,slp.FT,slp.ST,slp.RT,radio,start_yr,end_yr,cost,nation,lbm,irvis,fc,wpn1_APCRammo,wpn1_HEATammo,rof,stab,rf,B73,load_cap,survive,load_cost,icon,swim,end_mo,smkdev,start_mo,B83,B84,B85,B86,text,sound,B89,B90
1,HMG Truppe,81,0,0,4,100,233,0,0,60,0,40,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,30,40,18,86,8605,0,3,0,0,9,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,8605,0,0,0
2,Platoon Leder,7,0,1,7,184,94,0,0,40,0,40,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,30,48,13,86,8602,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1004,0,0,0
3,40mm AA Gun,8,0,1,8,17,0,0,0,50,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,38,48,42,86,8617,0,3,0,0,8,0,3,0,0,0,108,660,0,0,0,8,0,0,0,0,8617,0,0,0
4,Light AAMG,8,0,0,4,139,0,0,0,60,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,30,40,10,86,8632,0,2,0,0,9,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,8632,0,0,0
5,Mortar Gruppe,5,0,1,5,56,233,0,0,50,0,40,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,35,48,28,86,57,0,2,0,0,8,0,0,0,0,0,0,67,0,0,0,1,0,0,0,0,0,0,0,0
6,HMG Truppe,81,0,0,4,206,87,233,0,60,0,4,0,40,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,38,48,21,86,8619,0,3,0,0,9,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,8619,0,0,0
7,SS Nordland MG,4,0,0,4,4,88,236,0,60,0,4,0,40,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,41,43,22,86,58,0,2,0,0,9,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,58,0,0,0
8,Infantry Gruppe,1,0,1,10,184,85,94,0,50,0,0,3,50,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,30,40,19,86,8637,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8637,0,0,0
9,Resistance Grpe,71,0,1,10,184,85,88,0,40,0,0,5,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,40,45,17,86,8606,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,8606,0,0,0
10,Resistance Grpe,71,0,1,10,184,85,3,0,40,0,0,5,50,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,41,45,21,86,8606,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8606,0,0,0
11,Ski Gruppe,29,0,1,10,184,85,94,0,50,0,0,4,40,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,30,40,19,86,8607,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8607,0,0,0
12,Skarpskyyter,45,0,0,1,146,0,0,0,50,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,30,48,20,86,7067,0,4,0,0,4,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
13,Ski Skarpskyytr,45,0,0,1,146,0,0,0,50,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,40,48,22,86,7102,0,4,0,0,3,0,3,0,0,0,0,0,0,0,0,11,0,0,0,0,7102,0,0,0
14,Pioneren,20,0,1,10,237,84,0,0,50,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,41,48,22,86,8604,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8604,0,0,0
15,Pioneren,20,0,1,10,234,188,0,0,50,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,30,40,22,86,8604,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8604,0,0,0
16,75mm AA Gun,16,0,1,6,185,0,0,0,40,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,30,40,38,86,8634,0,3,0,0,5,0,3,0,0,0,106,678,0,0,0,1,0,0,0,0,8634,0,0,0
17,Pioneren,20,0,1,10,237,188,0,0,50,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,41,48,22,86,8604,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8604,0,0,0
18,SS Nord 75mm FH,9,0,1,6,34,0,0,0,50,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,41,45,29,86,7049,0,2,0,0,6,0,1,0,0,0,106,657,0,0,0,1,0,0,0,0,7049,0,0,0
19,Ammo Crates,56,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,48,35,86,1000,0,0,0,0,0,0,0,0,0,0,105,645,0,0,0,1,0,0,0,0,1000,0,0,0
20,Munitions Depot,66,0,6,20,114,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,30,48,130,86,9919,0,0,0,0,9,0,0,0,0,0,255,649,0,0,0,1,0,0,0,0,9919,0,0,0
21,Mountain Co HQ,51,0,1,10,242,90,97,87,40,0,0,6,40,0,10,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,44,45,23,86,8610,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1007,0,0,0
22,Command Post,68,0,5,20,184,114,94,0,50,0,40,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,30,48,137,86,7945,0,0,0,0,9,0,0,0,0,1,250,648,0,0,0,1,0,0,0,0,0,0,0,0
23,Mountn Plt Ldr,7,0,1,7,242,87,114,0,40,0,10,0,40,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,44,45,14,86,8602,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1004,0,0,0
24,75mm AA Gun,16,0,1,6,186,0,0,0,40,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,32,40,51,86,8633,0,3,0,0,6,0,3,0,0,0,106,678,0,0,0,1,0,0,0,0,8633,0,0,0
25,Mountain Gruppe,108,0,1,10,242,87,97,0,50,0,12,0,50,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,44,45,20,86,8638,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,8638,0,0,0
26,Mortar Gruppe,5,0,1,4,37,243,0,0,50,0,40,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,44,45,28,86,9942,0,2,0,0,8,0,0,0,0,0,0,67,0,0,0,10,0,0,0,0,9942,0,0,0
27,Gladiator,44,0,2,1,162,0,0,0,15,4,0,0,0,0,0,0,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,37,40,50,86,8611,0,4,0,0,9,0,1,0,0,0,255,919,0,0,0,1,0,0,0,0,8611,0,0,0
28,SS Nord AAMG,8,0,1,2,2,0,0,0,70,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,41,45,10,86,5389,0,2,0,0,9,0,2,0,0,0,0,658,0,0,0,1,0,0,0,0,0,0,0,0
29,Infantry Co HQ,101,0,1,10,184,85,112,0,40,0,0,3,40,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,30,48,16,86,8631,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1007,0,0,0
30,Infantry Gruppe,51,0,1,10,184,85,0,0,50,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,40,40,15,86,8639,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8639,0,0,0
31,Ski Gruppe,29,0,1,10,184,85,0,0,50,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,40,45,14,86,8607,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,8607,0,0,0
32,SS Nordland MG,4,0,0,4,5,88,230,0,60,0,4,0,40,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,42,45,28,86,58,0,2,0,0,9,0,2,0,0,0,0,0,0,0,0,6,0,0,0,0,58,0,0,0
33,SS Nordland HQ,40,0,1,10,232,126,3,159,60,0,12,5,40,0,40,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,41,45,35,86,7037,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1007,0,0,0
34,SS Nordland Kmd,7,0,1,9,232,88,159,115,40,0,8,0,40,0,30,0,10,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,41,45,15,86,5906,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1004,0,0,0
35,SS Nordland Grp,73,0,1,10,232,88,94,0,50,0,8,0,50,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,41,41,19,86,8623,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,149,0,0,0
36,SS Nordland Grp,73,0,1,10,232,3,84,88,50,0,50,0,2,0,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,41,45,22,86,8629,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,149,0,0,0
37,SS Nordland Grp,73,0,1,10,232,99,84,88,50,0,50,0,3,0,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,42,45,25,86,8628,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,149,0,0,0
38,SS NordPzrJgr,2,0,0,3,89,158,0,0,0,6,40,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,43,45,11,86,7079,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,149,0,0,0
39,SS Nord PzrJgr,2,0,0,2,86,158,0,0,0,4,40,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,41,45,10,86,7024,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
40,SS Nord PzrJgr,2,0,0,2,92,158,0,0,0,8,40,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,43,45,16,86,69,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,149,0,0,0
41,SS Nordland Grp,73,0,1,10,232,127,99,88,50,0,5,10,50,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,44,45,40,86,8623,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,149,0,0,0
42,PzKpfw III H,13,0,3,5,25,155,0,6,32,60,90,0,0,0,90,0,24,69,33,60,42,30,30,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,16,26,25,13,91,41,42,95,86,5,0,4,4,0,6,0,3,0,8,3,228,421,0,0,1,1,0,0,0,0,5,0,0,0
43,PzKpfw IV F2,13,40,3,5,46,155,0,6,40,45,90,0,0,0,90,0,24,54,33,20,66,30,30,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,11,23,26,16,93,42,42,117,86,11,0,4,4,0,5,0,3,0,8,4,228,394,0,0,1,6,0,0,0,0,11,0,0,0
44,PzKpfw III J(s),13,0,3,5,26,155,0,6,25,50,90,0,0,0,90,0,24,63,40,50,63,35,30,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,10,26,20,12,92,42,43,101,86,6,0,4,4,0,6,0,3,0,8,3,228,735,0,0,1,5,0,0,0,0,6,0,0,0
45,PzKpfw IV H,13,50,3,5,47,155,0,6,35,55,90,0,0,0,90,0,24,85,33,20,66,30,30,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,11,23,26,15,90,43,46,122,86,13,0,4,2,0,6,0,4,0,8,4,228,414,0,0,1,4,0,0,0,0,13,0,0,0
46,PzKpfw IV J,13,41,3,5,47,151,145,6,26,60,12,0,90,0,90,0,24,85,33,20,66,30,30,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,10,23,25,15,91,44,45,120,86,13,0,4,0,0,6,0,4,0,8,4,228,748,0,0,1,7,0,0,0,0,13,0,0,0
47,Panther D,13,40,4,5,48,155,0,0,35,45,60,0,0,0,0,0,26,85,44,40,106,45,45,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,40,30,28,25,28,92,43,43,178,86,128,0,4,0,0,5,0,6,0,8,5,230,770,0,0,1,7,0,0,0,0,128,0,0,0
48,Tiger I (L),14,50,4,5,60,155,151,6,30,45,60,0,12,0,60,0,22,112,87,82,159,87,82,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,9,12,12,18,92,44,45,203,86,15,0,4,0,0,6,0,7,0,10,5,230,393,0,0,1,3,0,0,0,0,15,0,0,0
49,Tiger I (E),14,40,4,5,60,155,0,6,32,45,60,0,0,0,60,0,22,102,82,82,148,82,82,25,69,33,60,42,30,30,16,0,0,0,0,0,0,0,24,0,9,12,12,18,92,43,44,198,86,15,0,4,0,0,5,0,7,0,10,5,230,393,0,0,1,1,0,0,0,0,15,0,0,0
50,50mm AT Gun,6,0,1,6,30,0,0,0,20,32,0,0,0,0,0,0,1,0,0,0,0,0,0,0,54,33,20,66,30,30,10,0,0,0,0,0,0,0,0,0,0,0,0,0,30,41,45,48,86,49,0,3,8,0,7,0,3,0,0,0,106,55,0,0,0,1,0,0,0,0,49,0,0,0
51,75mm AT Gun,6,0,1,6,35,0,0,0,20,35,0,0,0,0,0,0,1,0,0,0,0,0,0,0,63,40,50,63,35,30,16,0,0,0,0,0,0,0,0,0,0,0,0,0,30,42,45,69,86,50,0,3,6,0,6,0,4,0,0,0,106,57,0,0,0,8,0,0,0,0,50,0,0,0
52,88mm FlaK Gun,16,0,3,11,222,0,0,0,45,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,33,20,66,30,30,12,0,0,0,0,0,0,0,0,0,0,0,0,0,81,41,45,104,86,53,0,4,0,0,5,0,6,0,0,0,211,667,0,0,0,1,0,0,0,0,53,0,0,0
