rid,name,wclass,B16,size,warhead,pen.HE,pen.AP,kill,accuracy,rng_max,rng_APCR,pen_APCR,pen_HEAT,sound,X1,X2,X3,X4,X5,X6,X7
1,7.62mm Mosin/30,1,0,1,1,0,0,1,16,48,0,0,0,597,0,0,0,0,0,0,0
2,7.62mm PPSh SMG,1,0,1,1,0,0,5,4,16,0,0,0,600,0,0,0,0,0,0,0
3,7.92mm MG34 LMG,2,0,2,1,0,0,9,36,64,0,0,0,540,0,0,0,0,0,0,0
4,50mm Brandt Mtr,3,0,2,3,4,0,4,0,64,10,0,0,819,0,0,0,0,0,0,0
5,7.92mm ZB37 MG,3,0,3,1,0,0,9,44,80,0,0,0,0,0,0,0,0,0,0,0
6,7.92mm MG34 BMG,5,0,3,1,0,0,10,28,32,0,0,0,546,0,0,0,0,0,0,0
7,20mm TNsH20 Gun,5,0,222,2,12,38,14,56,80,48,63,0,477,0,0,0,0,0,0,0
8,20mm KwK38 Hglf,4,0,222,2,12,38,14,48,96,64,63,0,477,0,0,0,0,0,0,0
9,7.62mm PPSh SMG,2,0,1,1,0,0,5,4,16,0,0,0,600,0,0,0,0,0,0,0
10,7.62mm Mosin/30,2,0,1,1,0,0,1,16,48,0,0,0,597,0,0,0,0,0,0,0
11,37mm 61-K obr39,4,0,6,2,12,44,11,64,180,0,0,0,315,0,0,0,0,0,0,0
12,37mm SA18 Gun,5,0,6,2,10,32,2,40,100,0,0,0,0,0,0,0,0,0,0,0
13,7.62mm Mosin/38,1,0,1,1,0,0,1,16,40,0,0,0,0,0,0,0,0,0,0,0
14,37mm vz.34 Gun,5,0,6,2,11,39,2,40,160,0,0,0,0,0,0,0,0,0,0,0
15,50mm RM obr Mrt,3,0,2,3,8,0,4,0,72,10,0,0,819,0,0,0,0,0,0,0
16,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,45mm L46 Gun,5,0,7,3,13,66,3,48,120,120,90,0,0,0,0,0,0,0,0,0
19,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,45mm L46 Gun,5,0,7,3,13,66,3,48,120,120,90,0,0,0,0,0,0,0,0,0
21,47mm Breda M35,5,0,7,3,13,59,3,52,120,0,0,0,0,0,0,0,0,0,0,0
22,47mm M36 Gun,5,0,7,3,14,57,3,52,120,0,0,0,0,0,0,0,0,0,0,0
23,47mm Bohler M35,5,0,7,3,15,82,3,48,120,0,0,0,0,0,0,0,0,0,0,0
24,50mm PaK38/45,5,0,7,3,20,100,3,72,196,80,161,0,0,0,0,0,0,0,0,0
25,50mm KwK38 L/42,5,0,7,3,18,77,3,60,180,72,130,0,0,0,0,0,0,0,0,0
26,50mm KwK39 L/60,5,0,7,3,20,100,3,72,196,80,161,0,0,0,0,0,0,0,0,0
27,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,60mm Brandt Mtr,3,0,4,3,9,0,5,0,136,10,0,0,0,0,0,0,0,0,0,0
31,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,75mm Skoda M15,6,0,8,4,21,0,6,36,120,40,0,45,0,0,0,0,0,0,0,0
33,75mm 1897(S),6,0,8,4,25,58,6,40,216,60,0,85,0,0,0,0,0,0,0,0
34,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,75mm PaK40/1,6,0,8,4,27,140,5,84,207,144,178,0,0,0,0,0,0,0,0,0
36,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,75mm KwK37 L/24,6,0,8,4,24,57,6,52,160,0,0,85,0,0,0,0,0,0,0,0
42,7.62mm Maxim MG,3,0,3,1,0,0,9,48,80,0,0,0,659,0,0,0,0,0,0,0
43,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0
45,75mm Skoda M39,6,0,8,4,21,0,6,60,120,40,0,45,0,0,0,0,0,0,0,0
46,75mm KwK40 L/43,6,0,8,4,26,135,5,76,206,128,193,0,0,0,0,0,0,0,0,0
47,75mm KwK40 L/48,6,0,8,4,27,140,5,84,207,144,195,0,0,0,0,0,0,0,0,0
48,75mm KwK42 L/70,6,0,9,4,28,188,5,136,209,160,251,0,0,0,0,0,0,0,0,0
49,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,76.2mm ZiS-3E,6,0,8,4,26,88,6,72,160,80,0,0,0,0,0,0,0,0,0,0
52,76.2mm Model 36,6,0,8,4,26,90,6,48,207,0,0,0,0,0,0,0,0,0,0,0
53,76.2mm 02/36 FH,6,0,9,4,25,69,6,48,216,40,0,75,0,0,0,0,0,0,0,0
54,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,81mm Brandt Mrt,3,0,5,5,16,0,8,16,207,20,0,0,0,0,0,0,0,0,0,0
57,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,85mm ZiS-S-53,6,0,9,5,34,144,7,104,209,142,175,0,731,0,0,0,0,0,0,0
59,88mm FlaK18/36,4,0,12,5,36,162,9,132,210,94,220,120,0,0,0,0,0,0,0,0
60,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0
68,,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0
69,100mm M14/34 FH,7,0,12,6,30,0,10,40,218,0,0,0,0,0,0,0,0,0,0,0
70,100mm Skodavz16,7,0,12,6,30,0,10,70,218,0,0,0,0,0,0,0,0,0,0,0
71,105mm M1936S,7,0,12,6,34,74,10,40,223,40,0,75,0,0,0,0,0,0,0,0
72,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,120mm PM obr.38,3,0,10,7,36,0,12,16,216,20,0,0,0,0,0,0,0,0,0,0
74,122mm M10/30 FH,7,0,12,7,38,94,12,48,224,40,0,0,0,0,0,0,0,0,0,0
75,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0
77,TNT,2,0,2,10,80,0,8,4,4,0,0,0,0,0,0,0,0,0,0,0
78,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,150mm M34 How,7,0,12,9,50,0,17,40,228,40,0,0,0,0,0,0,0,0,0,0
80,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,7mm FlmW42,8,0,3,15,150,0,15,4,4,0,0,0,0,0,0,0,0,0,0,0
82,M-35 Flamegun,8,0,3,15,150,0,15,4,4,0,0,0,0,0,0,0,0,0,0,0
83,7mm FlmW42,8,0,3,15,150,0,15,4,4,0,0,0,0,0,0,0,0,0,0,0
84,Satchel Charge,2,0,2,10,0,222,8,4,4,0,0,150,0,0,0,0,0,0,0,0
85,Molotov,8,0,1,3,55,222,2,4,4,0,0,55,603,0,0,0,0,0,0,0
86,Anti-Tank Mine,2,0,2,10,0,222,0,4,4,0,0,100,483,0,0,0,0,0,0,0
87,M.A.N. Grenade,2,0,1,2,19,0,10,4,4,0,0,0,705,0,0,0,0,0,0,0
88,13mm PzB39 ATR,2,0,2,2,0,33,1,24,48,0,0,0,665,0,0,0,0,0,0,0
89,Panzerfaust 30,2,0,4,4,0,222,6,4,4,0,0,198,624,0,0,0,0,0,0,0
90,RPG-43 ATG,2,0,2,6,0,222,2,4,4,0,0,75,483,0,0,0,0,0,0,0
91,Schiessbecher30,2,0,2,2,4,222,4,4,16,0,0,35,0,0,0,0,0,0,0,0
92,Gew PzGr 30/1,2,0,2,2,6,222,6,8,16,0,0,75,0,0,0,0,0,0,0,0
93,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,RDT42 Grenade,2,0,1,3,22,0,10,4,4,0,0,0,705,0,0,0,0,0,0,0
