id,name,wclass,wclass,size,warhead,kill_HE,kill_AP,pen_HE,pen_AP,pen_HEAT,pen_APCR,accuracy,range_max,range_APCR
0,SPWAW,0,unknown weapon,0,0,0,0,0,0,0,0,0,0,0
1,7.62mm Mosin/30,1,primary infantry weapon,1,1,0,0,0,0,0,0,16,48,0
2,37mm M5 Gun,5,light gun,6,2,1,0,12,71,0,86,44,120,40
3,7.92mm MG34 LMG,2,secondary infantry weapon,2,1,0,0,0,0,0,0,36,64,0
4,7.92mm MG34 MG,3,team weapon,3,1,4,0,0,0,0,0,44,100,0
5,7.62mm PPSh SMG,1,primary infantry weapon,1,1,0,0,0,0,0,0,4,16,0
6,7.62mm DP LMG,2,secondary infantry weapon,2,1,9,0,0,0,0,0,28,64,0
7,6.5mm m14 BMG,5,light gun,4,1,0,0,0,0,0,0,32,80,0
8,Tromblon,2,secondary infantry weapon,2,2,12,0,10,0,0,0,0,16,0
9,7.92mm MG42 MG,3,team weapon,3,1,0,0,0,0,0,0,40,100,0
10,20mm Breda AA,4,anti-air weapon,222,2,5,0,12,38,0,0,56,160,0
11,37mm 61-K obr39,4,anti-air weapon,6,2,0,0,12,44,0,0,64,180,0
12,37mm Skoda ATG,5,light gun,6,2,6,0,9,27,0,0,32,80,0
13,7.92mm MG34 BMG,5,light gun,3,1,0,0,0,0,0,0,28,32,0
14,7.62mm PPSh SMG,2,secondary infantry weapon,1,1,8,0,0,0,0,0,4,16,0
15,7.62mm Mosin/30,2,secondary infantry weapon,1,1,0,0,0,0,0,0,16,48,0
16,37mm M6 Gun,5,light gun,6,2,6,0,13,77,0,91,44,140,68
17,40mm Bofors Gun,4,anti-air weapon,6,3,0,0,26,56,0,0,60,207,0
18,45mm L46 Gun,5,light gun,7,3,14,0,13,66,0,90,48,120,120
19,45mm L66 Gun,5,light gun,7,3,0,0,13,77,0,101,56,120,120
20,46mm wz.36 ,3,team weapon,2,3,14,0,9,0,0,0,0,64,0
21,47/32mm m35 Gun,5,light gun,7,3,0,0,14,54,75,69,52,120,60
22,47mm L34 Gun,5,light gun,7,3,11,0,14,51,0,0,52,120,0
23,47mm SA35 Gun,5,light gun,7,3,0,0,18,58,0,0,48,148,0
24,45mm Brixia,3,team weapon,1,3,4,0,6,0,0,0,0,44,0
25,7.62mm Mosin/38,1,primary infantry weapon,1,1,0,0,0,0,0,0,16,40,0
31,65/17mm Gun,6,medium gun,8,4,0,0,19,25,83,0,52,216,40
32,75/13mm Gun,6,medium gun,8,4,4,0,18,45,0,0,48,120,0
33,75/27mm m906,6,medium gun,9,4,0,0,27,72,0,0,48,216,40
34,75mm PaK97/38,6,medium gun,8,4,11,0,25,96,85,131,48,120,40
36,76.2mm 02/30 FH,6,medium gun,9,4,3,0,25,69,75,0,48,216,40
37,82mm BM obr. 37,3,team weapon,5,5,0,0,18,0,0,0,16,208,20
38,7.92mm vz.37 MG,3,team weapon,3,1,3,0,0,0,0,0,40,80,0
39,7.92mm MG,11,aircraft weapon,0,1,0,0,10,1,0,0,24,24,0
41,7.62mm Maxim MG,3,team weapon,3,1,0,0,0,0,0,0,48,80,0
56,81mm Stokes Mrt,3,team weapon,5,5,0,0,29,0,0,0,20,208,0
70,100/17mm m14 FH,7,large gun,12,6,0,0,32,63,0,0,56,225,40
71,105/32mm m15 FG,7,large gun,12,6,0,0,34,74,100,0,48,224,40
72,107mm GVPM 38,3,team weapon,6,6,6,0,22,0,0,0,16,208,20
73,120mm PM obr.38,3,team weapon,10,7,0,0,36,0,0,0,16,216,20
74,122mm G obr.38,7,large gun,12,7,8,0,45,94,120,0,48,225,40
76,122mm M30 Gun,7,large gun,12,7,8,0,45,94,120,0,48,160,0
79,150mm M36 FH,7,large gun,12,9,0,0,48,0,0,0,48,225,40
80,152mm ML-20 FH,7,large gun,12,9,0,0,49,165,0,0,44,225,40
82,TNT,2,secondary infantry weapon,2,10,9,0,80,0,0,0,4,4,0
83,M-35 Flamegun,8,infantry flamethrower,3,15,0,0,150,0,0,0,4,4,0
84,Satchel Charge,2,secondary infantry weapon,2,10,0,0,0,222,150,0,4,4,0
85,Molotov,8,infantry flamethrower,1,3,0,0,55,222,55,0,4,4,0
86,Anti-Tank Mine,2,secondary infantry weapon,2,10,0,0,0,222,100,0,4,4,0
87,Mod.38 Grenade,2,secondary infantry weapon,1,2,0,0,19,0,0,0,4,4,0
88,StHGr 24,2,secondary infantry weapon,1,2,0,0,19,0,0,0,4,4,0
89,Granata M14/30,2,secondary infantry weapon,1,2,0,0,19,0,0,0,4,4,0
90,PIAT,2,secondary infantry weapon,3,4,0,0,0,222,130,0,4,8,0
91,No.36 Mills Grn,2,secondary infantry weapon,1,2,0,0,19,0,0,0,4,4,0
94,6.5mm Breda LMG,2,secondary infantry weapon,2,1,0,0,0,0,0,0,28,52,0
96,.303 Bren LMG,2,secondary infantry weapon,2,1,0,0,0,0,0,0,32,80,0
97,.303 VckrsBerth,2,secondary infantry weapon,2,1,0,0,0,0,0,0,24,80,0
99,7.92mm MG42 LMG,2,secondary infantry weapon,2,1,0,0,0,0,0,0,36,64,0
100,Camera,16,anti-radiation missile,1,20,0,0,0,0,0,0,8,8,0
104,155mm M17 FH,7,large gun,12,9,0,0,58,0,0,0,48,228,40
105,75mm OQF MV,6,medium gun,8,4,0,0,25,106,0,0,84,192,0
108,Flame Projector,9,vehicle flamethrower,3,20,0,0,200,0,0,0,8,8,0
112,9mm FN M22,2,secondary infantry weapon,1,1,8,0,0,0,0,0,4,4,0
113,9mm Walther P38,1,primary infantry weapon,1,1,0,0,0,0,0,0,4,4,0
114,9mm FN M22,1,primary infantry weapon,1,1,0,0,0,0,0,0,4,4,0
115,Quad Maxim AAMG,4,anti-air weapon,3,1,0,0,0,0,0,0,40,120,0
118,.303 Vickers MG,3,team weapon,4,1,0,0,0,0,0,0,48,100,0
119,8mm Breda MG,3,team weapon,4,1,0,0,0,0,0,0,44,100,0
120,.30cal M1919A4,3,team weapon,4,1,0,0,0,0,0,0,48,80,0
122,7.62 Maxim HMG,3,team weapon,4,1,0,0,0,0,0,0,40,120,0
124,12.7mm DShK HMG,3,team weapon,4,1,0,0,20,20,0,0,44,160,0
127,8mm Breda BMG,5,light gun,3,1,0,0,0,0,0,0,28,32,0
129,7.62mm DT BMG,5,light gun,3,1,0,0,0,0,0,0,28,32,0
131,.30cal BMG,5,light gun,3,1,0,0,0,0,0,0,28,32,0
136,14.5mm PTRD ATR,2,secondary infantry weapon,2,2,0,0,0,37,0,44,28,52,40
139,.30cal M1917 AA,4,anti-air weapon,3,1,0,0,0,0,0,0,48,100,0
141,12.7 DShK AAMG,4,anti-air weapon,4,1,0,0,20,20,0,0,36,160,0
142,20mm Solothurn,2,secondary infantry weapon,2,2,10,0,0,32,0,0,32,60,0
146,7.62 M1891/30 ,1,primary infantry weapon,1,1,12,0,0,0,0,0,60,80,0
147,20mm CA Mle39,4,anti-air weapon,222,2,0,0,11,35,0,0,40,160,0
151,7.92mm vz30 BMG,5,light gun,3,1,0,0,0,0,0,0,28,32,0
155,7.92mm MG34 CMG,5,light gun,2,1,0,0,0,0,0,0,48,120,0
156,9mm MP38/40 SMG,2,secondary infantry weapon,1,1,0,0,0,0,0,0,8,12,0
157,7.92mm Kar 98k,1,primary infantry weapon,1,1,0,0,0,0,0,0,16,48,0
158,9mm MP38/40 SMG,1,primary infantry weapon,1,1,17,0,0,0,0,0,8,12,0
159,7.62mm ShKAS MG,11,aircraft weapon,0,1,0,0,10,1,0,0,24,24,0
160,7.92mm Kar 98k,2,secondary infantry weapon,1,1,16,0,0,0,0,0,16,48,0
166,37mm NS-37 Gun,11,aircraft weapon,0,2,15,0,40,0,0,0,20,24,0
167,20mm Cannon,11,aircraft weapon,0,2,0,0,25,0,0,0,20,24,0
171,7.62mm DT CMG,5,light gun,2,1,0,0,0,0,0,0,40,100,0
172,7.62mm DT TMG,5,light gun,2,1,0,0,0,0,0,0,40,100,0
173,82mm RS-82 Rkt,11,aircraft weapon,0,6,0,0,32,0,0,0,0,24,0
